ID,Rank,Rarity_Score,Attributes-Scores,Background-Scores,Clothes-Scores,Earring-Scores,Eyes-Scores,Fur-Scores,Hat-Scores,Mouth-Scores
9517,5420,155.5302530748834,1,7,29,1,28,24,54,6
6358,5421,155.49925509112234,3,7,70,1,20,7,4,39
7789,5422,155.48788533867116,3,8,5,1,18,12,43,61
1762,5423,155.47738105675202,1,7,39,67,20,7,4,6
9267,5424,155.47533321381917,1,8,48,1,28,15,44,6
5626,5425,155.46496133440687,1,8,61,1,11,33,23,14
7466,5426,155.439069448843,1,7,42,1,11,15,43,30
9353,5427,155.42285914862453,1,7,48,1,23,7,31,33
5384,5428,155.40715110553649,1,8,39,1,30,15,28,30
887,5429,155.39897614656851,1,7,42,22,18,8,4,49
7588,5430,155.3965186803555,5,7,42,12,28,19,32,6
7660,5431,155.38553006413161,1,8,5,22,18,15,76,6
9167,5432,155.36699129015503,1,8,24,1,11,20,39,48
5099,5433,155.29420970611758,1,7,78,1,18,7,34,6
7720,5434,155.28115888724852,1,7,35,1,24,19,30,33
4003,5435,155.2407343281898,5,7,24,11,41,7,38,19
4133,5436,155.23589651525828,1,8,44,1,18,7,34,39
6863,5437,155.23004179840746,1,8,42,1,28,8,26,37
1700,5438,155.2249379770967,1,8,53,1,14,8,30,37
8111,5439,155.21749301318957,1,7,42,1,32,7,55,6
8630,5440,155.2047581937343,5,8,41,11,13,24,44,6
3846,5441,155.20086282953898,1,7,48,1,25,21,44,4
4106,5442,155.1965892233051,1,8,29,1,42,7,43,19
3548,5443,155.17407422009416,3,8,5,1,24,46,42,22
3898,5444,155.1600265840027,1,8,45,1,23,7,26,41
4182,5445,155.1530680656137,5,7,29,11,13,8,42,36
8617,5446,155.15135540896242,1,8,46,1,14,37,31,14
828,5447,155.14212409225763,1,8,70,12,20,7,4,30
297,5448,155.13891083965186,1,7,49,1,5,21,53,14
526,5449,155.1277904945789,3,7,5,1,5,7,93,30
7515,5450,155.1252569629203,1,7,45,1,13,8,63,14
2077,5451,155.12451599334338,3,8,5,1,18,20,93,4
1812,5452,155.1222902034335,1,7,42,1,25,20,51,4
2172,5453,155.1197443211744,5,7,35,12,42,20,17,14
1883,5454,155.11336303804325,1,7,24,1,20,7,54,36
3003,5455,155.10063812640254,1,7,69,1,11,15,42,4
8700,5456,155.0911465676275,3,8,56,1,25,15,4,39
7149,5457,155.08364403099446,1,7,48,1,14,15,42,22
7435,5458,155.08202430095747,1,8,35,1,30,12,28,36
9976,5459,155.0689092273153,5,8,56,12,5,7,55,4
1342,5460,155.06660294731634,1,7,71,1,5,7,54,4
4574,5461,155.05804382024954,5,7,29,21,20,12,42,14
8802,5462,155.04266248671507,1,8,35,1,20,12,54,19
314,5463,155.02414795226142,5,7,61,21,5,12,17,22
5131,5464,155.02167029763183,5,8,35,22,28,20,28,6
4910,5465,155.0094757863512,1,8,46,1,42,20,28,4
6695,5466,154.98845651337578,5,7,29,12,20,19,54,4
9022,5467,154.9734661011138,1,8,49,21,14,7,4,48
1961,5468,154.95263078133547,1,8,53,1,32,8,43,6
4311,5469,154.95160359369368,1,7,5,21,25,19,43,30
1439,5470,154.9302480996045,3,7,5,1,23,8,63,41
2593,5471,154.9260118167821,5,8,56,11,5,20,28,19
7821,5472,154.88258572985055,5,7,46,21,5,8,55,4
6530,5473,154.8604078561668,1,8,49,1,11,46,31,4
3277,5474,154.85810029203452,1,8,61,1,37,12,26,4
3216,5475,154.85313691763162,3,8,5,1,14,33,51,37
1218,5476,154.8388559658768,1,7,61,1,42,8,17,14
5947,5477,154.83794495409256,3,8,5,1,66,8,55,6
3820,5478,154.82400797507566,1,8,61,11,18,7,4,42
7911,5479,154.80512444330947,1,8,42,1,20,24,17,37
3433,5480,154.79596531512092,1,7,70,12,14,21,4,22
5516,5481,154.79055900775623,1,7,46,67,14,8,4,4
4407,5482,154.78969092879242,5,8,39,11,14,25,44,6
72,5483,154.74958386113855,5,7,42,22,11,20,39,4
7846,5484,154.74414807033165,1,8,65,11,14,19,4,30
1633,5485,154.73543177400038,1,8,74,1,5,20,38,4
3556,5486,154.72456067093432,1,8,35,1,28,25,17,36
7844,5487,154.72034969748336,1,7,41,1,18,7,53,22
6151,5488,154.71141434280736,1,7,5,12,30,57,34,6
220,5489,154.70103648448708,1,7,48,1,37,21,31,4
3008,5490,154.66608827212576,5,8,42,21,24,19,26,6
3536,5491,154.66466206645677,1,8,69,22,20,21,4,6
1815,5492,154.65005704439304,1,8,71,1,13,15,28,14
3258,5493,154.64644840907042,5,7,24,12,5,7,43,48
6320,5494,154.62000967245564,3,8,5,1,37,7,42,48
1774,5495,154.61753158239992,5,7,49,11,14,19,42,4
3167,5496,154.60157776215513,5,7,43,11,20,7,44,14
1910,5497,154.60044281647532,3,8,29,1,13,7,4,86
1476,5498,154.60029562471667,1,8,43,1,18,20,54,6
5167,5499,154.58925914267127,5,8,35,21,24,15,39,4
3873,5500,154.5761919271933,3,8,5,1,18,37,73,6
7215,5501,154.5453895304902,5,7,39,12,20,20,43,4
1132,5502,154.535284183069,3,7,70,1,25,7,4,33
2640,5503,154.5299879893413,5,8,29,11,11,57,26,4
919,5504,154.52404436372692,5,8,29,12,30,33,28,6
8084,5505,154.50003762596936,3,8,5,1,25,24,55,30
4605,5506,154.48733103930573,1,7,43,1,18,12,55,14
7899,5507,154.48171807924396,1,7,24,1,5,7,66,39
5701,5508,154.48079844961836,3,7,29,1,25,20,4,61
7314,5509,154.46699522218233,3,7,5,1,66,8,55,6
7034,5510,154.451617472643,5,7,41,12,42,7,30,6
6492,5511,154.4413996113767,5,7,35,11,13,7,43,30
2686,5512,154.4393225382571,1,8,61,1,13,15,32,19
8094,5513,154.43806798951655,1,8,49,1,42,12,30,6
2620,5514,154.42655017153913,3,7,61,1,20,24,4,30
1004,5515,154.39907989517909,5,7,35,12,18,8,30,36
4480,5516,154.35444740771746,1,7,42,1,18,21,54,6
394,5517,154.34877130290224,1,8,48,1,20,15,53,4
8336,5518,154.34115427653532,1,7,61,1,20,20,26,14
3026,5519,154.3252103445249,1,8,46,1,5,46,23,19
2083,5520,154.32195838670864,1,7,70,1,28,12,26,4
6461,5521,154.31487830530165,1,8,42,1,18,12,55,14
2468,5522,154.30572879998377,1,7,24,1,32,8,44,33
7542,5523,154.27970974704832,5,7,70,11,5,15,32,4
6429,5524,154.2563034335226,3,8,49,1,11,37,4,37
7767,5525,154.24241514281954,5,8,29,11,5,7,66,19
6005,5526,154.23347645165367,1,8,48,1,5,64,17,6
9718,5527,154.22911560983107,3,8,45,1,13,15,4,61
3369,5528,154.22469192546413,3,8,78,1,37,15,4,4
2626,5529,154.20366534636102,1,7,71,1,5,25,26,14
2352,5530,154.20007205235572,1,7,53,1,25,25,32,6
9292,5531,154.19561561976147,1,7,43,1,42,7,44,4
8083,5532,154.19538331563186,1,8,46,1,28,25,38,4
3030,5533,154.14736758759958,1,7,48,1,14,12,28,39
1756,5534,154.14145762342346,1,8,48,1,13,7,39,33
3941,5535,154.1119649806744,5,8,49,12,30,21,23,4
3926,5536,154.09752883391894,1,8,44,1,32,20,31,14
9856,5537,154.09554054479634,1,8,61,1,5,7,63,4
8207,5538,154.07553402996976,1,8,43,1,25,8,31,33
2846,5539,154.06530620830839,5,7,46,22,20,12,23,14
3981,5540,154.0632574746651,5,7,42,11,11,19,32,22
460,5541,154.0596503635478,3,7,5,1,11,20,73,30
4220,5542,154.05924189555702,3,8,5,1,18,25,55,36
5148,5543,154.0576840585924,1,7,44,1,28,25,38,6
4163,5544,154.0540573127613,1,7,44,1,11,12,31,42
6421,5545,154.03631728398153,5,8,65,12,5,20,17,19
7959,5546,154.02604419715922,1,7,48,1,24,20,26,22
5403,5547,154.01648603756124,1,7,49,1,37,8,43,4
4086,5548,154.00181161396532,1,8,41,1,42,7,30,19
2302,5549,153.9886890173285,1,7,35,1,20,19,53,14
103,5550,153.98474803638135,1,7,48,1,13,8,31,41
6654,5551,153.97216801945305,1,7,56,1,20,19,23,22
3973,5552,153.97128332014077,1,7,39,1,18,15,55,14
673,5553,153.944204566426,1,7,43,1,5,19,32,41
4063,5554,153.93771883492442,1,7,43,1,5,15,44,33
2983,5555,153.90039539327245,1,8,35,1,18,21,63,4
951,5556,153.85775665851915,5,7,48,12,13,7,54,4
7978,5557,153.84684640215886,1,8,44,1,20,8,55,14
8130,5558,153.8253153696473,1,7,46,1,13,12,32,36
6562,5559,153.81373679219715,1,8,5,45,37,7,43,4
5729,5560,153.81307760278912,3,8,5,1,14,12,66,41
8908,5561,153.80725673652907,1,8,65,21,5,7,4,39
6368,5562,153.80652692888907,1,7,42,1,28,24,42,4
5165,5563,153.77773731698832,1,7,71,1,5,20,30,14
7408,5564,153.7590509050029,1,7,42,1,11,19,26,42
6523,5565,153.75533831208705,1,8,39,1,5,15,76,4
8442,5566,153.71876721873375,1,8,42,1,11,7,66,14
611,5567,153.68914781818242,1,7,41,1,41,12,32,14
4229,5568,153.68852234262081,1,7,71,1,24,7,32,6
4725,5569,153.6850341345353,1,8,49,1,30,20,38,4
9771,5570,153.6785914610273,1,8,42,1,24,15,39,19
340,5571,153.66141745367284,5,8,41,45,13,7,26,6
3055,5572,153.6599813359139,5,8,49,11,24,15,34,4
9837,5573,153.65147374649794,1,7,65,1,18,8,44,6
5226,5574,153.64687511678048,1,8,45,1,11,7,73,4
5789,5575,153.56540933802324,1,7,65,1,5,12,44,14
4730,5576,153.53338623151552,1,7,61,1,11,20,42,6
9350,5577,153.53117597233876,1,8,61,1,14,7,54,4
9171,5578,153.51032327130832,1,8,48,1,11,15,23,42
1869,5579,153.50411516067376,5,8,69,12,13,7,23,14
8906,5580,153.49196805205185,1,8,49,1,5,15,66,4
9951,5581,153.47840680924588,1,8,39,1,28,25,42,6
2496,5582,153.43683961950464,5,7,48,12,32,15,17,14
2751,5583,153.42417825178552,1,8,43,21,5,20,4,48
4417,5584,153.41465923950588,1,7,48,1,28,7,53,4
3887,5585,153.41168153703188,3,8,42,1,42,19,4,30
9060,5586,153.40997972249792,1,8,69,21,23,20,4,4
3318,5587,153.3989262806231,5,8,42,21,24,12,34,4
5120,5588,153.37572584061553,1,8,69,1,5,7,54,4
9657,5589,153.32766475880499,3,8,41,1,37,33,4,22
7924,5590,153.32633089716475,5,7,29,22,11,33,38,4
3209,5591,153.3057316112881,5,8,48,12,23,12,28,14
2529,5592,153.28736608415528,5,7,41,11,11,19,51,4
7340,5593,153.24789703202777,1,7,41,1,18,7,44,30
407,5594,153.23869714350096,5,8,56,11,13,7,31,19
9240,5595,153.2340010634359,1,7,35,1,28,8,63,6
4626,5596,153.23364450338212,1,7,42,1,18,33,43,4
6542,5597,153.19955088113932,1,7,49,1,5,8,44,33
2218,5598,153.18016603933827,1,7,84,1,18,7,28,4
3094,5599,153.17259661799545,1,7,48,1,28,15,42,6
9779,5600,153.17226941635167,1,7,42,1,30,15,39,14
2878,5601,153.1696304782405,3,7,5,12,92,20,4,6
6204,5602,153.14276470711116,3,8,46,1,41,33,4,14
9669,5603,153.14010159348564,1,8,48,1,28,25,32,6
6397,5604,153.13618125693722,1,8,56,1,18,20,32,14
9686,5605,153.1310716683043,3,7,48,1,18,7,4,61
1319,5606,153.1203575970499,1,7,42,1,5,7,44,41
3027,5607,153.11183760949217,3,8,5,1,18,15,63,36
4059,5608,153.0579939425685,3,8,61,1,18,25,4,30
6782,5609,153.04571626536284,3,7,56,1,18,19,4,41
4497,5610,153.03936048655015,3,7,5,1,45,20,26,42
9711,5611,153.03862874477846,3,7,69,1,13,15,4,36
4962,5612,153.03392700127424,1,8,42,1,18,12,30,36
609,5613,153.02298750693353,3,7,5,1,30,7,54,42
5243,5614,153.01922691725088,39,8,5,1,5,12,4,75
6560,5615,153.018367541415,1,7,41,1,13,20,28,37
9786,5616,153.00177899099327,1,7,43,1,14,37,32,14
9429,5617,152.99597817519083,1,8,42,1,18,7,31,42
9667,5618,152.99262565852297,3,7,5,1,32,19,44,37
2604,5619,152.9910050100762,3,8,70,1,18,7,4,39
3586,5620,152.9712902188911,1,8,39,1,13,7,43,37
8114,5621,152.9667370491827,1,8,5,11,5,20,93,6
2649,5622,152.93895164770092,1,7,43,1,5,7,55,30
4035,5623,152.92564342255022,5,8,24,45,13,19,32,4
2233,5624,152.92476304844212,5,7,24,11,5,24,31,42
9644,5625,152.90845940248443,1,7,78,1,11,7,38,6
1105,5626,152.90164422119148,5,8,48,12,5,15,26,30
2353,5627,152.8908427664847,1,8,48,1,28,19,38,6
8846,5628,152.8797837283716,1,7,5,21,18,20,63,14
7404,5629,152.8766303108545,1,7,49,1,14,15,42,19
4364,5630,152.8716250733576,1,8,43,1,23,7,53,14
9063,5631,152.8154105930222,3,7,105,1,18,7,4,4
3547,5632,152.81285495941285,1,8,5,22,41,37,31,4
1727,5633,152.79390008503623,1,8,69,1,5,7,44,14
2535,5634,152.76339234656982,1,7,49,1,5,21,31,33
4012,5635,152.76227422165852,3,8,5,1,37,7,51,37
9362,5636,152.75496980706168,5,7,69,12,5,8,39,4
5813,5637,152.7445534698527,1,8,41,11,14,57,4,14
1817,5638,152.7368916421495,1,7,42,1,20,20,43,14
5284,5639,152.73070926262102,3,8,41,1,24,7,4,61
4178,5640,152.72776680464202,5,7,43,11,5,33,39,6
1800,5641,152.71831014819324,5,8,53,11,32,20,17,4
9478,5642,152.70635119520233,3,7,5,1,20,21,30,61
1655,5643,152.69619178308216,1,8,29,1,45,8,43,14
5584,5644,152.69500247646624,3,7,35,1,42,7,4,49
2715,5645,152.68207935321257,1,7,69,1,28,12,26,4
1395,5646,152.65864634051655,3,8,39,1,18,15,4,61
8851,5647,152.64382997391104,1,8,56,1,20,15,28,19
1568,5648,152.62984823200264,3,8,69,1,42,15,4,6
7432,5649,152.62379001668035,3,8,35,1,30,64,4,4
214,5650,152.6136707111721,5,7,41,12,14,7,44,19
728,5651,152.61030850722986,5,8,24,12,5,15,31,49
6828,5652,152.60612046590535,1,8,49,1,5,8,54,22
4261,5653,152.6053802535504,5,7,24,12,18,33,28,22
6174,5654,152.5696019023218,1,8,44,1,41,20,30,4
1794,5655,152.5571184430415,1,7,44,1,5,25,28,37
4453,5656,152.55207377060023,1,8,46,1,20,7,43,22
9937,5657,152.54913630292077,5,8,35,11,18,20,39,14
2752,5658,152.5463266148134,1,8,44,1,5,21,39,30
1694,5659,152.54420473404494,5,8,41,21,25,19,26,4
3245,5660,152.54138389058662,1,8,35,1,24,21,26,33
8532,5661,152.53906195047912,1,7,45,1,11,7,43,33
4881,5662,152.53197770851892,1,8,41,1,11,20,28,39
5770,5663,152.52900760942612,5,7,43,11,11,12,26,33
8396,5664,152.52005290426732,1,8,5,21,18,19,73,4
6564,5665,152.49704975309484,1,7,39,1,25,8,63,4
4902,5666,152.4893944417769,1,8,53,1,14,15,43,14
5245,5667,152.48107719931403,1,7,35,1,24,8,39,33
3833,5668,152.44167526403893,5,8,44,12,5,7,28,41
4733,5669,152.42485317869605,5,7,39,11,28,25,28,6
9190,5670,152.33211705651746,5,8,61,11,5,25,30,4
6086,5671,152.33101240550417,1,7,41,1,5,7,44,41
3291,5672,152.3279740490912,3,8,35,1,30,7,4,61
6754,5673,152.29846194843287,5,7,41,21,5,21,44,4
260,5674,152.2581535653303,3,7,53,1,24,7,4,49
6196,5675,152.25126998790407,1,7,56,1,18,15,17,33
2871,5676,152.2190227740582,1,7,45,12,37,12,4,30
7115,5677,152.21469478528437,1,7,44,1,13,24,44,14
788,5678,152.21296752004002,1,7,41,1,14,33,38,14
1351,5679,152.2082360566151,5,7,45,12,14,19,34,14
1030,5680,152.18618980615886,1,7,39,1,5,25,28,41
8956,5681,152.1815290389779,1,8,78,1,14,15,28,4
3087,5682,152.1650237122173,1,8,71,1,18,15,30,4
1068,5683,152.16288079931175,1,8,46,1,20,7,43,22
3988,5684,152.15804618129403,1,7,35,1,11,15,73,4
7838,5685,152.12768140374362,1,7,46,1,5,7,76,4
734,5686,152.12649123585544,1,7,24,1,20,12,76,6
17,5687,152.11936679458933,5,8,46,22,14,15,32,6
555,5688,152.11781357427085,1,8,35,1,28,37,32,6
3706,5689,152.07704419365058,5,8,48,11,5,12,55,4
4337,5690,152.06093549008307,1,7,44,1,30,20,39,6
7350,5691,152.02883448405836,5,7,39,21,11,7,44,14
1755,5692,152.01832255581783,1,8,44,1,18,8,28,41
8357,5693,151.97926951806232,5,7,48,21,23,8,32,4
6458,5694,151.9696827771698,1,7,69,1,11,20,32,6
9524,5695,151.95288313135217,1,7,5,21,18,64,28,4
2324,5696,151.95120743283283,1,8,44,1,24,25,39,6
7916,5697,151.93174560123714,1,7,46,1,13,7,43,30
9616,5698,151.93008388149235,3,7,5,1,18,21,54,39
6330,5699,151.90517294176524,5,7,39,12,18,25,23,19
9580,5700,151.9033773769874,1,7,29,12,45,20,4,30
7682,5701,151.89039388298124,1,8,61,22,11,7,4,33
2088,5702,151.89038170651747,3,8,78,1,5,7,4,42
5672,5703,151.88792722828742,3,7,97,1,24,8,4,4
3723,5704,151.8874964439279,1,7,29,1,32,8,63,6
7772,5705,151.86528459290537,5,8,44,11,11,37,26,6
7320,5706,151.80923284213497,3,8,5,1,18,7,93,14
6533,5707,151.7921971048537,1,8,43,21,28,20,4,22
7775,5708,151.7816366771699,1,8,42,1,5,7,42,42
2616,5709,151.76458746618778,1,8,46,1,37,7,43,4
3658,5710,151.73186898105138,1,8,69,21,32,7,4,6
7937,5711,151.73106647655362,1,8,46,1,5,20,43,22
3485,5712,151.726970854281,1,8,44,1,5,25,23,41
813,5713,151.70501565248827,1,8,49,1,14,7,39,30
7254,5714,151.6794786221846,3,7,45,1,5,7,4,75
100,5715,151.61119692005468,3,7,5,1,18,7,93,14
9735,5716,151.60571857114675,1,7,49,1,5,15,63,6
6986,5717,151.5971337759902,3,8,5,1,32,21,42,36
1361,5718,151.54937852824543,5,7,35,12,20,33,30,6
1786,5719,151.54356448179405,5,7,39,11,42,7,32,4
3246,5720,151.54122382255963,1,8,49,1,32,21,32,4
4499,5721,151.5321013548479,3,8,105,1,14,7,4,6
1662,5722,151.52235889746066,5,7,24,11,5,12,44,39
6476,5723,151.50634039021,1,8,42,1,20,15,38,22
3595,5724,151.50391171132424,3,8,53,1,66,7,4,6
303,5725,151.47249301128693,3,8,70,1,45,12,4,4
4477,5726,151.46881929906468,1,8,29,1,13,8,54,33
7415,5727,151.46475371886874,1,8,39,1,11,21,44,22
1872,5728,151.4430216382911,5,7,42,11,20,7,17,39
2911,5729,151.43745778163645,1,8,46,1,32,7,39,14
175,5730,151.42712171257168,1,7,70,11,42,8,4,4
1448,5731,151.42616778162068,5,7,44,12,5,15,26,33
2932,5732,151.41678469051604,1,8,39,1,18,25,42,14
7091,5733,151.4033184774561,1,8,35,1,28,15,53,6
4831,5734,151.38324048577044,1,7,61,1,28,7,28,14
5674,5735,151.38043283329938,3,7,43,1,28,25,4,36
8706,5736,151.334420613872,3,7,5,1,20,7,43,61
8122,5737,151.320445191249,3,7,29,1,20,7,4,75
1596,5738,151.31525140999204,1,8,5,12,5,37,38,42
8618,5739,151.2940731249022,1,7,71,1,5,7,51,4
3806,5740,151.28137910690432,1,8,35,1,5,15,63,19
9143,5741,151.2792766464072,3,8,5,1,24,24,76,6
2179,5742,151.249338960537,1,7,46,1,18,7,63,4
9530,5743,151.24558566925995,1,7,48,1,28,15,42,4
6652,5744,151.23681477276335,3,8,46,1,32,12,4,41
2728,5745,151.21110526854545,1,8,5,45,28,24,23,14
4990,5746,151.20716407737746,3,8,70,1,13,8,4,41
4434,5747,151.18879738174144,1,8,41,1,11,20,43,22
5854,5748,151.16752294633287,5,8,46,12,20,15,38,4
8007,5749,151.16313546834425,1,7,29,1,13,21,38,37
1210,5750,151.15581430691026,3,8,70,1,25,33,4,4
9080,5751,151.15073586916753,3,7,5,1,23,20,55,33
4941,5752,151.1474151698957,5,8,46,11,23,15,17,22
7389,5753,151.14581062284438,1,8,53,1,28,7,44,6
2615,5754,151.12793728930035,1,7,45,1,5,19,55,14
5042,5755,151.12399361228495,5,8,44,22,18,19,28,4
2305,5756,151.09669636399718,1,7,56,1,28,7,28,19
258,5757,151.08596026184014,1,8,49,1,18,24,43,4
590,5758,151.08466691707088,3,8,78,1,42,7,4,4
3713,5759,151.06994636813403,3,7,39,1,28,15,4,49
4445,5760,151.0647757670053,1,7,42,1,18,8,66,4
8810,5761,151.04999508792142,1,7,24,1,11,12,76,14
5902,5762,151.04837594579686,3,7,5,1,30,15,63,22
4622,5763,150.9969561710286,5,8,53,12,13,19,32,6
7957,5764,150.97427406836894,1,7,56,1,37,7,34,4
49,5765,150.96694206117783,5,7,43,12,5,24,28,22
1549,5766,150.9582751146329,1,8,69,1,20,7,28,14
5671,5767,150.95736913289667,1,8,39,1,5,12,76,4
6988,5768,150.93918525623232,1,8,65,22,13,21,4,14
3731,5769,150.92476863341358,5,8,46,11,5,7,28,37
6115,5770,150.90483277356606,3,8,5,1,5,20,66,39
9264,5771,150.9020028830768,1,7,48,1,25,20,31,14
2343,5772,150.89999487975638,5,8,44,11,18,15,43,4
2095,5773,150.8457094563109,1,7,42,1,13,15,63,4
7897,5774,150.83284330736922,3,8,5,1,37,57,17,19
7058,5775,150.82631684134753,5,7,29,11,45,15,30,4
6608,5776,150.82087220655558,3,7,69,1,14,19,4,30
1495,5777,150.81532124381403,3,7,84,1,24,20,4,4
1480,5778,150.80555125399266,1,8,56,1,11,19,28,22
701,5779,150.78701862030857,3,7,70,1,32,15,4,14
6292,5780,150.7860926876278,3,7,70,1,20,37,4,4
2199,5781,150.76554657788864,1,7,43,1,5,7,76,6
8605,5782,150.74226605739597,5,7,49,12,23,15,17,19
2493,5783,150.71730154458731,1,8,39,1,30,15,23,30
6846,5784,150.70482908897264,3,7,65,1,14,15,4,37
6691,5785,150.70283528716809,5,7,24,11,13,7,76,4
5019,5786,150.6978357580272,1,7,24,1,23,21,51,19
8034,5787,150.69080704426767,3,8,48,1,25,21,4,37
2925,5788,150.67475399502405,1,7,42,1,24,33,32,6
8322,5789,150.65581774629027,3,7,5,1,66,8,43,14
4812,5790,150.61170382606917,3,7,5,1,25,24,44,37
4510,5791,150.60487029610377,1,7,49,1,20,12,17,39
1023,5792,150.5993146546706,3,7,45,1,20,24,4,42
5104,5793,150.54504072670943,3,7,5,1,18,7,30,75
4811,5794,150.5444472177624,3,8,43,1,42,7,4,39
2151,5795,150.54302778590784,3,8,74,1,28,15,4,14
5863,5796,150.49721759511078,5,8,43,11,28,7,32,14
8492,5797,150.49425249115583,1,7,29,1,23,19,32,33
9029,5798,150.4733374969943,3,8,69,1,37,20,4,4
9873,5799,150.4586024516119,1,8,65,1,20,7,31,14
5730,5800,150.44888263184683,5,8,48,12,5,7,32,30
1049,5801,150.4463569261478,1,7,45,1,18,8,34,33
7613,5802,150.44629039944866,1,8,46,1,25,24,38,4
9102,5803,150.41997586482094,5,8,41,11,5,20,43,14
8432,5804,150.40946260312538,1,7,42,1,18,20,28,30
5614,5805,150.40774948257862,1,7,65,1,25,20,23,4
3998,5806,150.39801003750298,5,8,56,11,11,20,32,4
1958,5807,150.38451008421765,3,7,5,1,20,37,23,49
1557,5808,150.37910652726865,1,8,42,1,5,19,66,4
9043,5809,150.34920593568478,5,8,46,21,5,25,30,6
9709,5810,150.34500361715052,1,7,46,1,37,7,32,14
443,5811,150.33586647424903,3,8,5,1,66,15,26,22
9255,5812,150.33019358199027,3,7,45,1,18,21,4,48
3090,5813,150.32544770748194,3,8,70,1,32,25,4,4
4072,5814,150.32251027086122,1,7,70,1,14,7,32,14
9400,5815,150.3216405135222,3,7,5,1,66,7,28,30
1147,5816,150.31577007924602,1,7,69,1,13,8,43,4
6834,5817,150.30903771061378,3,8,70,1,5,8,4,48
6363,5818,150.26472220390866,3,8,61,1,24,15,4,30
4794,5819,150.26422460126042,1,7,29,1,45,20,23,19
3095,5820,150.26227562621332,1,7,53,1,18,7,23,36
4773,5821,150.25318755081207,3,7,5,1,28,25,73,4
4552,5822,150.24070732876854,1,8,5,45,11,7,34,36
7525,5823,150.23440506177892,1,8,53,1,11,24,44,4
800,5824,150.229092021618,1,7,41,1,28,7,55,6
1610,5825,150.18855343739602,5,8,35,22,20,20,31,6
3394,5826,150.18350565841132,1,7,41,1,5,21,32,37
7270,5827,150.18287701739976,1,8,49,1,5,7,42,33
7007,5828,150.1731350174143,1,8,29,1,28,24,51,4
2970,5829,150.17051515279314,3,8,105,1,13,7,4,6
6764,5830,150.16646243463776,1,7,42,1,18,37,34,6
8324,5831,150.11515439462386,3,8,69,1,5,20,4,36
5714,5832,150.10168593951138,1,7,39,1,25,7,43,22
8798,5833,150.08971078788773,1,8,43,1,11,7,39,36
8212,5834,150.08897556792797,1,8,35,1,25,7,34,36
9561,5835,150.08530043197408,1,8,44,1,5,25,43,19
2413,5836,150.08360110459796,1,7,49,1,14,33,28,14
4366,5837,150.04828342561677,5,7,29,11,45,12,32,4
8934,5838,150.0441138994701,1,7,44,1,18,8,26,41
8048,5839,150.0311246552972,5,8,43,12,14,15,44,6
7290,5840,150.02275712510476,1,7,42,1,30,15,43,6
2719,5841,150.01685494360405,1,8,35,1,20,24,43,14
3356,5842,150.01425329971332,39,8,5,1,42,25,4,22
1187,5843,150.00748042938682,1,8,42,1,25,7,32,30
351,5844,149.99595183277927,1,8,35,1,30,7,42,22
2670,5845,149.98422886201456,1,7,45,1,14,19,53,6
5286,5846,149.97154391878297,3,8,95,1,23,7,4,6
357,5847,149.96068991540525,1,8,56,1,32,7,38,4
3387,5848,149.93414179865067,3,8,48,1,66,12,4,4
4866,5849,149.92948803376262,1,7,44,1,20,12,54,6
4385,5850,149.91735849732345,1,7,29,1,13,37,53,4
3311,5851,149.90465489364237,1,7,41,1,11,21,26,37
2449,5852,149.8696341398379,1,8,35,1,5,19,54,22
8291,5853,149.86691844566002,3,7,5,1,5,37,83,4
7045,5854,149.85966283059847,1,8,48,1,30,19,17,22
1058,5855,149.83504693656133,1,7,29,22,32,20,4,30
6697,5856,149.80042958369614,1,7,35,1,23,7,31,41
5203,5857,149.77015180311386,1,8,48,1,5,46,32,4
78,5858,149.76223128605466,1,7,69,1,20,8,26,14
2471,5859,149.7585385714484,5,7,24,45,24,7,30,4
7890,5860,149.74362396972683,1,7,44,1,45,8,34,6
8518,5861,149.74095305500535,1,8,29,1,13,7,83,4
5153,5862,149.73887928296062,1,7,70,1,20,7,32,6
7030,5863,149.7336496684842,3,8,65,1,25,7,4,33
3596,5864,149.7246695034579,3,7,5,1,13,12,90,14
1746,5865,149.7033845188099,5,7,48,21,5,15,38,6
4777,5866,149.6937659149157,39,8,5,1,37,15,4,36
3663,5867,149.6638971913867,5,8,29,21,28,7,44,4
7784,5868,149.64723148893415,3,7,5,1,20,21,66,22
4036,5869,149.63394660366544,1,8,44,1,18,7,26,42
7033,5870,149.62051609875138,5,8,29,22,18,15,26,22
8969,5871,149.61891679003813,1,8,48,1,11,15,55,6
3777,5872,149.59972959427483,5,7,49,12,18,8,44,4
566,5873,149.58661655733297,1,7,53,1,30,15,32,6
2543,5874,149.5853495074683,5,7,61,22,23,7,17,4
2377,5875,149.52112573417423,3,8,5,1,13,24,43,49
9494,5876,149.5102035947729,1,7,44,1,42,12,31,6
2275,5877,149.50162760308586,1,7,5,21,18,8,66,19
2078,5878,149.48095996699814,1,7,29,1,5,7,90,4
552,5879,149.4508866487375,1,8,43,1,14,7,66,6
1643,5880,149.38269667434184,1,7,49,1,11,8,26,42
889,5881,149.33450252665702,5,8,24,45,11,19,30,4
1994,5882,149.33221754567586,3,7,84,1,23,20,4,4
1604,5883,149.3212079420557,1,7,35,1,25,19,53,4
6940,5884,149.30584384388425,3,8,71,1,45,8,4,6
