ID,Name,Rank,Rarity_Score,Attributes-Scores,Centered-Scores,Color Palette-Scores,Extra Rotation-Scores,Outlined-Scores,Padding-Scores,Petals-Scores,Segments-Scores,Shape Type-Scores,Shrink-Scores,Use Palette Background-Scores
837,Hash Three Points #837,622,91.87859164728091,1,1,17,31,1,1,16,3,1,15,1
921,Hash Three Points #921,623,91.84454583343017,1,1,14,22,1,14,14,2,5,14,1
845,Hash Three Points #845,624,91.80020551029179,1,1,7,24,3,15,17,3,1,13,1
880,Hash Three Points #880,625,91.7719750700761,1,1,17,27,3,1,16,3,1,16,1
227,Hash Three Points #227,626,91.71308578704412,1,1,16,31,1,1,17,3,1,14,2
56,Hash Three Points #56,627,91.59762911229754,1,1,18,30,1,1,16,2,1,15,1
590,Hash Three Points #590,628,91.59341665510433,1,1,17,31,1,1,16,3,1,14,1
871,Hash Three Points #871,629,91.5602646219523,1,1,18,26,1,1,17,3,1,16,1
392,Hash Three Points #392,630,91.55273218412238,1,1,16,27,3,1,20,2,1,15,2
235,Hash Three Points #235,631,91.52421153928294,1,1,16,33,1,1,14,2,1,17,2
9,Hash Three Points #9,632,91.47029883865446,1,1,17,26,3,1,17,3,1,16,2
946,Hash Three Points #946,633,91.42410069262831,1,1,16,26,1,1,17,2,1,20,2
563,Hash Three Points #563,634,91.39378465445434,1,1,14,30,1,1,16,3,1,17,1
425,Hash Three Points #425,635,91.35237589793455,1,1,14,31,3,1,17,3,1,14,1
1023,Hash Three Points #1023,636,91.35132229620251,1,1,16,30,3,1,13,3,1,16,1
958,Hash Three Points #958,637,91.32994128151638,1,1,7,22,3,14,16,2,5,16,1
592,Hash Three Points #592,638,91.31914840424761,1,1,16,26,1,1,16,2,1,20,2
940,Hash Three Points #940,639,91.20249800602443,1,16,15,22,1,1,13,2,1,13,2
305,Hash Three Points #305,640,91.19588534979476,1,1,16,19,1,17,14,2,1,14,2
652,Hash Three Points #652,641,91.16172077558483,1,1,17,17,1,17,16,2,1,13,1
218,Hash Three Points #218,642,91.15068991011367,1,1,16,24,3,1,20,3,1,15,1
337,Hash Three Points #337,643,91.10378033962823,1,1,15,30,3,1,17,3,1,13,2
470,Hash Three Points #470,644,91.09186090621147,1,1,7,24,1,15,16,2,5,14,1
905,Hash Three Points #905,645,91.0884096245671,1,1,17,26,1,1,20,3,1,14,2
85,Hash Three Points #85,646,91.02381062751437,1,1,16,31,1,1,13,3,1,17,1
150,Hash Three Points #150,647,91.0053171580245,1,1,7,26,3,14,14,2,5,14,1
387,Hash Three Points #387,648,90.99614554474545,1,1,15,33,1,1,13,3,1,16,2
536,Hash Three Points #536,649,90.94687149243015,1,1,17,31,1,1,16,3,1,13,1
922,Hash Three Points #922,650,90.87396222326026,1,1,15,19,3,13,14,3,1,15,2
885,Hash Three Points #885,651,90.80856482295712,1,1,17,27,1,1,17,2,1,16,2
938,Hash Three Points #938,652,90.80477790638926,1,1,7,26,1,13,16,2,1,18,1
846,Hash Three Points #846,653,90.79514529566494,1,1,17,27,3,1,17,2,1,15,2
204,Hash Three Points #204,654,90.77977905474158,1,1,15,31,1,1,14,3,1,17,2
655,Hash Three Points #655,655,90.52588474011479,1,1,18,26,3,1,16,3,1,13,1
270,Hash Three Points #270,656,90.455534312083,1,1,7,21,1,17,14,3,5,15,1
211,Hash Three Points #211,657,90.45030780552167,1,1,15,30,3,1,14,2,1,17,2
879,Hash Three Points #879,658,90.31499363552456,1,1,14,19,1,15,16,3,1,13,1
30,Hash Three Points #30,659,90.27634064836953,1,1,15,17,1,17,13,2,5,14,2
300,Hash Three Points #300,660,90.21765961971573,1,1,15,24,1,1,17,3,1,20,2
103,Hash Three Points #103,661,90.16507491747352,1,1,17,27,1,1,13,2,1,20,2
452,Hash Three Points #452,662,90.1421823667888,1,1,15,17,3,15,14,2,1,16,1
804,Hash Three Points #804,663,90.09567147848483,1,1,16,27,1,1,16,2,1,18,2
1001,Hash Three Points #1001,664,90.04202359242711,1,1,15,21,1,15,14,2,1,14,2
203,Hash Three Points #203,665,89.99820702436818,1,1,15,27,1,1,17,3,1,16,2
224,Hash Three Points #224,666,89.98865145671397,1,1,17,24,3,1,17,3,1,16,1
530,Hash Three Points #530,667,89.93685974925438,1,1,14,17,3,15,14,3,1,15,2
47,Hash Three Points #47,668,89.88689433232813,1,1,7,21,1,17,16,2,5,14,1
638,Hash Three Points #638,669,89.80018205921994,1,1,14,26,1,1,17,3,1,18,2
896,Hash Three Points #896,670,89.731655630598,1,1,15,33,3,1,14,2,1,14,2
483,Hash Three Points #483,671,89.69479445390428,1,1,7,24,1,13,16,3,1,17,2
776,Hash Three Points #776,672,89.68336285564988,1,1,15,26,3,1,16,2,1,17,2
713,Hash Three Points #713,673,89.67978316651829,1,1,15,30,1,1,17,3,1,14,1
865,Hash Three Points #865,674,89.65494321180974,1,1,14,30,3,1,16,2,1,16,2
863,Hash Three Points #863,675,89.60570431748107,1,1,16,24,3,1,16,3,1,17,2
198,Hash Three Points #198,676,89.5962307070776,1,1,16,24,3,1,17,3,1,16,1
998,Hash Three Points #998,677,89.57467989866971,1,1,16,30,1,1,16,2,1,16,2
278,Hash Three Points #278,678,89.54088958367741,1,1,7,30,1,13,16,2,1,13,1
346,Hash Three Points #346,679,89.53053416113876,1,1,16,31,1,1,16,2,1,15,1
857,Hash Three Points #857,680,89.43284637335054,1,1,16,24,3,1,16,2,1,18,1
979,Hash Three Points #979,681,89.42646666231454,1,1,17,30,3,1,13,3,1,13,2
294,Hash Three Points #294,682,89.39628192764408,1,1,15,33,1,1,14,3,1,13,2
659,Hash Three Points #659,683,89.33397502080845,1,1,17,26,3,1,14,3,1,17,1
658,Hash Three Points #658,684,89.22684984588261,1,1,14,31,1,1,16,2,1,16,1
414,Hash Three Points #414,685,89.21522907660284,1,1,14,17,1,15,16,3,1,15,2
396,Hash Three Points #396,686,89.19834376602095,1,1,16,30,1,1,14,3,1,15,2
598,Hash Three Points #598,687,89.18557456838792,1,1,16,27,3,1,16,2,1,16,2
534,Hash Three Points #534,688,89.16596767457968,1,1,15,26,3,1,14,3,1,17,1
813,Hash Three Points #813,689,89.04939408191552,1,1,17,30,1,1,17,2,1,13,1
982,Hash Three Points #982,690,89.03064915643569,1,1,7,24,3,15,14,3,1,13,1
210,Hash Three Points #210,691,89.02500859215911,1,1,7,24,1,17,14,3,1,13,1
819,Hash Three Points #819,692,89.0119860841327,1,1,15,17,1,15,16,2,1,15,2
419,Hash Three Points #419,693,88.97299826774932,1,1,7,24,1,15,14,3,1,16,2
196,Hash Three Points #196,694,88.93094580434536,1,1,17,24,3,1,14,3,1,17,1
271,Hash Three Points #271,695,88.92186903330855,1,16,7,22,1,1,16,2,1,16,1
490,Hash Three Points #490,696,88.92074044005633,1,1,17,27,3,1,17,2,1,13,2
73,Hash Three Points #73,697,88.89564139971257,1,1,15,31,3,1,14,3,1,13,1
474,Hash Three Points #474,698,88.88199251935856,1,1,14,24,3,1,20,3,1,15,2
328,Hash Three Points #328,699,88.80341133878323,1,1,15,26,1,1,17,3,1,16,1
84,Hash Three Points #84,700,88.76471249237997,1,1,17,24,1,1,20,2,1,15,2
417,Hash Three Points #417,701,88.75919402048828,1,1,14,27,3,1,17,3,1,15,2
999,Hash Three Points #999,702,88.65109538291446,1,1,14,33,1,1,13,2,1,17,2
660,Hash Three Points #660,703,88.62974547960297,1,1,15,31,3,1,13,2,1,15,1
944,Hash Three Points #944,704,88.59163532503047,1,16,7,22,1,1,13,3,1,17,1
775,Hash Three Points #775,705,88.57479531495993,1,1,18,24,1,1,16,2,1,17,1
849,Hash Three Points #849,706,88.53890428956989,1,1,17,31,1,1,14,2,1,15,1
156,Hash Three Points #156,707,88.52473442179367,1,1,17,20,3,1,17,2,1,20,1
451,Hash Three Points #451,708,88.48282789885145,1,16,7,22,3,1,17,2,1,13,1
571,Hash Three Points #571,709,88.45950023807032,1,1,16,17,1,17,13,2,1,14,1
405,Hash Three Points #405,710,88.34743975530054,1,1,17,30,1,1,14,2,1,16,2
875,Hash Three Points #875,711,88.24067617899331,1,1,17,24,1,1,17,3,1,16,2
824,Hash Three Points #824,712,88.23467246494344,1,1,17,27,1,1,16,2,1,16,2
189,Hash Three Points #189,713,88.2288930113668,1,1,17,26,1,1,16,2,1,17,2
538,Hash Three Points #538,714,88.20149553907137,1,1,17,24,1,1,14,3,1,18,2
101,Hash Three Points #101,715,88.18625227039738,1,1,17,24,1,1,16,3,1,17,2
619,Hash Three Points #619,716,88.1675938656949,1,1,15,27,1,1,16,3,1,16,1
685,Hash Three Points #685,717,88.12496091620133,1,1,17,26,3,1,14,2,1,17,1
985,Hash Three Points #985,718,88.11789272313598,1,1,16,19,1,13,13,2,1,16,2
378,Hash Three Points #378,719,88.08136966384345,1,1,16,27,1,1,17,2,1,15,2
525,Hash Three Points #525,720,88.04515036792836,1,1,16,24,1,1,16,3,1,17,2
690,Hash Three Points #690,721,88.0161737306493,1,1,18,26,1,1,17,2,1,15,1
500,Hash Three Points #500,722,88.00016645954389,1,1,14,31,1,1,16,3,1,13,2
318,Hash Three Points #318,723,87.99930874119721,1,1,14,33,1,1,14,3,1,13,2
74,Hash Three Points #74,724,87.99643355788129,1,1,17,24,3,1,16,3,1,15,2
724,Hash Three Points #724,725,87.9707413535547,1,1,15,31,1,1,14,2,1,16,2
695,Hash Three Points #695,726,87.96186540711305,1,1,15,30,1,1,13,3,1,16,1
215,Hash Three Points #215,727,87.94952376375382,1,1,17,27,1,1,16,3,1,14,1
900,Hash Three Points #900,728,87.9425239137301,1,1,17,31,1,1,14,2,1,13,2
350,Hash Three Points #350,729,87.92436632687435,1,1,18,24,1,1,16,2,1,17,1
436,Hash Three Points #436,730,87.91099832606974,1,1,16,27,1,1,16,2,1,16,2
363,Hash Three Points #363,731,87.85170787399198,1,1,15,26,1,1,16,3,1,16,2
441,Hash Three Points #441,732,87.6764695008863,1,1,17,26,3,1,16,3,1,13,1
696,Hash Three Points #696,733,87.6359217179066,1,1,18,20,1,1,17,3,1,17,1
205,Hash Three Points #205,734,87.60428769563265,1,1,17,26,1,1,17,2,1,16,1
992,Hash Three Points #992,735,87.58609465106713,1,1,17,24,1,1,16,3,1,16,2
966,Hash Three Points #966,736,87.54336768695563,1,1,15,26,3,1,16,3,1,14,2
589,Hash Three Points #589,737,87.53659825818053,1,1,17,24,1,1,16,2,1,17,2
206,Hash Three Points #206,738,87.49989130325548,1,1,18,19,3,1,16,3,1,17,1
609,Hash Three Points #609,739,87.49492901863276,1,1,18,20,1,1,16,3,1,18,1
808,Hash Three Points #808,740,87.43286346161463,1,1,17,30,1,1,13,3,1,13,1
735,Hash Three Points #735,741,87.41326235593894,1,1,16,26,1,1,14,3,1,17,2
26,Hash Three Points #26,742,87.41068383505898,1,1,18,24,1,1,13,2,1,18,1
613,Hash Three Points #613,743,87.37474131798972,1,1,14,31,3,1,13,3,1,13,2
20,Hash Three Points #20,744,87.17957317349452,1,1,17,24,1,1,20,2,1,13,2
533,Hash Three Points #533,745,87.05259014016485,1,1,15,27,1,1,17,3,1,14,1
586,Hash Three Points #586,746,86.9768890495435,1,1,15,31,1,1,14,2,1,15,2
7,Hash Three Points #7,747,86.84730790174811,1,1,14,24,3,1,17,3,1,15,1
727,Hash Three Points #727,748,86.84603747374312,1,1,14,26,3,1,16,3,1,15,1
895,Hash Three Points #895,749,86.813929714783,1,1,14,30,1,1,13,2,1,17,1
823,Hash Three Points #823,750,86.80818653423299,1,1,17,24,1,1,16,3,1,15,1
753,Hash Three Points #753,751,86.75652097075103,1,1,15,26,1,1,16,3,1,16,1
1000,Hash Three Points #1000,752,86.75650495396135,1,1,15,27,1,1,16,3,1,15,2
583,Hash Three Points #583,753,86.75005801674233,1,1,16,26,3,1,16,2,1,15,2
962,Hash Three Points #962,754,86.69313312451031,1,1,7,21,1,13,14,2,1,20,1
223,Hash Three Points #223,755,86.54540438978881,1,1,14,30,3,1,14,2,1,15,1
437,Hash Three Points #437,756,86.46479258306245,1,1,7,20,3,15,16,3,1,13,1
379,Hash Three Points #379,757,86.42650633366932,1,1,15,30,1,1,13,2,1,16,1
594,Hash Three Points #594,758,86.411540219401,1,1,15,30,1,1,13,2,1,16,2
32,Hash Three Points #32,759,86.39326148083617,1,1,17,26,3,1,14,3,1,14,1
55,Hash Three Points #55,760,86.32580676074988,1,1,15,31,1,1,13,3,1,13,1
814,Hash Three Points #814,761,86.23009489800874,1,1,7,39,1,1,14,2,1,14,1
783,Hash Three Points #783,762,86.22746470605352,1,1,14,24,3,1,16,3,1,16,1
923,Hash Three Points #923,763,86.21406175731015,1,1,14,26,3,1,17,3,1,14,2
834,Hash Three Points #834,764,86.18152174119854,1,1,14,26,1,1,17,2,1,17,1
258,Hash Three Points #258,765,86.15732598502758,1,1,16,24,3,1,17,3,1,13,2
612,Hash Three Points #612,766,86.15546742010439,1,1,17,24,1,1,16,3,1,15,1
576,Hash Three Points #576,767,86.1304323644124,1,1,15,30,1,1,14,3,1,13,1
551,Hash Three Points #551,768,86.1116304674358,1,1,17,19,1,1,20,3,1,16,1
531,Hash Three Points #531,769,86.09027578983681,1,1,14,26,3,1,16,2,1,17,2
60,Hash Three Points #60,770,86.07128102045809,1,1,15,24,3,1,16,3,1,15,1
547,Hash Three Points #547,771,86.0494330413679,1,1,16,24,1,1,17,2,1,16,1
936,Hash Three Points #936,772,86.04865693321591,1,1,15,24,1,1,17,3,1,16,1
238,Hash Three Points #238,773,86.03265061771442,1,1,15,30,3,1,13,2,1,13,1
807,Hash Three Points #807,774,85.99901200271574,1,1,16,24,3,1,16,3,1,14,1
656,Hash Three Points #656,775,85.96335500038202,1,1,15,24,1,1,16,3,1,17,2
558,Hash Three Points #558,776,85.95592948019711,1,1,15,24,1,1,17,2,1,17,1
399,Hash Three Points #399,777,85.92794226659302,1,1,17,24,1,1,16,3,1,15,1
336,Hash Three Points #336,778,85.91808079484484,1,1,18,26,1,1,16,2,1,14,1
170,Hash Three Points #170,779,85.85860533666757,1,1,16,26,1,1,17,2,1,15,1
362,Hash Three Points #362,780,85.81459209334315,1,1,17,24,1,1,14,2,1,17,2
711,Hash Three Points #711,781,85.80892052444068,1,1,17,24,1,1,13,3,1,17,1
86,Hash Three Points #86,782,85.80289750150033,1,1,17,24,1,1,16,2,1,16,2
403,Hash Three Points #403,783,85.77524022509772,1,1,15,27,3,1,16,2,1,13,1
11,Hash Three Points #11,784,85.76986256418701,1,1,14,24,3,1,17,3,1,15,2
288,Hash Three Points #288,785,85.65873813782876,1,1,15,24,1,1,17,2,1,16,2
661,Hash Three Points #661,786,85.57164115676255,1,1,16,19,3,1,17,3,1,17,2
184,Hash Three Points #184,787,85.54622367409974,1,1,15,30,1,1,16,2,1,13,1
680,Hash Three Points #680,788,85.53190880374157,1,1,17,24,3,1,14,2,1,16,1
120,Hash Three Points #120,789,85.48763497520969,1,1,17,26,1,1,13,3,1,15,1
347,Hash Three Points #347,790,85.47830306646284,1,1,18,26,1,1,13,2,1,15,1
908,Hash Three Points #908,791,85.38444856692234,1,1,17,26,1,1,14,2,1,16,2
272,Hash Three Points #272,792,85.36858217420274,1,1,17,24,1,1,16,3,1,15,1
463,Hash Three Points #463,793,85.33631983588086,1,1,14,31,1,1,13,2,1,15,2
756,Hash Three Points #756,794,85.3121386494112,1,1,16,27,3,1,13,2,1,15,2
734,Hash Three Points #734,795,85.28279406508953,1,1,17,21,1,1,16,3,1,17,2
83,Hash Three Points #83,796,85.2547004812012,1,1,15,24,1,1,16,3,1,16,2
931,Hash Three Points #931,797,85.23900008653791,1,1,17,21,1,1,20,3,1,13,1
292,Hash Three Points #292,798,85.21845819597408,1,1,15,26,3,1,14,2,1,16,2
169,Hash Three Points #169,799,85.21817375920907,1,1,17,22,1,1,16,3,1,16,2
79,Hash Three Points #79,800,85.13159793420903,1,1,17,22,1,1,16,2,1,17,2
725,Hash Three Points #725,801,85.07157011109578,1,1,15,24,1,1,17,3,1,14,2
90,Hash Three Points #90,802,84.98729706588588,1,1,14,24,1,1,17,3,1,16,1
774,Hash Three Points #774,803,84.96384990435408,1,1,16,24,1,1,13,2,1,18,1
302,Hash Three Points #302,804,84.95796383451125,1,1,7,22,3,13,16,2,1,15,1
899,Hash Three Points #899,805,84.90934410701125,1,1,15,24,1,1,16,3,1,15,1
172,Hash Three Points #172,806,84.9080657747501,1,1,15,31,1,1,13,2,1,13,2
909,Hash Three Points #909,807,84.83555033381359,1,1,17,24,1,1,13,2,1,17,2
349,Hash Three Points #349,808,84.82693647216641,1,1,16,26,1,1,14,2,1,16,2
555,Hash Three Points #555,809,84.82657144753755,1,1,15,21,3,1,17,2,1,17,1
333,Hash Three Points #333,810,84.61159667715533,1,1,17,20,3,1,16,3,1,16,1
492,Hash Three Points #492,811,84.61095464088605,1,1,17,24,1,1,17,2,1,14,2
898,Hash Three Points #898,812,84.60199736425935,1,1,17,26,1,1,14,3,1,13,2
888,Hash Three Points #888,813,84.56374560865962,1,1,15,24,1,1,17,3,1,15,2
28,Hash Three Points #28,814,84.54441283696055,1,1,14,20,3,1,14,3,1,20,1
622,Hash Three Points #622,815,84.5136364750842,1,1,16,24,3,1,13,3,1,15,2
642,Hash Three Points #642,816,84.50960620770724,1,1,15,24,3,1,16,3,1,13,1
128,Hash Three Points #128,817,84.48025828811907,1,1,16,30,1,1,13,2,1,13,2
240,Hash Three Points #240,818,84.3893932776867,1,1,14,31,1,1,14,2,1,14,2
286,Hash Three Points #286,819,84.36397934679269,1,1,16,26,1,1,17,2,1,13,2
618,Hash Three Points #618,820,84.30368544986301,1,1,16,22,3,1,16,2,1,16,2
75,Hash Three Points #75,821,84.27375734846379,1,1,16,26,1,1,16,2,1,14,2
139,Hash Three Points #139,822,84.24750401118584,1,1,14,19,1,1,20,3,1,17,2
781,Hash Three Points #781,823,84.23437736826787,1,1,17,20,1,1,16,3,1,17,1
816,Hash Three Points #816,824,84.17098388295122,1,1,17,24,1,1,16,2,1,14,2
697,Hash Three Points #697,825,84.16223681788694,1,1,15,20,1,1,17,3,1,17,1
236,Hash Three Points #236,826,84.15971196203722,1,1,14,17,1,15,14,2,1,14,2
883,Hash Three Points #883,827,84.09162374468576,1,1,16,24,1,1,17,2,1,15,2
208,Hash Three Points #208,828,84.02302903465258,1,1,17,22,1,1,16,3,1,15,2
969,Hash Three Points #969,829,83.9585290403489,1,1,16,21,1,1,17,3,1,16,2
1,Hash Three Points #1,830,83.93216887267305,1,1,15,24,1,1,16,2,1,16,1
687,Hash Three Points #687,831,83.90710956484966,1,1,15,24,3,1,16,3,1,13,2
664,Hash Three Points #664,832,83.89557605559241,1,1,18,19,3,1,16,2,1,16,1
10,Hash Three Points #10,833,83.89096200510394,1,1,17,26,1,1,13,2,1,15,2
57,Hash Three Points #57,834,83.88605372788346,1,1,15,24,1,1,16,2,1,16,2
951,Hash Three Points #951,835,83.82376131133603,1,1,15,27,1,1,13,3,1,14,1
121,Hash Three Points #121,836,83.81403203154687,1,1,16,24,1,1,13,3,1,16,2
769,Hash Three Points #769,837,83.6660718260882,1,1,14,26,1,1,16,2,1,16,1
497,Hash Three Points #497,838,83.65172014183835,1,1,15,24,1,1,14,3,1,16,2
997,Hash Three Points #997,839,83.64208691764091,1,1,17,22,3,1,14,2,1,16,2
439,Hash Three Points #439,840,83.63921362281864,1,1,7,30,1,1,17,2,1,17,1
914,Hash Three Points #914,841,83.6171380937457,1,1,17,17,1,1,20,3,1,16,1
310,Hash Three Points #310,842,83.56582555275563,1,1,15,24,1,1,16,3,1,15,2
743,Hash Three Points #743,843,83.55677571679207,1,1,16,26,3,1,14,2,1,13,1
602,Hash Three Points #602,844,83.53566158584925,1,1,7,31,1,1,14,3,1,17,2
454,Hash Three Points #454,845,83.47334291036995,1,1,16,24,1,1,13,3,1,16,2
450,Hash Three Points #450,846,83.46890095125784,1,1,14,24,1,1,14,3,1,17,2
275,Hash Three Points #275,847,83.44306382707805,1,1,16,24,3,1,16,2,1,13,2
573,Hash Three Points #573,848,83.41473121037893,1,1,16,19,1,1,17,3,1,17,2
507,Hash Three Points #507,849,83.33594337586297,1,1,15,22,1,1,14,2,1,20,1
134,Hash Three Points #134,850,83.30780979613843,1,1,7,19,1,15,16,2,1,15,1
153,Hash Three Points #153,851,83.22742856437645,1,1,15,24,1,1,17,3,1,14,1
381,Hash Three Points #381,852,83.10476608176836,1,1,15,22,3,1,17,2,1,15,2
1013,Hash Three Points #1013,853,83.05029773588193,1,1,15,21,3,1,17,2,1,15,1
22,Hash Three Points #22,854,82.87710795431857,1,1,15,26,1,1,16,2,1,13,2
304,Hash Three Points #304,855,82.8045055148772,1,1,15,26,1,1,14,3,1,14,2
699,Hash Three Points #699,856,82.70122400595419,1,1,17,20,3,1,17,2,1,15,2
178,Hash Three Points #178,857,82.689340753051,1,1,15,24,1,1,17,3,1,13,2
553,Hash Three Points #553,858,82.55524822645435,1,1,7,21,1,13,14,3,1,15,1
771,Hash Three Points #771,859,82.53081880406526,1,1,17,19,1,1,16,3,1,16,1
13,Hash Three Points #13,860,82.5086565864595,1,1,15,24,1,1,17,2,1,14,1
789,Hash Three Points #789,861,82.50293460249563,1,1,14,27,3,1,14,2,1,13,2
703,Hash Three Points #703,862,82.49198379718375,1,1,7,24,1,1,16,3,1,20,1
400,Hash Three Points #400,863,82.4860508180316,1,1,14,24,1,1,14,3,1,17,2
518,Hash Three Points #518,864,82.45170247206039,1,1,7,30,1,1,17,2,1,17,1
471,Hash Three Points #471,865,82.44831056796602,1,1,15,26,1,1,16,2,1,13,2
176,Hash Three Points #176,866,82.37126635654167,1,1,14,19,1,1,17,2,1,20,2
499,Hash Three Points #499,867,82.35595646467719,1,1,16,21,3,1,16,2,1,15,2
273,Hash Three Points #273,868,82.27393482216998,1,1,17,22,3,1,16,2,1,14,1
932,Hash Three Points #932,869,82.27243052161514,1,1,7,26,3,1,16,3,1,17,1
233,Hash Three Points #233,870,82.27048043378159,1,1,16,24,1,1,16,2,1,13,2
369,Hash Three Points #369,871,82.24862982760844,1,1,7,30,3,1,14,2,1,17,1
123,Hash Three Points #123,872,82.22784632740735,1,1,14,27,1,1,16,2,1,13,2
708,Hash Three Points #708,873,82.21535591856743,1,1,14,21,1,1,20,3,1,13,2
192,Hash Three Points #192,874,82.1372286082378,1,1,16,21,3,1,17,2,1,14,2
995,Hash Three Points #995,875,82.0174153546879,1,1,16,24,3,1,13,2,1,15,2
314,Hash Three Points #314,876,82.00749360734983,1,1,16,17,1,1,17,2,1,20,2
564,Hash Three Points #564,877,81.98989889271223,1,1,16,20,3,1,16,2,1,16,2
216,Hash Three Points #216,878,81.92229084565503,1,1,17,20,1,1,17,3,1,13,1
408,Hash Three Points #408,879,81.79480451680797,1,1,16,21,1,1,16,2,1,17,2
792,Hash Three Points #792,880,81.79061395063032,1,1,14,24,1,1,16,2,1,16,1
867,Hash Three Points #867,881,81.78359155462368,1,1,15,22,1,1,17,2,1,16,2
443,Hash Three Points #443,882,81.63900405936198,1,1,7,30,1,1,17,2,1,16,1
321,Hash Three Points #321,883,81.51331341251989,1,1,18,21,1,1,13,2,1,16,1
23,Hash Three Points #23,884,81.45972009360948,1,1,16,24,1,1,14,2,1,15,2
761,Hash Three Points #761,885,81.45023619373725,1,1,16,17,3,1,16,3,1,16,2
737,Hash Three Points #737,886,81.32048150521167,1,1,17,24,1,1,13,2,1,15,2
593,Hash Three Points #593,887,81.31402790704418,1,1,17,17,1,1,17,3,1,17,1
418,Hash Three Points #418,888,81.15969402637833,1,1,16,24,1,1,13,2,1,16,2
717,Hash Three Points #717,889,81.11233620518492,1,1,14,17,1,1,17,2,1,20,1
14,Hash Three Points #14,890,81.02362956382977,1,1,15,20,3,1,14,3,1,16,1
467,Hash Three Points #467,891,80.864404963966,1,1,15,24,1,1,16,2,1,14,2
943,Hash Three Points #943,892,80.7791155110578,1,1,17,17,1,1,17,3,1,16,2
683,Hash Three Points #683,893,80.77639787887166,1,1,17,20,3,1,13,2,1,15,2
78,Hash Three Points #78,894,80.74034876441993,1,1,15,20,1,1,16,3,1,16,1
459,Hash Three Points #459,895,80.7353320582009,1,1,7,27,3,1,13,3,1,17,1
522,Hash Three Points #522,896,80.70543689422038,1,1,15,24,1,1,13,2,1,16,2
277,Hash Three Points #277,897,80.64665372448304,1,1,17,20,1,1,16,3,1,14,2
974,Hash Three Points #974,898,80.64665372448303,1,1,16,20,1,1,17,3,1,14,2
542,Hash Three Points #542,899,80.59778503272815,1,1,18,19,1,1,16,3,1,13,1
457,Hash Three Points #457,900,80.58834432483128,1,1,7,30,1,1,16,2,1,15,1
67,Hash Three Points #67,901,80.5585524865261,1,1,15,21,1,1,13,2,1,18,2
934,Hash Three Points #934,902,80.5359762501182,1,1,17,19,1,1,13,2,1,18,2
72,Hash Three Points #72,903,80.52645968767693,1,1,15,24,3,1,13,2,1,13,1
682,Hash Three Points #682,904,80.52218615253145,1,1,15,24,1,1,13,2,1,15,1
92,Hash Three Points #92,905,80.51955898390754,1,1,14,24,1,1,17,2,1,13,2
580,Hash Three Points #580,906,80.51649968596152,1,1,15,24,3,1,14,2,1,13,1
263,Hash Three Points #263,907,80.47016343614996,1,1,15,19,3,1,16,2,1,16,1
469,Hash Three Points #469,908,80.42547913585082,1,1,16,19,3,1,13,3,1,16,2
88,Hash Three Points #88,909,80.42277507359688,1,1,14,17,3,1,17,3,1,16,1
755,Hash Three Points #755,910,80.38798552138067,1,1,7,26,1,1,17,3,1,17,1
389,Hash Three Points #389,911,80.37120958385754,1,1,16,19,3,1,17,2,1,13,1
476,Hash Three Points #476,912,80.2635622788978,1,1,17,21,1,1,16,2,1,14,1
599,Hash Three Points #599,913,80.18934912178685,1,1,14,24,1,1,17,2,1,14,2
201,Hash Three Points #201,914,80.1555486456639,1,1,15,17,1,1,17,3,1,17,2
24,Hash Three Points #24,915,80.1469379873894,1,1,17,20,1,1,16,3,1,14,1
180,Hash Three Points #180,916,80.14690564516891,1,1,17,19,1,1,17,2,1,13,2
311,Hash Three Points #311,917,80.06497446512057,1,1,7,30,3,1,14,3,1,13,1
187,Hash Three Points #187,918,80.05382618661729,1,1,14,20,3,1,16,3,1,14,2
720,Hash Three Points #720,919,80.0307658685588,1,1,17,21,1,1,13,2,1,15,2
358,Hash Three Points #358,920,80.0038109695018,1,1,15,21,3,1,13,3,1,14,2
806,Hash Three Points #806,921,79.93703283984618,1,1,16,20,1,1,16,2,1,16,2
61,Hash Three Points #61,922,79.86599384537128,1,1,14,20,1,1,16,3,1,16,2
232,Hash Three Points #232,923,79.80952899622858,1,1,15,24,1,1,16,2,1,13,1
114,Hash Three Points #114,924,79.7817486617975,1,1,14,24,1,1,13,2,1,16,2
704,Hash Three Points #704,925,79.77600317991204,1,1,14,22,1,1,13,2,1,18,2
152,Hash Three Points #152,926,79.75067539456272,1,1,14,24,1,1,14,2,1,16,1
941,Hash Three Points #941,927,79.62999617555482,1,1,17,19,3,1,13,3,1,14,1
420,Hash Three Points #420,928,79.62357172313276,1,1,14,19,1,1,16,2,1,18,2
269,Hash Three Points #269,929,79.47970081697336,1,1,15,24,1,1,13,2,1,15,2
106,Hash Three Points #106,930,79.30177198893315,1,1,16,22,1,1,16,2,1,13,2
424,Hash Three Points #424,931,79.2970490727117,1,1,7,26,1,1,17,2,1,17,2
778,Hash Three Points #778,932,79.29304020447972,1,1,7,33,1,1,14,2,1,13,1
884,Hash Three Points #884,933,79.27272579283789,1,1,15,19,1,1,17,2,1,16,2
406,Hash Three Points #406,934,79.24866003113382,1,1,17,19,1,1,13,2,1,17,2
831,Hash Three Points #831,935,79.24573609689746,1,1,16,17,1,1,13,3,1,18,1
116,Hash Three Points #116,936,79.22437732725166,1,1,17,19,1,1,14,2,1,17,2
