ID,Name,Rank,Rarity_Score,Attributes-Scores,Centered-Scores,Color Palette-Scores,Extra Rotation-Scores,Outlined-Scores,Padding-Scores,Petals-Scores,Segments-Scores,Shape Type-Scores,Shrink-Scores,Use Palette Background-Scores
293,Hash Three Points #293,307,104.82164334226171,1,1,16,39,1,1,20,3,1,16,2
348,Hash Three Points #348,308,104.73930945905599,1,1,17,30,1,17,16,2,1,14,1
577,Hash Three Points #577,309,104.7281247469091,1,1,17,21,3,22,16,3,1,13,2
165,Hash Three Points #165,310,104.70720613186677,1,1,17,24,1,17,16,3,5,15,1
835,Hash Three Points #835,311,104.65101541168252,1,1,16,24,1,22,17,2,1,15,2
5,Hash Three Points #5,312,104.6373020042644,1,1,16,30,1,14,16,3,5,13,2
587,Hash Three Points #587,313,104.62451545106532,1,1,7,53,3,1,16,2,1,14,1
1017,Hash Three Points #1017,314,104.57829206056931,1,1,15,46,1,1,14,3,1,15,1
1020,Hash Three Points #1020,315,104.4667053032602,1,1,15,24,3,17,13,3,5,16,2
629,Hash Three Points #629,316,104.43872633766871,1,1,16,42,3,1,16,2,1,16,2
749,Hash Three Points #749,317,104.39857811701613,1,1,17,31,3,13,14,3,1,15,2
662,Hash Three Points #662,318,104.37504469510134,1,1,14,24,1,22,16,3,1,15,2
82,Hash Three Points #82,319,104.32705935440839,1,1,17,22,3,15,17,3,1,17,2
953,Hash Three Points #953,320,104.31310045536311,1,1,16,31,1,15,13,3,1,16,1
244,Hash Three Points #244,321,104.23829197817724,1,1,15,24,3,22,14,2,1,16,1
673,Hash Three Points #673,322,104.22111825373798,1,1,15,46,1,1,14,2,1,17,1
799,Hash Three Points #799,323,104.18446834367302,1,1,18,24,1,15,13,2,5,17,1
641,Hash Three Points #641,324,104.18190008965006,1,1,15,33,1,17,13,2,1,15,2
719,Hash Three Points #719,325,104.06912080263643,1,1,17,24,3,15,17,2,5,15,1
309,Hash Three Points #309,326,104.044700039682,1,1,15,17,1,22,17,3,1,20,1
975,Hash Three Points #975,327,104.00468581627939,1,1,17,26,1,14,16,2,5,17,1
915,Hash Three Points #915,328,103.9935157692913,1,1,14,21,1,22,20,2,1,17,2
132,Hash Three Points #132,329,103.93289327262968,1,1,15,24,1,22,16,3,1,14,2
59,Hash Three Points #59,330,103.8975349851097,1,1,17,39,3,1,17,3,1,15,1
608,Hash Three Points #608,331,103.8782858110874,1,1,15,31,1,15,17,3,1,13,2
904,Hash Three Points #904,332,103.81212788571914,1,1,17,27,3,13,16,3,1,16,1
1022,Hash Three Points #1022,333,103.78785160121609,1,1,16,24,3,14,17,3,5,15,2
632,Hash Three Points #632,334,103.74655569444897,1,1,15,26,1,17,17,3,1,16,1
148,Hash Three Points #148,335,103.63732249460921,1,1,17,22,1,22,14,3,1,16,2
639,Hash Three Points #639,336,103.63296123245038,1,1,17,26,1,13,17,2,1,20,1
876,Hash Three Points #876,337,103.55877601907598,1,1,14,33,1,14,13,3,5,14,2
1004,Hash Three Points #1004,338,103.55523341816081,1,1,14,26,1,17,17,2,5,16,1
295,Hash Three Points #295,339,103.5309283542085,1,1,15,24,3,17,17,2,1,16,2
970,Hash Three Points #970,340,103.48279478950963,1,1,16,26,1,17,14,2,5,16,2
850,Hash Three Points #850,341,103.42954654467925,1,1,16,24,1,13,17,3,1,20,2
466,Hash Three Points #466,342,103.36329825040082,1,1,14,24,1,17,16,3,5,16,1
826,Hash Three Points #826,343,103.36155402402731,1,16,17,22,1,1,20,3,1,15,2
296,Hash Three Points #296,344,103.24500155660783,1,1,17,24,1,15,16,2,5,15,2
319,Hash Three Points #319,345,103.24104124234782,1,1,17,39,1,1,16,3,1,16,2
143,Hash Three Points #143,346,103.16259718020991,1,1,17,22,1,14,17,3,5,17,1
986,Hash Three Points #986,347,103.13931172242148,1,1,17,26,1,17,14,2,1,17,2
688,Hash Three Points #688,348,103.10549613466179,1,1,14,46,1,1,16,2,1,15,2
108,Hash Three Points #108,349,103.0961787510795,1,1,15,31,1,15,13,3,1,16,2
508,Hash Three Points #508,350,103.07407929259516,1,1,15,24,3,13,16,3,1,20,2
894,Hash Three Points #894,351,103.04710998438253,1,1,15,42,3,1,17,2,1,15,2
844,Hash Three Points #844,352,103.03756808922788,1,1,15,24,1,17,14,2,5,18,1
744,Hash Three Points #744,353,103.02837927881907,1,1,15,30,3,13,14,3,1,17,1
461,Hash Three Points #461,354,102.97895104838267,1,1,14,24,3,17,13,3,5,16,2
878,Hash Three Points #878,355,102.94637704789758,1,1,16,24,1,15,17,2,1,18,2
183,Hash Three Points #183,356,102.85450642202164,1,1,14,30,1,22,13,2,1,13,2
1021,Hash Three Points #1021,357,102.74637465618235,1,1,16,39,3,1,20,2,1,14,2
434,Hash Three Points #434,358,102.71786567528733,1,1,14,46,1,1,14,3,1,15,1
253,Hash Three Points #253,359,102.68017251991546,1,1,17,26,3,15,13,2,5,14,2
663,Hash Three Points #663,360,102.64178010074974,1,1,7,53,1,1,14,3,1,14,1
53,Hash Three Points #53,361,102.63037943376925,1,1,14,31,3,15,13,3,1,15,2
256,Hash Three Points #256,362,102.55355665495361,1,1,14,24,1,17,14,3,5,17,2
130,Hash Three Points #130,363,102.51351020550429,1,1,14,27,3,17,16,3,1,14,2
961,Hash Three Points #961,364,102.50373053014381,1,1,7,39,1,15,14,3,1,15,1
726,Hash Three Points #726,365,102.3844568304033,1,1,15,42,1,1,16,3,1,15,2
1012,Hash Three Points #1012,366,102.3776677604811,1,1,16,42,1,1,16,2,1,16,2
217,Hash Three Points #217,367,102.35124234459315,1,1,16,24,1,14,17,2,5,17,2
330,Hash Three Points #330,368,102.34797327006147,1,1,7,31,1,22,16,2,1,16,1
637,Hash Three Points #637,369,102.31364680308215,1,1,15,20,1,22,17,3,1,15,2
126,Hash Three Points #126,370,102.28483471055482,1,1,16,24,1,22,13,2,1,16,2
193,Hash Three Points #193,371,102.2710817010674,1,1,15,26,1,22,14,2,1,15,1
42,Hash Three Points #42,372,102.22880277436143,1,1,15,42,1,1,17,3,1,14,1
721,Hash Three Points #721,373,102.1741754455239,1,1,17,24,1,14,16,3,5,15,2
798,Hash Three Points #798,374,102.1264032388124,1,1,17,30,1,14,13,2,5,13,2
174,Hash Three Points #174,375,102.03016328067721,1,1,14,24,1,22,13,3,1,16,2
603,Hash Three Points #603,376,102.01166638115868,1,1,18,17,3,17,14,3,1,20,1
462,Hash Three Points #462,377,101.96651011406382,1,1,15,26,1,17,17,3,1,13,1
822,Hash Three Points #822,378,101.96078541573672,1,1,14,30,1,15,17,2,1,15,1
475,Hash Three Points #475,379,101.93391936819256,1,1,16,24,1,15,14,3,5,16,2
376,Hash Three Points #376,380,101.8785937474913,1,1,15,27,1,15,16,2,5,14,1
44,Hash Three Points #44,381,101.85995492422495,1,1,15,26,1,15,14,2,5,16,2
633,Hash Three Points #633,382,101.85836109836728,1,1,15,21,1,17,17,2,5,17,1
1002,Hash Three Points #1002,383,101.83001332581745,1,1,15,26,3,14,14,2,5,17,1
702,Hash Three Points #702,384,101.81644417987658,1,1,15,26,1,13,17,3,1,18,1
124,Hash Three Points #124,385,101.81480459539743,1,1,17,26,1,17,14,3,1,15,1
380,Hash Three Points #380,386,101.77586458673842,1,1,15,24,3,17,17,2,1,16,2
650,Hash Three Points #650,387,101.75796432340034,1,1,7,24,1,22,17,3,1,18,1
498,Hash Three Points #498,388,101.69747807687179,1,1,7,30,1,22,16,2,1,16,1
407,Hash Three Points #407,389,101.6880828916143,1,1,16,24,1,15,17,3,1,16,2
261,Hash Three Points #261,390,101.6554154449982,1,1,16,26,3,15,14,2,5,13,1
595,Hash Three Points #595,391,101.62068534743743,1,1,15,22,1,17,17,3,5,14,1
448,Hash Three Points #448,392,101.59805433034995,1,1,14,30,3,15,13,3,1,15,1
416,Hash Three Points #416,393,101.47231095191617,1,1,17,24,3,15,14,2,5,14,1
624,Hash Three Points #624,394,101.45119093079614,1,1,17,24,1,15,14,2,5,16,1
678,Hash Three Points #678,395,101.42599728703755,1,1,14,24,1,22,13,3,1,15,2
562,Hash Three Points #562,396,101.39269793632135,1,1,17,22,3,13,16,3,1,18,2
640,Hash Three Points #640,397,101.36192374731525,1,1,15,24,1,17,17,2,1,17,2
213,Hash Three Points #213,398,101.3016634237348,1,1,15,24,1,17,14,3,1,17,1
71,Hash Three Points #71,399,101.26113900568559,1,16,17,22,3,1,16,3,1,15,2
860,Hash Three Points #860,400,101.22485222057111,1,1,14,26,3,13,13,3,1,20,1
620,Hash Three Points #620,401,101.18842203216934,1,1,16,21,1,15,16,3,5,16,2
50,Hash Three Points #50,402,101.11424571498176,1,1,16,17,3,22,16,3,1,16,2
133,Hash Three Points #133,403,101.04857022916306,1,1,17,26,1,15,16,3,1,15,1
162,Hash Three Points #162,404,101.02747603084022,1,16,18,22,1,1,13,3,1,17,1
136,Hash Three Points #136,405,100.83520682905927,1,1,14,21,1,15,17,3,5,16,1
768,Hash Three Points #768,406,100.83428617984484,1,16,17,22,1,1,16,3,1,17,1
221,Hash Three Points #221,407,100.80772785402294,1,1,15,24,1,14,17,3,5,13,1
528,Hash Three Points #528,408,100.79256887565424,1,1,7,30,1,15,13,3,5,18,1
539,Hash Three Points #539,409,100.75779011023954,1,1,17,19,1,17,16,3,1,18,1
872,Hash Three Points #872,410,100.73382402982736,1,1,16,22,1,22,14,2,1,16,1
800,Hash Three Points #800,411,100.72101330382665,1,1,16,39,1,1,17,2,1,17,2
964,Hash Three Points #964,412,100.6270129980866,1,1,16,24,1,15,14,2,5,16,2
449,Hash Three Points #449,413,100.56419144888514,1,1,15,24,1,17,17,2,1,16,1
907,Hash Three Points #907,414,100.55327503411932,1,1,17,26,3,13,17,2,1,15,2
565,Hash Three Points #565,415,100.46756402555772,1,1,15,22,1,22,16,3,1,13,2
874,Hash Three Points #874,416,100.46702326805077,1,1,17,24,1,17,17,2,1,14,2
115,Hash Three Points #115,417,100.45844481812163,1,16,17,22,1,1,17,2,1,17,1
209,Hash Three Points #209,418,100.44206500602961,1,1,7,31,3,17,14,3,5,13,2
947,Hash Three Points #947,419,100.42876318435201,1,1,7,26,1,22,16,3,1,16,1
575,Hash Three Points #575,420,100.41059673768838,1,1,16,22,1,15,17,3,5,14,1
628,Hash Three Points #628,421,100.37540688589488,1,1,15,20,3,22,16,3,1,13,2
265,Hash Three Points #265,422,100.35989515536639,1,1,15,24,3,17,17,2,1,14,1
412,Hash Three Points #412,423,100.31878983924126,1,16,18,22,1,1,17,3,1,14,1
917,Hash Three Points #917,424,100.29299290879702,1,1,18,20,1,14,17,2,5,17,1
965,Hash Three Points #965,425,100.29243640218036,1,1,17,21,1,14,17,2,5,17,1
404,Hash Three Points #404,426,100.26329032044154,1,1,15,30,1,13,13,3,1,17,1
94,Hash Three Points #94,427,100.22457219305662,1,1,14,26,1,17,17,2,1,15,1
285,Hash Three Points #285,428,100.19194251368276,1,1,15,20,1,22,13,3,1,17,2
345,Hash Three Points #345,429,100.15064517376308,1,1,15,24,1,15,17,3,1,16,1
384,Hash Three Points #384,430,100.11647311150193,1,1,15,19,1,22,14,3,1,17,2
284,Hash Three Points #284,431,100.10019036640256,1,1,15,24,1,17,16,2,5,13,2
368,Hash Three Points #368,432,100.08199735748929,1,1,17,26,3,15,14,2,1,15,2
517,Hash Three Points #517,433,100.06903283035167,1,1,18,33,3,1,20,3,1,13,1
456,Hash Three Points #456,434,100.01512913510271,1,1,15,24,1,15,16,2,5,15,1
736,Hash Three Points #736,435,100.00662941644428,1,1,7,33,1,15,16,3,1,16,1
574,Hash Three Points #574,436,99.99590913700361,1,16,16,22,1,1,17,2,1,17,2
377,Hash Three Points #377,437,99.98857633324201,1,1,15,26,1,15,16,2,5,13,2
113,Hash Three Points #113,438,99.8881646652239,1,16,18,17,1,1,17,2,1,20,1
64,Hash Three Points #64,439,99.88096435989182,1,1,16,26,3,15,13,2,1,16,2
996,Hash Three Points #996,440,99.8343490822032,1,1,17,17,1,22,17,3,1,14,2
214,Hash Three Points #214,441,99.78347567087803,1,1,17,24,1,13,17,3,1,16,2
925,Hash Three Points #925,442,99.7466109389002,1,1,17,17,3,17,13,3,1,20,2
935,Hash Three Points #935,443,99.63700351475183,1,1,17,30,1,13,13,2,1,16,2
760,Hash Three Points #760,444,99.54447873193779,1,1,18,26,1,13,17,2,1,14,1
540,Hash Three Points #540,445,99.51878148183827,1,1,15,21,1,22,14,3,1,15,2
741,Hash Three Points #741,446,99.48956552826358,1,1,17,39,1,1,14,2,1,17,1
413,Hash Three Points #413,447,99.42454556309401,1,1,16,20,3,14,16,3,5,15,2
751,Hash Three Points #751,448,99.38218696911704,1,1,15,39,1,1,17,3,1,15,2
21,Hash Three Points #21,449,99.36257997536136,1,1,17,21,3,15,16,3,1,15,1
777,Hash Three Points #777,450,99.34811059618191,1,1,17,33,3,1,17,3,1,17,2
122,Hash Three Points #122,451,99.34136521009356,1,1,17,22,1,17,14,3,1,16,2
249,Hash Three Points #249,452,99.33624402381874,1,16,17,22,1,1,16,3,1,15,1
149,Hash Three Points #149,453,99.23402200619083,1,1,15,22,1,17,13,2,1,20,1
415,Hash Three Points #415,454,99.21479471373709,1,16,16,22,3,1,16,2,1,15,2
532,Hash Three Points #532,455,99.14776091494298,1,1,14,19,3,17,13,3,1,20,2
3,Hash Three Points #3,456,99.13852359764097,1,1,16,24,1,17,16,3,1,14,2
1019,Hash Three Points #1019,457,99.08104965136489,1,1,15,20,3,17,13,2,5,17,2
635,Hash Three Points #635,458,99.04193427362452,1,1,15,19,1,22,16,2,1,16,2
316,Hash Three Points #316,459,99.01426082547421,1,1,15,24,3,15,16,2,1,16,2
843,Hash Three Points #843,460,98.99579763439873,1,1,14,20,1,15,17,2,5,18,2
740,Hash Three Points #740,461,98.97103957628283,1,1,15,31,1,13,13,2,1,16,2
801,Hash Three Points #801,462,98.9371290686086,1,16,14,22,3,1,17,2,1,16,2
179,Hash Three Points #179,463,98.81398830329539,1,1,16,30,1,13,16,2,1,13,2
591,Hash Three Points #591,464,98.77453498050512,1,1,15,19,1,17,17,3,5,15,2
510,Hash Three Points #510,465,98.74094146242243,1,1,17,24,1,14,13,3,5,14,2
689,Hash Three Points #689,466,98.73843642814614,1,1,16,21,1,14,17,2,5,16,2
230,Hash Three Points #230,467,98.73074973662989,1,1,16,24,1,13,14,3,1,18,1
913,Hash Three Points #913,468,98.66755009662896,1,1,17,24,1,13,16,3,1,15,2
980,Hash Three Points #980,469,98.65681716002513,1,1,17,39,3,1,14,2,1,15,1
31,Hash Three Points #31,470,98.60898085902204,1,1,16,17,1,22,17,2,1,15,1
199,Hash Three Points #199,471,98.59646884950334,1,1,16,26,1,15,16,2,1,15,1
464,Hash Three Points #464,472,98.54283208152762,1,1,16,26,1,15,13,2,5,13,2
38,Hash Three Points #38,473,98.53125358842615,1,1,15,21,1,15,16,2,5,16,2
390,Hash Three Points #390,474,98.4421471566126,1,1,18,30,3,1,13,3,1,20,1
4,Hash Three Points #4,475,98.43994153327357,1,1,15,19,1,17,16,3,5,15,1
107,Hash Three Points #107,476,98.434520516809,1,1,16,20,1,17,16,3,5,14,2
493,Hash Three Points #493,477,98.3955234549804,1,1,16,26,1,13,16,3,1,15,2
886,Hash Three Points #886,478,98.34849505026932,1,1,15,26,1,14,13,2,5,16,1
325,Hash Three Points #325,479,98.20678242459073,1,1,15,17,1,17,17,3,1,18,2
422,Hash Three Points #422,480,98.205779962868,1,16,17,22,1,1,14,3,1,16,2
102,Hash Three Points #102,481,98.1812317346842,1,1,16,24,1,17,14,3,1,14,2
274,Hash Three Points #274,482,98.1434868417501,1,16,17,22,1,1,13,2,1,17,2
709,Hash Three Points #709,483,98.0881663367574,1,1,15,24,1,13,17,3,1,16,2
80,Hash Three Points #80,484,98.0488893208434,1,1,7,31,3,13,17,3,1,16,1
851,Hash Three Points #851,485,98.02109272014916,1,1,15,20,1,15,17,2,5,16,1
430,Hash Three Points #430,486,98.00817757545279,1,1,15,22,1,17,14,2,5,16,1
855,Hash Three Points #855,487,97.99551331825464,1,1,16,31,1,1,17,3,1,20,2
754,Hash Three Points #754,488,97.92421153928295,1,16,16,22,1,1,16,2,1,16,2
672,Hash Three Points #672,489,97.91568928488034,1,16,17,22,1,1,16,2,1,15,2
444,Hash Three Points #444,490,97.7600642097231,1,1,7,33,1,17,14,2,1,16,1
1018,Hash Three Points #1018,491,97.7492258253232,1,1,16,22,1,14,13,3,5,16,1
488,Hash Three Points #488,492,97.69149827691186,1,1,17,33,1,1,20,3,1,14,2
351,Hash Three Points #351,493,97.47245135884371,1,1,18,20,1,14,16,2,5,15,1
684,Hash Three Points #684,494,97.4540548199758,1,1,17,24,1,13,17,3,1,13,2
766,Hash Three Points #766,495,97.4296259836185,1,1,16,22,1,17,13,2,5,15,1
465,Hash Three Points #465,496,97.41854573219634,1,1,15,21,1,17,17,2,1,16,2
665,Hash Three Points #665,497,97.36727957407368,1,1,15,20,1,22,13,2,1,16,1
521,Hash Three Points #521,498,97.28642292754603,1,1,14,26,1,13,16,2,1,17,1
185,Hash Three Points #185,499,97.250471285592,1,1,14,22,3,17,17,2,1,14,1
568,Hash Three Points #568,500,97.24640634279271,1,1,16,24,1,15,13,2,5,13,1
344,Hash Three Points #344,501,97.21227184546052,1,1,17,24,1,15,13,2,1,16,2
298,Hash Three Points #298,502,97.21125513182706,1,1,7,26,3,14,16,2,5,17,1
929,Hash Three Points #929,503,97.16534992005573,1,1,16,24,1,13,17,3,1,15,1
282,Hash Three Points #282,504,97.16219643179846,1,1,15,24,3,15,13,2,1,16,2
971,Hash Three Points #971,505,97.13644042980704,1,1,15,24,1,13,17,3,1,15,1
519,Hash Three Points #519,506,97.13436641307575,1,1,7,24,3,17,17,2,5,15,1
677,Hash Three Points #677,507,97.09386945789294,1,1,16,24,3,1,20,3,1,20,1
790,Hash Three Points #790,508,97.0742028481231,1,1,14,21,1,15,13,2,5,18,2
973,Hash Three Points #973,509,97.00651311576462,1,1,16,22,1,15,17,2,1,16,2
49,Hash Three Points #49,510,96.97482825267485,1,1,15,26,1,15,14,2,1,16,2
117,Hash Three Points #117,511,96.96939388987094,1,1,14,26,1,13,17,3,1,15,2
254,Hash Three Points #254,512,96.95760408764927,1,1,16,27,1,13,13,3,1,15,2
181,Hash Three Points #181,513,96.95111206971318,1,1,16,24,1,14,16,2,5,13,2
506,Hash Three Points #506,514,96.94025393787248,1,1,7,42,1,1,16,3,1,17,1
994,Hash Three Points #994,515,96.8251355711685,1,1,17,24,1,13,16,2,1,16,1
919,Hash Three Points #919,516,96.80846546901347,1,1,15,21,1,15,14,3,5,15,2
386,Hash Three Points #386,517,96.77516643625464,1,1,7,31,1,15,13,3,1,17,1
1003,Hash Three Points #1003,518,96.76917708068498,1,1,17,17,1,22,16,2,1,15,2
716,Hash Three Points #716,519,96.76693449791223,1,16,15,22,1,1,17,3,1,14,1
260,Hash Three Points #260,520,96.6994733870481,1,1,18,31,1,1,17,3,1,17,1
231,Hash Three Points #231,521,96.68498084499721,1,1,14,39,3,1,16,2,1,13,1
63,Hash Three Points #63,522,96.67888431745254,1,1,14,26,1,14,13,3,5,14,2
648,Hash Three Points #648,523,96.6304891337724,1,1,17,22,1,14,16,2,5,14,2
135,Hash Three Points #135,524,96.60115185100933,1,16,15,22,3,1,17,2,1,13,1
383,Hash Three Points #383,525,96.53707360709141,1,1,17,20,1,14,14,3,5,16,1
606,Hash Three Points #606,526,96.52029696718469,1,1,7,26,3,14,16,2,5,17,1
371,Hash Three Points #371,527,96.51362644555961,1,1,16,20,1,14,13,2,5,18,1
707,Hash Three Points #707,528,96.50186297106008,1,1,14,24,3,13,17,3,1,14,1
572,Hash Three Points #572,529,96.49915859738013,1,1,7,26,3,17,13,2,5,17,1
43,Hash Three Points #43,530,96.42700844089893,1,1,18,31,1,1,16,3,1,17,1
882,Hash Three Points #882,531,96.42208513652166,1,1,17,21,1,13,13,3,1,18,2
237,Hash Three Points #237,532,96.31074742484135,1,1,17,22,1,14,14,3,5,13,2
561,Hash Three Points #561,533,96.24832958818526,1,1,15,21,3,15,14,2,5,14,1
276,Hash Three Points #276,534,96.20296608948868,1,1,15,22,3,15,16,3,1,14,2
722,Hash Three Points #722,535,96.19985295937799,1,1,15,21,3,17,13,2,1,16,1
782,Hash Three Points #782,536,96.177289475511,1,1,7,27,3,15,14,2,5,16,1
159,Hash Three Points #159,537,96.16200017880837,1,1,14,24,1,17,14,3,1,14,1
691,Hash Three Points #691,538,96.10460933520383,1,1,16,30,1,1,16,3,1,20,1
481,Hash Three Points #481,539,95.99241923964837,1,1,15,19,1,22,13,3,1,14,1
364,Hash Three Points #364,540,95.98320111638311,1,1,17,19,1,15,14,2,5,16,2
733,Hash Three Points #733,541,95.89973631495425,1,1,16,24,1,14,13,2,5,13,2
40,Hash Three Points #40,542,95.88817506382236,1,1,15,24,1,14,13,2,5,15,2
144,Hash Three Points #144,543,95.87507940515869,1,1,7,24,1,14,16,3,5,17,1
175,Hash Three Points #175,544,95.85296239400594,1,1,15,21,1,15,16,2,5,13,2
16,Hash Three Points #16,545,95.79835631925431,1,1,18,31,1,1,17,3,1,16,2
472,Hash Three Points #472,546,95.74964261737266,1,1,17,17,1,14,16,3,5,16,2
435,Hash Three Points #435,547,95.65396241308864,1,1,15,33,3,1,13,3,1,18,2
675,Hash Three Points #675,548,95.63346478478874,1,1,15,17,3,17,17,2,1,16,1
160,Hash Three Points #160,549,95.56878854129693,1,1,16,22,1,13,13,2,1,20,1
715,Hash Three Points #715,550,95.53419149698992,1,1,16,26,1,15,13,2,1,14,2
977,Hash Three Points #977,551,95.51867196255931,1,16,17,22,1,1,13,2,1,16,1
752,Hash Three Points #752,552,95.44803222291146,1,1,15,20,1,14,14,3,5,16,1
881,Hash Three Points #881,553,95.3197191007264,1,1,16,24,3,13,16,2,1,14,2
327,Hash Three Points #327,554,95.29651462351748,1,1,15,19,1,17,16,2,1,17,2
984,Hash Three Points #984,555,95.29328950910276,1,1,17,31,1,1,17,3,1,17,2
306,Hash Three Points #306,556,95.28418105772599,1,1,14,22,1,17,16,3,1,14,1
630,Hash Three Points #630,557,95.25936284829194,1,1,7,24,3,17,14,3,1,17,1
554,Hash Three Points #554,558,95.22435771407663,1,1,7,26,1,14,17,2,5,17,1
339,Hash Three Points #339,559,95.18937851136944,1,1,14,31,1,13,13,2,1,14,2
916,Hash Three Points #916,560,95.18332485527894,1,1,7,31,1,13,16,3,1,16,1
833,Hash Three Points #833,561,95.15319957076942,1,1,16,17,1,17,16,3,5,13,1
676,Hash Three Points #676,562,95.06553803390715,1,1,7,26,1,14,17,2,5,16,1
550,Hash Three Points #550,563,95.06441357887951,1,1,7,24,3,14,17,3,5,14,1
301,Hash Three Points #301,564,95.05059057002845,1,1,7,20,1,22,20,3,1,14,2
154,Hash Three Points #154,565,95.01070960292826,1,1,18,24,3,1,20,3,1,17,1
484,Hash Three Points #484,566,95.0092877663512,1,1,7,30,3,15,13,3,1,15,1
496,Hash Three Points #496,567,95.00905484997452,1,1,17,22,1,13,17,2,1,16,2
877,Hash Three Points #877,568,94.97907213657311,1,1,15,26,1,13,14,2,1,16,2
164,Hash Three Points #164,569,94.88872429208847,1,1,17,31,1,1,16,3,1,17,1
388,Hash Three Points #388,570,94.85613175423278,1,16,14,22,1,1,14,3,1,16,1
352,Hash Three Points #352,571,94.85439756590546,1,1,15,17,3,22,13,2,1,15,2
954,Hash Three Points #954,572,94.84633169526232,1,1,16,24,1,13,14,3,1,15,2
667,Hash Three Points #667,573,94.83346957391048,1,1,15,21,1,13,16,3,1,17,1
283,Hash Three Points #283,574,94.74109243170925,1,16,14,22,1,1,17,3,1,13,2
653,Hash Three Points #653,575,94.70395877624617,1,1,15,19,1,15,16,2,1,18,1
37,Hash Three Points #37,576,94.60655524007754,1,1,16,24,1,13,16,2,1,15,1
194,Hash Three Points #194,577,94.57898442517983,1,1,17,31,1,1,16,3,1,17,1
578,Hash Three Points #578,578,94.50234756527497,1,1,14,19,3,15,16,2,5,13,1
29,Hash Three Points #29,579,94.44011487960387,1,1,14,31,1,1,16,3,1,20,2
981,Hash Three Points #981,580,94.34666427556043,1,1,15,21,1,14,16,2,5,14,2
991,Hash Three Points #991,581,94.23951810312262,1,16,17,17,1,1,17,3,1,15,1
859,Hash Three Points #859,582,94.09011719076406,1,1,15,22,1,15,16,3,1,13,2
70,Hash Three Points #70,583,94.08317006228745,1,1,15,20,1,13,17,3,1,16,2
171,Hash Three Points #171,584,94.00056173165997,1,1,7,24,3,14,17,2,5,16,1
544,Hash Three Points #544,585,93.98039954114657,1,1,17,24,1,13,13,3,1,13,2
8,Hash Three Points #8,586,93.9455807933157,1,1,16,24,1,13,13,2,1,17,2
817,Hash Three Points #817,587,93.87131031519765,1,16,14,22,1,1,17,2,1,14,1
19,Hash Three Points #19,588,93.84331675208198,1,1,17,17,1,14,17,2,5,15,1
570,Hash Three Points #570,589,93.74855586945388,1,16,15,22,1,1,13,3,1,14,2
96,Hash Three Points #96,590,93.74148078619564,1,1,14,17,1,17,17,3,1,15,2
911,Hash Three Points #911,591,93.7029696502829,1,1,15,21,1,17,13,3,1,14,2
0,Hash Three Points #0,592,93.66072700950197,1,1,15,17,1,15,14,3,5,16,1
335,Hash Three Points #335,593,93.65938476824448,1,1,15,24,3,1,17,3,1,20,2
729,Hash Three Points #729,594,93.56659118143263,1,1,7,24,3,13,16,3,1,18,1
486,Hash Three Points #486,595,93.50905045113579,1,1,16,24,1,13,17,2,1,13,2
140,Hash Three Points #140,596,93.39193640932885,1,1,15,20,1,13,16,3,1,17,2
569,Hash Three Points #569,597,93.38436557657226,1,1,7,24,1,17,16,2,1,17,1
268,Hash Three Points #268,598,93.35110751417683,1,1,15,17,1,14,14,3,5,17,2
714,Hash Three Points #714,599,93.29776971779401,1,1,17,30,1,1,20,2,1,15,2
125,Hash Three Points #125,600,93.28672158874042,1,1,15,17,1,17,16,3,1,15,2
930,Hash Three Points #930,601,93.00366896149828,1,1,17,31,3,1,14,3,1,15,2
870,Hash Three Points #870,602,92.97782513206806,1,1,7,31,1,17,14,2,1,13,1
892,Hash Three Points #892,603,92.95550340176014,1,1,7,22,1,15,17,3,5,15,1
1010,Hash Three Points #1010,604,92.8804502541727,1,1,17,30,3,1,16,3,1,13,2
647,Hash Three Points #647,605,92.87596565302489,1,1,14,27,3,1,17,2,1,20,1
353,Hash Three Points #353,606,92.75718857287863,1,16,14,22,1,1,13,2,1,16,2
868,Hash Three Points #868,607,92.70893415209136,1,1,14,19,1,14,14,2,5,17,1
479,Hash Three Points #479,608,92.70793109699993,1,1,16,30,1,1,20,3,1,14,2
812,Hash Three Points #812,609,92.63626719935476,1,1,15,31,1,1,16,3,1,17,1
728,Hash Three Points #728,610,92.63445314477343,1,1,16,33,1,1,17,2,1,15,1
375,Hash Three Points #375,611,92.57960306789649,1,16,14,22,1,1,14,2,1,15,2
487,Hash Three Points #487,612,92.49002680039557,1,1,15,21,1,15,14,2,1,16,1
803,Hash Three Points #803,613,92.46891148404629,1,1,17,30,3,1,13,3,1,16,2
340,Hash Three Points #340,614,92.45353769011814,1,1,16,31,3,1,16,3,1,14,1
458,Hash Three Points #458,615,92.44000133810236,1,16,14,22,1,1,13,3,1,14,1
313,Hash Three Points #313,616,92.42345242596045,1,1,17,31,1,1,16,2,1,17,1
600,Hash Three Points #600,617,92.18141639614824,1,1,17,33,3,1,14,2,1,14,2
372,Hash Three Points #372,618,92.10120566196692,1,1,15,17,3,14,14,2,5,16,2
861,Hash Three Points #861,619,92.05438810206007,1,1,14,30,1,1,17,3,1,17,2
604,Hash Three Points #604,620,91.99511931711025,1,1,15,24,1,13,16,2,1,14,2
119,Hash Three Points #119,621,91.97472423348302,1,1,16,33,1,1,13,3,1,16,2
