ID,Name,Rank,Rarity_Score,Attributes-Scores,Centered-Scores,Color Palette-Scores,Extra Rotation-Scores,Outlined-Scores,Padding-Scores,Petals-Scores,Segments-Scores,Shape Type-Scores,Shrink-Scores,Use Palette Background-Scores,X Movement-Scores,Y Movement-Scores
855,Hash Three Points #855,65,1190.2621799849212,1,1,16,31,1,1,17,3,1,20,2,68,1024
861,Hash Three Points #861,66,1184.3210547687268,1,1,14,30,1,1,17,3,1,17,2,68,1024
232,Hash Three Points #232,67,1182.5787597654594,1,1,15,24,1,1,16,2,1,13,1,1024,78
713,Hash Three Points #713,68,1181.946449833185,1,1,15,30,1,1,17,3,1,14,1,68,1024
682,Hash Three Points #682,69,1177.6650432953886,1,1,15,24,1,1,13,2,1,15,1,1024,73
272,Hash Three Points #272,70,1177.6352488408695,1,1,17,24,1,1,16,3,1,15,1,1024,68
969,Hash Three Points #969,71,1176.2251957070157,1,1,16,21,1,1,17,3,1,16,2,68,1024
96,Hash Three Points #96,72,1174.6303696750845,1,1,14,17,1,17,17,3,1,15,2,56,1024
332,Hash Three Points #332,73,1173.9664061664967,1,1,14,20,1,1,16,3,1,13,2,1024,73
432,Hash Three Points #432,74,1169.8013281104734,1,1,17,17,1,1,13,3,1,16,1,68,1024
336,Hash Three Points #336,75,1166.8069696837338,1,1,18,26,1,1,16,2,1,14,1,56,1024
321,Hash Three Points #321,76,1165.748607530167,1,1,18,21,1,1,13,2,1,16,1,60,1024
340,Hash Three Points #340,77,1160.9752768205528,1,1,16,31,3,1,16,3,1,14,1,44,1024
753,Hash Three Points #753,78,1153.4231876374179,1,1,15,26,1,1,16,3,1,16,1,1024,42
288,Hash Three Points #288,79,1152.3254048044955,1,1,15,24,1,1,17,2,1,16,2,1024,42
216,Hash Three Points #216,80,1150.4440299760897,1,1,17,20,1,1,17,3,1,13,1,44,1024
864,Hash Three Points #864,81,1143.4257942015927,1,1,7,24,1,1,17,2,1,16,1,1024,42
956,Hash Three Points #956,82,1117.2917808957354,1,16,7,1024,1,1,16,3,1,15,1,13,12
84,Hash Three Points #84,83,1112.76471249238,1,1,17,24,1,1,20,2,1,15,2,512,512
251,Hash Three Points #251,84,1100.3281165583876,1,1,15,17,1,1,16,2,1,16,2,512,512
957,Hash Three Points #957,85,931.7662559550395,1,1,15,19,1,1,16,2,1,16,2,512,341
421,Hash Three Points #421,86,931.62984657523,1,1,7,24,1,1,14,2,1,20,1,512,341
960,Hash Three Points #960,87,926.0183879191172,1,1,14,20,1,1,13,2,1,13,1,512,341
809,Hash Three Points #809,88,920.6328115041542,1,1,7,21,1,1,13,2,1,13,1,341,512
904,Hash Three Points #904,89,871.8121278857192,1,1,17,27,3,13,16,3,1,16,1,512,256
474,Hash Three Points #474,90,856.8819925193586,1,1,14,24,3,1,20,3,1,15,2,256,512
576,Hash Three Points #576,91,854.1304323644124,1,1,15,30,1,1,14,3,1,13,1,256,512
275,Hash Three Points #275,92,851.443063827078,1,1,16,24,3,1,16,2,1,13,2,256,512
366,Hash Three Points #366,93,830.4794486129506,1,1,7,53,3,1,20,3,1,17,1,512,204
696,Hash Three Points #696,94,804.4359217179066,1,1,18,20,1,1,17,3,1,17,1,204,512
661,Hash Three Points #661,95,802.3716411567625,1,1,16,19,3,1,17,3,1,17,2,512,204
292,Hash Three Points #292,96,802.0184581959741,1,1,15,26,3,1,14,2,1,16,2,512,204
409,Hash Three Points #409,97,793.0611044410925,1,1,15,53,3,1,14,2,1,13,1,512,170
874,Hash Three Points #874,98,783.1336899347174,1,1,17,24,1,17,17,2,1,14,2,512,170
591,Hash Three Points #591,99,781.4412016471717,1,1,15,19,1,17,17,3,5,15,2,170,512
594,Hash Three Points #594,100,769.0782068860676,1,1,15,30,1,1,13,2,1,16,2,512,170
807,Hash Three Points #807,101,768.6656786693824,1,1,16,24,3,1,16,3,1,14,1,512,170
599,Hash Three Points #599,102,762.8560157884535,1,1,14,24,1,1,17,2,1,14,2,341,341
477,Hash Three Points #477,103,744.9506587868741,1,1,16,24,1,15,17,3,5,15,2,128,512
708,Hash Three Points #708,104,740.5010702042816,1,1,14,21,1,1,20,3,1,13,2,512,146
3,Hash Three Points #3,105,739.138523597641,1,1,16,24,1,17,16,3,1,14,2,512,128
277,Hash Three Points #277,106,738.9323680101973,1,1,17,20,1,1,16,3,1,14,2,146,512
389,Hash Three Points #389,107,738.6569238695718,1,1,16,19,3,1,17,2,1,13,1,146,512
31,Hash Three Points #31,108,738.608980859022,1,1,16,17,1,22,17,2,1,15,1,128,512
125,Hash Three Points #125,109,733.2867215887404,1,1,15,17,1,17,16,3,1,15,2,512,128
130,Hash Three Points #130,110,728.291287983282,1,1,14,27,3,17,16,3,1,14,2,512,113
492,Hash Three Points #492,111,724.6109546408861,1,1,17,24,1,1,17,2,1,14,2,128,512
128,Hash Three Points #128,112,724.4802582881191,1,1,16,30,1,1,13,2,1,13,2,512,128
488,Hash Three Points #488,113,723.4692760546895,1,1,17,33,1,1,20,3,1,14,2,512,113
393,Hash Three Points #393,114,717.9551754343569,1,1,7,24,3,1,17,2,1,16,1,512,128
218,Hash Three Points #218,115,716.9284676878915,1,1,16,24,3,1,20,3,1,15,1,512,113
875,Hash Three Points #875,116,714.018453956771,1,1,17,24,1,1,17,3,1,16,2,512,113
814,Hash Three Points #814,117,712.0078726757865,1,1,7,39,1,1,14,2,1,14,1,512,113
782,Hash Three Points #782,118,710.577289475511,1,1,7,27,3,15,14,2,5,16,1,102,512
715,Hash Three Points #715,119,709.9341914969899,1,1,16,26,1,15,13,2,1,14,2,512,102
410,Hash Three Points #410,120,708.7629158098453,1,1,14,53,1,1,17,2,1,15,2,341,256
369,Hash Three Points #369,121,708.0264076053861,1,1,7,30,3,1,14,2,1,17,1,512,113
376,Hash Three Points #376,122,706.9695028384004,1,1,15,27,1,15,16,2,5,14,1,512,93
418,Hash Three Points #418,123,706.9374718041561,1,1,16,24,1,1,13,2,1,16,2,113,512
984,Hash Three Points #984,124,700.3841986000119,1,1,17,31,1,1,17,3,1,17,2,512,93
554,Hash Three Points #554,125,700.3152668049858,1,1,7,26,1,14,17,2,5,17,1,93,512
355,Hash Three Points #355,126,699.1691777604335,1,1,18,53,3,1,16,2,1,17,1,68,512
293,Hash Three Points #293,127,689.9645004851188,1,1,16,39,1,1,20,3,1,16,2,73,512
934,Hash Three Points #934,128,685.6268853410273,1,1,17,19,1,1,13,2,1,18,2,512,93
613,Hash Three Points #613,129,684.708074651323,1,1,14,31,3,1,13,3,1,13,2,85,512
777,Hash Three Points #777,130,684.490967739039,1,1,17,33,3,1,17,3,1,17,2,73,512
583,Hash Three Points #583,131,684.0833913500757,1,1,16,26,3,1,16,2,1,15,2,341,256
1022,Hash Three Points #1022,132,684.0545182678827,1,1,16,24,3,14,17,3,5,15,2,512,68
496,Hash Three Points #496,133,680.1519119928316,1,1,17,22,1,13,17,2,1,16,2,73,512
771,Hash Three Points #771,134,679.8641521373986,1,1,17,19,1,1,16,3,1,16,1,512,85
560,Hash Three Points #560,135,679.3558043448402,1,1,16,146,1,1,16,3,1,17,1,128,341
943,Hash Three Points #943,136,678.1124488443912,1,1,17,17,1,1,17,3,1,16,2,512,85
425,Hash Three Points #425,137,676.4952330407916,1,1,14,31,3,1,17,3,1,14,1,512,73
88,Hash Three Points #88,138,671.1920058428277,1,1,14,17,3,1,17,3,1,16,1,512,78
601,Hash Three Points #601,139,670.9488922339219,1,1,17,53,1,1,20,3,1,20,2,341,204
979,Hash Three Points #979,140,669.6931333289813,1,1,17,30,3,1,13,3,1,13,2,68,512
883,Hash Three Points #883,141,669.2344808875429,1,1,16,24,1,1,17,2,1,15,2,512,73
769,Hash Three Points #769,142,668.8089289689453,1,1,14,26,1,1,16,2,1,16,1,73,512
808,Hash Three Points #808,143,667.6995301282813,1,1,17,30,1,1,13,3,1,13,1,512,68
989,Hash Three Points #989,144,667.2919089575558,1,1,7,22,1,1,14,2,1,15,2,341,256
240,Hash Three Points #240,145,664.6560599443534,1,1,14,31,1,1,14,2,1,14,2,68,512
792,Hash Three Points #792,146,662.057280617297,1,1,14,24,1,1,16,2,1,16,1,512,68
802,Hash Three Points #802,147,661.6883253568529,1,1,16,85,1,1,16,2,1,20,2,256,256
737,Hash Three Points #737,148,661.5871481718783,1,1,17,24,1,1,13,2,1,15,2,68,512
831,Hash Three Points #831,149,659.5124027635641,1,1,16,17,1,1,13,3,1,18,1,512,68
955,Hash Three Points #955,150,657.4940806966497,1,1,14,146,1,1,14,3,1,15,2,341,113
1009,Hash Three Points #1009,151,654.7376670710622,1,1,7,24,1,1,13,3,1,16,1,68,512
94,Hash Three Points #94,152,646.3579055263899,1,1,14,26,1,17,17,2,1,15,1,204,341
680,Hash Three Points #680,153,631.665242137075,1,1,17,24,3,1,14,2,1,16,1,341,204
147,Hash Three Points #147,154,629.668948171852,1,1,15,341,3,1,16,2,1,15,1,113,113
100,Hash Three Points #100,155,622.4319816246973,1,1,7,256,1,1,14,3,1,15,1,170,146
385,Hash Three Points #385,156,617.0106397855466,1,1,16,26,1,17,16,3,1,17,2,256,256
632,Hash Three Points #632,157,615.746555694449,1,1,15,26,1,17,17,3,1,16,1,341,170
965,Hash Three Points #965,158,612.2924364021803,1,1,17,21,1,14,17,2,5,17,1,256,256
38,Hash Three Points #38,159,610.5312535884261,1,1,15,21,1,15,16,2,5,16,2,256,256
367,Hash Three Points #367,160,607.7635108314976,1,1,17,53,1,1,20,3,1,16,2,341,146
764,Hash Three Points #764,161,598.4934095724489,1,1,15,53,1,1,16,2,1,14,2,146,341
547,Hash Three Points #547,162,598.0494330413679,1,1,16,24,1,1,17,2,1,16,1,256,256
310,Hash Three Points #310,163,595.5658255527555,1,1,15,24,1,1,16,3,1,15,2,341,170
59,Hash Three Points #59,164,591.5165826041573,1,1,17,39,3,1,17,3,1,15,1,146,341
778,Hash Three Points #778,165,591.2930402044797,1,1,7,33,1,1,14,2,1,13,1,256,256
158,Hash Three Points #158,166,589.4518925583881,1,1,15,17,1,1,17,3,1,14,2,256,256
482,Hash Three Points #482,167,586.2474053555757,1,1,16,53,1,1,20,2,1,16,2,341,128
665,Hash Three Points #665,168,584.9863271931213,1,1,15,20,1,22,13,2,1,16,1,341,146
396,Hash Three Points #396,169,576.8173913850685,1,1,16,30,1,1,14,3,1,15,2,341,146
685,Hash Three Points #685,170,575.7440085352489,1,1,17,26,3,1,14,2,1,17,1,341,146
400,Hash Three Points #400,171,570.1050984370793,1,1,14,24,1,1,14,3,1,17,2,341,146
114,Hash Three Points #114,172,567.400796280845,1,1,14,24,1,1,13,2,1,16,2,341,146
787,Hash Three Points #787,173,563.7182950006957,1,1,18,17,1,1,13,3,1,13,1,341,146
402,Hash Three Points #402,174,561.5454809632488,1,1,7,19,3,1,16,2,1,17,2,146,341
534,Hash Three Points #534,175,558.499301007913,1,1,15,26,3,1,14,3,1,17,1,128,341
335,Hash Three Points #335,176,554.4593847682445,1,1,15,24,3,1,17,3,1,20,2,204,256
958,Hash Three Points #958,177,546.4410523926274,1,1,7,22,3,14,16,2,5,16,1,341,113
305,Hash Three Points #305,178,546.3069964609058,1,1,16,19,1,17,14,2,1,14,2,341,113
196,Hash Three Points #196,179,544.0420569154564,1,1,17,24,3,1,14,3,1,17,1,341,113
660,Hash Three Points #660,180,543.7408565907141,1,1,15,31,3,1,13,2,1,15,1,113,341
446,Hash Three Points #446,181,542.7702346257623,1,1,7,24,1,1,16,2,1,13,1,341,128
526,Hash Three Points #526,182,539.2197329426017,1,1,7,19,1,1,13,3,1,16,1,341,128
109,Hash Three Points #109,183,539.1922421123545,1,1,7,146,1,1,16,3,1,15,1,85,256
245,Hash Three Points #245,184,535.7330236537277,1,1,17,146,3,1,16,3,1,16,1,68,256
845,Hash Three Points #845,185,535.5335388436251,1,1,7,24,3,15,17,3,1,13,1,341,102
420,Hash Three Points #420,186,534.7346828342438,1,1,14,19,1,1,16,2,1,18,2,341,113
780,Hash Three Points #780,187,534.2928949119276,1,1,15,19,1,1,16,2,1,16,1,341,113
879,Hash Three Points #879,188,534.0483269688579,1,1,14,19,1,15,16,3,1,13,1,341,102
328,Hash Three Points #328,189,532.5367446721166,1,1,15,26,1,1,17,3,1,16,1,341,102
893,Hash Three Points #893,190,532.3778852853925,1,1,18,26,1,22,16,2,1,13,1,85,341
639,Hash Three Points #639,191,530.299627899117,1,1,17,26,1,13,17,2,1,20,1,256,170
401,Hash Three Points #401,192,529.9874169493501,1,1,15,17,3,1,14,2,1,15,1,341,113
878,Hash Three Points #878,193,529.6130437145642,1,1,16,24,1,15,17,2,1,18,2,341,85
403,Hash Three Points #403,194,529.5085735584311,1,1,15,27,3,1,16,2,1,13,1,341,102
633,Hash Three Points #633,195,528.5250277650339,1,1,15,21,1,17,17,2,5,17,1,170,256
618,Hash Three Points #618,196,528.0370187831963,1,1,16,22,3,1,16,2,1,16,2,341,102
907,Hash Three Points #907,197,527.219941700786,1,1,17,26,3,13,17,2,1,15,2,170,256
116,Hash Three Points #116,198,522.957710660585,1,1,17,19,1,1,14,2,1,17,2,341,102
317,Hash Three Points #317,199,521.6024599944205,1,1,16,39,1,15,16,2,1,15,2,68,341
908,Hash Three Points #908,200,519.8086909911648,1,1,17,26,1,1,14,2,1,16,2,93,341
789,Hash Three Points #789,201,516.927177026738,1,1,14,27,3,1,14,2,1,13,2,93,341
884,Hash Three Points #884,202,513.6969682170803,1,1,15,19,1,1,17,2,1,16,2,93,341
843,Hash Three Points #843,203,513.4719881105892,1,1,14,20,1,15,17,2,5,18,2,341,73
924,Hash Three Points #924,204,511.6603947267905,1,1,7,146,1,1,14,2,1,16,1,60,256
398,Hash Three Points #398,205,511.49021692903744,1,1,7,26,3,1,17,2,1,13,2,93,341
592,Hash Three Points #592,206,511.4217125068117,1,1,16,26,1,1,16,2,1,20,2,78,341
505,Hash Three Points #505,207,508.79194698083865,1,1,17,113,1,1,16,2,1,17,2,204,128
145,Hash Three Points #145,208,508.55447928483835,1,1,16,46,1,1,16,3,1,14,1,256,146
234,Hash Three Points #234,209,507.294238582532,1,1,14,256,3,1,14,2,1,13,2,68,128
457,Hash Three Points #457,210,507.25501099149795,1,1,7,30,1,1,16,2,1,15,1,170,256
67,Hash Three Points #67,211,507.22521915319277,1,1,15,21,1,1,13,2,1,18,2,170,256
781,Hash Three Points #781,212,504.33694147083196,1,1,17,20,1,1,16,3,1,17,1,341,78
325,Hash Three Points #325,213,503.540115757924,1,1,15,17,1,17,17,3,1,18,2,341,64
124,Hash Three Points #124,214,503.38343204637783,1,1,17,26,1,17,14,3,1,15,1,341,60
136,Hash Three Points #136,215,503.1209211147735,1,1,14,21,1,15,17,3,5,16,1,146,256
669,Hash Three Points #669,216,502.23486496150406,1,1,7,17,1,1,16,2,1,16,1,93,341
246,Hash Three Points #246,217,501.5534345553266,1,1,15,78,3,15,16,2,1,15,1,256,93
1001,Hash Three Points #1001,218,499.6420235924271,1,1,15,21,1,15,14,2,1,14,2,68,341
912,Hash Three Points #912,219,499.12223661302505,1,1,15,19,1,1,16,3,1,15,1,341,78
197,Hash Three Points #197,220,497.8786598999591,1,1,15,113,1,17,16,2,5,15,2,102,204
990,Hash Three Points #990,221,497.52611602283787,1,1,18,256,3,13,16,3,1,15,1,51,113
556,Hash Three Points #556,222,497.2849359309072,1,1,17,53,1,1,16,2,1,14,2,128,256
476,Hash Three Points #476,223,494.73975275508826,1,1,17,21,1,1,16,2,1,14,1,341,73
57,Hash Three Points #57,224,493.4860537278835,1,1,15,24,1,1,16,2,1,16,2,204,204
314,Hash Three Points #314,225,491.6074936073498,1,1,16,17,1,1,17,2,1,20,2,68,341
982,Hash Three Points #982,226,491.31636344214996,1,1,7,24,3,15,14,3,1,13,1,146,256
761,Hash Three Points #761,227,491.0502361937372,1,1,16,17,3,1,16,3,1,16,2,341,68
248,Hash Three Points #248,228,490.90141741437145,1,1,17,256,1,1,14,2,1,14,1,93,85
623,Hash Three Points #623,229,484.2075254113473,1,1,17,24,1,17,17,3,5,17,2,170,204
606,Hash Three Points #606,230,480.5202969671847,1,1,7,26,3,14,16,2,5,17,1,341,42
480,Hash Three Points #480,231,479.3078264903165,1,1,15,17,1,1,17,3,1,14,1,256,146
968,Hash Three Points #968,232,477.6043533016684,1,1,15,17,1,1,16,2,1,15,1,146,256
871,Hash Three Points #871,233,475.5602646219523,1,1,18,26,1,1,17,3,1,16,1,256,128
751,Hash Three Points #751,234,474.8488536357837,1,1,15,39,1,1,17,3,1,15,2,170,204
719,Hash Three Points #719,235,473.84689858041423,1,1,17,24,3,15,17,2,5,15,1,256,113
414,Hash Three Points #414,236,473.21522907660284,1,1,14,17,1,15,16,3,1,15,2,256,128
992,Hash Three Points #992,237,471.5860946510671,1,1,17,24,1,1,16,3,1,16,2,128,256
20,Hash Three Points #20,238,471.17957317349453,1,1,17,24,1,1,20,2,1,13,2,341,42
142,Hash Three Points #142,239,470.9969669664288,1,1,15,24,1,1,14,2,1,13,1,51,341
29,Hash Three Points #29,240,469.90678154627057,1,1,14,31,1,1,16,3,1,20,2,170,204
284,Hash Three Points #284,241,469.87796814418033,1,1,15,24,1,17,16,2,5,13,2,256,113
996,Hash Three Points #996,242,469.612126859981,1,1,17,17,1,22,17,3,1,14,2,113,256
774,Hash Three Points #774,243,468.9638499043541,1,1,16,24,1,1,13,2,1,18,1,256,128
497,Hash Three Points #497,244,467.6517201418384,1,1,15,24,1,1,14,3,1,16,2,256,128
717,Hash Three Points #717,245,466.967408668953,1,1,14,17,1,1,17,2,1,20,1,44,341
352,Hash Three Points #352,246,464.63217534368323,1,1,15,17,3,22,13,2,1,15,2,256,113
485,Hash Three Points #485,247,464.5643852608144,1,1,17,31,1,17,17,2,5,17,2,146,204
34,Hash Three Points #34,248,461.5814679019193,1,1,14,19,1,1,17,3,1,14,1,128,256
337,Hash Three Points #337,249,460.88155811740603,1,1,15,30,3,1,17,3,1,13,2,113,256
543,Hash Three Points #543,250,458.478457601984,1,1,16,20,1,1,13,2,1,13,2,128,256
726,Hash Three Points #726,251,456.6798154801923,1,1,15,42,1,1,16,3,1,15,2,341,12
2,Hash Three Points #2,252,456.6708856507084,1,16,16,341,1,15,14,3,1,17,1,13,12
160,Hash Three Points #160,253,453.96878854129693,1,1,16,22,1,13,13,2,1,20,1,256,102
164,Hash Three Points #164,254,453.2887242920885,1,1,17,31,1,1,16,3,1,17,1,102,256
308,Hash Three Points #308,255,452.1167719960866,1,1,17,33,1,22,20,3,1,18,2,73,256
803,Hash Three Points #803,256,450.8689114840463,1,1,17,30,3,1,13,3,1,16,2,102,256
163,Hash Three Points #163,257,450.057847782455,1,1,15,46,3,1,16,2,1,17,1,256,85
24,Hash Three Points #24,258,449.92471576516715,1,1,17,20,1,1,16,3,1,14,1,256,113
413,Hash Three Points #413,259,448.51545465400307,1,1,16,20,3,14,16,3,5,15,2,256,93
670,Hash Three Points #670,260,447.78847374910146,1,1,7,146,1,13,16,2,1,15,1,93,146
645,Hash Three Points #645,261,447.6010540586927,1,1,17,33,1,22,16,2,1,16,2,128,204
886,Hash Three Points #886,262,447.43940414117844,1,1,15,26,1,14,13,2,5,16,1,256,93
709,Hash Three Points #709,263,447.1790754276665,1,1,15,24,1,13,17,3,1,16,2,256,93
191,Hash Three Points #191,264,446.6100285919649,1,1,16,48,3,14,14,3,5,17,1,113,204
842,Hash Three Points #842,265,445.9470602327846,1,1,15,48,1,17,17,2,5,16,2,204,113
186,Hash Three Points #186,266,445.7162976059287,1,1,16,53,1,13,16,3,1,16,1,204,113
82,Hash Three Points #82,267,445.6603926877417,1,1,17,22,3,15,17,3,1,17,2,170,170
902,Hash Three Points #902,268,445.4175196109767,1,1,7,26,1,1,14,3,1,15,1,256,113
797,Hash Three Points #797,269,443.69066652359936,1,1,15,53,1,22,16,3,1,17,2,102,204
590,Hash Three Points #590,270,442.6791309408186,1,1,17,31,1,1,16,3,1,14,1,146,204
504,Hash Three Points #504,271,440.61329785602163,1,16,14,341,3,1,14,2,1,17,2,13,12
928,Hash Three Points #928,272,438.9532573946847,1,1,14,39,1,17,14,2,1,15,1,73,256
677,Hash Three Points #677,273,438.42720279122625,1,1,16,24,3,1,20,3,1,20,1,170,170
173,Hash Three Points #173,274,437.95192614216336,1,1,7,20,1,1,14,3,1,13,1,256,113
338,Hash Three Points #338,275,437.8757732810023,1,1,7,53,1,17,16,2,5,13,2,170,146
746,Hash Three Points #746,276,436.4194389632566,1,1,17,33,1,22,16,3,1,17,2,204,113
268,Hash Three Points #268,277,434.68444084751013,1,1,15,17,1,14,14,3,5,17,2,256,85
743,Hash Three Points #743,278,434.64249000250635,1,1,16,26,3,1,14,2,1,13,1,146,204
793,Hash Three Points #793,279,434.63687305076354,1,1,18,42,3,1,16,3,1,17,1,68,256
557,Hash Three Points #557,280,434.05087794175074,1,1,17,24,1,17,17,2,5,15,1,73,256
997,Hash Three Points #997,281,432.73299600855,1,1,17,22,3,1,14,2,1,16,2,93,256
351,Hash Three Points #351,282,432.2416821280745,1,1,18,20,1,14,16,2,5,15,1,256,78
81,Hash Three Points #81,283,429.95837223467936,1,1,14,113,1,1,14,3,1,18,1,128,128
318,Hash Three Points #318,284,429.33264207453055,1,1,14,33,1,1,14,3,1,13,2,170,170
577,Hash Three Points #577,285,428.99479141357574,1,1,17,21,3,22,16,3,1,13,2,68,256
772,Hash Three Points #772,286,428.381341048491,1,1,16,78,1,15,14,3,5,14,2,146,128
911,Hash Three Points #911,287,426.5029696502829,1,1,15,21,1,17,13,3,1,14,2,204,128
967,Hash Three Points #967,288,425.85997814939617,1,1,16,85,1,1,16,3,1,20,1,128,146
630,Hash Three Points #630,289,424.4022199911491,1,1,7,24,3,17,14,3,1,17,1,256,73
1019,Hash Three Points #1019,290,423.34771631803153,1,1,15,20,3,17,13,2,5,17,2,256,68
537,Hash Three Points #537,291,422.9193791834844,1,1,7,21,1,1,16,2,1,15,1,146,204
27,Hash Three Points #27,292,421.61448907931583,1,1,17,42,3,1,16,2,1,15,2,256,60
383,Hash Three Points #383,293,420.8037402737581,1,1,17,20,1,14,14,3,5,16,1,68,256
406,Hash Three Points #406,294,420.58199336446717,1,1,17,19,1,1,13,2,1,17,2,170,170
364,Hash Three Points #364,295,420.2498677830498,1,1,17,19,1,15,14,2,5,16,2,68,256
319,Hash Three Points #319,296,420.1934221947287,1,1,17,39,1,1,16,3,1,16,2,170,146
533,Hash Three Points #533,297,419.85259014016486,1,1,15,27,1,1,17,3,1,14,1,128,204
331,Hash Three Points #331,298,419.6839257778559,1,1,17,53,1,1,14,3,1,14,2,102,204
638,Hash Three Points #638,299,418.9430392020771,1,1,14,26,1,1,17,3,1,18,2,73,256
177,Hash Three Points #177,300,418.4438578778123,1,1,16,24,1,15,17,2,5,17,1,256,56
544,Hash Three Points #544,301,418.24706620781325,1,1,17,24,1,13,13,3,1,13,2,68,256
111,Hash Three Points #111,302,417.92179599575434,1,1,17,113,3,1,16,3,1,16,2,146,93
391,Hash Three Points #391,303,417.0869780582269,1,1,17,31,3,14,17,3,5,13,1,102,204
925,Hash Three Points #925,304,416.69899189128114,1,1,17,17,3,17,13,3,1,20,2,146,170
901,Hash Three Points #901,305,416.61933818929276,1,1,15,53,1,1,16,3,1,17,1,44,256
344,Hash Three Points #344,306,415.7900496232383,1,1,17,24,1,15,13,2,1,16,2,204,113
304,Hash Three Points #304,307,415.60450551487725,1,1,15,26,1,1,14,3,1,14,2,204,128
107,Hash Three Points #107,308,415.3869014691899,1,1,16,20,1,17,16,3,5,14,2,170,146
170,Hash Three Points #170,309,415.0014624795247,1,1,16,26,1,1,17,2,1,15,1,73,256
180,Hash Three Points #180,310,414.91613641439966,1,1,17,19,1,1,17,2,1,13,2,256,78
443,Hash Three Points #443,311,414.439004059362,1,1,7,30,1,1,17,2,1,16,1,128,204
79,Hash Three Points #79,312,414.27445507706614,1,1,17,22,1,1,16,2,1,17,2,73,256
50,Hash Three Points #50,313,414.00313460387065,1,1,16,17,3,22,16,3,1,16,2,56,256
683,Hash Three Points #683,314,413.57639787887166,1,1,17,20,3,1,13,2,1,15,2,128,204
139,Hash Three Points #139,315,413.390361154043,1,1,14,19,1,1,20,3,1,17,2,73,256
559,Hash Three Points #559,316,412.7870661698795,1,1,16,78,3,1,16,2,1,14,2,146,128
821,Hash Three Points #821,317,412.17270034548864,1,1,15,53,1,1,14,3,1,17,2,93,204
324,Hash Three Points #324,318,411.9625472008038,1,1,7,26,1,1,14,3,1,16,1,256,78
523,Hash Three Points #523,319,410.22492463843747,1,1,15,30,1,22,17,3,1,15,1,128,170
687,Hash Three Points #687,320,408.17377623151634,1,1,15,24,3,1,16,3,1,13,2,68,256
657,Hash Three Points #657,321,408.01264363806354,1,1,17,113,1,1,14,3,1,18,2,102,128
491,Hash Three Points #491,322,407.8495390320128,1,1,15,48,1,1,16,2,1,17,2,170,128
323,Hash Three Points #323,323,407.60259949823103,1,1,16,24,3,15,20,2,5,17,2,170,128
499,Hash Three Points #499,324,406.62262313134386,1,1,16,21,3,1,16,2,1,15,2,256,68
363,Hash Three Points #363,325,406.42948565176977,1,1,15,26,1,1,16,3,1,16,2,113,204
867,Hash Three Points #867,326,406.05025822129033,1,1,15,22,1,1,17,2,1,16,2,256,68
297,Hash Three Points #297,327,405.7250571639579,1,1,15,26,1,17,16,3,5,17,1,170,128
212,Hash Three Points #212,328,404.09435647084575,1,1,14,21,1,1,14,2,1,14,2,73,256
463,Hash Three Points #463,329,403.9140976136586,1,1,14,31,1,1,13,2,1,15,2,204,113
12,Hash Three Points #12,330,403.4766695205568,1,1,14,26,1,1,13,2,1,14,1,256,68
711,Hash Three Points #711,331,402.7613014768216,1,1,17,24,1,1,13,3,1,17,1,146,170
339,Hash Three Points #339,332,402.38937851136944,1,1,14,31,1,13,13,2,1,14,2,102,204
22,Hash Three Points #22,333,401.4548857320964,1,1,15,26,1,1,16,2,1,13,2,113,204
286,Hash Three Points #286,334,401.31636029917365,1,1,16,26,1,1,17,2,1,13,2,170,146
987,Hash Three Points #987,335,401.2476172439809,1,1,7,22,1,1,17,3,1,17,1,68,256
312,Hash Three Points #312,336,401.1025908626072,1,1,15,85,1,1,16,2,1,17,1,170,85
732,Hash Three Points #732,337,400.3481844092633,1,1,14,33,1,17,14,3,1,17,2,146,146
959,Hash Three Points #959,338,398.5833645207984,1,1,16,113,1,14,16,3,5,16,2,93,113
58,Hash Three Points #58,339,397.91918897885824,1,1,7,24,1,1,14,2,1,16,1,68,256
704,Hash Three Points #704,340,396.72838413229294,1,1,14,22,1,1,13,2,1,18,2,146,170
253,Hash Three Points #253,341,395.251601091344,1,1,17,26,3,15,13,2,5,14,2,146,146
26,Hash Three Points #26,342,394.610683835059,1,1,18,24,1,1,13,2,1,18,1,51,256
548,Hash Three Points #548,343,393.43040910060915,1,1,15,53,1,17,20,3,5,16,1,51,204
952,Hash Three Points #952,344,393.08581104674306,1,1,7,85,1,13,14,2,1,15,1,102,146
1021,Hash Three Points #1021,345,392.8797079895157,1,1,16,39,3,1,20,2,1,14,2,85,204
214,Hash Three Points #214,346,392.3549042423066,1,1,17,24,1,13,17,3,1,16,2,146,146
829,Hash Three Points #829,347,392.19754943081955,1,1,16,27,1,15,17,3,5,16,1,170,113
760,Hash Three Points #760,348,392.1159073033663,1,1,18,26,1,13,17,2,1,14,1,146,146
99,Hash Three Points #99,349,391.40851197917704,1,1,17,24,3,22,16,2,1,17,1,204,78
266,Hash Three Points #266,350,389.5306974292727,1,1,16,42,1,15,16,2,1,16,1,68,204
166,Hash Three Points #166,351,389.26310350210133,1,1,7,19,1,1,16,3,1,16,1,146,170
510,Hash Three Points #510,352,388.87427479575575,1,1,17,24,1,14,13,3,5,14,2,85,204
