ID,Name,Rank,Rarity_Score,Attributes-Scores,Centered-Scores,Color Palette-Scores,Extra Rotation-Scores,Outlined-Scores,Padding-Scores,Petals-Scores,Segments-Scores,Shape Type-Scores,Shrink-Scores,Use Palette Background-Scores,X Movement-Scores,Y Movement-Scores
673,Hash Three Points #673,353,388.66556269818244,1,1,15,46,1,1,14,2,1,17,1,170,113
795,Hash Three Points #795,354,387.1135976957921,1,1,15,78,1,22,14,2,1,15,2,85,146
417,Hash Three Points #417,355,386.65010311139736,1,1,14,27,3,1,17,3,1,15,2,93,204
889,Hash Three Points #889,356,386.6345160356177,1,1,16,42,3,13,16,2,1,13,2,170,102
894,Hash Three Points #894,357,386.6163407536133,1,1,15,42,3,1,17,2,1,15,2,204,78
343,Hash Three Points #343,358,385.96317522899545,1,1,14,53,1,1,20,3,1,16,2,256,12
42,Hash Three Points #42,359,385.7980335435922,1,1,15,42,1,1,17,3,1,14,1,78,204
131,Hash Three Points #131,360,385.5529513509367,1,1,17,53,1,15,16,2,1,13,1,146,113
739,Hash Three Points #739,361,385.4716402426243,1,1,17,20,3,1,14,2,1,13,2,102,204
833,Hash Three Points #833,362,385.2865329041027,1,1,16,17,1,17,16,3,5,13,1,85,204
750,Hash Three Points #750,363,385.0862995879502,1,1,16,30,3,15,16,2,5,17,2,146,128
25,Hash Three Points #25,364,384.9054619640981,1,1,16,78,1,1,14,3,1,14,2,102,146
656,Hash Three Points #656,365,384.6300216670487,1,1,15,24,1,1,16,3,1,17,2,256,42
219,Hash Three Points #219,366,384.1171688962253,1,1,16,31,3,17,16,2,5,14,1,128,146
509,Hash Three Points #509,367,383.80472456026996,1,1,7,39,3,13,20,3,1,16,1,128,146
891,Hash Three Points #891,368,383.39220250563164,1,1,14,26,3,22,16,3,1,14,2,73,204
390,Hash Three Points #390,369,382.88659160105703,1,1,18,30,3,1,13,3,1,20,1,170,113
503,Hash Three Points #503,370,381.72422425662256,1,1,17,26,1,22,17,3,1,15,1,102,170
295,Hash Three Points #295,371,381.47378549706565,1,1,15,24,3,17,17,2,1,16,2,73,204
254,Hash Three Points #254,372,381.4020485320937,1,1,16,27,1,13,13,3,1,15,2,170,113
454,Hash Three Points #454,373,381.36425200127906,1,1,16,24,1,1,13,3,1,16,2,93,204
571,Hash Three Points #571,374,381.03092880949885,1,1,16,17,1,17,13,2,1,14,1,146,146
469,Hash Three Points #469,375,380.94721826628563,1,1,16,19,3,1,13,3,1,16,2,44,256
932,Hash Three Points #932,376,380.93909718828183,1,1,7,26,3,1,16,3,1,17,1,256,42
307,Hash Three Points #307,377,379.412680043067,1,1,15,48,1,1,16,3,1,13,1,204,68
895,Hash Three Points #895,378,379.38535828621156,1,1,14,30,1,1,13,2,1,17,1,146,146
584,Hash Three Points #584,379,379.16148825753726,1,1,15,24,1,22,16,2,1,17,2,146,128
620,Hash Three Points #620,380,379.1312791750265,1,1,16,21,1,15,16,3,5,16,2,73,204
676,Hash Three Points #676,381,378.63476880313794,1,1,7,26,1,14,17,2,5,16,1,78,204
693,Hash Three Points #693,382,377.49827177324767,1,1,15,48,1,17,17,2,5,17,1,102,146
129,Hash Three Points #129,383,376.81607985232097,1,1,15,17,3,1,16,2,1,16,2,170,128
948,Hash Three Points #948,384,376.54912354532996,1,1,17,19,1,1,14,2,1,16,1,93,204
759,Hash Three Points #759,385,375.1685317826447,1,1,17,46,1,22,14,2,1,16,2,102,146
971,Hash Three Points #971,386,375.0792975726642,1,1,15,24,1,13,17,3,1,15,1,73,204
628,Hash Three Points #628,387,374.6611211716091,1,1,15,20,3,22,16,3,1,13,2,128,146
865,Hash Three Points #865,388,374.0993876562542,1,1,14,30,3,1,16,2,1,16,2,170,113
947,Hash Three Points #947,389,373.4954298510187,1,1,7,26,1,22,16,3,1,16,1,204,68
368,Hash Three Points #368,390,373.14866402415595,1,1,17,26,3,15,14,2,1,15,2,68,204
76,Hash Three Points #76,391,372.74111745263593,1,1,7,39,1,17,20,2,1,18,1,146,113
48,Hash Three Points #48,392,372.30825837780486,1,1,18,24,3,17,20,3,1,17,1,146,113
1014,Hash Three Points #1014,393,371.5552780017505,1,1,14,146,1,1,14,3,1,13,2,68,102
785,Hash Three Points #785,394,370.3561487639723,1,1,15,78,1,17,16,2,5,13,2,102,113
890,Hash Three Points #890,395,369.67770239484344,1,1,18,24,1,15,17,3,5,18,1,146,113
815,Hash Three Points #815,396,368.91202751816763,1,1,15,24,3,17,13,3,5,20,2,146,113
788,Hash Three Points #788,397,368.5548226626969,1,1,16,22,1,1,16,2,1,13,2,85,204
176,Hash Three Points #176,398,366.8157108009861,1,1,14,19,1,1,17,2,1,20,2,170,113
157,Hash Three Points #157,399,366.8061513473331,1,1,16,31,1,17,14,3,1,16,1,146,113
273,Hash Three Points #273,400,366.7183792666144,1,1,17,22,3,1,16,2,1,14,1,170,113
39,Hash Three Points #39,401,366.2390553521961,1,1,7,78,3,13,14,2,1,13,2,113,113
350,Hash Three Points #350,402,365.86722346973147,1,1,18,24,1,1,16,2,1,17,1,73,204
765,Hash Three Points #765,403,364.19437096389515,1,1,7,20,1,1,16,3,1,17,1,85,204
92,Hash Three Points #92,404,364.0887897531383,1,1,14,24,1,1,17,2,1,13,2,78,204
395,Hash Three Points #395,405,364.06946185063225,1,1,7,53,3,14,16,3,5,16,1,68,170
226,Hash Three Points #226,406,363.09684505315767,1,1,15,42,3,17,16,2,5,15,2,113,128
8,Hash Three Points #8,407,362.7455807933157,1,1,16,24,1,13,13,2,1,17,2,204,64
342,Hash Three Points #342,408,362.4838044834107,1,1,15,85,1,17,14,2,1,13,2,93,113
637,Hash Three Points #637,409,362.3771388665742,1,1,15,20,1,22,17,3,1,15,2,146,113
643,Hash Three Points #643,410,361.6426263956241,1,1,14,33,3,14,14,3,5,13,2,170,85
334,Hash Three Points #334,411,361.321066057218,1,1,15,53,1,1,16,2,1,16,2,102,146
695,Hash Three Points #695,412,361.02853207377973,1,1,15,30,1,1,13,3,1,16,1,102,170
612,Hash Three Points #612,413,360.4411817058187,1,1,17,24,1,1,16,3,1,15,1,146,128
953,Hash Three Points #953,414,360.3131004553631,1,1,16,31,1,15,13,3,1,16,1,128,128
464,Hash Three Points #464,415,360.2317209704165,1,1,16,26,1,15,13,2,5,13,2,56,204
21,Hash Three Points #21,416,359.4260720388534,1,1,17,21,3,15,16,3,1,15,1,146,113
689,Hash Three Points #689,417,358.8019284916382,1,1,16,21,1,14,17,2,5,16,2,146,113
95,Hash Three Points #95,418,358.417172130947,1,1,17,42,3,13,16,2,1,16,1,128,113
828,Hash Three Points #828,419,357.8023712124598,1,1,16,53,1,1,16,3,1,16,1,113,128
684,Hash Three Points #684,420,357.51754688346784,1,1,17,24,1,13,17,3,1,13,2,113,146
121,Hash Three Points #121,421,356.88069869821356,1,1,16,24,1,1,13,3,1,16,2,170,102
231,Hash Three Points #231,422,356.74847290848925,1,1,14,39,3,1,16,2,1,13,1,146,113
581,Hash Three Points #581,423,356.03249516316544,1,1,16,24,1,22,17,3,1,15,2,102,146
357,Hash Three Points #357,424,355.72016537954283,1,1,14,78,3,1,16,3,1,13,2,13,204
0,Hash Three Points #0,425,355.3496158983909,1,1,15,17,1,15,14,3,5,16,1,56,204
513,Hash Three Points #513,426,354.75794479056447,1,1,14,19,3,1,14,2,1,15,1,204,73
840,Hash Three Points #840,427,353.96968296833336,1,1,16,48,1,14,16,2,5,15,1,102,128
141,Hash Three Points #141,428,353.56647501710466,1,1,7,21,3,1,16,2,1,17,1,73,204
279,Hash Three Points #279,429,353.40992455239234,1,1,15,48,1,22,16,2,1,14,2,113,113
714,Hash Three Points #714,430,353.3612617812861,1,1,17,30,1,1,20,2,1,15,2,113,146
651,Hash Three Points #651,431,353.2543118196794,1,1,15,78,3,22,14,2,1,14,1,51,146
728,Hash Three Points #728,432,352.6979452082655,1,1,16,33,1,1,17,2,1,15,1,146,113
175,Hash Three Points #175,433,351.8529623940059,1,1,15,21,1,15,16,2,5,13,2,85,170
56,Hash Three Points #56,434,351.6611211757896,1,1,18,30,1,1,16,2,1,15,1,146,113
784,Hash Three Points #784,435,351.51604320695765,1,1,18,26,1,17,17,3,5,13,1,170,73
636,Hash Three Points #636,436,351.40626435408706,1,1,15,48,1,13,20,2,1,17,2,113,113
360,Hash Three Points #360,437,351.30688299333747,1,1,17,24,1,22,17,2,1,17,1,73,170
252,Hash Three Points #252,438,351.0041301875549,1,1,7,46,1,15,16,2,1,13,2,113,128
426,Hash Three Points #426,439,349.3130996132845,1,1,16,53,3,1,16,3,1,17,2,102,128
535,Hash Three Points #535,440,349.0722034972563,1,1,15,31,3,15,14,3,1,17,1,113,128
619,Hash Three Points #619,441,348.231085929187,1,1,15,27,1,1,16,3,1,16,1,146,113
241,Hash Three Points #241,442,347.65181222771884,1,1,16,30,1,14,16,2,5,16,2,128,113
148,Hash Three Points #148,443,347.44684630413303,1,1,17,22,1,22,14,3,1,16,2,73,170
444,Hash Three Points #444,444,347.1959616456205,1,1,7,33,1,17,14,2,1,16,1,170,78
423,Hash Three Points #423,445,347.01362415326673,1,1,14,53,1,22,14,2,1,14,1,73,146
655,Hash Three Points #655,446,346.52588474011475,1,1,18,26,3,1,16,3,1,13,1,170,85
132,Hash Three Points #132,447,345.7106710504074,1,1,15,24,1,22,16,3,1,14,2,128,113
973,Hash Three Points #973,448,345.69222740147893,1,1,16,22,1,15,17,2,1,16,2,146,102
848,Hash Three Points #848,449,344.15334322995056,1,1,16,26,1,22,14,2,1,16,1,68,170
820,Hash Three Points #820,450,344.14811184366044,1,1,17,30,1,13,17,3,1,16,2,68,170
208,Hash Three Points #208,451,344.08652109814466,1,1,17,22,1,1,16,3,1,15,2,146,113
187,Hash Three Points #187,452,343.811401944193,1,1,14,20,3,1,16,3,1,14,2,93,170
749,Hash Three Points #749,453,343.3319114503494,1,1,17,31,3,13,14,3,1,15,2,170,68
748,Hash Three Points #748,454,342.71243538899375,1,1,15,30,3,17,14,3,5,18,2,102,128
108,Hash Three Points #108,455,342.02951208441283,1,1,15,31,1,15,13,3,1,16,2,170,68
582,Hash Three Points #582,456,341.50222424974345,1,1,16,48,1,1,20,2,1,15,2,102,128
741,Hash Three Points #741,457,341.26734330604137,1,1,17,39,1,1,14,2,1,17,1,128,113
487,Hash Three Points #487,458,341.17574108610984,1,1,15,21,1,15,14,2,1,16,1,102,146
261,Hash Three Points #261,459,341.03203882162154,1,1,16,26,3,15,14,2,5,13,1,93,146
718,Hash Three Points #718,460,340.78958146407854,1,1,14,22,1,1,17,2,1,15,2,56,204
392,Hash Three Points #392,461,340.2384464698367,1,1,16,27,3,1,20,2,1,15,2,102,146
397,Hash Three Points #397,462,339.41740769558123,1,1,17,53,1,1,20,3,1,17,2,13,204
994,Hash Three Points #994,463,338.6029133489463,1,1,17,24,1,13,16,2,1,16,1,128,113
896,Hash Three Points #896,464,338.4173699163123,1,1,15,33,3,1,14,2,1,14,2,102,146
963,Hash Three Points #963,465,338.32473198507057,1,1,17,53,3,15,14,3,5,13,2,113,93
278,Hash Three Points #278,466,338.2266038693917,1,1,7,30,1,13,16,2,1,13,1,102,146
167,Hash Three Points #167,467,336.93586282573835,1,1,14,53,3,1,14,3,1,18,2,128,93
195,Hash Three Points #195,468,336.7073060905118,1,1,7,20,1,1,17,3,1,13,1,204,60
394,Hash Three Points #394,469,336.57812374468074,1,1,17,30,3,22,13,2,1,16,2,78,146
727,Hash Three Points #727,470,336.28193490964054,1,1,14,26,3,1,16,3,1,15,1,170,78
200,Hash Three Points #200,471,336.2013159414279,1,1,15,30,3,14,17,2,5,14,2,102,128
1023,Hash Three Points #1023,472,335.16084610572625,1,1,16,30,3,1,13,3,1,16,1,170,73
299,Hash Three Points #299,473,334.9938498175253,1,1,18,53,1,1,14,3,1,18,1,102,113
296,Hash Three Points #296,474,334.86404917565545,1,1,17,24,1,15,16,2,5,15,2,146,85
552,Hash Three Points #552,475,334.5815656889505,1,1,14,53,1,1,16,2,1,14,1,146,78
906,Hash Three Points #906,476,334.5344924678876,1,1,7,24,1,1,16,3,1,13,1,113,146
306,Hash Three Points #306,477,334.2175143910593,1,1,14,22,1,17,16,3,1,14,1,170,68
54,Hash Three Points #54,478,334.1418186730737,1,1,17,19,3,15,16,3,5,20,2,113,113
649,Hash Three Points #649,479,334.01659458692103,1,1,7,17,1,1,13,3,1,18,1,170,93
36,Hash Three Points #36,480,333.982770658916,1,1,18,78,1,1,16,2,1,16,1,113,78
255,Hash Three Points #255,481,333.9609656611843,1,1,15,20,1,1,14,3,1,15,2,128,128
484,Hash Three Points #484,482,333.9426210996845,1,1,7,30,3,15,13,3,1,15,1,68,170
869,Hash Three Points #869,483,333.3728184521864,1,1,7,53,1,22,16,3,1,16,1,146,60
723,Hash Three Points #723,484,332.2011918184207,1,1,15,31,3,15,20,3,5,18,1,146,68
220,Hash Three Points #220,485,332.0536231640082,1,1,17,31,1,17,17,2,5,15,1,93,128
438,Hash Three Points #438,486,332.0423641335584,1,1,17,30,1,17,14,3,5,14,1,78,146
468,Hash Three Points #468,487,331.7160968621298,1,1,17,42,3,13,16,2,1,16,1,68,146
256,Hash Three Points #256,488,330.1091122105091,1,1,14,24,1,17,14,3,5,17,2,113,113
69,Hash Three Points #69,489,329.62502574525865,1,1,17,30,3,15,16,2,5,16,1,73,146
532,Hash Three Points #532,490,329.54776091494296,1,1,14,19,3,17,13,3,1,20,2,128,102
974,Hash Three Points #974,491,329.33236801019734,1,1,16,20,1,1,17,3,1,14,2,146,102
30,Hash Three Points #30,492,329.20967398170285,1,1,15,17,1,17,13,2,5,14,2,170,68
152,Hash Three Points #152,493,329.18657283046014,1,1,14,24,1,1,14,2,1,16,1,78,170
263,Hash Three Points #263,494,329.1558777218643,1,1,15,19,3,1,16,2,1,16,1,102,146
941,Hash Three Points #941,495,329.0658936114522,1,1,17,19,3,1,13,3,1,14,1,78,170
811,Hash Three Points #811,496,328.7454718635261,1,1,17,85,1,1,16,3,1,14,2,68,113
102,Hash Three Points #102,497,328.58123173468425,1,1,16,24,1,17,14,3,1,14,2,128,102
97,Hash Three Points #97,498,328.18006549989616,1,1,7,42,1,15,14,2,5,14,1,93,128
691,Hash Three Points #691,499,327.72365695425145,1,1,16,30,1,1,16,3,1,20,1,146,85
506,Hash Three Points #506,500,327.3402539378725,1,1,7,42,1,1,16,3,1,17,1,128,102
77,Hash Three Points #77,501,327.33067068454267,1,1,7,22,3,1,17,3,1,16,1,170,78
866,Hash Three Points #866,502,327.30770920338557,1,1,17,78,1,15,16,3,1,16,1,78,93
931,Hash Three Points #931,503,327.0167778643157,1,1,17,21,1,1,20,3,1,13,1,128,113
617,Hash Three Points #617,504,326.9148891283712,1,1,14,21,1,1,13,3,1,15,1,170,78
182,Hash Three Points #182,505,326.80153676534155,1,1,15,26,1,22,16,3,1,16,2,146,73
615,Hash Three Points #615,506,326.75464477475725,1,1,7,113,1,1,14,3,1,20,2,78,78
528,Hash Three Points #528,507,325.8475139305993,1,1,7,30,1,15,13,3,5,18,1,146,78
936,Hash Three Points #936,508,325.4252803098393,1,1,15,24,1,1,17,3,1,16,1,93,146
507,Hash Three Points #507,509,325.11372115364077,1,1,15,22,1,1,14,2,1,20,1,113,128
377,Hash Three Points #377,510,325.04352138818706,1,1,15,26,1,15,16,2,5,13,2,146,78
381,Hash Three Points #381,511,324.8825438595461,1,1,15,22,3,1,17,2,1,15,2,113,128
86,Hash Three Points #86,512,324.73623083483363,1,1,17,24,1,1,16,2,1,16,2,170,68
149,Hash Three Points #149,513,324.28896706113585,1,1,15,22,1,17,13,2,1,20,1,78,146
486,Hash Three Points #486,514,323.9090504511358,1,1,16,24,1,13,17,2,1,13,2,102,128
408,Hash Three Points #408,515,323.57258229458574,1,1,16,21,1,1,16,2,1,17,2,113,128
144,Hash Three Points #144,516,323.4306349607142,1,1,7,24,1,14,16,3,5,17,1,113,113
892,Hash Three Points #892,517,323.3555034017602,1,1,7,22,1,15,17,3,5,15,1,128,102
664,Hash Three Points #664,518,322.8289093889257,1,1,18,19,3,1,16,2,1,16,1,68,170
573,Hash Three Points #573,519,322.7913545870023,1,1,16,19,1,1,17,3,1,17,2,146,93
133,Hash Three Points #133,520,322.13947932007216,1,1,17,26,1,15,16,3,1,15,1,93,128
289,Hash Three Points #289,521,321.6278961371595,1,1,14,113,1,15,14,3,1,15,1,73,64
161,Hash Three Points #161,522,321.55194946310735,1,1,16,78,1,22,14,3,1,17,2,68,93
6,Hash Three Points #6,523,321.47299937976527,1,1,18,53,1,22,14,2,1,16,1,73,113
150,Hash Three Points #150,524,321.4053171580245,1,1,7,26,3,14,14,2,5,14,1,102,128
922,Hash Three Points #922,525,321.27396222326024,1,1,15,19,3,13,14,3,1,15,2,128,102
903,Hash Three Points #903,526,321.1965252123298,1,1,17,53,3,14,20,3,5,20,2,113,64
365,Hash Three Points #365,527,320.7676195805683,1,1,17,53,1,22,17,2,1,14,1,73,113
860,Hash Three Points #860,528,320.6534236491425,1,1,14,26,3,13,13,3,1,20,1,146,73
972,Hash Three Points #972,529,320.30178119475073,1,1,18,53,1,15,17,2,1,15,1,44,146
445,Hash Three Points #445,530,320.2171699200736,1,1,14,19,1,1,16,2,1,17,1,128,113
154,Hash Three Points #154,531,320.0656546578733,1,1,18,24,3,1,20,3,1,17,1,146,78
876,Hash Three Points #876,532,319.73655379685374,1,1,14,33,1,14,13,3,5,14,2,102,113
757,Hash Three Points #757,533,319.6852328643042,1,1,17,42,1,15,14,3,1,14,1,102,102
207,Hash Three Points #207,534,319.60865088076787,1,1,15,27,1,14,17,3,5,16,1,68,146
859,Hash Three Points #859,535,319.14506224570914,1,1,15,22,1,15,16,3,1,13,2,146,78
434,Hash Three Points #434,536,318.8956434530651,1,1,14,46,1,1,14,3,1,15,1,102,113
465,Hash Three Points #465,537,318.50945482310544,1,1,15,21,1,17,17,2,1,16,2,93,128
608,Hash Three Points #608,538,318.43066676346837,1,1,15,31,1,15,17,3,1,13,2,68,146
825,Hash Three Points #825,539,317.76901019275454,1,1,16,85,1,1,16,3,1,15,2,93,78
882,Hash Three Points #882,540,317.51299422743074,1,1,17,21,1,13,13,3,1,18,2,93,128
832,Hash Three Points #832,541,317.39724454726235,1,1,14,39,1,17,17,3,5,14,1,73,128
747,Hash Three Points #747,542,317.27178064971974,1,1,17,31,3,22,16,3,1,16,1,128,73
1006,Hash Three Points #1006,543,316.58131645134057,1,1,15,42,1,15,17,2,5,13,2,85,113
702,Hash Three Points #702,544,316.36882513225754,1,1,15,26,1,13,17,3,1,18,1,68,146
302,Hash Three Points #302,545,315.85992461882495,1,1,7,22,3,13,16,2,1,15,1,170,60
495,Hash Three Points #495,546,315.6959838985674,1,1,18,24,3,22,16,2,1,17,1,102,102
671,Hash Three Points #671,547,315.52124716142055,1,1,7,17,1,1,14,3,1,15,1,102,146
122,Hash Three Points #122,548,315.5191429878713,1,1,17,22,1,17,14,3,1,16,2,102,113
361,Hash Three Points #361,549,315.4764967356141,1,1,16,85,1,17,16,3,1,15,2,85,68
326,Hash Three Points #326,550,315.3716215788333,1,1,15,48,1,17,17,3,1,17,2,102,85
524,Hash Three Points #524,551,314.9261705172855,1,1,17,53,1,1,16,2,1,15,2,73,128
181,Hash Three Points #181,552,314.87931719791834,1,1,16,24,1,14,16,2,5,13,2,13,204
640,Hash Three Points #640,553,314.69525708064856,1,1,15,24,1,17,17,2,1,17,2,85,128
779,Hash Three Points #779,554,314.03544210903334,1,1,17,31,3,13,16,3,1,16,1,93,113
914,Hash Three Points #914,555,314.0171380937457,1,1,17,17,1,1,20,3,1,16,1,102,128
701,Hash Three Points #701,556,313.24149576132857,1,1,14,46,1,1,16,3,1,16,1,93,113
604,Hash Three Points #604,557,313.0860284080194,1,1,15,24,1,13,16,2,1,14,2,128,93
900,Hash Three Points #900,558,312.99746896867515,1,1,17,31,1,1,14,2,1,13,2,146,78
873,Hash Three Points #873,559,312.763805134197,1,1,7,53,3,15,16,3,5,15,1,102,85
442,Hash Three Points #442,560,312.7634069213344,1,1,15,48,1,14,17,2,5,13,1,44,146
51,Hash Three Points #51,561,312.65742057602165,1,1,18,39,1,14,16,2,5,13,2,51,146
812,Hash Three Points #812,562,312.0648386279262,1,1,15,31,1,1,16,3,1,17,1,146,73
1,Hash Three Points #1,563,311.4877244282286,1,1,15,24,1,1,16,2,1,16,1,113,113
63,Hash Three Points #63,564,311.2312652698335,1,1,14,26,1,14,13,3,5,14,2,68,146
877,Hash Three Points #877,565,311.1568499143509,1,1,15,26,1,13,14,2,1,16,2,102,113
975,Hash Three Points #975,566,310.8733726849663,1,1,17,26,1,14,16,2,5,17,1,93,113
269,Hash Three Points #269,567,309.87970081697335,1,1,15,24,1,1,13,2,1,15,2,102,128
1007,Hash Three Points #1007,568,309.73408966834137,1,1,17,46,1,22,16,2,1,16,1,68,113
424,Hash Three Points #424,569,309.6970490727117,1,1,7,26,1,1,17,2,1,17,2,128,102
569,Hash Three Points #569,570,309.56214335435004,1,1,7,24,1,17,16,2,1,17,1,113,102
918,Hash Three Points #918,571,309.2900436848839,1,1,18,24,1,22,17,3,1,16,1,85,113
810,Hash Three Points #810,572,309.20758152591554,1,1,18,48,1,1,14,2,1,20,1,102,93
475,Hash Three Points #475,573,308.70315013742334,1,1,16,24,1,15,14,3,5,16,2,78,128
380,Hash Three Points #380,574,308.6445514554253,1,1,15,24,3,17,17,2,1,16,2,93,113
650,Hash Three Points #650,575,308.6266511920872,1,1,7,24,1,22,17,3,1,18,1,93,113
498,Hash Three Points #498,576,308.46670884610256,1,1,7,30,1,22,16,2,1,16,1,78,128
242,Hash Three Points #242,577,307.8737522285433,1,1,17,42,1,14,14,2,5,18,2,102,85
168,Hash Three Points #168,578,307.7963702595523,1,1,15,26,1,22,16,3,1,16,1,113,85
104,Hash Three Points #104,579,307.6610357168381,1,1,18,85,3,1,16,3,1,14,1,44,113
151,Hash Three Points #151,580,307.6556935400812,1,1,15,85,3,14,16,3,5,17,2,78,64
404,Hash Three Points #404,581,307.1319771891284,1,1,15,30,1,13,13,3,1,17,1,93,113
238,Hash Three Points #238,582,307.12355970862353,1,1,15,30,3,1,13,2,1,13,1,93,128
407,Hash Three Points #407,583,306.48808289161434,1,1,16,24,1,15,17,3,1,16,2,102,102
586,Hash Three Points #586,584,306.40546047811495,1,1,15,31,1,1,14,2,1,15,2,73,146
239,Hash Three Points #239,585,306.2947941094861,1,1,17,26,1,22,13,3,1,16,1,113,85
740,Hash Three Points #740,586,305.8397264449697,1,1,15,31,1,13,13,2,1,16,2,93,113
18,Hash Three Points #18,587,305.781365679941,1,1,16,48,3,15,16,2,1,16,1,78,102
659,Hash Three Points #659,588,305.51175279858626,1,1,17,26,3,1,14,3,1,17,1,102,113
641,Hash Three Points #641,589,305.3247572325072,1,1,15,33,1,17,13,2,1,15,2,73,128
89,Hash Three Points #89,590,305.2455160961331,1,1,14,48,1,15,17,2,1,13,1,113,73
983,Hash Three Points #983,591,305.21581103934045,1,1,16,26,1,15,20,3,5,16,2,128,68
137,Hash Three Points #137,592,305.18840435412596,1,1,16,27,1,22,17,3,1,15,2,68,128
985,Hash Three Points #985,593,304.29567050091373,1,1,16,19,1,13,13,2,1,16,2,102,113
738,Hash Three Points #738,594,304.26047498090475,1,1,15,48,3,14,16,2,5,13,2,102,78
654,Hash Three Points #654,595,304.0163341772627,1,1,16,39,1,15,14,3,5,16,2,73,113
519,Hash Three Points #519,596,303.9035971823065,1,1,7,24,3,17,17,2,5,15,1,128,78
35,Hash Three Points #35,597,303.8484348583104,1,1,16,31,1,14,16,2,5,16,2,68,128
165,Hash Three Points #165,598,303.81831724297786,1,1,17,24,1,17,16,3,5,15,1,113,85
790,Hash Three Points #790,599,303.59521125148444,1,1,14,21,1,15,13,2,5,18,2,60,146
1010,Hash Three Points #1010,600,303.16616453988695,1,1,17,30,3,1,16,3,1,13,2,146,64
927,Hash Three Points #927,601,303.04151069633525,1,1,16,42,3,17,16,2,5,13,2,68,113
602,Hash Three Points #602,602,302.96423301442064,1,1,7,31,1,1,14,3,1,17,2,73,146
466,Hash Three Points #466,603,302.4744093615119,1,1,14,24,1,17,16,3,5,16,1,85,113
315,Hash Three Points #315,604,302.01720044930426,1,1,15,31,1,13,16,3,1,18,1,68,128
209,Hash Three Points #209,605,301.58492214888673,1,1,7,31,3,17,14,3,5,13,2,73,128
32,Hash Three Points #32,606,300.94564243321713,1,1,17,26,3,1,14,3,1,14,1,146,68
818,Hash Three Points #818,607,300.9203050044501,1,1,14,17,1,1,13,3,1,17,2,146,78
579,Hash Three Points #579,608,300.8796325376063,1,1,16,26,1,15,16,2,1,20,1,102,93
28,Hash Three Points #28,609,300.72219061473834,1,1,14,20,3,1,14,3,1,20,1,102,113
440,Hash Three Points #440,610,300.56867512413805,1,1,17,26,1,17,16,3,5,20,2,60,128
262,Hash Three Points #262,611,300.4759012394879,1,1,17,24,1,17,16,3,5,15,2,93,102
697,Hash Three Points #697,612,300.3400145956647,1,1,15,20,1,1,17,3,1,17,1,102,113
756,Hash Three Points #756,613,299.86451960179215,1,1,16,27,3,1,13,2,1,15,2,68,146
850,Hash Three Points #850,614,298.9204556355884,1,1,16,24,1,13,17,3,1,20,2,93,102
837,Hash Three Points #837,615,298.74727851596776,1,1,17,31,1,1,16,3,1,15,1,93,113
1012,Hash Three Points #1012,616,298.6443344271478,1,1,16,42,1,1,16,2,1,16,2,68,128
471,Hash Three Points #471,617,298.6260883457438,1,1,15,26,1,1,16,2,1,13,2,113,102
233,Hash Three Points #233,618,298.4482582115594,1,1,16,24,1,1,16,2,1,13,2,113,102
946,Hash Three Points #946,619,298.2927875613152,1,1,16,26,1,1,17,2,1,20,2,93,113
1002,Hash Three Points #1002,620,298.0966799924841,1,1,15,26,3,14,14,2,5,17,1,68,128
595,Hash Three Points #595,621,297.88735201410407,1,1,15,22,1,17,17,3,5,14,1,68,128
942,Hash Three Points #942,622,297.8525873516762,1,1,15,24,3,14,17,2,5,18,2,113,78
80,Hash Three Points #80,623,297.1600004319545,1,1,7,31,3,13,17,3,1,16,1,85,113
851,Hash Three Points #851,624,297.13220383126026,1,1,15,20,1,15,17,2,5,16,1,85,113
329,Hash Three Points #329,625,297.0903941239027,1,1,15,53,1,15,16,3,1,13,2,93,78
33,Hash Three Points #33,626,296.7878314785423,1,1,7,113,1,1,14,2,1,13,2,68,68
567,Hash Three Points #567,627,296.7761859998615,1,1,18,53,1,1,14,3,1,15,1,102,78
863,Hash Three Points #863,628,296.37493508671184,1,1,16,24,3,1,16,3,1,17,2,128,78
455,Hash Three Points #455,629,296.09251881070395,1,1,15,48,1,1,16,3,1,20,2,113,68
1004,Hash Three Points #1004,630,295.5552334181608,1,1,14,26,1,17,17,2,5,16,1,128,64
106,Hash Three Points #106,631,295.47954976671093,1,1,16,22,1,1,16,2,1,13,2,113,102
490,Hash Three Points #490,632,295.44174884341766,1,1,17,27,3,1,17,2,1,13,2,146,60
611,Hash Three Points #611,633,295.2150690213654,1,1,14,31,3,22,16,3,1,17,2,102,78
378,Hash Three Points #378,634,294.9500565325303,1,1,16,27,1,1,17,2,1,15,2,93,113
939,Hash Three Points #939,635,294.74671038583466,1,1,17,26,1,15,16,2,5,16,2,146,42
87,Hash Three Points #87,636,294.321914736619,1,1,16,33,3,15,14,2,1,16,1,102,85
1015,Hash Three Points #1015,637,294.16821539697156,1,1,15,30,1,22,20,2,1,16,2,102,78
301,Hash Three Points #301,638,294.16170168113956,1,1,7,20,1,22,20,3,1,14,2,113,85
605,Hash Three Points #605,639,294.09596556496024,1,1,7,26,1,1,16,2,1,16,1,102,113
199,Hash Three Points #199,640,294.08737794041247,1,1,16,26,1,15,16,2,1,15,1,102,93
