ID,Name,Rank,Rarity_Score,Accessory-Scores,Attributes-Scores,Background-Scores,Clothes-Scores,Eyes-Scores,Head-Scores,Legendary-Scores,Mouth-Scores,Skin-Scores,Tattoo-Scores
173,SadPython #173,721,89.8514448132963,,2,5,21,8,29,,13,8,
390,SadPython #390,722,89.76430280246069,,2,5,24,8,21,,17,10,
1719,SadPython #1719,723,89.75261204002715,27,2,4,24,9,,,12,9,
1695,SadPython #1695,724,89.6968092070973,27,2,4,22,9,,,13,9,
1556,SadPython #1556,725,89.68829996090865,,2,5,19,9,26,,14,12,
1377,SadPython #1377,726,89.4904136162345,,2,5,14,12,32,,13,8,
695,SadPython #695,727,88.9899123367212,,2,5,22,9,29,,11,8,
2495,SadPython #2495,728,88.77523774852149,30,2,4,18,8,,,16,8,
2306,SadPython #2306,729,88.66594387254335,28,2,4,15,11,,,14,12,
2769,SadPython #2769,730,88.64176709648953,29,2,5,19,9,,,14,8,
330,SadPython #330,731,88.6169226425748,36,2,4,13,9,,,13,8,
2200,SadPython #2200,732,88.57476442666264,,2,4,11,12,32,,16,8,
2146,SadPython #2146,733,88.48845285149632,27,2,4,22,8,,,15,7,
3271,SadPython #3271,734,88.31701010853553,27,2,5,14,12,,,14,12,
437,SadPython #437,735,88.08846024942798,,2,5,21,12,21,,14,9,
1283,SadPython #1283,736,88.03253284491701,,2,4,15,8,35,,14,7,
1837,SadPython #1837,737,88.01582921973137,,2,5,18,10,27,,14,8,
942,SadPython #942,738,87.99828334349728,,2,5,15,8,27,,20,8,
548,SadPython #548,739,87.85237580755407,,2,5,18,9,26,,17,9,
902,SadPython #902,740,87.68489207846851,,2,5,19,8,27,,13,9,
2454,SadPython #2454,741,87.62727272727273,,2,4,12,11,30,,11,14,
227,SadPython #227,742,87.6069532723428,27,2,5,21,8,,,12,9,
3234,SadPython #3234,743,87.40528801921982,,2,5,22,8,27,,12,8,
272,SadPython #272,744,87.17608511969958,,2,5,11,11,32,,11,12,
381,SadPython #381,745,86.76019126544854,28,2,5,12,13,,,11,12,
700,SadPython #700,746,86.73159673158989,,2,5,18,9,20,,20,9,
472,SadPython #472,747,86.62181240117907,,2,5,19,10,27,,12,8,
1318,SadPython #1318,748,86.27275904946117,27,2,5,13,8,,,19,10,
1800,SadPython #1800,749,86.24043773845375,27,2,4,22,8,,,13,8,
3256,SadPython #3256,750,86.17649346368857,,2,4,22,8,21,,12,14,
1631,SadPython #1631,751,86.07337585154842,27,2,4,15,10,,,16,9,
350,SadPython #350,752,86.02835202748614,,2,5,19,12,20,,16,8,
414,SadPython #414,753,86.02250824793823,,2,5,24,9,21,,12,9,
737,SadPython #737,754,85.94692307386615,28,2,5,14,10,,,13,10,
842,SadPython #842,755,85.90974327997583,27,2,5,13,10,,,16,10,
1496,SadPython #1496,756,85.81746958352304,27,2,4,13,10,,,13,14,
3226,SadPython #3226,757,85.66516301317903,,2,4,14,13,22,,14,14,
2560,SadPython #2560,758,85.5971685099935,30,2,5,11,11,,,13,10,
137,SadPython #137,759,85.567776159767,27,2,4,24,8,,,11,7,
2707,SadPython #2707,760,85.51585073810473,,2,5,13,11,32,,12,7,
844,SadPython #844,761,85.36090280687054,,2,4,12,11,27,,16,9,
1809,SadPython #1809,762,85.3355450576588,29,2,5,13,12,,,13,8,
1963,SadPython #1963,763,85.27427610230406,29,2,5,13,9,,,16,9,
2145,SadPython #2145,764,85.16155254912506,,8,5,18,13,,,31,8,
2359,SadPython #2359,765,85.07875861482174,20,2,4,21,8,,,13,12,
1166,SadPython #1166,766,85.07216850999349,,2,5,11,9,27,,16,12,
1076,SadPython #1076,767,84.96516345557441,,2,4,18,9,,,12,12,26
505,SadPython #505,768,84.61388135816999,28,2,4,14,13,,,11,9,
2048,SadPython #2048,769,84.33138347784788,27,2,5,12,10,,,13,12,
600,SadPython #600,770,84.29347539684919,,2,5,15,13,26,,13,7,
1555,SadPython #1555,771,84.10120691359576,30,2,4,11,9,,,12,12,
2791,SadPython #2791,772,84.02622046339806,,2,5,12,19,21,,13,7,
2398,SadPython #2398,773,83.8316224074433,27,2,5,18,9,,,13,8,
429,SadPython #429,774,83.68824036375524,,2,5,18,9,21,,15,10,
1806,SadPython #1806,775,83.67670407395806,,2,5,14,9,27,,17,7,
802,SadPython #802,776,83.59024390243901,20,2,4,22,11,,,13,8,
2942,SadPython #2942,777,83.5830997949419,27,2,5,12,11,,,16,8,
2675,SadPython #2675,778,83.49472579239566,,2,5,14,11,20,,19,9,
449,SadPython #449,779,83.46135647466393,,2,5,12,10,30,,13,7,
1454,SadPython #1454,780,83.42167006287036,27,2,5,14,10,,,14,9,
2163,SadPython #2163,781,83.38840110708962,27,2,5,15,9,,,13,10,
2549,SadPython #2549,782,83.34483319006574,,2,5,21,10,20,,14,8,
348,SadPython #348,783,83.3403573003924,,8,5,27,19,,,13,8,
871,SadPython #871,784,83.16169917039481,,2,4,13,12,27,,14,7,
2805,SadPython #2805,785,82.92940256985855,,2,4,19,8,22,,13,10,
3323,SadPython #3323,786,82.73260225591632,27,2,5,13,11,,,13,9,
244,SadPython #244,787,82.52644361573871,,2,4,11,9,29,,13,10,
41,SadPython #41,788,82.26731601952979,27,2,4,11,11,,,16,9,
1628,SadPython #1628,789,82.24256853069589,30,2,5,12,8,,,13,8,
3391,SadPython #3391,790,82.2252377485215,27,2,4,12,8,,,16,10,
976,SadPython #976,791,81.96355553017544,,2,4,22,8,20,,12,9,
1570,SadPython #1570,792,81.95360723936197,30,2,4,14,9,,,12,7,
3297,SadPython #3297,793,81.9156908088467,,2,5,11,16,22,,13,10,
1421,SadPython #1421,794,81.83624069306882,,8,4,31,11,,,17,8,
2440,SadPython #2440,795,81.69898455349397,,2,5,15,9,27,,13,8,
3452,SadPython #3452,796,81.63263692828909,,2,4,12,8,27,,16,8,
3238,SadPython #3238,797,81.51805097887187,27,2,4,13,12,,,13,8,
2900,SadPython #2900,798,81.47697871136127,27,2,5,18,8,,,11,8,
185,SadPython #185,799,81.39820971952982,20,2,5,15,9,,,16,12,
1497,SadPython #1497,800,81.3480000133166,27,2,4,11,8,,,19,8,
2400,SadPython #2400,801,81.34765215572705,30,2,5,13,8,,,13,7,
1449,SadPython #1449,802,81.30679467152754,,8,5,32,9,,,17,8,
239,SadPython #239,803,81.29231430401992,,2,4,13,10,21,,13,14,
1758,SadPython #1758,804,81.17857196710256,,2,5,13,9,29,,12,8,
1839,SadPython #1839,805,81.1504692561443,,2,5,13,8,27,,16,7,
3288,SadPython #3288,806,80.98263750439548,27,2,5,13,10,,,14,8,
1505,SadPython #1505,807,80.74870129870129,27,2,4,13,9,,,15,7,
2399,SadPython #2399,808,80.68013798893504,,2,4,22,8,22,,11,8,
1002,SadPython #1002,809,80.55428404233656,20,2,5,19,10,,,12,8,
3311,SadPython #3311,810,80.26839241839241,,2,4,18,8,21,,12,12,
442,SadPython #442,811,80.17315607772498,,2,5,13,8,30,,12,7,
523,SadPython #523,812,79.87484708235064,,2,4,15,8,22,,16,9,
1522,SadPython #1522,813,79.58952834768051,28,2,4,14,8,,,12,8,
659,SadPython #659,814,79.4924223775099,,2,4,11,13,21,,17,8,
729,SadPython #729,815,79.44684706570669,,8,4,14,9,,,34,8,
2626,SadPython #2626,816,79.20384151450438,,2,5,12,9,22,,17,9,
704,SadPython #704,817,78.69498336987262,,8,4,32,8,,,16,8,
3453,SadPython #3453,818,78.69319550930996,,2,4,11,9,27,,15,8,
3079,SadPython #3079,819,77.98739338464738,,2,5,13,9,26,,13,7,
2213,SadPython #2213,820,77.94664153349292,,2,4,15,11,22,,12,9,
2530,SadPython #2530,821,77.79743785597974,,8,5,18,12,,,20,12,
408,SadPython #408,822,77.77288066513478,20,2,4,18,8,,,14,8,
2991,SadPython #2991,823,77.44920836345997,,8,5,14,9,,,31,8,
2888,SadPython #2888,824,77.2975822583983,,8,5,13,8,,,34,8,
3024,SadPython #3024,825,76.96226847452616,,8,5,22,19,,,12,7,
2343,SadPython #2343,826,76.76106070955024,,8,4,22,13,,,14,12,
3260,SadPython #3260,827,76.4492861837131,,2,5,11,8,27,,12,8,
17,SadPython #17,828,76.31767878880784,20,2,5,11,8,,,19,8,
1263,SadPython #1263,829,76.28440772126494,,8,5,24,9,,,13,14,
3070,SadPython #3070,830,75.35756081658916,,8,4,22,13,,,17,8,
247,SadPython #247,831,75.21208231450872,,8,5,22,16,,,13,8,
1737,SadPython #1737,832,74.94087775009194,,8,4,12,19,,,16,12,
1861,SadPython #1861,833,74.51046284796284,,2,4,14,9,20,,12,10,
2407,SadPython #2407,834,74.43271958516038,20,2,4,14,8,,,13,9,
2428,SadPython #2428,835,73.87515652890262,,8,5,19,9,,,19,10,
2336,SadPython #2336,836,73.85402807183388,,8,5,22,10,,,16,9,
514,SadPython #514,837,73.50444079872943,20,2,4,12,9,,,13,9,
1682,SadPython #1682,838,72.986867972684,,8,5,22,8,,,15,12,
1401,SadPython #1401,839,72.94136802879441,,8,4,22,13,,,15,8,
3321,SadPython #3321,840,72.88315550829321,,8,5,18,16,,,16,7,
304,SadPython #304,841,72.4444750055345,,2,4,13,8,22,,13,7,
2294,SadPython #2294,842,72.42942676852545,,8,5,22,9,,,17,9,
2040,SadPython #2040,843,72.21430683816635,,8,5,27,8,,,14,7,
838,SadPython #838,844,72.10455329779217,,8,5,22,12,,,13,8,
1230,SadPython #1230,845,72.06829164054932,,8,4,21,9,,,17,10,
83,SadPython #83,846,71.94934766796212,,2,5,11,8,21,,12,10,
3313,SadPython #3313,847,71.68480939883001,,8,4,24,9,,,15,9,
1304,SadPython #1304,848,71.20720514827786,,8,5,22,9,,,15,9,
1001,SadPython #1001,849,71.03420743660739,,8,5,22,9,,,16,9,
3255,SadPython #3255,850,71.00906989214847,,8,4,22,12,,,13,8,
2161,SadPython #2161,851,70.8099515639034,,8,5,18,13,,,17,8,
382,SadPython #382,852,70.3110003670032,,8,5,13,19,,,13,9,
2352,SadPython #2352,853,69.51645861671,,8,5,11,16,,,13,14,
545,SadPython #545,854,69.02963333491688,,8,4,18,13,,,15,8,
1617,SadPython #1617,855,68.86753657755952,,8,5,13,9,,,19,12,
2276,SadPython #2276,856,68.58073891176632,,8,5,13,19,,,12,8,
2586,SadPython #2586,857,68.12425437346857,,8,5,19,9,,,17,8,
3147,SadPython #3147,858,67.45742207533193,,8,4,13,9,,,17,14,
780,SadPython #780,859,67.43913384123783,,8,4,11,13,,,16,12,
1681,SadPython #1681,860,67.41875986797407,,8,5,19,11,,,14,8,
1103,SadPython #1103,861,67.40174731530934,,8,4,19,9,,,16,7,
3019,SadPython #3019,862,67.29162692341069,,8,5,13,16,,,14,9,
1907,SadPython #1907,863,67.26614709045703,,8,5,21,9,,,12,9,
2727,SadPython #2727,864,67.21324112002489,,8,5,22,8,,,12,9,
2164,SadPython #2164,865,67.20841104634016,,8,5,13,8,,,19,12,
3141,SadPython #3141,866,67.2033476074185,,8,4,22,9,,,12,8,
601,SadPython #601,867,66.6054562574342,,8,5,11,10,,,16,14,
1764,SadPython #1764,868,66.42132955560493,,8,4,12,11,,,19,9,
2348,SadPython #2348,869,66.34371248281116,,8,5,13,12,,,17,9,
265,SadPython #265,870,66.20302570104545,,8,5,15,10,,,17,9,
1437,SadPython #1437,871,66.09376591540284,,8,5,18,13,,,12,8,
206,SadPython #206,872,66.0907262481952,,8,4,18,9,,,12,12,
2304,SadPython #2304,873,65.9065780028099,,8,4,13,9,,,19,9,
2753,SadPython #2753,874,65.89090219028512,,8,4,18,9,,,13,10,
2322,SadPython #2322,875,65.86103742125901,,8,5,18,8,,,16,8,
617,SadPython #617,876,65.84795047049862,,8,4,15,11,,,17,8,
546,SadPython #546,877,65.53668749182962,,8,5,12,10,,,19,8,
2226,SadPython #2226,878,65.37530419321405,,8,4,14,9,,,13,14,
722,SadPython #722,879,65.32384166214246,,8,5,12,9,,,19,9,
2885,SadPython #2885,880,65.12623820218441,,8,4,15,11,,,16,8,
2679,SadPython #2679,881,65.08877404383203,,8,5,13,13,,,16,8,
3114,SadPython #3114,882,64.96029300342393,,8,5,18,12,,,12,8,
2749,SadPython #2749,883,64.42614816315677,,8,4,11,13,,,17,9,
2300,SadPython #2300,884,64.2684107314278,,8,4,18,10,,,12,9,
3026,SadPython #3026,885,64.25133679750752,,8,4,19,9,,,12,8,
1954,SadPython #1954,886,64.07097071296687,,8,4,15,8,,,19,8,
2278,SadPython #2278,887,64.05431648526982,,8,4,18,9,,,15,7,
2238,SadPython #2238,888,63.93146102111,,8,4,18,12,,,12,7,
1160,SadPython #1160,889,63.768675242069385,,8,5,14,13,,,12,9,
274,SadPython #274,890,63.346277250007994,,8,4,14,9,,,13,12,
1359,SadPython #1359,891,63.13387025428902,,8,5,15,8,,,16,9,
556,SadPython #556,892,63.09043940125543,,8,5,12,12,,,15,8,
2427,SadPython #2427,893,63.0729566063136,,8,4,14,9,,,16,9,
2646,SadPython #2646,894,62.85764218436573,,8,5,11,10,,,19,7,
2627,SadPython #2627,895,62.85709697481694,,8,4,11,9,,,16,12,
692,SadPython #692,896,62.779856682977794,,8,4,19,8,,,12,7,
1790,SadPython #1790,897,62.27796452109545,,8,5,14,8,,,11,14,
2312,SadPython #2312,898,62.274783820825704,,8,5,14,9,,,12,12,
3428,SadPython #3428,899,61.77643305055993,,8,4,11,16,,,12,7,
197,SadPython #197,900,61.22997906785197,,8,5,15,10,,,13,8,
2745,SadPython #2745,901,60.93273263433814,,8,4,13,12,,,11,10,
2630,SadPython #2630,902,60.725460048823535,,8,5,14,10,,,14,8,
2047,SadPython #2047,903,60.23157184399229,,8,5,11,11,,,16,7,
1013,SadPython #1013,904,59.42210908135446,,8,5,11,9,,,16,8,
2182,SadPython #2182,905,59.34174058742441,,8,5,15,9,,,13,7,
860,SadPython #860,906,59.16433951623548,,8,4,15,8,,,13,8,
3303,SadPython #3303,907,58.755025676549984,,8,4,11,9,,,14,10,
3095,SadPython #3095,908,57.93327283204613,,8,4,13,9,,,12,8,
2287,SadPython #2287,909,57.816691982740565,,8,5,12,10,,,12,8,
3405,SadPython #3405,910,57.592560816589156,,8,5,13,8,,,13,8,
524,SadPython #524,911,57.32034836429551,,8,5,11,9,,,13,8,
2006,SadPython #2006,912,57.31681254859632,,8,5,12,8,,,12,9,
3191,SadPython #3191,913,57.251448398288275,,8,4,11,9,,,13,9,
2886,SadPython #2886,914,56.67114005868811,,8,5,11,9,,,12,8,
561,SadPython #561,915,56.609225171651566,,8,4,13,8,,,13,8,
1245,SadPython #1245,916,55.672882284575316,,8,4,11,9,,,13,8,
2388,SadPython #2388,917,55.36147368468113,,8,4,12,8,,,12,8,
3138,SadPython #3138,918,53.411304062909565,,8,4,12,8,,,11,8,
