ID,Name,Rank,Rarity_Score,Accessory-Scores,Attributes-Scores,Background-Scores,Clothes-Scores,Eyes-Scores,Head-Scores,Legendary-Scores,Mouth-Scores,Skin-Scores,Tattoo-Scores
1836,SadPython #1836,353,129.64926406390936,20,2,5,13,9,57,,12,8,
727,SadPython #727,354,129.55456471898663,27,2,4,54,19,,,12,8,
2665,SadPython #2665,355,129.2877468798758,27,2,5,19,16,36,,13,7,
1233,SadPython #1233,356,129.24470500253014,27,2,4,13,16,36,,16,12,
335,SadPython #335,357,129.23777953426216,57,2,5,32,9,,,11,9,
2629,SadPython #2629,358,129.18762499772316,20,2,4,12,16,41,,20,9,
3004,SadPython #3004,359,129.04320551541085,27,2,5,18,16,,,13,7,38
2959,SadPython #2959,360,128.89081428335695,76,2,4,11,10,,,15,7,
1330,SadPython #1330,361,128.87296919092535,45,2,5,11,9,27,,12,14,
1515,SadPython #1515,362,128.55715371584938,41,2,4,19,9,20,,14,14,
1097,SadPython #1097,363,128.445253326214,36,2,4,18,9,27,,13,14,
2309,SadPython #2309,364,128.43988281070273,57,2,4,11,8,21,,13,8,
241,SadPython #241,365,128.20819434939466,41,2,5,45,10,,,12,9,
1050,SadPython #1050,366,128.0678653668168,,2,4,31,10,26,,16,9,26
1840,SadPython #1840,367,128.0067524084891,70,2,5,14,8,,,12,14,
3340,SadPython #3340,368,127.95602001167586,,2,5,21,9,27,,15,8,38
1690,SadPython #1690,369,127.90061567314673,27,2,5,18,9,41,,15,7,
1145,SadPython #1145,370,127.4202329504112,,2,5,54,8,30,,17,9,
142,SadPython #142,371,127.19422380036836,30,2,5,18,9,36,,16,8,
403,SadPython #403,372,127.0873894897258,48,2,4,31,13,,,13,12,
356,SadPython #356,373,127.06758784206629,27,2,5,11,13,35,,19,12,
1779,SadPython #1779,374,126.94521530372468,28,2,4,31,9,22,,15,12,
2173,SadPython #2173,375,126.83883326663907,,8,4,76,10,,,17,9,
28,SadPython #28,376,126.55814765410098,,8,5,83,9,,,11,7,
2098,SadPython #2098,377,126.38547794504684,27,2,5,19,9,36,,17,8,
1654,SadPython #1654,378,126.33193894464581,27,2,5,19,8,36,,16,9,
3073,SadPython #3073,379,126.32027400517102,27,2,5,24,19,27,,11,8,
1106,SadPython #1106,380,125.87561847072031,41,2,5,19,12,,,34,9,
2977,SadPython #2977,381,125.81033223336765,65,2,5,18,11,,,12,9,
582,SadPython #582,382,125.74452563324974,29,2,5,51,13,,,15,8,
1518,SadPython #1518,383,125.73672162966224,20,2,4,24,19,30,,13,8,
123,SadPython #123,384,125.62777718157469,,2,5,45,9,35,,17,9,
521,SadPython #521,385,125.61770817854914,27,2,5,27,9,21,,20,10,
2027,SadPython #2027,386,125.55866935390189,,2,5,45,10,35,,11,14,
2724,SadPython #2724,387,125.4960665561647,41,2,4,18,11,,,11,9,26
1920,SadPython #1920,388,125.48149789498139,,2,4,31,19,36,,20,8,
2832,SadPython #2832,389,125.43889751552793,28,2,4,22,8,32,,15,10,
1008,SadPython #1008,390,125.33274812227494,27,2,5,27,8,29,,15,9,
498,SadPython #498,391,125.31805151370368,,2,4,14,8,65,,17,12,
1352,SadPython #1352,392,125.30104726970085,29,2,4,14,8,21,,34,9,
1325,SadPython #1325,393,125.26547685917619,27,2,5,18,12,35,,16,7,
2784,SadPython #2784,394,125.16981534329359,,2,4,13,9,36,,12,7,38
36,SadPython #36,395,125.16416186981773,41,2,5,14,11,20,,16,12,
2357,SadPython #2357,396,125.04410647831578,28,2,5,18,10,,,13,8,38
865,SadPython #865,397,124.9914651616791,65,2,5,15,9,,,17,10,
2375,SadPython #2375,398,124.98621868073522,,2,4,65,8,21,,13,7,
3367,SadPython #3367,399,124.87023574251835,27,2,4,19,9,32,,20,7,
1821,SadPython #1821,400,124.70403351154972,27,2,5,48,8,,,20,12,
506,SadPython #506,401,124.67566442131047,27,2,4,12,19,36,,12,7,
106,SadPython #106,402,124.57408169633568,43,2,5,32,11,,,20,7,
1847,SadPython #1847,403,124.56428339463436,28,2,5,22,11,27,,13,12,
5,SadPython #5,404,124.28001662971175,,2,4,54,9,22,,17,14,
105,SadPython #105,405,124.15491602292248,,2,5,51,9,27,,19,8,
748,SadPython #748,406,124.14464540575023,,2,5,11,10,35,,12,8,38
1476,SadPython #1476,407,124.0571082250919,27,2,5,31,10,26,,12,8,
638,SadPython #638,408,124.0006239263461,29,2,5,15,12,36,,11,10,
3245,SadPython #3245,409,123.77981561720429,27,2,4,22,12,27,,13,12,
3399,SadPython #3399,410,123.59322421949139,29,2,4,27,8,,,16,8,26
2034,SadPython #2034,411,123.48483509177146,,2,5,54,11,20,,17,12,
1997,SadPython #1997,412,123.46321042254432,20,2,5,18,12,35,,13,14,
1989,SadPython #1989,413,123.41896490951984,29,2,5,15,12,32,,12,12,
613,SadPython #613,414,123.30202938060289,27,2,5,27,10,27,,11,10,
2316,SadPython #2316,415,123.10553359683793,,2,4,12,9,65,,15,12,
1221,SadPython #1221,416,123.00848143306362,65,2,4,11,12,,,17,9,
3221,SadPython #3221,417,122.9760040082618,36,2,5,14,16,27,,11,8,
3116,SadPython #3116,418,122.91785386230426,27,2,4,19,9,,,12,8,38
893,SadPython #893,419,122.90983029430801,28,2,4,27,8,22,,13,14,
132,SadPython #132,420,122.63632949882266,65,2,5,14,8,,,17,9,
3118,SadPython #3118,421,122.45181189777963,57,2,4,22,8,,,17,9,
204,SadPython #204,422,122.38609448581518,61,2,4,15,13,,,12,12,
1709,SadPython #1709,423,122.1168026500901,27,2,5,12,8,41,,16,8,
1133,SadPython #1133,424,121.95048815803668,29,2,5,14,9,36,,15,8,
1593,SadPython #1593,425,121.94607187102318,,2,4,27,12,26,,13,8,26
384,SadPython #384,426,121.84677822177822,61,2,4,14,8,,,17,14,
719,SadPython #719,427,121.80218402079846,70,2,5,11,9,,,15,8,
3402,SadPython #3402,428,121.7572307796536,,2,5,32,13,41,,17,8,
1590,SadPython #1590,429,121.68625231910946,,2,5,18,8,57,,17,12,
2000,SadPython #2000,430,121.67135019681639,41,2,5,14,9,26,,13,8,
2328,SadPython #2328,431,121.5230258790367,,2,5,21,8,27,,19,9,26
1528,SadPython #1528,432,121.51982936018294,27,2,5,11,19,35,,12,8,
1574,SadPython #1574,433,121.25746753246753,,2,4,21,9,57,,16,7,
2021,SadPython #2021,434,121.14565486564874,,2,4,22,8,35,,12,8,26
3144,SadPython #3144,435,121.06081309994352,,2,4,13,8,27,,13,12,38
3265,SadPython #3265,436,120.92796452109545,,8,5,76,8,,,14,8,
1299,SadPython #1299,437,120.9247682550008,65,2,4,14,10,,,15,8,
402,SadPython #402,438,120.90516452341485,41,2,4,13,9,27,,11,9,
3235,SadPython #3235,439,120.79168223081265,27,2,4,32,8,20,,14,10,
2975,SadPython #2975,440,120.67005717932749,27,2,5,11,8,35,,17,14,
702,SadPython #702,441,120.59861545911761,20,2,5,11,13,20,,34,12,
2479,SadPython #2479,442,120.26894590738026,,2,4,18,9,41,,31,10,
2958,SadPython #2958,443,120.04866955200211,28,2,5,13,16,26,,19,8,
2613,SadPython #2613,444,119.97946221988987,30,2,5,15,19,21,,14,10,
1360,SadPython #1360,445,119.82903010056269,30,2,5,11,19,27,,12,9,
3149,SadPython #3149,446,119.60777725775066,28,2,5,24,12,22,,16,7,
675,SadPython #675,447,119.46873488414583,57,2,4,21,8,,,12,12,
2662,SadPython #2662,448,119.32615003539809,28,2,5,31,8,,,34,8,
3122,SadPython #3122,449,119.28722844661058,20,2,4,24,9,27,,17,12,
1702,SadPython #1702,450,119.07679736613778,28,2,5,22,9,20,,16,12,
783,SadPython #783,451,119.02932605346017,61,2,5,19,8,,,13,8,
3109,SadPython #3109,452,118.95717217604458,,2,5,24,9,32,,31,12,
965,SadPython #965,453,118.75755063292291,29,2,5,22,9,27,,12,8,
2799,SadPython #2799,454,118.47333479553251,28,2,4,24,8,27,,12,9,
117,SadPython #117,455,118.45674584823858,29,2,4,18,12,27,,13,8,
1428,SadPython #1428,456,118.44157990989508,48,2,4,24,16,,,13,8,
2116,SadPython #2116,457,118.43021097030474,45,2,4,31,9,,,13,10,
1601,SadPython #1601,458,118.39366369217996,,2,5,14,9,29,,20,9,26
1673,SadPython #1673,459,118.38393917368477,,2,5,13,12,57,,19,7,
1728,SadPython #1728,460,118.20529361942404,27,2,4,18,16,27,,11,10,
1509,SadPython #1509,461,118.03623979189564,,2,5,13,9,27,,14,8,38
2633,SadPython #2633,462,117.85629664624796,,2,5,12,11,35,,13,10,26
937,SadPython #937,463,117.84486000574842,27,2,5,14,10,35,,12,10,
200,SadPython #200,464,117.80577121891503,,2,4,27,11,29,,31,9,
2441,SadPython #2441,465,117.74703616005701,27,2,5,22,9,21,,19,9,
47,SadPython #47,466,117.73025780189958,51,2,4,18,13,,,13,14,
11,SadPython #11,467,117.70905181632804,29,2,5,22,13,22,,13,8,
2108,SadPython #2108,468,117.68932227025572,29,2,5,15,9,35,,12,8,
1693,SadPython #1693,469,117.65560983306115,28,2,5,12,13,26,,14,14,
3021,SadPython #3021,470,117.6400630828938,28,2,5,22,10,20,,17,9,
1882,SadPython #1882,471,117.48324204245256,,2,5,22,8,57,,12,8,
404,SadPython #404,472,117.2895171442854,27,2,5,24,13,,,34,10,
2488,SadPython #2488,473,117.26019383601472,57,2,5,21,8,,,13,8,
2713,SadPython #2713,474,117.06224070219203,27,2,5,21,11,20,,13,14,
3284,SadPython #3284,475,116.86305334381713,27,2,5,12,11,35,,13,8,
59,SadPython #59,476,116.83707082280318,20,2,4,13,8,41,,17,8,
1906,SadPython #1906,477,116.58250777899251,30,2,4,21,8,20,,19,8,
169,SadPython #169,478,116.5645726649662,,2,4,31,9,27,,31,8,
1488,SadPython #1488,479,116.47194708276798,,2,4,27,9,51,,13,8,
2671,SadPython #2671,480,116.40064987064373,27,2,4,14,16,27,,12,10,
3165,SadPython #3165,481,116.30001731871666,27,2,5,14,8,30,,20,7,
1217,SadPython #1217,482,116.08547379128625,,2,5,51,8,27,,12,8,
2112,SadPython #2112,483,115.80379082893968,30,2,4,48,8,,,12,8,
2391,SadPython #2391,484,115.55849745587162,20,2,5,18,13,32,,13,8,
1553,SadPython #1553,485,115.47577088951017,30,2,4,12,10,29,,13,10,
742,SadPython #742,486,115.36449143772651,27,2,4,21,13,20,,16,8,
61,SadPython #61,487,115.32248392605743,27,2,5,12,10,27,,20,8,
159,SadPython #159,488,115.21087880380675,27,2,5,13,9,35,,12,9,
2003,SadPython #2003,489,115.13434328132101,27,2,4,22,8,21,,15,12,
2099,SadPython #2099,490,115.01162337662336,,2,5,12,8,51,,20,14,
787,SadPython #787,491,115.0014221234872,29,2,5,21,8,20,,13,12,
399,SadPython #399,492,114.77064177241522,27,2,4,24,9,27,,11,7,
2275,SadPython #2275,493,114.72550536420101,,2,4,32,9,36,,20,7,
2350,SadPython #2350,494,114.71750653808434,28,2,5,24,12,21,,11,8,
3327,SadPython #3327,495,114.55159324152595,27,2,5,15,8,29,,12,14,
2785,SadPython #2785,496,114.53829431438128,27,2,4,14,9,30,,17,8,
1671,SadPython #1671,497,114.39466992162534,27,2,5,11,12,27,,15,12,
397,SadPython #397,498,114.3565633451217,,2,5,32,9,21,,34,7,
1889,SadPython #1889,499,114.31422592734347,,2,5,54,9,20,,12,8,
699,SadPython #699,500,114.23763600586142,,8,4,65,11,,,13,9,
1372,SadPython #1372,501,114.11124956124955,45,2,4,21,16,,,12,10,
2038,SadPython #2038,502,114.01694002701309,30,2,4,15,9,27,,15,8,
1946,SadPython #1946,503,113.92117317761837,28,2,4,11,10,32,,14,9,
1576,SadPython #1576,504,113.89260137146384,48,2,4,22,9,,,17,9,
2329,SadPython #2329,505,113.88141295767115,48,2,4,22,9,,,12,12,
1823,SadPython #1823,506,113.62930210787562,20,2,5,22,10,,,17,8,26
2403,SadPython #2403,507,113.55347493092266,,2,5,22,9,51,,13,8,
3167,SadPython #3167,508,113.25113637173986,30,2,4,14,13,27,,11,8,
2296,SadPython #2296,509,113.04768492377187,27,2,4,13,9,27,,17,10,
604,SadPython #604,510,112.86423167578815,27,2,5,18,11,26,,13,7,
2317,SadPython #2317,511,112.63236903066823,,8,5,48,9,,,31,9,
1297,SadPython #1297,512,112.61757836058483,41,2,5,22,9,,,19,10,
1941,SadPython #1941,513,112.58590747995132,20,2,5,11,9,21,,31,9,
3300,SadPython #3300,514,112.54756356939747,27,2,5,18,9,27,,13,8,
2191,SadPython #2191,515,112.26920942771615,29,2,4,13,11,26,,13,10,
2996,SadPython #2996,516,112.25677943024716,45,2,5,27,9,,,11,9,
1589,SadPython #1589,517,112.24437772305322,20,2,5,19,8,27,,15,12,
626,SadPython #626,518,112.23944140213924,27,2,5,45,10,,,12,7,
2571,SadPython #2571,519,112.21467128298374,,2,5,14,9,51,,20,8,
2072,SadPython #2072,520,112.20913551634182,45,2,5,24,9,,,16,8,
1966,SadPython #1966,521,112.19763966574567,27,2,4,48,9,,,12,8,
2462,SadPython #2462,522,112.14642594136883,27,2,5,14,11,26,,16,8,
3184,SadPython #3184,523,112.14134151450438,28,2,5,22,9,,,34,9,
1662,SadPython #1662,524,111.89199626166418,61,2,4,11,10,,,13,8,
1605,SadPython #1605,525,111.82697930255651,,2,4,31,9,36,,15,10,
2133,SadPython #2133,526,111.76283819349403,27,2,5,12,8,32,,15,8,
176,SadPython #176,527,111.62658905691978,,2,5,12,10,27,,16,9,26
3112,SadPython #3112,528,111.51791841763172,27,2,5,18,10,26,,11,9,
2007,SadPython #2007,529,111.49465891251604,,2,4,18,8,35,,34,8,
1381,SadPython #1381,530,111.13957013821602,57,2,5,11,12,,,13,8,
550,SadPython #550,531,111.09251662971174,27,2,4,22,8,,,34,12,
801,SadPython #801,532,110.90505338638265,43,2,4,18,19,,,12,8,
1917,SadPython #1917,533,110.82708278452567,28,2,5,12,8,32,,11,8,
383,SadPython #383,534,110.81741435470765,27,2,5,22,8,21,,13,9,
2553,SadPython #2553,535,110.8011680814802,,2,5,15,9,27,,15,9,26
3043,SadPython #3043,536,110.79343333604285,20,2,4,45,13,,,13,9,
3287,SadPython #3287,537,110.60023856578205,61,2,5,12,9,,,11,7,
1624,SadPython #1624,538,110.53629105506653,29,2,5,11,11,27,,14,8,
642,SadPython #642,539,110.42769927440979,57,2,5,13,9,,,14,8,
3223,SadPython #3223,540,110.39143053631622,51,2,4,18,9,,,16,8,
2866,SadPython #2866,541,110.25758454637123,27,2,4,15,8,27,,15,9,
342,SadPython #342,542,110.12681189777963,51,2,4,12,12,,,17,9,
1659,SadPython #1659,543,110.04817561086917,28,2,4,13,8,26,,13,12,
1400,SadPython #1400,544,110.04200928886176,51,2,4,14,10,,,17,9,
112,SadPython #112,545,109.69451376113368,27,2,4,22,8,,,34,9,
3032,SadPython #3032,546,109.68955695897874,45,2,5,21,12,,,12,8,
534,SadPython #534,547,109.55095889040707,,2,5,22,9,41,,16,12,
887,SadPython #887,548,109.54331635747498,45,2,4,24,9,,,12,10,
3222,SadPython #3222,549,109.46882750707938,48,2,4,18,9,,,15,10,
3065,SadPython #3065,550,109.38419866183841,28,2,4,18,9,21,,12,10,
3040,SadPython #3040,551,109.25558415720775,27,2,5,14,9,27,,13,9,
1992,SadPython #1992,552,108.92295506818762,,2,5,13,10,35,,34,8,
3267,SadPython #3267,553,108.81623212411942,,2,4,11,8,41,,31,8,
767,SadPython #767,554,108.75702613415137,,2,4,12,9,57,,13,8,
1844,SadPython #1844,555,108.57312610594506,30,2,5,15,8,,,12,8,26
78,SadPython #78,556,108.30520650088819,48,2,5,19,8,,,13,9,
1846,SadPython #1846,557,107.92847333517545,,2,5,18,11,36,,19,14,
2667,SadPython #2667,558,107.91808853830248,43,2,5,15,16,,,16,8,
3227,SadPython #3227,559,107.88920089804144,45,2,4,19,9,,,13,12,
2916,SadPython #2916,560,107.80064724821894,,2,4,19,19,32,,19,8,
620,SadPython #620,561,107.78764700441987,28,2,4,31,8,,,17,14,
33,SadPython #33,562,107.75906832569208,,2,5,22,12,29,,20,14,
249,SadPython #249,563,107.69204151305779,41,2,5,24,9,,,16,7,
734,SadPython #734,564,107.59247196433495,28,2,5,13,10,20,,13,12,
826,SadPython #826,565,107.29246894409937,28,2,4,13,8,30,,11,8,
2459,SadPython #2459,566,107.23573161885383,,2,5,27,9,36,,12,12,
909,SadPython #909,567,107.1648731501057,36,2,4,27,10,,,17,8,
3315,SadPython #3315,568,107.10489960046851,45,2,5,15,9,,,19,9,
1759,SadPython #1759,569,106.97855651558059,48,2,5,11,9,,,15,14,
80,SadPython #80,570,106.91629768322424,41,2,4,22,9,,,12,12,
1261,SadPython #1261,571,106.76630155571895,28,2,5,19,8,20,,11,9,
992,SadPython #992,572,106.43350166091294,,2,4,48,8,20,,13,7,
914,SadPython #914,573,106.4089627682747,45,2,5,22,9,,,11,8,
2150,SadPython #2150,574,106.4014379261232,30,2,5,32,13,,,13,7,
1391,SadPython #1391,575,106.30691730090176,20,2,5,12,10,27,,13,12,
1892,SadPython #1892,576,106.24751690657017,27,2,4,14,9,26,,13,8,
907,SadPython #907,577,105.95986870401084,28,2,5,11,8,22,,19,8,
864,SadPython #864,578,105.74530581877137,41,2,5,15,13,,,19,7,
1336,SadPython #1336,579,105.64908560805104,28,2,5,11,9,22,,12,14,
1999,SadPython #1999,580,105.52252775673828,,2,5,13,12,51,,12,8,
1139,SadPython #1139,581,105.37157557584842,27,2,4,22,8,,,31,8,
1984,SadPython #1984,582,105.3654136162345,43,2,5,18,13,,,14,8,
1120,SadPython #1120,583,105.29929789889744,45,2,4,24,8,,,11,8,
3353,SadPython #3353,584,105.23935165754123,,2,5,13,8,36,,31,7,
120,SadPython #120,585,105.23299971556867,27,2,5,31,16,,,13,8,
1722,SadPython #1722,586,105.2120482774576,,2,4,31,13,26,,17,9,
1858,SadPython #1858,587,105.08499898970443,28,2,4,13,13,21,,11,8,
314,SadPython #314,588,105.0552895861902,43,2,4,18,16,,,11,7,
1850,SadPython #1850,589,104.95813343732335,29,2,5,15,9,20,,12,9,
1125,SadPython #1125,590,104.86435250343425,,2,4,27,19,27,,13,8,
3181,SadPython #3181,591,104.8266029378297,,2,4,22,8,22,,31,12,
657,SadPython #657,592,104.61420807453416,28,2,4,12,9,21,,17,7,
863,SadPython #863,593,104.29912111159733,27,2,5,11,9,22,,13,12,
834,SadPython #834,594,104.26117881921968,27,2,4,14,9,22,,11,12,
16,SadPython #16,595,103.90705055754903,,2,4,11,8,51,,13,12,
1409,SadPython #1409,596,103.89472729762942,20,2,5,11,12,29,,13,7,
2992,SadPython #2992,597,103.88970296851508,20,2,5,22,10,21,,12,7,
1585,SadPython #1585,598,103.75800905084026,28,2,5,31,9,,,15,10,
262,SadPython #262,599,103.51884409344945,29,2,4,27,9,,,19,10,
536,SadPython #536,600,103.44962152696785,41,2,5,22,9,,,13,8,
1027,SadPython #1027,601,103.41178815286536,20,2,4,15,8,22,,17,12,
2332,SadPython #2332,602,103.38853134209447,36,2,4,21,9,,,15,12,
2157,SadPython #2157,603,103.3574272455569,29,2,4,12,10,21,,12,8,
2869,SadPython #2869,604,103.27970322602333,,2,5,15,8,41,,16,14,
2934,SadPython #2934,605,103.24491966956612,28,2,4,12,8,22,,13,10,
334,SadPython #334,606,103.22544187192447,43,2,5,18,9,,,13,9,
1374,SadPython #1374,607,103.08277809147374,28,2,4,32,9,,,16,7,
2683,SadPython #2683,608,102.64831969543263,27,2,5,27,10,,,19,9,
1198,SadPython #1198,609,102.60966346177428,28,2,5,11,10,21,,13,8,
2129,SadPython #2129,610,102.58294139418682,,2,5,31,9,27,,16,9,
2608,SadPython #2608,611,102.4522370525608,20,2,5,11,10,27,,13,10,
897,SadPython #897,612,102.20334464181576,20,2,4,15,12,,,11,8,26
2718,SadPython #2718,613,102.15984145442987,,2,5,31,11,26,,15,9,
1177,SadPython #1177,614,101.98836050999742,,8,5,51,13,,,15,8,
1696,SadPython #1696,615,101.933047271758,,2,4,22,9,35,,12,14,
460,SadPython #460,616,101.8657318694099,,2,4,18,8,41,,13,12,
388,SadPython #388,617,101.81441671529151,27,2,4,31,12,,,14,8,
3241,SadPython #3241,618,101.58236088390284,27,2,4,11,8,22,,17,8,
3447,SadPython #3447,619,101.57913229985549,,2,5,22,19,29,,12,8,
812,SadPython #812,620,101.50123563620816,,2,4,22,9,35,,13,12,
2154,SadPython #2154,621,101.30659157775862,41,2,5,19,9,,,13,7,
218,SadPython #218,622,100.90694688253906,27,2,4,11,8,22,,14,10,
150,SadPython #150,623,100.74474025974025,41,2,5,18,8,,,16,8,
1904,SadPython #1904,624,100.63805023022631,29,2,4,31,8,,,15,8,
797,SadPython #797,625,100.63804065499717,36,2,4,21,9,,,13,10,
2413,SadPython #2413,626,100.57918519031661,27,2,5,15,9,20,,11,8,
2852,SadPython #2852,627,100.53293372717042,,2,5,22,9,36,,12,10,
2481,SadPython #2481,628,100.48547316373403,27,2,4,22,19,,,12,10,
2248,SadPython #2248,629,100.28144096624477,20,2,5,22,19,,,16,12,
500,SadPython #500,630,99.96087420144922,28,2,4,32,8,,,13,8,
2058,SadPython #2058,631,99.79879337160281,20,2,5,12,9,26,,12,9,
1192,SadPython #1192,632,99.7861558772635,45,2,5,11,11,,,13,9,
486,SadPython #486,633,99.76565194343057,28,2,5,11,12,,,31,7,
741,SadPython #741,634,99.67160452450774,29,2,5,21,9,,,17,14,
3406,SadPython #3406,635,99.62969928130121,36,2,4,21,11,,,13,8,
1426,SadPython #1426,636,99.49675299374384,36,2,4,24,11,,,12,7,
3000,SadPython #3000,637,99.38457647881316,43,2,5,11,11,,,12,12,
3394,SadPython #3394,638,99.37609679480481,28,2,4,18,19,,,16,9,
1047,SadPython #1047,639,99.16506312024138,41,2,5,14,9,,,16,9,
2576,SadPython #2576,640,99.08153364470085,,2,5,18,13,35,,13,10,
759,SadPython #759,641,98.93895229678206,,2,5,21,9,35,,11,12,
2612,SadPython #2612,642,98.8515268436407,,2,4,19,12,29,,20,8,
804,SadPython #804,643,98.79552806583649,45,2,4,15,8,,,12,9,
2009,SadPython #2009,644,98.45408268669222,30,2,5,22,13,,,13,9,
1282,SadPython #1282,645,97.96502753966409,48,2,5,11,8,,,13,8,
2719,SadPython #2719,646,97.89377737112368,,2,5,22,8,30,,13,14,
2780,SadPython #2780,647,97.75711652534194,,8,4,54,9,,,11,9,
121,SadPython #121,648,97.67331095325096,,2,4,11,9,22,,11,10,26
2744,SadPython #2744,649,97.63205741626794,,2,5,27,8,27,,11,14,
1019,SadPython #1019,650,97.60619380619379,41,2,4,18,8,,,14,8,
1636,SadPython #1636,651,97.5403090372861,,2,4,18,9,35,,16,9,
1578,SadPython #1578,652,97.39130917709294,,2,4,22,9,30,,16,10,
2600,SadPython #2600,653,97.13546665199208,,2,5,27,11,30,,11,8,
2106,SadPython #2106,654,97.12761935119578,,2,5,19,11,36,,11,9,
2402,SadPython #2402,655,96.98197205779294,41,2,5,14,9,,,13,10,
3240,SadPython #3240,656,96.93516549120032,27,2,5,15,13,,,20,12,
585,SadPython #585,657,96.67245360160832,20,2,5,15,9,20,,13,8,
3335,SadPython #3335,658,96.64098410210478,,2,5,31,9,27,,11,8,
1801,SadPython #1801,659,96.57828105874904,,8,4,48,11,,,14,9,
919,SadPython #919,660,96.57655844155843,,2,5,12,12,,,17,8,38
3113,SadPython #3113,661,96.4703025316669,28,2,4,22,16,,,13,7,
685,SadPython #685,662,96.44405307953195,,2,4,22,11,30,,16,8,
1244,SadPython #1244,663,96.44226600888591,,2,4,14,16,27,,20,9,
1358,SadPython #1358,664,96.25682015897496,,8,4,24,16,,,34,8,
452,SadPython #452,665,96.1878976416745,,2,5,24,8,27,,19,8,
777,SadPython #777,666,96.10571927259967,27,2,5,22,9,,,19,9,
483,SadPython #483,667,95.61179171075806,,2,4,18,12,29,,15,12,
1545,SadPython #1545,668,95.59705030786436,28,2,5,21,13,,,13,9,
1431,SadPython #1431,669,95.57909047474263,,2,4,14,16,27,,15,14,
3124,SadPython #3124,670,95.28481895811339,28,2,4,22,11,,,16,9,
606,SadPython #606,671,95.2638737124944,,2,5,12,8,26,,31,8,
2468,SadPython #2468,672,95.06624260896832,27,2,5,22,10,,,17,9,
1533,SadPython #1533,673,94.93357155751981,,2,5,12,13,35,,16,8,
2655,SadPython #2655,674,94.77447206695089,45,2,5,11,8,,,13,7,
2068,SadPython #2068,675,94.48474338122598,41,2,5,12,9,,,12,9,
2672,SadPython #2672,676,94.44604862185426,29,2,4,18,10,,,19,9,
1384,SadPython #1384,677,94.362987012987,27,2,4,21,9,,,17,12,
3382,SadPython #3382,678,94.09159618517262,,2,5,18,19,26,,12,9,
2644,SadPython #2644,679,93.97031390338118,30,2,4,24,9,,,12,9,
2298,SadPython #2298,680,93.87990595514655,,2,4,14,9,21,,31,9,
183,SadPython #183,681,93.7479694358937,36,2,4,13,9,,,16,9,
3224,SadPython #3224,682,93.50355050679123,,2,5,12,9,36,,13,12,
1987,SadPython #1987,683,93.46995375592148,,2,5,14,8,32,,20,9,
3377,SadPython #3377,684,93.36345914213717,30,2,4,18,9,,,13,14,
1949,SadPython #1949,685,93.33806324110671,,2,5,21,12,27,,15,7,
22,SadPython #22,686,93.20752873624927,27,2,5,22,12,,,15,8,
2252,SadPython #2252,687,93.15003909134343,,2,4,21,19,21,,14,7,
3101,SadPython #3101,688,92.7193186554265,28,2,5,12,19,,,13,9,
1582,SadPython #1582,689,92.70733669315757,,2,4,22,8,,,13,14,26
3188,SadPython #3188,690,92.70357632916603,28,2,5,18,10,,,12,14,
2897,SadPython #2897,691,92.64545454545454,,2,4,18,8,27,,17,14,
1260,SadPython #1260,692,92.46853448876705,30,2,5,14,10,,,16,12,
1741,SadPython #1741,693,92.46117844922085,,2,5,12,10,35,,16,9,
661,SadPython #661,694,92.2928342843597,,2,5,13,8,35,,17,10,
2941,SadPython #2941,695,92.21791820182384,28,2,5,22,8,,,16,8,
758,SadPython #758,696,92.05492550980007,29,2,5,18,9,,,16,9,
2094,SadPython #2094,697,91.95029189414402,28,2,5,22,9,,,16,8,
1269,SadPython #1269,698,91.85720756021158,,2,5,11,10,,,16,8,38
126,SadPython #126,699,91.78695156114092,41,2,5,11,9,,,13,7,
2534,SadPython #2534,700,91.71930329798131,20,2,4,18,13,,,20,10,
1188,SadPython #1188,701,91.6764112808605,27,2,4,22,9,,,17,8,
2197,SadPython #2197,702,91.65952616808156,,2,4,14,12,29,,17,10,
3420,SadPython #3420,703,91.51773606827955,,2,4,18,9,35,,13,7,
2914,SadPython #2914,704,91.45743732864152,,2,4,18,10,29,,12,12,
2220,SadPython #2220,705,91.35637396023832,,2,4,18,8,36,,13,7,
331,SadPython #331,706,91.28942110767464,,2,5,18,8,29,,17,9,
1642,SadPython #1642,707,91.2769973407292,,2,4,27,9,20,,13,12,
3059,SadPython #3059,708,91.18349825653367,30,2,5,18,12,,,11,9,
3400,SadPython #3400,709,91.1437582675875,,2,5,19,9,22,,20,10,
588,SadPython #588,710,91.1245898838004,,2,5,27,8,21,,17,8,
2235,SadPython #2235,711,90.91686229859899,,2,5,12,8,36,,12,12,
1747,SadPython #1747,712,90.9077525264032,27,2,5,21,9,,,13,10,
3339,SadPython #3339,713,90.9026097974136,,2,4,18,19,22,,15,8,
655,SadPython #655,714,90.68845285149632,27,2,4,22,9,,,17,7,
1804,SadPython #1804,715,90.56950891214048,,2,5,14,16,27,,16,8,
2393,SadPython #2393,716,90.40592038396385,27,2,5,27,8,,,11,7,
89,SadPython #89,717,90.33437035374665,,2,4,22,8,29,,13,8,
2708,SadPython #2708,718,90.2728064989517,20,2,5,22,10,,,19,8,
72,SadPython #72,719,90.06398446098716,,2,5,15,8,29,,17,12,
282,SadPython #282,720,89.93241410183589,27,2,5,22,8,,,12,10,
