ID,Name,Rank,Rarity_Score,Animal,Attributes,Beard,Boots,Hat,Jacket,Pants,Profession,Sword,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
26,GRUBBY BUCKLEY | TEZOS PIRATE 26/666,433,24.7495385597,Uncommon Animal,8,Common Beard,Rare Boots,Common Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmUPnENsqE8Ksy4XoKacvEeaPBL3EgtdvEDQoHZi1gxAKb,ipfs://QmchaeM51iupuEJ7o1JM54zxWonP45CnvLGSYthHzgQFEu,ipfs://QmTXP97LG9YJXGGPkptMpmqe82stHyhsRQrmTakHSLbh27,ipfs://QmcbKmpeyZggH5qr3y7CSoSidhqcpE98N86XMsx1uuy563
270,ANGEL DRAKKAR | TEZOS PIRATE 270/666,434,24.7382672872,Common Animal,8,Uncommon Beard,Rare Boots,Uncommon Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmQ53hGD7FhZAJXAQN2gZRugKoD9TuyQ8413889Mai2uKm,ipfs://QmWwZiCVUcYYqSRx1aemorbPQ4ptYTUaXwZJr6brxuAHXS,ipfs://QmSrKoNfpbZAz3YtizkUgEiPMKyEAwAm87GzinsBCpHGfN,ipfs://QmYXrCRGFbKTUKi8Fkdzja9eg5UkVbv35SeaGoo4R3Xse6
297,RASCAL BRISTOL | TEZOS PIRATE 297/666,435,24.670701901,Common Animal,8,Uncommon Beard,Common Boots,Rare Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmZ2LxZVBh6C75fRSkAWe8mnBxSYArnWTKCsvHi36gFByw,ipfs://QmZ1SA5rcVJEr4e2Cow8Z3Kpr6UZYZjD6XmeYzf874QH5a,ipfs://QmSQPaWcrjwjnjwArAiSL3Mrwcc99omEDYTHxUUDDTQpPS,ipfs://QmQUeJLACTw4bvBGUuQgXzZzGqsNy1xUkTq6cyAEiTZEZQ
12,FOOL HAWKINS | TEZOS PIRATE 12/666,436,24.6493996388,Uncommon Animal,8,Common Beard,Uncommon Boots,Common Hat,Uncommon Jacket,Common Pants,Crewmate,Uncommon Sword,ipfs://QmXAweMnWw8xPSRuu31aQ6ERBbCbxcXUtwTQy23eDb5NRM,ipfs://QmXphZrD2ewyEuouDCrKmuj6gjuZNitvj7HcWkH3Q6JrGF,ipfs://QmaQyU1nmpGhQxwheBgeXJMr3HbvtMysBmJsfTXFHUKqJN,ipfs://QmNZku24fEd7uu6dejmjEPA3eV745rCc5BFJgb9TDt8toK
273,PETE BRISTOL | TEZOS PIRATE 273/666,437,24.6381283662,Common Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Common Pants,Crewmate,Uncommon Sword,ipfs://QmXJRgNHS4yN1SPpqgcN75YciUnKkSEHjVarDQ3Y6J5UH9,ipfs://QmRpuBfZrUu9AsMCkPeKPLda9XWurQ1w3m9AMpU6arQ8f3,ipfs://Qma52XZ3ktoAWePH1KFstCYsViCnJS7d63boJHoDuCAwe1,ipfs://QmNUAnXQ676pFa75qStmRcAeyh9fGMGDvt4xDUpW1fu3fe
539,CRAFTY THE UNSEEN | TEZOS PIRATE 539/666,437,24.6381283662,Common Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Common Pants,Crewmate,Uncommon Sword,ipfs://QmbaZfMvJbEGhM3X4mqQttFJjrJ6DaMm8yGTMYbpDrvYGb,ipfs://QmfJr1SaapryNLYCk1tDQACEVyq5f1EW4gkB2aR9LZK9Hw,ipfs://QmcoeyvTcVsjmUTCzE18eynHYB2QZUuDFcoh5tNmdb5CPN,ipfs://QmZ8jEPyN4JpuJ9HVMGzuudeKyo1wtk32Ab4e73C5jbsqg
96,FRANK SAMPSON | TEZOS PIRATE 96/666,439,24.6372148428,Common Animal,8,Common Beard,Common Boots,Common Hat,Rare Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmTF5ffpnvuQBXgf4CvattnUNWMbN3ugbeYhB1hL5TLumm,ipfs://QmYWRKWS813VFDM8BX2pJUfRmfShTw52ofQM6woHgj7feo,ipfs://QmVQc86wNvoviwZoQCQ5U8KH4tVL3bemFLrGEBA9AgWY1K,ipfs://QmbZjY3hUusEhUULtbPx1mnLPU6uUTrMNsVGYf9VSQ45r8
371,CRAFTY GAIL | TEZOS PIRATE 371/666,439,24.6372148428,Common Animal,8,Common Beard,Common Boots,Common Hat,Rare Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmXbiGb7yuVnWSMu2qBc6UkmsTC6ADrfh5nhyuQnSCxoB2,ipfs://QmNafzg64GNRjiNLGS1wvSeDdVp47QKrwMJcRrPDQDzSEw,ipfs://QmcmoQVuuWZGJfai8XqNcpzxDUWUM38B1yjspsjGncWmXc,ipfs://QmVeNrJPXZz2W4mSzafj6hJNNeTTuT2fYH582Pd6FoPtfW
339,CORSAIR GRIMACE | TEZOS PIRATE 339/666,441,24.4838152893,Uncommon Animal,8,Uncommon Beard,Rare Boots,Common Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmSYnBuXX7fBqunqLZw9RymVZWPGHudQ9NBVetXPyQEn71,ipfs://QmPLBPVVvVa13WvtiKzbBMzMzk6yHGy6nP6DM3ddfkDjUU,ipfs://QmUECzFoKxYWD7QsG58oVjWHFDSSS45pwDYJchvAjtRFgA,ipfs://QmThdAK9n1dGaB3ehndW87WV7kCBm3wEpXDJZ6oKvGF4f2
341,COLD MARLOWE | TEZOS PIRATE 341/666,442,24.4733081826,Common Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmYYVux3as7sfaGPzk3yGGK4zVqMpGP8hdywbNckZgmP91,ipfs://QmQ6gcmrfE7iffhoYy1dX62iyoari5kkVd4zt4xgwevnUR,ipfs://QmbrmxXyMg5pvJFPa5MYpKzmZcPhZ9APa4jw4ceJQGck5v,ipfs://QmeWxgrqss6xwjjfjKsK1b15LjbR4DSVCC136rfz5kM5kH
53,ANGEL NEWSBURY | TEZOS PIRATE 53/666,443,24.4527148978,Common Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmaHUpxknfgiHETkXLw5REzoQk7fXo3LwMRyKRosDKPN8r,ipfs://QmQwDZnqRDUUukEfuLt7eSrvHmqmNS8aUpzqvLwAP5tLDR,ipfs://QmTZbyuWXJCA5EusGRJbLrnZaUq82KKVmSBD8AB9CmH1Ba,ipfs://Qmd2y7iBjqpHP7F7BSyijsM9hPTwLZoZSrk4V4Jv1QMCgk
84,CLAYBORNE GAIL | TEZOS PIRATE 84/666,444,24.4469274864,Common Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmV4KvGJyycn9vPPMrfteVqtvoA9qahnf9cTwTwH8jpVYA,ipfs://Qma5DNLB793JazQA6MwVDZbdLeCoUHhgtxGzF7FqYcu5ph,ipfs://QmNyjZAe4upsjeDRiemmYKVPUbRA4xQH6PAUihqPaELV3P,ipfs://QmUxCGWdkrTERwb1ukuWcFe4ofAEBAr3sX37AGq8m5ErLU
187,HANSEL REEVES | TEZOS PIRATE 187/666,445,24.2600408747,Uncommon Animal,8,Common Beard,Rare Boots,Common Hat,Common Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmQ5pqz7gpygDPywqD5WYokV1TQEmA3kHSorCTkkrCaiy7,ipfs://QmPpYTzuu6SZrxoxw5qa4zJozTFoSURc5rWKbXBAShe1ep,ipfs://QmVgmLWq2TCvacKH4QTdTamNSnaHD4yysHHg9NJmTgLUrk,ipfs://QmQ5UMTkY7XGkjwpJxCkTM1MG3rtfa74BeNCQWcs9d7Kxb
151,BEACON THE CRUEL | TEZOS PIRATE 151/666,446,24.2289404832,Common Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmSAj3jfhRMNF6cSsnnkbvwpnreiEYF2wQWCrJmtvQcxPh,ipfs://QmSXtuWzgdBJGv9satKG7hbdGodxvPsbd5UEppVgZf35sa,ipfs://QmVVzH5WPdiEpcBARfVW9cebsEvGD7euwerz59s4dbq4w4,ipfs://QmYhxFpgaCx7RN5KXbaKmocr36hznu4vPYUD2mjWLxQqgd
377,CRAFTY THE DROWNED | TEZOS PIRATE 377/666,446,24.2289404832,Common Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmNkWDaBgatQoHW8jt9r3jGHue7gNMfsJjRUoEsjF6zUBw,ipfs://QmTtn9GnZuJRsW9XoJxV9DjnojbEYyMALypJk83ZGVHrCp,ipfs://QmVBMQ6RuvJDMGjaeqdH2zuwSgxvMFaJWw86tMrPzyqHt9,ipfs://QmNYHyvzvPwahvYqwnjadhp3jEjrQoqbFNAvE8t52rTgCS
526,JOLLY ROTTEN | TEZOS PIRATE 526/666,448,24.2164989981,Common Animal,8,Common Beard,Rare Boots,Common Hat,Common Jacket,Common Pants,Crewmate,Uncommon Sword,ipfs://QmYbMExgC52yHa5sF2s9oQbMtnxXtYEK9REnvTq5dAW5oB,ipfs://QmRhwPRcZLbtDVLHghDvm93MgVGgMbkUQWK1efcQRL6H9t,ipfs://QmdwVweWCV7T2Vgpv9JUW5bLaVusWn6coytRDuFrcdHg1M,ipfs://QmVT4uLyneEpHij4TYXM1gweAqD2mYrLDn9TJnAZdBbDt3
243,COLD PRESTON | TEZOS PIRATE 243/666,449,24.1718822038,Uncommon Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmQhySxEPeNBdDSL42EqaL5ZmqWwcuhFHCTBKxV9H1iwve,ipfs://QmU8Kz23NFvfwpRJ7Cb5LyjaW3NexRpQXnkjF35ovmnM5W,ipfs://QmYPgEreb2pdj73WeTAhRjNXYUVussnCAtuRVqaBj3cTkY,ipfs://QmaV6ocdC917dZokBU5Hb22toocf93QUvWYetmUzoNdie2
301,WALLACE STRAW HAT | TEZOS PIRATE 301/666,449,24.1718822038,Uncommon Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://Qmf8YWKTrrrrH4CpPSSAiZfQvYc2YHnTDyzYLBBDjZBuz2,ipfs://QmNpLCK51KG9NaEsiVUysjQ6BV1KuN2U39TuXh8PgbgHFJ,ipfs://QmTSn5dqyv2u8GhkdsVge4qic2Ks6d4ToESuJhNe4D1AzX,ipfs://QmUSKPkYbhWCvG8zV7ure9b3fBDDy954ii8hWdyc2QLK4p
132,PLANK DRED | TEZOS PIRATE 132/666,451,24.1599019538,Uncommon Animal,8,Common Beard,Uncommon Boots,Common Hat,Common Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://QmZQEenzujcUQe9jLLipt8mn7APi52a71pa9bonztNLFCk,ipfs://QmdvW4DDe7WgdsFzrr62gCQts4TGuxwsLuEDXTDXNTEsee,ipfs://QmaCKqJJa9Y6LXuQ87VTJgyCBdiR1bkKBLxVU2NJu8BVuh,ipfs://QmaG3Q8Zq1vsiWQAUfz24s96hoqvJZWSjJnRDVnkpYVknc
83,SAM FLINT | TEZOS PIRATE 83/666,452,24.1196637416,Common Animal,8,Rare Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmcbbUsZuznUqdTLQBYVSx8WLFFp9pkU8Q6Bwr8sbqRvLQ,ipfs://QmPnUYa8GAgq1PxDTFoskwW6DH4Gc8frSgptVeVwaX8LMq,ipfs://QmauxK6BsVzPUm4cx3a2Svyk67SmZUXeFK6h72Dg7P7vdN,ipfs://QmfNG5epi1hNbwZbQRVk22Y7KmNYtLBo62MejUZMaxuJTf
141,SWAB FISKE | TEZOS PIRATE 141/666,452,24.1196637416,Common Animal,8,Rare Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmRnMM77fdB9ggGtpGG98xYttV9j3vcqQQ9X5AEoWyqAYT,ipfs://QmXe2C5P7edu4jAEszK4iRCkT7civWJ5owXbBp1YJj6Wos,ipfs://QmU3xySXiwvwPpdWh795Zp97xxHdY8idFqa98btJJ13eqB,ipfs://QmWhDQBsgNZx2bNJ2cJJoeu4yWDb6ncCy4FB23eDawtzVK
256,BEACON BUCKLEY | TEZOS PIRATE 256/666,454,24.1145132531,Uncommon Animal,8,Common Beard,Common Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://QmWdjH1G6ZVGQFTtYbFiEDbMFkzVvCh25r723V5c8gi6tg,ipfs://QmXXhNupgjdShjWdjCjMMkm7pkzxMXgUgFkg9m67yb6DnY,ipfs://QmS2NEP47bpFVA4FPC8jQMfh7vz9xpyAiWyBsTtQ8NaXZu,ipfs://QmcDuNZ2W481W7vMJRKyqqB5KjKp6FvQJBJwCgHcfykvQ8
447,EXECUTIONER KENT | TEZOS PIRATE 447/666,454,24.1145132531,Uncommon Animal,8,Common Beard,Common Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://QmTwM4mMM5Amu6CdGKTnxMAyea5DkXwrc9acyQDiT1Ngv9,ipfs://QmYBfdEJmJvJxsjYND5fXQB5tLL3Q6goRWrtY7qNopPGSP,ipfs://QmQPcNqxBxLiYBT75Bbsuea8AGffyRtJgszGnE823Kiafw,ipfs://QmaS6KY8DPzThiL47spLKdVmWGk4TgRsrjfa75YtWbQZHC
369,WALLACE MASTER | TEZOS PIRATE 369/666,456,24.1032419805,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://QmRQvSU3UkCkBTasmg6TvB2qFit7Mhu8VMcYivTwzXe89t,ipfs://QmR7c41W4z7L95XZXem6BNjY67Wph6mdqhFGCy75M5iTPb,ipfs://Qmd4NKJfFudaH35AEXAc4ATRbVNKZ8PrSR8skEFc85h7tR,ipfs://QmNnY4zvrCVQEsyYG7J7cNYqTUibXMkGynym9fKDccb66j
438,CHOP HAWKINS | TEZOS PIRATE 438/666,456,24.1032419805,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://QmPrwLX4jGuksfWmNBM8NonSEKaGqfjTXpfXsNWkR38wFk,ipfs://QmZVzK6BFzneCMMu4QavY8KKsL1T4JkZtQrMoJ33Kaqwx6,ipfs://QmdBf1BqqogGwn15AYGfoAjfEzY1yNeuCNiJcQTs1T3cqo,ipfs://QmYQDEczghqLdw6WXqk6HddFDsBJ64nAncYf96EQCCwk6F
222,CORSAIR RAZORFACE | TEZOS PIRATE 222/666,458,24.0939199683,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Crewmate,Uncommon Sword,ipfs://Qmc9N434VU6ygiY56SGKtVHNVeQKiEc2dCzsJTcir5cMXB,ipfs://Qmb7LffVxYJzZEMBCwGAmuEMDxcun1eAgG2w1FB4jJQZ1h,ipfs://QmSsCAg8mmRtdNX9uWHeTDu7g5i5psREApUL2CPHv4sp73,ipfs://QmeGreAig7k8Er6Cdh7SPxYTGAB8w5Y2Mo4GGQ72ej1W46
183,PLANK WOLF | TEZOS PIRATE 183/666,459,24.0905584388,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Common Jacket,Rare Pants,Crewmate,Common Sword,ipfs://Qmb8DUWepo4tGobRw1rmnNLKar9v3Mtj46tMPBfJ5araNv,ipfs://QmUL26wbZL9iMMuQh2QunhEnYCDwy4RdBBGQVJETE2NkGk,ipfs://QmRZb26aVq3DxoMffP5eLzRxKvWZnrJXnDs3VmeEJ7Lcwk,ipfs://QmVRJrG9D5a18P4HfCLtMT5YUWTvwFBpmuFZwLrdBr5E2i
299,JAMES MARLOWE | TEZOS PIRATE 299/666,460,24.0310855297,Common Animal,8,Common Beard,Rare Boots,Common Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmRSdDU61Gmt9uUyr3EYR3DNmzM9ZaRqaAcN8K57f3cSSx,ipfs://QmVBtaHYqmxUrtgQF5Vv88akGiX79YHED7SZvb89AbEFp6,ipfs://QmQQAc1qZqFHWXL1C213693Hme1bn2TZnEHvX7K3DnAVYk,ipfs://QmU9fWq798eE48KDRMyHanQ59Wmkgux7ezJhBTFMLEBD2M
525,RIOT DUKE | TEZOS PIRATE 525/666,460,24.0310855297,Common Animal,8,Common Beard,Rare Boots,Common Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmNiDUvh9JJh8nytiKd3JSpuhUdh1MjFHswReVFXqeMU98,ipfs://QmWf4ig6qAQQsEQEfQ99e1UDhXw5Z6zU2KtjDcwByjSzef,ipfs://Qmek9orTuiMeSJLK1Cdy96NHEvRN3gegNtboRZBtmTNsHQ,ipfs://QmUWVG5xHJyCdEKQowmowr5XfajDVTrULfbPgL3zQJUJbv
251,RADLEY ARNES | TEZOS PIRATE 251/666,462,23.9538952006,Uncommon Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmSpBRnUQid3QGRNU8qcbvGYD9kLWu1vNkPGav6zbbK7qp,ipfs://QmRYrsgars2RHoxRCXxU9QHXim6R6znugd7LriSDeDaoBv,ipfs://QmWj41NMjSt6CeU66hoV2XxwLZoTo56w8NDrB4XG9sWxet,ipfs://QmRwknicB7cDymqk787GCQ6TFC8tV8CGtmhe9RsgmCJjwt
117,SHADY COMBS | TEZOS PIRATE 117/666,463,23.9178285121,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmVaN79kedM5Q3yXC3zC35oj2ZwV7y6JkfFsYyejqwiCVW,ipfs://QmUiq98zoXyYnKMJeUYfYaq46Y17WBRzBj5pUb8BC3ymr4,ipfs://QmUN5cpXtwq3bWvf6wtNJx87KJhrkaARNc6JtKVVREFNtp,ipfs://QmX5L39a3LFWhNFBzgUBL5XxaujJqZ2tzURfm1D4MjHJj2
89,GOLDEN SMASHER | TEZOS PIRATE 89/666,464,23.8461907395,Common Animal,8,Common Beard,Common Boots,Uncommon Hat,Common Jacket,Rare Pants,Crewmate,Common Sword,ipfs://Qmbj4kHnE6uZg86b2uq7Z1WdvbCxCWfcrytz3UyCRiT3fe,ipfs://QmZtoRpUJcJGva7QnZdavoF7dvcdCm5tRHqNumKxjnViq1,ipfs://QmRGANiGBmJzeU8vNUnhWSEFAyqBEEqL4ajSMmceZFaHqQ,ipfs://QmcZQvUPwM3rrXQbiaQ5vyGYT2BzWN8Z82KYB6W6Br4FNU
99,CRAFTY FLINT | TEZOS PIRATE 99/666,464,23.8461907395,Common Animal,8,Common Beard,Common Boots,Uncommon Hat,Common Jacket,Rare Pants,Crewmate,Common Sword,ipfs://QmXhiPCuLH3puh7ySjWVp8BK7RiVdQe2EjCmBp7FKxfGCp,ipfs://QmQQepnhiFrSNejNt57Syi8hTEtGQ2mKD83YwX3k5Q9MEP,ipfs://QmWBwra7MYE1CGrEDwYSk6SnuTEgfiU9hsUbg7kYyZXiU9,ipfs://QmU4q1us9cud2EPVE8LauWrk5wuPiTe1sq4fnWyrYpd3vN
381,GILSON THE UNSEEN | TEZOS PIRATE 381/666,466,23.7087652149,Uncommon Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Common Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://Qmbje3HQcsVDMryfggUVPab5X6772JYuD6htCb7gbTm6rJ,ipfs://QmUpomtpX7qWhK224GjfMqE4AUqXjCrZwydRxC1MKvWo1e,ipfs://QmZi9MXo9tsKi7wmnpAEct8veeEfEEPz6iCbqnvWg14xXa,ipfs://QmSgzRUi6PrSBtS4y29FpJW45bjWAGEWmXiaFuhHNTCS9n
209,TOXIC FLINT | TEZOS PIRATE 209/666,467,23.6881719301,Uncommon Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmZJJJ7VWBAtXTYynkLNm8gFiXybaxAiSGRYFnY6Ch6RjR,ipfs://QmeyNH6J6QBUBA8T9TFQeymBGLZzmJDq5kzDcpot6u15bw,ipfs://QmSAGi9a1UbHpodxdidvQGdgLPFuhgWEpUm92vYLm642dk,ipfs://QmPspXxbnnqbfzgDYkGwTsGEE9uBnRaeTP2njWwAXMZke5
370,OLD ADDINGTON | TEZOS PIRATE 370/666,467,23.6881719301,Uncommon Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmQTRDnoZKoqxwr9HVWxp2LAR8CLT8LZ4agufVtMEF67Sj,ipfs://QmSymvQhozMDcETYPRhVLPzdoE5yddyWhDc8h7ZenAahJm,ipfs://QmSquihvrHhL67mP6ACUv454iP1tYEj78hSWrYVnqiTD5C,ipfs://QmWfLMdxz8NKvEUxj8wU575d3GwE7YJGxxg1UGnQgeWLDw
177,PARRY PENNEY | TEZOS PIRATE 177/666,469,23.6437165301,Common Animal,8,Common Beard,Common Boots,Common Hat,Rare Jacket,Common Pants,Crewmate,Common Sword,ipfs://Qmdek3N5ohfBkZoWe92zKMrc9xWUerznYTbgScuQtvsgWg,ipfs://QmdkzfcF9NkchQRL5poiwXZssQsyW9j4Eu6XdnY42f4qHn,ipfs://QmfLgUkzRbZLEjX26EKYJ9Mq5jvWsuUhpBdWaNGgxqex7f,ipfs://QmaAi6BZ81Dteq9WS2pemn5uTsXgPkBSjR9hAMKx4RJu65
392,KING RHYS | TEZOS PIRATE 392/666,469,23.6437165301,Common Animal,8,Common Beard,Common Boots,Common Hat,Rare Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmW8A1DqAaSXMuZHAwDVawFpqQacqkQS2W47TcUDhD9ykw,ipfs://QmQZfhEVP49P23X5CnxuRA4rUks52vbTrtj2rPx3pRVU2Y,ipfs://QmWtkgqfH1TSRHx2fk2x6iJWaQdXSomDSDesvhi3MgPM1k,ipfs://QmXj4atPCDhAyK8JwU6aA7aPhE5cWBu3DDiCwswai9sKza
188,CRANKY VEXX | TEZOS PIRATE 188/666,471,23.6427832294,Uncommon Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://Qmf7B8y1YWkXTi5khbPZvrgbUjyYNd4AgztL3AVmU676bn,ipfs://QmaqPvc951h9oCDrt3SFsLyi3cXYBpSwcUhsFgEjqYQGwH,ipfs://Qma72ogyDta1cSm4C4oeCJjGTGUGTQFcY4jqLBX1sK3XCN,ipfs://QmfXaoFjR9NekYTQgyYdm6uFp4jvr3h7kEsJrWTQ8DsYCq
197,SILVER PEDDLE | TEZOS PIRATE 197/666,472,23.6198346376,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Uncommon Jacket,Common Pants,Crewmate,Uncommon Sword,ipfs://QmT2vmFmW7gG7kLwib52UMmTDUQkdpk4s8FCp2EnvxGson,ipfs://QmYnn5jA191GWH89Y9RvHxQQvuxuTZPfKNgd2d22y3hJN9,ipfs://QmdcJsHYsLedztY2Cwsu1wjtbP743NawAJfuqrCdfg1dbZ,ipfs://QmbmWr7VAhyHkXDTp3YLKaR5jgq6pejLbxmaNP9cC3gkEx
467,TREASON FLEMING | TEZOS PIRATE 467/666,473,23.6044222833,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://QmWMQvmsbKnWQmDXQckZ8QqNpFsNs1bTbvr5kUkPLZcaQf,ipfs://QmZcG7QaPR6vbMK4vcFEZ4nrUaw34KysXNCsX7gJuoSQF9,ipfs://QmbPRq5RcLKYswPubF39mDGsd3rMJQD41Qt3zDMuekvr2i,ipfs://QmZtp1L7ajhsKQNpmXafTZRekWRSWzfbW6YsHsEqf678iN
528,WILLIAM SAMPSON | TEZOS PIRATE 528/666,473,23.6044222833,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://Qmbw1XDHm6E97cMynJxMVyDxbhK9acrWa4m3AupSKsMw7k,ipfs://QmdBMiA1kdXLVcDnNyDuAc14wbL4Z2MXbspfvDvhiXPq8W,ipfs://QmTAqdtLhGfDyektzhiSEnaMHiweKkB5iCzGakRM6WQKfE,ipfs://QmXAM34ZpJjLBJXRUXipyN9tKuGvpVHk8ewrrcZjyFT6TF
538,PETE VEXX | TEZOS PIRATE 538/666,475,23.5415878447,Common Animal,8,Common Beard,Rare Boots,Common Hat,Common Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmVDfpY2LiUCWzPqRopzGw2bo4sGnMN8ARPkLz6EgkLx59,ipfs://QmV8TgsXjXUvwJBCZnJQCQxn2xkzZguk8Dr9o7EfncpHWz,ipfs://QmZf4hHLXE1Wzg1YTzpTTKKDRAa1E7tBNF7NULCQv3bJgG,ipfs://QmURSYfse1H4hxpp21b6kTsGu4MdKQL9QNkcnzCvxs55B6
253,CARLYE THE DRUNK | TEZOS PIRATE 253/666,476,23.5209945599,Common Animal,8,Common Beard,Rare Boots,Uncommon Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmTYuZZf2VjpjtjCAtCFJkYZfZEKwizBZHparZMqy97FEz,ipfs://QmUKscExY1Wi3SWy36AT61zWMvvFyhiWPi9J6KNxLYcWNi,ipfs://Qmc3UrFuWYNrqntJToMMUyPHHbBrnakdu8BXH9AEVCPLxk,ipfs://Qmb2RVaYL7664umne7c6JRNLANUriejMeTw4GqKXvTQwPR
280,DAVID RHYS | TEZOS PIRATE 280/666,477,23.4798098699,Common Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Uncommon Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmWMqTompcg7mzbqHSdCN9zLe2yaV1ecAMGd7qRVAx1Yn4,ipfs://QmXEUFsSeg93gHiQpxyi5EGszrYx2Z85GPZhC9fF8GNid6,ipfs://QmRRfbeWq1Q5JDHSBVRhPQzxXGLKDNpAMEWngCsQoisAaJ,ipfs://QmbbwaTZWLviUJJ5Mwjjy8gMSUWc4HQWJS5JFYUY3QdAy5
354,HERO FOUR EYES | TEZOS PIRATE 354/666,478,23.4414489237,Common Animal,8,Common Beard,Uncommon Boots,Common Hat,Common Jacket,Uncommon Pants,Crewmate,Uncommon Sword,ipfs://Qmegwp54BC5aH7qcLefXspbMgvgd2QbWUrFWEmV2ASKf5T,ipfs://QmTBFBJf24QFdRR3Km1LCCRurUfwg4Uqeev9S6b6MC9fyU,ipfs://QmW1mu3usVDHZ7rrnbvq8ekpaPiZdPxGQvoPe1ZoBmWsbQ,ipfs://QmNuPwrUNpaakCp2BgtG9Evz79XWVcHgKTZPiQSMFFkcX7
431,TOE PENNEY | TEZOS PIRATE 431/666,479,23.4190088149,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Crewmate,Common Sword,ipfs://QmYDm5uKJnx9N36kSHqjSKBwN6bxLNxeNUC6CHMwF29DFy,ipfs://QmNQdLPwVWuU1uohk4R4SPtZPpNW3ET4LBtbgnq6jvPvr3,ipfs://QmU1dP32z5RUTq8pBvcnNxph7Sm7fPN3YtSCPrd13CGmmZ,ipfs://QmcuNCxyuzArsgo8Bez6L9HAiuu739rcdurhg4DwxbpAZp
