ID,Name,Rank,Rarity_Score,Animal,Attributes,Beard,Boots,Hat,Jacket,Pants,Profession,Sword,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
319,SPARROW THE DRUNK | TEZOS PIRATE 319/666,146,45.0039376144,Epic Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmWpHzK49NJS8zXWzVe5Fae7FBGag3LkFGTfJ9vFRqA6vJ,ipfs://QmeR6aJ7fYgGobe5P2pRYmCVVvL2DPaLUy6fXPUTQ1zMYQ,ipfs://QmYng38wNAcHMntKGUF8z4FyT7yKnQ6wUHrwuFPVH45vE2,ipfs://QmXDvL2PxyYcSVZwpNLUGi9u7tof9T2Q8oDrHznPYKB16q
75,EXECUTIONER THE UNSEEN | TEZOS PIRATE 75/666,147,44.9716670103,Epic Animal,8,Common Beard,Uncommon Boots,Common Hat,Uncommon Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://QmecF438wxfLfth5ws4q7KsU5zxx698zizxh2iQthckrui,ipfs://QmYaAkgARcgbGx6tsdxyXy1XEFtdS8W3MRkXkWjF1uTeiG,ipfs://QmXgdVrVwJ9Dh7decgH4m91cQ4Fr6ewCcy625TpwTv8SAR,ipfs://QmXXL5y7UYx4Nq3LmFpokDBaHXsbQDa9XYCWXqSsAy4sg2
213,FOX MASTER | TEZOS PIRATE 213/666,148,44.8355779203,Common Animal,8,Common Beard,Common Boots,Rare Hat,Epic Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://Qmenebi4oAMSAJnkjyCyTxQBgBRznXJYfcAxzdRnbtZEzw,ipfs://QmXYctwB3jEEdMXc5DM41vhPrRXeCi3zFg5hEyYcT41jLY,ipfs://QmQ8bU89bZRJqSc3dKntGiwpoWYpwcU4XLP3ofM8EApRTB,ipfs://QmVknHwyRKJDydBSpDx9x8CrNxdPrtjApoucnZ5Fi6kryN
552,WHITEBEARD MASTER | TEZOS PIRATE 552/666,149,44.8338627204,Uncommon Animal,8,Common Beard,Uncommon Boots,Common Hat,Epic Jacket,Rare Pants,Navigator,Common Sword,ipfs://Qmaun9MHMPcPAbpxdChdGcx5dfkmnysJnQHEik5KtcmYac,ipfs://QmdkXrQ2RDwU3UffZbbxJMffJQer6y7fj2vRMKRFpZSRyf,ipfs://QmczCLXSih2Pr9QxQQEvj7D4qT7Ymfq6674c2KUaYix3rY,ipfs://QmVaTafq2wgr6Q88EaRjAascqqwkviCJhdmiYJc2WaDaRC
509,RASCAL SAMPSON | TEZOS PIRATE 509/666,150,44.7772027471,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Epic Jacket,Rare Pants,Navigator,Common Sword,ipfs://QmX8MXVjdaVmF4J6qfGyhfB6VcuEEPnGr2me47qcwRja9M,ipfs://QmS61PZSu7pFYYGf42u5jWPkQQ2TwztogFK6ZsRhGv13bY,ipfs://QmPfiJtKTARxUtD7AMG8AqrPJRvJruyB6WMkjQuWzd8MB7,ipfs://QmNQXQbD11Ls9mGo4Df5WQZdgPRxRkPWZmCfvaedSkpcvT
353,BLOODY STRAW HAT | TEZOS PIRATE 353/666,151,44.5486638428,Common Animal,8,Common Beard,Common Boots,Common Hat,Epic Jacket,Common Pants,Navigator,Rare Sword,ipfs://QmZQeXnS7aXW92WBkyyiKujXisiV7bMoXB2Syabw7ec4iQ,ipfs://QmUQLhBqTkBiQnezmMjJ54SAa7WdA95g5pYSMNoT4WjCa2,ipfs://QmSvpJWzfb8UFeMfYVQRScigB22hHH84uy1RTgmfGta7QK,ipfs://QmWXhEJv434R3QeoPKmkKsktNrMvoZJEDw7c3pcgfAhDCL
221,SWAB HAWK | TEZOS PIRATE 221/666,152,44.2554344581,Common Animal,8,Common Beard,Common Boots,Common Hat,Epic Jacket,Rare Pants,Navigator,Uncommon Sword,ipfs://QmXytsy5GXQsvqyRsPZGFo1oyR1SCytjJ79i6bvNTr4fUo,ipfs://QmbR6QzBGDHsHqEpBtXioecE5t9hWoJDZHDhZuHYsQ3coP,ipfs://QmYTm4iXkPuqeG1Q3YXn796iXAcny3rdy1o9mz2AT7TvzH,ipfs://QmPWUT5r1KwnySf5jLPMAHfKbdemDk72qc9zo4ACPxMW56
344,BANCROFT KENT | TEZOS PIRATE 344/666,153,44.128093232,Common Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Epic Jacket,Uncommon Pants,Navigator,Uncommon Sword,ipfs://QmNVDatRo9DvdRGWzHvchaMeJz4j8s4xdCmZXT3RZjatpy,ipfs://QmNQ3amwMeui5sqoEPKE18d96Dy2EaaBEBwzsgUy5ax2Cx,ipfs://QmPTztxjhmf8zd2hNxw6jkdGv5ergm66988DtvAjN9nfDU,ipfs://QmaQyjdXJVX7nt4MNKFPaVGCLuBQvBgNqHdSHqrts9H6Cb
90,ANGEL IRONHOOK | TEZOS PIRATE 90/666,154,43.8978509856,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Epic Pants,Navigator,Common Sword,ipfs://QmPS9U48scvf8KnZjiKFypgMS6xrRWEndfZq2WJJ9JY1py,ipfs://QmcQ3C4SpjW7CaGtHWudWAbYYzzLZWDTkVwtGkQrF27vKZ,ipfs://QmQTRadyQThk6rto6db687fy1N8DF1CEgM9PNZAgv43X9c,ipfs://Qmedvpjo8XqXUy8S3rFEp2njnBeTEGgJe21YdzE35NxYeu
248,HANSEL BROOKS | TEZOS PIRATE 248/666,155,43.8736412342,Uncommon Animal,8,Common Beard,Uncommon Boots,Common Hat,Epic Jacket,Uncommon Pants,Navigator,Uncommon Sword,ipfs://QmchhAqadwaZ7qnGudu4BUDo91JZ1zFGoCY6KMwByj9dSg,ipfs://QmNdxKmakuzUNBY8ta8Ao56S9gH47GWLZkAiGYQUSZ6XER,ipfs://QmbJJ2A2U4LuahzJ5Cj4tQLYurFHVqDK1oW4LpuUv3xo3q,ipfs://QmPEJArXM8LLeFHKSe1HToGvsiqcTxd7C1zn25a8EFNq68
352,SAVAGE RAZORFACE | TEZOS PIRATE 352/666,156,43.8288124562,Uncommon Animal,8,Uncommon Beard,Common Boots,Common Hat,Common Jacket,Epic Pants,Navigator,Uncommon Sword,ipfs://QmckF7v9Z6PpKD8WZvxGeARWoeUs8xc2dm4MeUwg4punMx,ipfs://QmZaTi4dkYhk9Fx57ZAjsL31S5ZBuVGtz5GhhKWJrnWBiG,ipfs://QmRVzdjNLtvL7KuSzde16TRpuJW47W1TDvu2WfYbY9X1UF,ipfs://QmXskWvemmexStRS3KTF1MLeEcvxaHRwuNBczncHYrVNJv
48,JOLLY MUG | TEZOS PIRATE 48/666,157,43.8149270748,Common Animal,8,Uncommon Beard,Common Boots,Epic Hat,Rare Jacket,Common Pants,Navigator,Common Sword,ipfs://QmbUE1pjzbXH4w5y7JY1RFmsHieRtCuaXsqoh2k4aDyGvo,ipfs://QmXbYYhEoP7Tgc3mABMTPYWXoCqrwGWujqRo8MaWYEpMeS,ipfs://QmfWFPZmvcT3dQaHE52cCjXsX3mgqaoofGAuCDa4qof2fB,ipfs://QmcagJzSnVXAiPcRr8w1KNm3RRUCwd4VXGN3M1AnT6k8ST
78,GRUBBY MORRIS | TEZOS PIRATE 78/666,158,43.7661194749,Uncommon Animal,8,Uncommon Beard,Epic Boots,Common Hat,Uncommon Jacket,Common Pants,Navigator,Common Sword,ipfs://QmX7fvnPhvv9YLJWknkyHPimcYbyU97ifUqNTp9YVCHjTc,ipfs://QmYeY6JCvTuqwtdHewpXczw78MMCG8BTjtAxbUwEJQ7923,ipfs://QmSWkwVpJVzxYxX2hAtAeEkpq2jiN7Zv66L18bNrcd2eti,ipfs://QmYzH9R8xD3vwxqTBpJA9jMqZxXY9p3RQmkbJSZwumC2rn
67,DEVIL LAW | TEZOS PIRATE 67/666,159,43.6887876885,Uncommon Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Common Jacket,Epic Pants,Navigator,Common Sword,ipfs://QmVwZHHNA1SQujjfyogk1fU8psJRNCa4NMwWw5DzXdrEdF,ipfs://QmYzfyyHcBw8kZYWgBKXvkq9G3ESC7bovMep8Lwmnrrn8N,ipfs://QmR2zAgKZkEzagP1WfGaNTspmtrEegqr5ZHbCMwiusnvMS,ipfs://QmZVV21regsnWPw24fXqk2EVtPJKaGJRnaHU3zXyZLJe8C
231,DAVE TWO-TEETH | TEZOS PIRATE 231/666,160,43.5672707678,Common Animal,8,Uncommon Beard,Common Boots,Epic Hat,Uncommon Jacket,Uncommon Pants,Navigator,Uncommon Sword,ipfs://QmUEoqcudutooWMqDdn8uHgCf294uguNwt6TE7vQAXZZsu,ipfs://QmWAyYHJqQN2nNYvMZX9bs3qTfCAC4pkQ2BCbf7bGTzE3G,ipfs://QmW9RLWztwB68jnUhcVZzDi9uSX77vXaGETwn3NQ9yi5PT,ipfs://QmQ41EFxReW8RAnQrj48HUeGdPBpdgKtpJho7Z8aPtjnt6
212,SWAB BUTCHER | TEZOS PIRATE 212/666,161,43.5216103182,Common Animal,8,Common Beard,Rare Boots,Common Hat,Common Jacket,Epic Pants,Navigator,Common Sword,ipfs://QmbcGe4VWuXY4cD3Zqakw1xu2BJ2iD7WYfqQLa7Dc3VKDf,ipfs://QmRwhDPGsfTD7JogYrrHo2azFtez9HkSRwQ7C5WHnRScF6,ipfs://QmSh3cSzYmGyZ4sdFeoWRX3EqzJNibZAwmi5MeUiZQYGPK,ipfs://QmYGGC2t5awBLSnxaFsuaHY6pchtpKQy4Db9wSp4hZVvrF
59,SLICK ROTTEN | TEZOS PIRATE 59/666,162,43.4956329952,Common Animal,8,Common Beard,Common Boots,Epic Hat,Common Jacket,Rare Pants,Navigator,Uncommon Sword,ipfs://QmWewLcYRwJxYM26bZBn7u9QtjNgfgj4hDhudrddPUke8g,ipfs://QmNfShWyFPKBEDNGUPvVk1Kxvyykvked65wsP8PbQS3bE3,ipfs://QmXpxnbgcT712owMU9qryNpEqWi32NquCVtAsTrVisqaDe,ipfs://QmZaqDADcKwYpRY7w5Ph96UgNGaHASR9GYTTcNaH6cfkgf
109,BANCROFT WHITELEY | TEZOS PIRATE 109/666,163,43.255327125,Common Animal,8,Common Beard,Rare Boots,Common Hat,Epic Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmbDQoSZDnQ5m1PFMhG5x411XNZEdAWM5EF4CvC4SowTxi,ipfs://QmTEFmGCuCUgvdn7vq2Fy7SyoGRHAmwZRuM5V8VqVD7nmh,ipfs://QmNwJYJVoKhEkAm7eZhp9jCSJ9K8iRkjysG835JNShaSTt,ipfs://QmQGQD4CVAY4WzqJfK9mTVphTHu6g3YSnZ3Y1YumzgStku
36,MALVO GUNPOWDER | TEZOS PIRATE 36/666,164,42.9703346584,Common Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Common Jacket,Epic Pants,Navigator,Common Sword,ipfs://Qmf3P8Zsghef1aeFN9b3yV5WmV6C5LJyfhzsGeAC1tnNY6,ipfs://QmdHFqV6veMWWyXWj4d5gXwYzBj7KJaiuiLPWfX9tEXXhx,ipfs://Qmd7tWn7ekVVu8T5xwuu42TRdi43bWvu6rKYu84PntmMJZ,ipfs://Qmb5evyfEG9o1NQeut2UEWNi6YHDErgYYHH7FLmf4JGdtb
417,BUCCANEER O'FISH | TEZOS PIRATE 417/666,165,42.9249459577,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Uncommon Jacket,Epic Pants,Navigator,Common Sword,ipfs://QmW92hMeGmRtBEf3DJ2ksdFP38TRP93NW4smsKgzMYN9sL,ipfs://QmRTvf3gUka1RqsQk8vuHbpDw4ysv6AHBcMjB76ohCAW57,ipfs://QmZVdC9FYTkcqmRy576f2duNhU6JdYs69GJkKSs1mZ9EjV,ipfs://QmNY3NUkbtC2Uk3JseJCLv4f4Psww9UGM1hANmyoAbXLTy
555,SNAKE THE DROWNED | TEZOS PIRATE 555/666,166,42.844076233,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Epic Jacket,Uncommon Pants,Navigator,Uncommon Sword,ipfs://Qme783V5t8eUrcUjLNVbv3jFxzRmEc4SWjuLyKdkP2A1oj,ipfs://QmPSrVmcmFXzCks4q5tbgNJ8VFKohDtmS4cqiAewTLU84s,ipfs://Qme9YESUQMWdrvggXgQbcuUWTXq3wm9r9vmuzQJUrikCTQ,ipfs://QmYFFswfFiuxkSUsziw2yUMX65yiJ4W3FufnLepApnGuqH
530,CLAYBORNE ROGER | TEZOS PIRATE 530/666,167,42.8234829482,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Epic Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://QmY3yJbEZvo99vDwGiV7K7fA9Vy8g2Hnybhi3MuRmpaTHv,ipfs://QmZp94hAf4zZaaQoHWNUNELfr1WuSD61SNGWJ3Y3YSCu3d,ipfs://QmRRZ6kmvsbWXFHuAZHChAXVJpjwbzrhPcsA24FPMKCDV1,ipfs://QmSwU7zXKE6jjfHhtJAfDnQfudqvFRAZHaW7VQbUcBsVHP
95,SAM SMITH | TEZOS PIRATE 95/666,168,42.7674866879,Uncommon Animal,8,Epic Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Navigator,Common Sword,ipfs://Qme8xxD9vLVwkeeQyeEkw1AoniYwefZnmseSgEXwULHoCZ,ipfs://QmWCQepNY6KN1DDodtY5a3nLHtxueMCGhvgaZKUQGbQ27T,ipfs://QmcFAFcBpME96rrpurnVEixrsCk1o5WwXVWFDqYMWLYHds,ipfs://QmTfunDCTbwZvnmoh6CPZvJVAYDHKFhA4QNogMZjD42pPj
122,GRUBBY HAYWARD | TEZOS PIRATE 122/666,169,42.7040514652,Common Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Epic Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmW8X8VM7XZeVXz7G9ybUDVRYyJHWPN867XwLqwjmcdUBg,ipfs://QmTvm5m4jb9rJjAu1y3TsuQ7tX5u78Xk9WEhtyoFFr5U3T,ipfs://QmfLZnwZvoqdtmLE3KdS4U63i8jqBLXKHnjtbAkvSvR2Sv,ipfs://QmVvjhAbUTaLeDWFfwfgopEEn4b5zgkuVZLJB6paSLVCMs
459,MAD LAW | TEZOS PIRATE 459/666,170,42.3062480757,Rare Animal,8,Rare Beard,Common Boots,Common Hat,Rare Jacket,Common Pants,Navigator,Rare Sword,ipfs://QmQpJq1TwMrKVi4jeoxdToVwjNMfyP7LFFQfMceM5Qm7j5,ipfs://QmctfTtHggUTqUFrVA9avsBfMryCcEizGFcDbBLNKi8Grv,ipfs://QmfBTJxb1hbPpS8Xfmuaa8hVdnP8SXgbTMFdLDiJNuZJNz,ipfs://QmQhZJ4z7JMMn8aAF4aiUnicvAxbh6neVG9A7MVf11LJCy
34,TOM THE CRUEL | TEZOS PIRATE 34/666,171,42.3056199993,Rare Animal,8,Rare Beard,Rare Boots,Rare Hat,Uncommon Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmaptauEiWLmBq7oeHhtRW4byQh5h92rYKXarVpGoJL4X6,ipfs://QmWk4fbrrHpzgxJ1orA6aETCkNGxdDzVD3yEDcmBYxNFGo,ipfs://QmermnTLPGnjRgHQQn6HzhuYywH4FZU6XbmZLpsqnofLQe,ipfs://QmfNriVWZr5NmpdfXphgx1ZfZFJXq8qjFpc4rYBLbgL9qG
123,COOK RAIDER | TEZOS PIRATE 123/666,172,42.0490336579,Common Animal,8,Epic Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Navigator,Common Sword,ipfs://QmNTCvZR3EyJRMRWC45muSm8apC6ks7hhpJ1GF5XiVaU5Z,ipfs://QmRz7735eRNSKBmeHZNFuCTGT61TZEbk1EJE8h1aJpw2uh,ipfs://QmV7eagEBzRvGAEBS6MJny4q28DmF4CanBm7NqWiJxMPkR,ipfs://QmPZNErtuskT3tVfpWSa51ToJN4WwLRtSm8xsdWp8tZiBj
304,JAMES PRESTON | TEZOS PIRATE 304/666,172,42.0490336579,Common Animal,8,Epic Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Navigator,Common Sword,ipfs://QmTtVJGjZxBo71f7XqfEaB6ArepigQ6zampoqqemSUgN3j,ipfs://Qma7QpDsR4sXdnxqHNwuJmvjWC4gyedN3RmZBdbTcHpUJE,ipfs://QmSDkhSAPwh1ivHsRgFunCCvs1KDXK9YFrGk6dyp9PDK5H,ipfs://QmVWq9Gu1RcdwSbC3suicCSsC2gDyJ1o8XHjtdrRQFYJns
557,GOLD BRADFORD | TEZOS PIRATE 557/666,172,42.0490336579,Common Animal,8,Epic Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Navigator,Common Sword,ipfs://QmSTbbfHCZgTr8C5SZAcMKunuDdWgqCeVwBESB4Vhez9cz,ipfs://QmcVqNCiaeK2Mwcz6o9oXrNVogUFK84duf13VTW97HwP61,ipfs://QmZpePdCsb5DtvUwHrEmxpjjQqomuR8hkGkiHEba9K3sny,ipfs://QmdfJRhaLXgErF5EGW23gaJY4wvuGoN4bp1RCfk16M8Kf5
193,CHOP CRONENBERG | TEZOS PIRATE 193/666,175,42.0387557778,Uncommon Animal,8,Common Beard,Epic Boots,Uncommon Hat,Common Jacket,Common Pants,Navigator,Common Sword,ipfs://QmayT6PD3JnNgtWtAtjXb2r5TLNF5xkJg2K3UvXoEMf5Ar,ipfs://Qmd5MfE3TY6T5B4iiDGbc6uNkNvgSRkTePjLGy8sc4TsRH,ipfs://QmNUEJRY3NWbaDyu8WVNcbFjXLnEEsBPwZJ2h8m4JBRxbX,ipfs://QmSXnUtPmyYuBdxhxNQTeFebzvPy817jNsonPCqKHHLHdx
203,ATWORTH THE DRUNK | TEZOS PIRATE 203/666,176,42.015807186,Common Animal,8,Common Beard,Epic Boots,Common Hat,Common Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://QmcmjBXUrmX1zzRc3myCtY1qGEnKus7AvctvGUAAbQqXAF,ipfs://QmZ6r3Nhi8xFy49xA6bbLsKBAY3fp2bcsBUBzG3ucpna3B,ipfs://QmbPiXxXK9f3sKkhcNLbmbfAPiBPyvzuZR7S9XrEiUVgqo,ipfs://QmdRVkNPTe8Pnc6wt23jbFV57aam7gkQBDCXDwUkGgjuW1
442,PLANK BUCKLEY | TEZOS PIRATE 442/666,177,41.9182509997,Rare Animal,8,Rare Beard,Common Boots,Rare Hat,Rare Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmNTMDfqkUYiFgoQnkjvwLXrS6mzHnjABjs7YRPAsSfEP8,ipfs://QmZnAb7hiSU2XxPsHgPopFARF4rc2CgbqPKe5ndbSWTAsY,ipfs://Qmcan527AbnAj84EoMFkP3V7zUq63rjqNn9w3gxMu4RNT4,ipfs://QmRTdz84iA5VA3mTJ3wdb4WG1eaDBN9QnGGYaXZxG3jDEF
205,CHIPPER TYDES | TEZOS PIRATE 205/666,178,41.8505779203,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Epic Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://Qmea8Bfhy9zUxbf8NhpURrwBNGEugnf3fqQJU2kVbLGdTc,ipfs://QmddhxA43BmyP7FNPQTyW1xV1J8EjVEc7VRxQuf3oMR8RQ,ipfs://QmbssePdCGxPCHHpMXGTTBNooLLxLKJYUmgqEMfN6TvQVG,ipfs://QmZjYgPTK1J2wH7bXxcepazsLeTbbbqXpANwJR9wLBw5Ft
330,TREASON MORRIS | TEZOS PIRATE 330/666,179,41.827223529,Common Animal,8,Common Beard,Common Boots,Epic Hat,Common Jacket,Rare Pants,Navigator,Common Sword,ipfs://QmP7AbB4QGSSN8PcPt9D3xodpEaWV1xngrybb6NQzQ6g4C,ipfs://QmaCE6mMChFNu8sFJXKztYnmrwmqf44XX1TR5BYzNy2MpS,ipfs://QmWj92Mcf2JEXKrBuvzVPRrm8Loh4UfagjpM6LC3aHQoei,ipfs://QmWD9wAimK4ATBP5totoNKjpd9vKY6ByU26xb1YznVjNJX
206,CLIVE GRIMACE | TEZOS PIRATE 206/666,180,41.7530619311,Common Animal,8,Common Beard,Uncommon Boots,Common Hat,Common Jacket,Epic Pants,Navigator,Common Sword,ipfs://QmRrA1LnVkWTUn1nwUMfH5MZMwNXVRVTUNnXSGvUNj9H3r,ipfs://QmapwD8cXDhQm1NxPv7KgLPudv2n1ZfpekYdZ4T8adUGMC,ipfs://QmfWNcPmgRZk4GQWn8y3wifHhQBuF9AGYP8UgBvHKfZhZS,ipfs://QmP7b9PpMH4DKQ2Qu413LGSgQx5UVN28tAEatNsxMbmcXs
450,BONES IMMORTAL | TEZOS PIRATE 450/666,181,41.7076732304,Common Animal,8,Common Beard,Common Boots,Common Hat,Uncommon Jacket,Epic Pants,Navigator,Common Sword,ipfs://Qmdq5X7WmWQiVKGWKbMnE3J1w1HhcNbHNWDRf9BbJAiJBm,ipfs://QmQYXu2SwMyd2ZVLaEwTwEmP61JSepEwbGuzpurKcNUGws,ipfs://QmfLAHz1b32DtyuQY2NsUv5KGS8S9AbY173Uy6R5PFV9JJ,ipfs://QmYT1qHuesKf9c3UgY2TkKngnLrfz2jhF9DZRwL4arJpEm
548,BUTCH EMMIT | TEZOS PIRATE 548/666,182,41.4018884285,Common Animal,8,Common Beard,Uncommon Boots,Epic Hat,Common Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://QmR6FPQU8ewtEcyFeNxG1M3LdH6XhD7jNVFkMpbgMaEWg4,ipfs://QmWj374zwG8yXo1UiFfb3KshpeBWn8VPQQRyEbrNXXQnVF,ipfs://QmeF3BC94xsrDkmZzvjbWUL63MDKxL6BKe6JEcmoqJrwWT,ipfs://QmUqaZUqDHN2pZQV82LUksKoS75NUktc9ErJUGsBvwN6Cj
505,JAMES HASTINGS | TEZOS PIRATE 505/666,183,41.4000416044,Uncommon Animal,8,Common Beard,Common Boots,Epic Hat,Uncommon Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmPp3mjJ3CSDKSkAQVwTAo9nNbeQjwFbaxnGRPFDzwwmF2,ipfs://Qmcwvfath6JQBrryUXh76RJF2itzJmdzThTUYfH7qSfwSm,ipfs://QmQUyReQ3i9uHRvEyAhswe5kuQYPp5SKDmbqA256tDJePP,ipfs://QmRBHkTZxGvmFr8BkqyCTmHhi8W8yDYjBsmKqNcg5VJ7KQ
410,KING THE FEARED | TEZOS PIRATE 410/666,184,41.1562381522,Common Animal,8,Rare Beard,Rare Boots,Rare Hat,Uncommon Jacket,Common Pants,Navigator,Rare Sword,ipfs://QmVbY13vrNdPnPXZvC4taM5HZ3PGtYSpcnzLJ4McT2ozkN,ipfs://QmeBDXS89MbXPUzNAY9kugcB41igsDjyRrckGi8hxBRBs2,ipfs://QmNqtDCLyqXm84xVA8uvhAdw1MjXZDjko3qhJhXDv3tTz7,ipfs://QmUfTDVPk7BqKr2KHXoVm1sS3nh3ErooWcbGJDEcpJ1dEv
28,WHITEBEARD THE DISFIGURED | TEZOS PIRATE 28/666,185,40.8226240016,Rare Animal,8,Rare Beard,Rare Boots,Rare Hat,Common Jacket,Uncommon Pants,Navigator,Common Sword,ipfs://QmQKTzwNGyYXCJwM6NfBReSKLWDApNuVDHnhoV3BhYSCgu,ipfs://QmQW6S3aJetabX81mkjsoURJChyFavmdK34hDvseTzWAMC,ipfs://QmPGcULV9Vu9YCiu94Ku5fAyXuxWPQgbTBj8KneG1PFvWm,ipfs://QmRNoBB3grfJAzLe2pbjPQjpmWfhrfVsTJ5fZwdQLEhc31
133,DIRTY BLUNDERBUSS | TEZOS PIRATE 133/666,186,40.6562537848,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Epic Jacket,Common Pants,Navigator,Common Sword,ipfs://QmQYURJuxqn4EbzW6ZdSDHRGJB9ya6Co9g5P76FY2w3qks,ipfs://Qmf1tjpJmJrMmiovdAa7PYH75Yj7EswEsB7JrAKeserP2k,ipfs://QmZMWb9objfLGQLhHJiEhdFBBMkFYAMfeh8qP98WVCrdHi,ipfs://QmQbTLxiETYEFyiSUEAPx2Dqh1WWXo4FQADoBMYFfqVo4p
298,RAGE EMMIT | TEZOS PIRATE 298/666,187,40.5919567602,Uncommon Animal,8,Common Beard,Common Boots,Epic Hat,Common Jacket,Common Pants,Navigator,Uncommon Sword,ipfs://QmVbVpEri3Arn5uMm4UUib81wEzzVZLZZ17MiTa1GjWUKZ,ipfs://QmU71d7HDa2mNKrcx1wFiqNQBjwMUxAFgg18MhTN6vuSUz,ipfs://QmbXkn3Ysx5WMvfHtPRxcSeqiy1mfzxBMMyAkjeY3bwJQa,ipfs://QmWaFgA1Bx2ygDP9Cr4K9D9tnv4thEtD68buPhovBP8XEF
502,CRAFTY IRONHOOK | TEZOS PIRATE 502/666,188,40.4065432917,Uncommon Animal,8,Common Beard,Common Boots,Epic Hat,Uncommon Jacket,Common Pants,Navigator,Common Sword,ipfs://QmNm56ieD5ct7z39CA7JeDf4eU7KP5pZ6XnAoF8epb1M9a,ipfs://Qmad3KFWDc2Rn8nnUMF1QCZ5WhAg2m2xpz268dBtvr7PnV,ipfs://Qmc9RmpW7B8XpBNt6K53GeuwaqVwSPuEvB9cgVUiVn1FR1,ipfs://QmbnEaVh6ykYUGfQE4qcyK3kMpDBh7XQJRKvoQp8YiBg9H
118,CHIPPER THE CRUEL | TEZOS PIRATE 118/666,189,40.3473977198,Common Animal,8,Common Beard,Epic Boots,Common Hat,Common Jacket,Common Pants,Navigator,Common Sword,ipfs://QmZkTtyXNAsaTFBsAQc6dNkuHMBG61kEFYzyuVUutCNheP,ipfs://QmcgqZuAEufH9RMsQcDhVf5pzfaw7JcTQ7DsnGKv638evw,ipfs://QmfN5eTbjvdG6emgQ16xgJavVDU5gJExFfR9hZh2qR6cbB,ipfs://QmPQJ2xDYgt2LUdboxYqNe4nM3j2HQzrD79JdvjbYnZQi5
259,BEACON MAD EYES | TEZOS PIRATE 259/666,190,40.3356150001,Common Animal,8,Rare Beard,Uncommon Boots,Rare Hat,Rare Jacket,Rare Pants,Navigator,Common Sword,ipfs://QmcLDRtgpYWJpRe8eojCYVrHXMeoWMS1YWUcarWKvZ6XqC,ipfs://QmYDNrUUASkro7ZH9cf8tHQnL2Vj1bZfCa4FbsTxru6muM,ipfs://QmdmqhiuKpjyPUzsuovp6PQRtY6FcmWNhFXEVoM3S3UjNe,ipfs://QmetSro3fVDe3AiYQsaE8vsZC7fBvwe8q12anA9qUsD22L
327,ATWORTH THE DREADFUL | TEZOS PIRATE 327/666,191,40.2246772327,Common Animal,8,Common Beard,Common Boots,Common Hat,Common Jacket,Epic Pants,Navigator,Common Sword,ipfs://QmRhP5pt8WsasWAKXw2gu4BpNJidj61khFC3afxC8CpMbt,ipfs://QmaSvQJxPqotDA6nxuKtZ5xK1BytHWbZ3yEyc3MmDUU661,ipfs://QmadDCpFPe6qVvhs9c6j8pKRzSa2gGoNAXxU6DSzSwH3YA,ipfs://QmUFfhALsyAF4aFpXuxD4qcQMXbt7o6tKu1QQWG3X5p4Su
81,BLACKBEARD PRESTON | TEZOS PIRATE 81/666,192,39.7863391817,Uncommon Animal,8,Rare Beard,Uncommon Boots,Uncommon Hat,Rare Jacket,Common Pants,Navigator,Rare Sword,ipfs://QmfSx3L6agobhWTB61GbwJWX13BiqQ51CUUACaighGoCzM,ipfs://QmdwfM8mpSfwS7ZhSZdkaPL7AHdHzAnkSnUgvU6Dyyaqcv,ipfs://QmfWa7rGq59u1SSL52a2FgKDwncRiQkQMHY6hQ93EiwFqe,ipfs://QmP8bjZbnf6FWARaxia4eck8syjF316dQp8ZVKDfEpMHBN
