ID,Description,Name,Rank,Rarity_Score,Animal,Attributes,Background,Body,Clothes,Expression,Eyewear,Headwear
1081,Animal #7824,Jones and all,1025,105.6296662206,Horse,6,Sea,Orange,Winter,Kneiving,None,Britpop
77,Animal #77,a lantern which,1026,105.5880953938,Pig,6,Hell,Pink,Military,Spaced,None,Betty
1149,Animal #8717,the very last.,1027,105.57992878,Horse,7,Flesh,Green,Police,Menace,Patch,Betty
840,Animal #840,they had the,1028,105.5412286007,Pig,6,Heaven,Pink,Banker,Unsure,None,Cap
573,Animal #573,future generations shall,1029,105.528705001,Pig,7,Stars,Brown,Beatnik,Spaced,Glasses,Artist
1043,Animal #5825,"bounded forward, seized",1030,105.5228285553,Horse,6,Camo,Grey,Doctor,Shifty,None,Bowler
1609,Animal #7178,pigeons swirled into,1031,105.4768170151,Horse,6,Woodland,Ghost,Polo,Eager,None,Betty
1040,Animal #5006,"expulsion, this traitor",1032,105.4397087312,Horse,7,Graf,Pink,Police,Yelling,Monocle,Cap
1966,Animal #3434,the other animals,1033,105.3822833893,Horse,6,Purple,Orange,Polo,Beard,None,Veronica
367,Animal #367,our imagining. Why,1034,105.124602722,Pig,7,Bright,Brown,Doctor,Shifty,Glasses,Betty
980,Animal #980,his tail which,1035,105.1221550821,Pig,7,Rave,Grey,Banker,Stoned,Glasses,Bowler
1895,Animal #5880,were the same,1036,105.0621290549,Horse,6,Sea,Pink,Summer,Unsure,None,Beret
161,Animal #161,"did, it was",1037,105.0543031302,Pig,6,Hell,Grey,Police,Stubble,None,Bowler
1474,Animal #1520,hanging in the,1038,105.0464642405,Horse,7,Death,Grey,Winter,Greed,Sunglasses,Elvis
1625,Animal #1391,a double ration,1039,104.9646389639,Horse,7,Wall,Tattoo,Military,Moaning,Lolita,Britpop
36,Animal #36,gone round during,1040,104.9400316944,Pig,7,Rave,Robot,Winter,Unsure,Monocle,Fisherman
453,Animal #453,"you bore, who",1041,104.8011357527,Pig,6,Graf,Pink,Banker,Stoned,None,Cap
1950,Animal #5378,"were duly delivered,",1042,104.7808518289,Horse,6,Money,Brown,Winter,Kneiving,None,Zeldman
612,Animal #612,The dogs had,1043,104.7546936511,Pig,6,Purple,Pink,Police,Dead,None,Halo
907,Animal #907,there was much,1044,104.7438686564,Pig,5,Camo,Green,Swimmer,Shock,None,None
401,Animal #401,to catch rabbits.,1045,104.7345739823,Pig,7,Death,Grey,Prison,Friendly,Monocle,Artist
1176,Animal #7758,was hard. The,1046,104.7199497617,Horse,6,Sea,Green,Beatnik,Dead,None,Artist
929,Animal #929,teaching and organising,1047,104.7062528132,Pig,6,Flesh,Pink,Banker,Kneiving,None,Halo
160,Animal #160,and when he,1048,104.6933371758,Pig,5,Wall,Brown,Police,Tired,None,None
1831,Animal #3120,"yard, flirting her",1049,104.6528153755,Horse,7,Bright,Orange,Military,Stoned,Glasses,Artist
1745,Animal #8604,Clover tried to,1050,104.6252216545,Horse,6,Sea,Orange,Winter,Menace,Glasses,None
146,Animal #146,but he was,1051,104.5658563818,Pig,6,Rave,Robot,Military,Happy,None,Horns
1487,Animal #8655,smashed the van,1052,104.545360751,Horse,6,Stars,Orange,Writer,Happy,None,Beret
841,Animal #841,entire song by,1053,104.5288912634,Pig,7,Graf,Grey,Jobs,Happy,Glasses,Horns
882,Animal #882,darkness. The pellets,1054,104.5176833667,Pig,6,Bright,Pink,Jobs,Dead,None,Horns
1713,Animal #3559,all the more,1055,104.4801954158,Horse,7,Stars,Grey,Swimmer,Yelling,Glasses,Bowler
1123,Animal #3694,sidelong look at,1056,104.3815319181,Horse,6,Wall,Pink,Snooker,Friendly,None,Fisherman
1448,Animal #7169,of the shelter,1057,104.3509791277,Horse,7,Wall,Orange,Military,Shock,Monocle,Beret
1408,Animal #9954,cards and continued,1058,104.3415799081,Horse,7,Rave,Ghost,Prison,Friendly,Sunglasses,Betty
1682,Animal #2587,hard bargains. These,1059,104.3322280256,Horse,6,Woodland,Grey,Prison,Happy,None,Elvis
526,Animal #526,"clear, then, comrades,",1060,104.3225376069,Pig,6,Purple,Brown,Military,Crazy,None,Veronica
663,Animal #663,friend. And remember,1061,104.3041027057,Pig,7,Wall,Robot,Winter,Dead,Lolita,Cap
1904,Animal #8666,to the two,1062,104.135665327,Horse,7,Wall,Green,Snooker,Friendly,Glasses,Betty
175,Animal #175,the farm he,1063,104.1334141682,Pig,5,Rave,Grey,Winter,Stubble,None,None
1632,Animal #5531,"him distinctly!"" and",1064,104.1058388165,Horse,6,Graf,Grey,Jobs,Shifty,None,Britpop
1999,Animal #5098,"of the windmill,",1065,104.0226894721,Horse,6,Purple,Orange,Doctor,Cigarette,None,Cap
900,Animal #900,Major died peacefully in,1066,103.9809897284,Pig,6,Rave,Pink,Doctor,Shock,None,Elvis
1695,Animal #4012,the barn. Nowadays,1067,103.9782049276,Horse,6,Bright,Grey,Teen,Spaced,None,Britpop
1986,Animal #8889,old days before,1068,103.9613713624,Horse,6,Wall,Ghost,Snooker,Friendly,None,Beret
758,Animal #758,"had said, his",1069,103.8727764334,Pig,6,Bright,Robot,Swimmer,Unsure,None,Zeldman
723,Animal #723,tune in my,1070,103.8340417608,Pig,6,Wall,Grey,French,Shifty,None,Bowler
1763,Animal #2208,"any pig, but",1071,103.8270951985,Horse,6,Purple,Brown,Swimmer,Happy,None,Horns
1410,Animal #4626,"sooner or later,",1072,103.7438024789,Horse,6,Graf,Robot,Banker,Stoned,None,Britpop
1690,Animal #6114,was not what,1073,103.7417717306,Horse,7,Bright,Ghost,Police,Friendly,Cobain,Police
1500,Animal #7685,Clover treated the,1074,103.6868745027,Horse,6,Purple,Robot,Snooker,Friendly,None,Artist
567,Animal #567,lives! And above,1075,103.6763149639,Pig,7,Purple,Pink,French,Unsure,Patch,Bowler
949,Animal #949,but with a,1076,103.6499375766,Pig,7,Virtual,Pink,Military,Shock,Sunglasses,Beret
881,Animal #881,shot into the,1077,103.647939788,Pig,7,Rave,Green,Prison,Shock,Glasses,Veronica
1300,Animal #3851,of the pigs,1078,103.6122449513,Horse,6,Purple,Green,Vicar,Friendly,None,Britpop
762,Animal #762,it was a,1079,103.5319645854,Pig,7,Money,Pink,Winter,Greed,Cobain,Fisherman
1856,Animal #3050,"the harness-room), to",1080,103.456246152,Horse,6,Camo,Brown,Police,Stoned,None,Betty
170,Animal #170,he would sooner,1081,103.3093217851,Pig,6,Heaven,Brown,Beatnik,Greed,None,Artist
1735,Animal #6913,so it was,1082,103.3086810653,Horse,6,Woodland,Tattoo,Police,Moaning,None,Betty
320,Animal #320,we are slaughtered,1083,103.2734944102,Pig,7,Camo,Green,Police,Shifty,Glasses,Betty
776,Animal #776,"coming, Tyrant Man",1084,103.2354239397,Pig,6,Purple,Grey,Police,Stoned,None,Elvis
157,Animal #157,"the farm, and",1085,103.2046572914,Pig,7,Stars,Grey,Military,Unsure,Lolita,Elvis
806,Animal #806,that day we,1086,103.1954025999,Pig,5,Stars,Robot,Police,Yelling,None,None
1596,Animal #6942,promise to pay,1087,103.194559085,Horse,6,Rave,Ghost,Jobs,Beard,None,Fisherman
400,Animal #400,run fast enough,1088,103.1918401248,Pig,7,Camo,Green,French,Kneiving,Sunglasses,Veronica
79,Animal #79,beam. He was,1089,103.1883562542,Pig,7,Rave,Robot,Banker,Stubble,Glasses,Veronica
1185,Animal #7019,upon Frederick. When,1090,103.1613768986,Horse,6,Stars,Pink,Winter,Spaced,None,Britpop
879,Animal #879,fly a charge,1091,103.1089363078,Pig,7,Money,Green,Banker,Stubble,Glasses,Veronica
1945,Animal #3766,been able to,1092,103.1017699271,Horse,6,Death,Grey,Teen,Beard,None,Betty
1277,Animal #5592,he left behind,1093,102.9020860125,Horse,6,Bright,Orange,Banker,Moaning,None,Halo
1757,Animal #7212,for the enemy.,1094,102.8471338528,Horse,6,Death,Ghost,Teen,Kneiving,None,Fisherman
475,Animal #475,natural span. For,1095,102.8371738542,Pig,6,Virtual,Ghost,Swimmer,Yelling,None,Bowler
388,Animal #388,hunger and overwork,1096,102.8170179824,Pig,7,Money,Pink,Beatnik,Dead,Cobain,Betty
627,Animal #627,such as rats,1097,102.675750345,Pig,6,Bright,Pink,Military,Manic,None,Fisherman
286,Animal #286,may say that,1098,102.6508435413,Pig,6,Stars,Grey,Police,Kneiving,None,Horns
747,Animal #747,"hoarse, but when",1099,102.6429263636,Pig,7,Camo,Pink,Military,Beard,Cobain,Fisherman
507,Animal #507,day that those,1100,102.6384433227,Pig,5,Wall,Pink,Winter,Tired,None,None
590,Animal #590,others. It is,1101,102.4763968983,Pig,5,Bright,Pink,Writer,Stubble,None,None
675,Animal #675,sleep in a,1102,102.4657650696,Pig,6,Graf,Pink,Winter,Happy,None,Halo
647,Animal #647,discovered to have,1103,102.4459707318,Pig,5,Graf,Pink,Military,Stoned,None,None
283,Animal #283,lay alone in,1104,102.3882260288,Pig,5,Camo,Ghost,None,Moaning,None,Elvis
95,Animal #95,comfortable after their,1105,102.3844919221,Pig,5,Hell,Green,Jobs,Kneiving,None,None
1476,Animal #6500,"the pool, would",1106,102.3629744882,Horse,6,Graf,Pink,Polo,Cigarette,None,Artist
717,Animal #717,old song of,1107,102.3508957757,Pig,5,Camo,Green,None,Kneiving,None,Elvis
1174,Animal #1937,at the harvest,1108,102.1571418461,Horse,6,Purple,Tattoo,Swimmer,Unsure,None,Beret
1315,Animal #4434,"purpose, but simply",1109,102.1362930973,Horse,6,Bright,Grey,Lawyer,Eager,None,Veronica
989,Animal #989,a complete system,1110,102.1239808592,Pig,6,Money,Brown,Beatnik,Menace,None,Zeldman
1269,Animal #5146,before. They were,1111,102.0635119266,Horse,5,Camo,Green,None,Menace,None,Elvis
108,Animal #108,fluttered up to,1112,102.0533774106,Pig,5,Death,Pink,Beatnik,Stubble,None,None
727,Animal #727,my mind. Last,1113,102.05158319,Pig,5,Woodland,Brown,None,Friendly,None,Fisherman
281,Animal #281,much time for,1114,101.8666033918,Pig,6,Purple,Grey,Vicar,Eager,None,Bowler
1224,Animal #2857,and fired. The,1115,101.7867746767,Horse,7,Rave,Grey,Prison,Yelling,Glasses,Beret
1906,Animal #6310,"any other animal.""",1116,101.7615723771,Horse,7,Purple,Grey,Doctor,Frustrated,Cobain,Bowler
484,Animal #484,children. Such is,1117,101.7029457171,Pig,5,Purple,Robot,Beatnik,Shifty,None,None
262,Animal #262,will come to,1118,101.670916994,Pig,5,Graf,Brown,None,Kneiving,Sunglasses,None
101,Animal #101,who settled down,1119,101.6612110826,Pig,7,Rave,Pink,Jobs,Eager,Monocle,Betty
872,Animal #872,was a fox,1120,101.6451753377,Pig,6,Wall,Brown,Vicar,Friendly,None,Veronica
1630,Animal #5787,some of Snowball's,1121,101.6322676493,Horse,6,Rave,Robot,Swimmer,Shock,None,Bowler
145,Animal #145,"of first-rate intelligence,",1122,101.5855100134,Pig,7,Woodland,Grey,Jobs,Moaning,Monocle,Bowler
341,Animal #341,that it cannot,1123,101.5475814494,Pig,6,Virtual,Green,Writer,Moaning,Lolita,None
206,Animal #206,a sort of,1124,101.5350841805,Pig,6,Virtual,Grey,Summer,Moaning,Lolita,None
760,Animal #760,but he sang,1125,101.4958609577,Pig,6,Rave,Ghost,Winter,Cigarette,None,Cap
1346,Animal #9667,farm a spirit,1126,101.4470207479,Horse,6,Woodland,Brown,Prison,Dead,None,Bowler
252,Animal #252,all made themselves,1127,101.4249809834,Pig,6,Purple,Robot,Writer,Stubble,None,Betty
81,Animal #81,and had lately,1128,101.3839578785,Pig,6,Money,Robot,French,Happy,None,Beret
1529,Animal #1127,once accepted the,1129,101.3640092972,Horse,6,Flesh,Brown,Jobs,Greed,Cobain,None
406,Animal #406,"work, he gives",1130,101.3217295336,Pig,6,Hell,Grey,Winter,Frustrated,Glasses,None
635,Animal #635,meeting: Are rats,1131,101.2277199912,Pig,7,Woodland,Grey,Banker,Stubble,Glasses,Artist
1672,Animal #6026,Only Boxer remained,1132,101.1188811398,Horse,6,Money,Grey,Polo,Eager,None,Britpop
1689,Animal #5427,when he inclined,1133,101.1049677546,Horse,7,Wall,Tattoo,Police,Moaning,Glasses,Elvis
924,Animal #924,they saw clearly,1134,101.0489897288,Pig,5,Flesh,Pink,Police,Stubble,None,None
1202,Animal #2231,trying with all,1135,101.0136425378,Horse,6,Purple,Brown,Teen,Beard,None,Cap
58,Animal #58,which he had,1136,100.9959751494,Pig,6,Woodland,Pink,Prison,Moaning,Sunglasses,None
815,Animal #815,"beasts of Ireland,",1137,100.9907106853,Pig,7,Stars,Pink,Military,Moaning,Cobain,Cap
1718,Animal #6485,Napoleon the credit,1138,100.893438287,Horse,7,Death,Grey,Banker,Yelling,Lolita,Veronica
1814,Animal #6361,"date, together with",1139,100.8859388134,Horse,7,Purple,Green,Teen,Friendly,Sunglasses,Fisherman
1036,Animal #3947,"Jones back?"" Once",1140,100.7709289705,Horse,7,Rave,Green,Writer,Friendly,Cobain,Betty
1881,Animal #7660,"""No animal shall",1141,100.7387389622,Horse,7,Money,Pink,Polo,Kneiving,Glasses,Artist
997,Animal #997,secret meetings in,1142,100.6914817074,Pig,7,Bright,Pink,Beatnik,Unsure,Cobain,Zeldman
356,Animal #356,now inhabit it.,1143,100.6100788723,Pig,6,Woodland,Pink,Swimmer,Unsure,Lolita,None
466,Animal #466,"the fields, what",1144,100.5918697759,Pig,6,Graf,Pink,Prison,Stubble,None,Artist
204,Animal #204,not be trodden,1145,100.5741347241,Pig,6,Flesh,Green,Doctor,Greed,Lolita,None
1100,Animal #1954,"the mornings, and",1146,100.5522653294,Horse,6,Bright,Pink,Snooker,Unsure,None,Britpop
775,Animal #775,the day is,1147,100.5488541361,Pig,6,Camo,Pink,Police,Stoned,None,Beret
1159,Animal #2543,did not at,1148,100.5282896963,Horse,6,Camo,Green,Winter,Shifty,None,Veronica
1001,Animal #7233,who was directing,1149,100.4957348792,Horse,7,Woodland,Orange,Swimmer,Unsure,Glasses,Betty
1781,Animal #9458,they used to,1150,100.4863750741,Horse,7,Purple,Grey,Doctor,Moaning,Patch,Britpop
1935,Animal #5142,animals could not,1151,100.4376534056,Horse,6,Virtual,Pink,None,Moaning,Sunglasses,Britpop
1544,Animal #6231,decree of Comrade,1152,100.4171928353,Horse,7,Purple,Grey,Banker,Manic,Glasses,Betty
234,Animal #234,"warmest place, and",1153,100.402531388,Pig,7,Money,Pink,Military,Spaced,Glasses,Beret
1113,Animal #7203,"against this vile,",1154,100.3921089765,Horse,6,Sea,Orange,Banker,Menace,None,Bowler
1870,Animal #7663,Chapter IX,1155,100.3888696503,Horse,5,Camo,Green,Polo,Moaning,None,None
746,Animal #746,my voice is,1156,100.244154906,Pig,7,Flesh,Pink,Prison,Menace,Sunglasses,Veronica
829,Animal #829,singing it for,1157,100.2091111327,Pig,6,Wall,Pink,Military,Stubble,Monocle,None
1417,Animal #1169,Windsor chair in,1158,100.1950561677,Horse,6,Wall,Pink,Polo,Unsure,Monocle,None
75,Animal #75,on his bed,1159,100.0610836619,Pig,7,Bright,Pink,Summer,Greed,Sunglasses,Fisherman
971,Animal #971,shrill voice. He,1160,100.0220728283,Pig,6,Graf,Pink,Military,Stubble,Sunglasses,None
439,Animal #439,eggs have you,1161,100.018084545,Pig,6,Wall,Pink,Swimmer,Unsure,Patch,None
597,Animal #597,"perfect unity, perfect",1162,99.9819041809,Pig,7,Purple,Brown,Doctor,Unsure,Monocle,Cap
1760,Animal #1060,"said Snowball, ""those",1163,99.9414616905,Horse,7,Bright,Grey,Polo,Shock,Glasses,Veronica
582,Animal #582,when they tell,1164,99.9094815894,Pig,6,Purple,Grey,Police,Shifty,None,Elvis
1000,Animal #1000,of Animalism to,1165,99.879267625,Pig,6,Stars,Pink,None,Beard,Glasses,Bowler
655,Animal #655,towards Man and,1166,99.8395900011,Pig,7,Woodland,Pink,Writer,Menace,Glasses,Elvis
443,Animal #443,those eggs ever,1167,99.8112159557,Pig,6,Camo,Grey,Beatnik,Stubble,None,Cap
1020,Animal #7563,evening of that,1168,99.7776719574,Horse,5,Woodland,Pink,None,Moaning,None,Fisherman
985,Animal #985,turn black into,1169,99.7001192367,Pig,6,Graf,Ghost,Doctor,Spaced,None,Bowler
91,Animal #91,cut. Before long,1170,99.6581877748,Pig,6,Camo,Pink,Prison,Happy,Lolita,None
1468,Animal #9108,"hungry, they slept",1171,99.62684228,Horse,7,Wall,Pink,Snooker,Friendly,Glasses,Artist
172,Animal #172,tail and no,1172,99.5972634593,Pig,6,Graf,Green,Military,Tired,None,Artist
407,Animal #407,back to them,1173,99.4793477081,Pig,6,Hell,Green,Summer,Eager,None,Veronica
199,Animal #199,cheeping feebly and,1174,99.4054558875,Pig,5,Flesh,Pink,None,Moaning,None,Elvis
1199,Animal #1944,jealousy which had,1175,99.3507310428,Horse,6,Death,Orange,None,Happy,Glasses,Veronica
1626,Animal #6647,the summer wore,1176,99.2978523143,Horse,7,Wall,Ghost,Teen,Unsure,Lolita,Britpop
110,Animal #110,sheep and cows,1177,99.2858878077,Pig,7,Hell,Brown,Banker,Shock,Glasses,Bowler
260,Animal #260,I had last,1178,99.2000990307,Pig,7,Death,Pink,Jobs,Frustrated,Glasses,Veronica
1605,Animal #7309,in rebuilding it,1179,99.1862193623,Horse,7,Flesh,Grey,Military,Moaning,Patch,Veronica
402,Animal #402,Yet he is,1180,99.1572975007,Pig,6,Woodland,Brown,Military,Moaning,None,Horns
1724,Animal #8307,went on pension.,1181,99.1263738371,Horse,6,Rave,Ghost,Military,Cigarette,None,Cap
1247,Animal #6477,"animals everywhere, even",1182,99.0789244336,Horse,6,Purple,Grey,French,Spaced,None,Artist
1359,Animal #9399,some word of,1183,99.0661323405,Horse,7,Purple,Orange,Banker,Moaning,Patch,Veronica
1993,Animal #8174,and talk by,1184,98.8969631067,Horse,6,Flesh,Green,Teen,Unsure,None,Cap
456,Animal #456,pleasure of your,1185,98.8926381114,Pig,6,Bright,Brown,Police,Yelling,None,Horns
288,Animal #288,nature of life,1186,98.7695315023,Pig,5,Bright,Brown,Swimmer,Cigarette,None,None
116,Animal #116,"and Clover, came",1187,98.7672969679,Pig,7,Graf,Robot,Winter,Kneiving,Glasses,Horns
1148,Animal #6914,"said–at Foxwood, and",1188,98.7123681308,Horse,6,Wall,Pink,Polo,Cigarette,None,Betty
106,Animal #106,themselves on the,1189,98.7054873024,Pig,6,Wall,Pink,None,Greed,Lolita,Cap
607,Animal #607,had crept out,1190,98.688157046,Pig,5,Graf,Green,Writer,Shock,None,None
824,Animal #824,animals into the,1191,98.6448104641,Pig,7,Bright,Robot,Beatnik,Frustrated,Cobain,Veronica
1400,Animal #4345,alone to the,1192,98.5770413772,Horse,6,Wall,Ghost,French,Beard,None,Fisherman
1445,Animal #6702,Squealer counselled them,1193,98.5759154758,Horse,7,Bright,Ghost,Jobs,Moaning,Glasses,Police
422,Animal #422,that I see,1194,98.5247216006,Pig,6,Rave,Robot,Banker,Stubble,None,Bowler
498,Animal #498,a year. To,1195,98.5242554514,Pig,6,Graf,Pink,Swimmer,Cigarette,None,Fisherman
1257,Animal #7116,bearing a scrap,1196,98.4538674322,Horse,7,Flesh,Grey,Beatnik,Dead,Lolita,Betty
1604,Animal #3428,the plans grew,1197,98.4417305086,Horse,6,Death,Green,Teen,Unsure,None,Fisherman
638,Animal #638,"once, and it",1198,98.4298495235,Pig,6,Death,Ghost,French,Unsure,None,Fisherman
10,Animal #10,shut the popholes. With,1199,98.3781358645,Pig,7,Death,Robot,Beatnik,Beard,Glasses,Fisherman
1525,Animal #5552,his face told,1200,98.3739737823,Horse,6,Woodland,Grey,Beatnik,Kneiving,None,Police
688,Animal #688,"Weak or strong,",1201,98.3614944786,Pig,6,Virtual,Brown,Doctor,Beard,Glasses,None
235,Animal #235,finally squeezed herself,1202,98.3568703605,Pig,7,Wall,Ghost,Prison,Eager,Monocle,Bowler
1207,Animal #1204,the animals. When,1203,98.2762661915,Horse,6,Woodland,Orange,Swimmer,Kneiving,None,Veronica
600,Animal #600,are enemies. All,1204,98.2307775074,Pig,6,Camo,Pink,Prison,Moaning,Monocle,None
284,Animal #284,"my stall, and",1205,98.1881369928,Pig,6,Woodland,Pink,Police,Kneiving,None,Police
1200,Animal #5463,"up, someone was",1206,98.1621818274,Horse,7,Stars,Grey,French,Menace,Glasses,Britpop
834,Animal #834,and a few,1207,98.1339704013,Pig,7,Wall,Pink,Police,Frustrated,Sunglasses,Fisherman
1834,Animal #2799,now launched his,1208,98.0191024542,Horse,7,Death,Orange,Military,Shock,Glasses,Betty
1910,Animal #4577,been arranged. He,1209,97.9285263028,Horse,7,Stars,Pink,Police,Moaning,Sunglasses,Fisherman
312,Animal #312,it are forced,1210,97.845067307,Pig,6,Money,Grey,Winter,Shock,None,Cap
1080,Animal #2854,for Jones. Jones,1211,97.7150715148,Horse,6,Graf,Orange,Beatnik,Spaced,None,Beret
1789,Animal #5562,to Frederick of,1212,97.7059668004,Horse,6,Purple,Pink,Polo,Cigarette,None,Veronica
458,Animal #458,was sold at,1213,97.6478278289,Pig,6,Stars,Brown,Military,Menace,Monocle,None
1003,Animal #3677,"reapers and binders,",1214,97.5617828491,Horse,6,Bright,Pink,Jobs,Menace,Patch,None
1350,Animal #2173,chose could come,1215,97.4749211288,Horse,6,Purple,Pink,Snooker,Friendly,None,Betty
307,Animal #307,will keep the,1216,97.4537185539,Pig,7,Flesh,Pink,Summer,Dead,Glasses,Artist
686,Animal #686,ever tyrannise over,1217,97.4531197615,Pig,6,Money,Robot,French,Kneiving,Glasses,None
1640,Animal #7269,out while the,1218,97.3807623345,Horse,6,Wall,Tattoo,Winter,Kneiving,None,Fisherman
722,Animal #722,had known that,1219,97.3485182067,Pig,6,Hell,Grey,Police,Menace,Lolita,None
1979,Animal #7681,admit privately to,1220,97.2464579505,Horse,6,Wall,Pink,Polo,Happy,None,Elvis
1792,Animal #2325,to learn the,1221,97.1629157617,Horse,6,Wall,Pink,Polo,Shock,None,Britpop
322,Animal #322,No animal in,1222,97.1364163345,Pig,5,Purple,Brown,French,Dead,None,None
412,Animal #412,he keeps for,1223,97.1097290101,Pig,5,Death,Robot,None,Kneiving,None,Bowler
1068,Animal #2081,in agreement: whatever,1224,97.1092806937,Horse,6,Virtual,Orange,Prison,Menace,None,Bowler
1510,Animal #3331,said quietly that,1225,96.9923870918,Horse,7,Graf,Orange,Teen,Greed,Glasses,Bowler
735,Animal #735,"back–words, I am",1226,96.9458059332,Pig,7,Bright,Green,Police,Happy,Patch,Artist
503,Animal #503,horses and the,1227,96.940634224,Pig,6,Wall,Grey,Military,Manic,None,Beret
1916,Animal #7069,as soon as,1228,96.8927695338,Horse,6,Flesh,Green,None,Happy,Glasses,Fisherman
1334,Animal #6518,soul is on,1229,96.8676455423,Horse,6,Flesh,Brown,Polo,Kneiving,None,Veronica
1196,Animal #9530,great admiration for,1230,96.8400979077,Horse,7,Graf,Ghost,Polo,Menace,Glasses,Britpop
391,Animal #391,the only creature,1231,96.8241837995,Pig,7,Graf,Ghost,French,Unsure,Glasses,Elvis
1266,Animal #3051,be worn on,1232,96.8190607408,Horse,6,Camo,Green,French,Happy,None,Fisherman
657,Animal #657,Whatever goes upon,1233,96.7765329211,Pig,5,Purple,Robot,None,Menace,None,Elvis
1949,Animal #7909,"the bricks, sand,",1234,96.6438798953,Horse,6,Wall,Pink,Vicar,Friendly,None,Bowler
114,Animal #114,the cud. The,1235,96.6334436815,Pig,6,Rave,Brown,Winter,Shock,None,Cap
258,Animal #258,already about the,1236,96.6254384389,Pig,6,Purple,Grey,Summer,Stubble,None,Artist
274,Animal #274,duty to pass,1237,96.5630425634,Pig,7,Purple,Pink,Swimmer,Stubble,Glasses,Bowler
339,Animal #339,land of ours,1238,96.5470481834,Pig,6,Rave,Pink,Banker,Yelling,Lolita,None
1164,Animal #1675,the cleverer ones,1239,96.5193717383,Horse,6,Sea,Ghost,Banker,Eager,None,Veronica
619,Animal #619,rats saved their,1240,96.4540069369,Pig,6,Heaven,Grey,Military,Unsure,None,Betty
1909,Animal #7727,the subject had,1241,96.4486047981,Horse,7,Wall,Robot,Swimmer,Menace,Lolita,Beret
368,Animal #368,then do we,1242,96.4288498748,Pig,6,Bright,Pink,Doctor,Greed,None,Horns
847,Animal #847,burst out into,1243,96.401050219,Pig,6,Bright,Robot,Jobs,Stubble,None,Bowler
1552,Animal #9129,than now. They,1244,96.346591083,Horse,5,Flesh,Ghost,None,Kneiving,None,Betty
376,Animal #376,"beings. There, comrades,",1245,96.2730798677,Pig,7,Camo,Pink,Beatnik,Unsure,Monocle,Elvis
1356,Animal #7932,"wire, scrap-iron, and",1245,96.2730798677,Horse,7,Camo,Pink,Beatnik,Unsure,Monocle,Elvis
1583,Animal #2131,"for the cows,",1247,96.2434369404,Horse,6,Bright,Tattoo,Writer,Friendly,None,Bowler
852,Animal #852,"whined it, the",1248,96.2381866005,Pig,7,Woodland,Brown,Winter,Kneiving,Cobain,Veronica
1704,Animal #1435,leaps of excitement.,1249,96.2065778327,Horse,6,Death,Grey,Banker,Spaced,None,Betty
869,Animal #869,who sprang out,1250,96.1386254814,Pig,7,Death,Pink,Doctor,Yelling,Glasses,Betty
517,Animal #517,"for the dogs,",1251,96.1261921923,Pig,6,Death,Green,Banker,Stubble,None,Bowler
419,Animal #419,that owns more,1252,96.1235553825,Pig,6,Wall,Ghost,Summer,Beard,None,Fisherman
579,Animal #579,falter. No argument,1253,96.0592072339,Pig,5,Flesh,Ghost,None,Menace,None,Betty
1399,Animal #1502,"back, the others",1254,96.0126321011,Horse,6,Sea,Ghost,Banker,Kneiving,None,Artist
656,Animal #656,all his ways.,1255,95.8690156327,Pig,6,Purple,Green,Beatnik,Eager,None,Halo
928,Animal #928,The work of,1256,95.8475510354,Pig,6,Rave,Pink,Writer,Shock,None,Beret
1594,Animal #3292,both in and,1257,95.7428444175,Horse,6,Hell,Brown,Banker,Dead,None,Veronica
943,Animal #943,"was a large,",1258,95.7058825696,Pig,7,Stars,Ghost,Prison,Unsure,Glasses,Bowler
1327,Animal #4174,"Even so, it",1259,95.6582968976,Horse,6,Sea,Ghost,Police,Moaning,None,Britpop
1323,Animal #4790,"did not suppose,",1260,95.4950362718,Horse,7,Stars,Grey,Banker,Menace,Lolita,Britpop
1209,Animal #6609,guarded his bed,1261,95.260696182,Horse,7,Woodland,Brown,Police,Eager,Cobain,Artist
771,Animal #771,to my joyful,1262,95.1796210818,Pig,6,Death,Robot,Prison,Greed,None,Artist
1927,Animal #2239,but by the,1263,95.118278293,Horse,7,Flesh,Orange,Winter,Friendly,Lolita,Veronica
1493,Animal #6063,before retiring for,1264,95.0888940632,Horse,6,Death,Brown,Doctor,Kneiving,None,Elvis
595,Animal #595,among us animals,1265,95.0845838995,Pig,7,Purple,Pink,Swimmer,Beard,Glasses,Cap
1306,Animal #4561,"have dreamed, comrades?",1266,95.0535489915,Horse,6,Purple,Ghost,Teen,Dead,None,Britpop
440,Animal #440,laid in this,1267,95.0388220855,Pig,7,Wall,Pink,Police,Shock,Lolita,Fisherman
527,Animal #527,that all the,1268,94.9985282829,Pig,6,Purple,Brown,Beatnik,Tired,None,Veronica
366,Animal #366,now almost beyond,1269,94.9351608002,Pig,6,Flesh,Pink,Beatnik,Friendly,Patch,None
1312,Animal #1652,a bed. 5.,1270,94.9156400531,Horse,7,Sea,Grey,Police,Eager,Glasses,Artist
672,Animal #672,No animal must,1271,94.8920575703,Pig,6,Heaven,Pink,Banker,Moaning,None,Artist
601,Animal #601,"animals are comrades.""",1272,94.7977292814,Pig,6,Graf,Green,Beatnik,Shifty,None,Betty
696,Animal #696,"comrades, I will",1273,94.78191879,Pig,6,Hell,Pink,Beatnik,Shock,None,Beret
