ID,Description,Name,Rank,Rarity_Score,Animal,Attributes,Background,Body,Clothes,Expression,Eyewear,Headwear
1365,Animal #4682,Mr. Frederick of,453,150.7290292166,Horse,6,Wall,Grey,Fonz,Happy,None,Fisherman
1832,Animal #7990,The field beyond,454,150.4421234738,Horse,6,Wall,Green,Lawyer,Unsure,None,Wayfarer
1509,Animal #1893,a hard worker,455,150.277130298,Horse,6,Hell,Tattoo,Polo,Eager,None,Cap
308,Animal #308,breath in our,456,150.2065072303,Pig,7,Graf,Grey,Police,Spaced,Robot,Betty
1143,Animal #5241,nearly to the,457,149.9249765339,Horse,6,Wall,Brown,Doctor,Kneiving,None,Headphones
1581,Animal #9690,which should be,458,149.7763386728,Horse,6,Purple,Pink,Snooker,Dead,None,Halo
1998,Animal #1610,of Animalism to,459,149.7219305301,Horse,6,Death,Pink,Lawyer,Stoned,None,Betty
1326,Animal #1828,Jones and his,460,149.6621734438,Horse,6,Graf,Green,Banker,Friendly,None,Gamer
1903,Animal #7903,on Sundays. The,461,149.4812136283,Horse,7,Wall,Ghost,Teen,Cigarette,Glasses,Wayfarer
495,Animal #495,will scream your,462,149.2750318019,Pig,6,Stars,Robot,Astronaut,Menace,None,Artist
535,Animal #535,of our labour,463,149.2335345526,Pig,7,Wall,Ghost,Military,Pondering,Glasses,Artist
149,Animal #149,character and tremendous,464,149.228178165,Pig,6,Purple,Grey,Astronaut,Stubble,None,Artist
779,Animal #779,fields of England,465,149.178368093,Pig,7,Bright,Pink,Banker,Stubble,Cobain,Wayfarer
1173,Animal #7473,the cellars of,466,149.1498983895,Horse,6,Wall,Ghost,Summer,Vampire,None,Artist
791,Animal #791,"mind can picture,",467,148.8147340343,Pig,7,Bright,Robot,Astronaut,Moaning,Cobain,Betty
849,Animal #849,in tremendous unison.,468,148.225608241,Pig,7,Heaven,Brown,Winter,Stoned,Glasses,Fisherman
1368,Animal #4715,late he had,469,147.5207239044,Horse,7,Hell,Grey,Summer,Shifty,Cobain,Artist
1917,Animal #7281,at them as,470,147.5070120713,Horse,6,Rave,Orange,Prison,Greed,None,Wayfarer
839,Animal #839,"pigs and dogs,",471,147.4922551283,Pig,7,Bright,Brown,French,Cigarette,Warhol,Beret
1531,Animal #4619,hated it more,472,147.1780378627,Horse,7,Purple,Tattoo,Doctor,Shock,Monocle,Elvis
941,Animal #941,was breeding up,473,147.0738953808,Pig,7,Wall,Ghost,French,Cigarette,Glasses,Wayfarer
291,Animal #291,any animal now,474,147.0655962634,Pig,6,Bright,Pink,Writer,Moaning,None,Headphones
1846,Animal #4727,not only took,475,146.922443555,Horse,6,Bright,Robot,Lawyer,Dead,None,Horns
184,Animal #184,Boxer; the two,476,146.7071072799,Pig,6,Graf,Brown,Lumberjack,Cigarette,None,Cap
944,Animal #944,rather fierce-looking Berkshire,477,146.6575477783,Pig,7,Bright,Robot,Writer,Frustrated,Warhol,Betty
996,Animal #996,"asleep, they held",478,146.641166691,Pig,7,Bright,Ghost,French,Shifty,Patch,Beret
1905,Animal #7239,the men did,479,146.523520913,Horse,7,Sea,Ghost,Spring,Friendly,Glasses,Bowler
1264,Animal #3655,Until now the,480,146.4642211749,Horse,6,Graf,Tattoo,Swimmer,Tired,None,Britpop
1429,Animal #5493,Napoleon decreed that,481,146.4231055604,Horse,7,Bright,Brown,Lawyer,Dead,Glasses,Horns
1746,Animal #4283,"of the quarry,",482,146.3106085146,Horse,7,Money,Orange,Military,Yelling,Monocle,Zeldman
113,Animal #113,began to chew,483,146.248808113,Pig,6,Wall,Green,Banker,Moaning,None,Gamer
1232,Animal #9858,be suppressed. There,484,146.172429497,Horse,7,Death,Orange,Snooker,Kneiving,Lolita,Britpop
876,Animal #876,stood in a,485,146.1275498951,Pig,7,Bright,Pink,Writer,Yelling,Warhol,Elvis
1530,Animal #3208,nose and feeding,486,146.1220664024,Horse,7,Rave,Green,Vicar,Frustrated,Glasses,Fisherman
1918,Animal #1779,understood the business,487,145.964917724,Horse,6,Bright,Ghost,Banker,Pondering,None,Bowler
8,Animal #8,"night, but was too",488,145.7787644843,Pig,7,Bright,Grey,Astronaut,Greed,Sunglasses,Artist
835,Animal #835,"of the words,",489,145.3451107535,Pig,6,Woodland,Ghost,Beatnik,Manic,None,Zeldman
173,Animal #173,flies. Alone among,490,145.2752496996,Pig,6,Purple,Pink,Winter,Greed,None,Astronaut
613,Animal #613,suddenly caught sight,491,145.1521404431,Pig,7,Money,Pink,Writer,Tired,Monocle,Betty
152,Animal #152,"came Muriel, the",492,145.1029113752,Pig,7,Heaven,Pink,Jobs,Stoned,Glasses,Artist
435,Animal #435,gone down the,493,144.914812206,Pig,6,Wall,Green,Lumberjack,Beard,Cobain,None
1279,Animal #5027,learn that even,494,144.8839345801,Horse,7,Money,Pink,Spring,Greed,Sunglasses,Veronica
240,Animal #240,without listening to,495,144.8172737756,Pig,7,Bright,Green,Beatnik,Friendly,Robot,Horns
504,Animal #504,dogs have no,496,144.6446966993,Pig,7,Stars,Green,Beatnik,Greed,Robot,Betty
1508,Animal #7273,enemy was running,497,144.5807504329,Horse,7,Heaven,Grey,Lawyer,Friendly,Glasses,Beret
1391,Animal #8678,back their ears,498,144.5678199705,Horse,6,Sea,Grey,None,Beard,Glasses,Police
1793,Animal #1325,to the farm,499,144.3561318824,Horse,7,Virtual,Orange,Prison,Spaced,Lolita,Britpop
603,Animal #603,there was a,500,144.3061642394,Pig,7,Graf,Pink,Winter,Beard,Robot,Fisherman
259,Animal #259,strange dream that,501,144.2792100847,Pig,6,Bright,Pink,Police,Greed,None,Astronaut
325,Animal #325,or leisure after,502,144.2027587002,Pig,6,Virtual,Green,Lumberjack,Yelling,None,Veronica
1142,Animal #9525,to make a,503,144.1124008819,Horse,6,Sea,Grey,Beatnik,Spaced,None,Zeldman
111,Animal #111,lay down behind,504,144.0125411418,Pig,7,Graf,Ghost,Police,Crazy,Cobain,Elvis
1712,Animal #1825,two days' less,505,143.8994040892,Horse,7,Flesh,Brown,Snooker,Moaning,Monocle,Fisherman
825,Animal #825,wildest excitement. Almost,506,143.8437033295,Pig,7,Death,Ghost,Writer,Tired,Sunglasses,Betty
1654,Animal #3775,and reared privately.,507,143.7591502517,Horse,7,Graf,Tattoo,Teen,Happy,Cobain,Fisherman
1042,Animal #6419,of dogs but,508,143.5534012273,Horse,6,Purple,Orange,Spring,Moaning,None,Police
143,Animal #143,and in fact,509,143.5437139298,Pig,7,Graf,Ghost,Winter,Spaced,Warhol,Bowler
648,Animal #648,voted on both,510,143.3554490901,Pig,6,Virtual,Brown,Astronaut,Menace,None,Betty
1371,Animal #5204,about that all,511,142.9658618143,Horse,6,Death,Green,Cobain,Menace,Lolita,None
1582,Animal #2125,He was indefatigable,512,142.8819723738,Horse,7,Rave,Orange,Banker,Stoned,Lolita,Cap
1206,Animal #5001,"In sheer malignity,",513,142.5056167547,Horse,7,Bright,Grey,Polo,Manic,Cobain,Veronica
533,Animal #533,"rid of Man,",514,142.4338685567,Pig,6,Flesh,Robot,Lumberjack,Greed,None,Fisherman
528,Animal #528,evils of this,515,142.3853912003,Pig,7,Purple,Pink,Writer,Shock,Warhol,Fisherman
968,Animal #968,"very round cheeks,",516,142.2760778735,Pig,7,Flesh,Pink,Cobain,Unsure,Monocle,Veronica
1565,Animal #6159,torn to pieces,517,141.9671749927,Horse,7,Sea,Pink,Polo,Beard,Glasses,Cap
726,Animal #726,passed out of,518,141.961033312,Pig,7,Bright,Brown,Lumberjack,Friendly,Glasses,Police
1046,Animal #9042,it seemed as,519,141.7897810673,Horse,6,Virtual,Orange,Teen,Beard,None,Police
488,Animal #488,escapes the cruel,520,141.7787120154,Pig,7,Hell,Green,Lumberjack,Friendly,Glasses,Beret
34,Animal #34,through the farm,521,141.6885808289,Pig,6,Wall,Grey,Beatnik,Friendly,None,Gamer
337,Animal #337,of nature? Is,522,141.6357789688,Pig,7,Virtual,Brown,Jobs,Friendly,Warhol,Fisherman
1132,Animal #1761,"for animals, and",523,141.6065788286,Horse,6,Camo,Robot,Cobain,Greed,None,Elvis
502,Animal #502,everyone. Even the,524,141.5742149355,Pig,7,Rave,Pink,Jobs,Kneiving,Robot,Betty
1897,Animal #8534,the animals broke,525,141.4768476216,Horse,7,Flesh,Ghost,Spring,Beard,Glasses,Betty
67,Animal #67,to hear what,526,141.401279557,Pig,7,Virtual,Green,Lumberjack,Friendly,Glasses,Cap
15,Animal #15,he lurched across,527,141.3951585263,Pig,7,Purple,Grey,Lumberjack,Stubble,Glasses,Artist
1390,Animal #9036,to the spirit,528,141.3043593515,Horse,5,Sea,Grey,None,Eager,None,Horns
671,Animal #671,adopt his vices.,529,141.1658158765,Pig,6,Flesh,Ghost,Beatnik,Shifty,None,Halo
1635,Animal #9391,terror of the,529,141.1658158765,Horse,6,Flesh,Ghost,Beatnik,Shifty,None,Halo
587,Animal #587,prosperity of the,531,140.9590500738,Pig,5,Virtual,Robot,None,Manic,None,Veronica
385,Animal #385,Man from the,532,140.8022122862,Pig,6,Camo,Grey,Winter,Stubble,None,Wayfarer
302,Animal #302,"miserable, laborious, and",533,140.6034529492,Pig,6,Purple,Green,Lumberjack,Stubble,None,Artist
1317,Animal #9095,any food by,534,140.5668945008,Horse,7,Wall,Green,Swimmer,Manic,Cobain,Fisherman
1812,Animal #5067,begin rebuilding the,535,140.4541641078,Horse,7,Heaven,Grey,Beatnik,Yelling,Glasses,Horns
1369,Animal #3699,ever heard him,536,140.1764086531,Horse,6,Rave,Brown,Polo,Cigarette,None,Police
1489,Animal #1505,in the best,537,140.0790238266,Horse,6,Death,Grey,Polo,Shifty,None,Elvis
695,Animal #695,"equal. ""And now,",538,139.8208322186,Pig,5,Graf,Pink,Astronaut,Greed,None,None
1722,Animal #6301,Chapter VIII,539,139.727695298,Horse,6,Bright,Tattoo,Polo,Friendly,None,Zeldman
1248,Animal #4023,"poems, sat on",540,139.7185972792,Horse,6,Bright,Grey,Fonz,Unsure,None,Britpop
1774,Animal #5400,yard a pile,541,139.6725823619,Horse,7,Wall,Grey,Teen,Eager,Patch,Zeldman
255,Animal #255,cleared his throat,542,139.5824770179,Pig,6,Virtual,Pink,Astronaut,Eager,None,Artist
636,Animal #636,"comrades?"" The vote",543,139.5767565063,Pig,7,Purple,Green,Swimmer,Shock,Warhol,Veronica
197,Animal #197,"their mother, filed",544,139.514481196,Pig,7,Flesh,Pink,Prison,Manic,Lolita,Bowler
1514,Animal #6190,had hoped and,545,139.5006804335,Horse,7,Wall,Ghost,Teen,Unsure,Monocle,Halo
277,Animal #277,I have acquired.,546,139.2720294494,Pig,7,Wall,Ghost,Jobs,Frustrated,Warhol,Bowler
1055,Animal #6998,"bicycle, flung it",547,139.0304574148,Horse,7,Wall,Orange,Spring,Menace,Sunglasses,Britpop
1072,Animal #5576,rebellion was caused,548,138.9701613682,Horse,7,Camo,Green,Cobain,Beard,Glasses,Beret
28,Animal #28,As soon as,549,138.9073439565,Pig,6,Death,Green,Astronaut,Moaning,None,Betty
1785,Animal #5105,triumph if the,550,138.7501415157,Horse,7,Hell,Ghost,Writer,Greed,Patch,Britpop
467,Animal #467,have you ever,551,138.7236067445,Pig,7,Hell,Brown,Vicar,Greed,Glasses,Beret
1478,Animal #1101,was in season,552,138.7166197917,Horse,6,Purple,Orange,Spring,Frustrated,None,Britpop
1447,Animal #2819,"and suddenly, at",553,138.595442986,Horse,7,Heaven,Orange,Jobs,Unsure,Cobain,Britpop
462,Animal #462,again. In return,554,138.4888411606,Pig,6,Camo,Grey,Lumberjack,Eager,Sunglasses,None
1325,Animal #9230,was a fact,555,138.416093604,Horse,6,Sea,Pink,Police,Crazy,None,Beret
1736,Animal #7562,recovery. By the,556,138.3983979954,Horse,7,Graf,Robot,Polo,Menace,Lolita,Horns
1242,Animal #6256,expressed our longing,557,138.3811903499,Horse,6,Graf,Tattoo,Lawyer,Menace,None,Betty
89,Animal #89,that his tushes,558,138.3490503108,Pig,7,Wall,Brown,Summer,Crazy,Sunglasses,Artist
1555,Animal #5614,take it in.,559,138.1193191571,Horse,6,Graf,Orange,Polo,Manic,None,Veronica
1543,Animal #7591,known that Napoleon,560,137.9887343915,Horse,7,Bright,Green,Vicar,Eager,Glasses,Zeldman
1471,Animal #4138,"growled so threateningly,",561,137.9845574464,Horse,6,Sea,Robot,Winter,Beard,None,Horns
1720,Animal #8934,was much the,562,137.7505040376,Horse,7,Sea,Orange,Banker,Cigarette,Lolita,Betty
1790,Animal #1377,flies out of,563,137.7364104269,Horse,7,Death,Ghost,Banker,Stoned,Sunglasses,Cap
80,Animal #80,twelve years old,564,137.723195621,Pig,7,Wall,Ghost,Banker,Dead,Robot,Beret
857,Animal #857,were so delighted,565,137.6727737742,Pig,5,Graf,Robot,Summer,Crazy,None,None
1569,Animal #1853,Every mouthful of,566,137.5409272088,Horse,7,Camo,Grey,Spring,Menace,Lolita,Britpop
86,Animal #86,wise and benevolent,567,137.5328955922,Pig,5,Stars,Pink,Cobain,Menace,None,None
594,Animal #594,except himself. And,568,137.5232816607,Pig,6,Graf,Pink,None,Crazy,Cobain,Veronica
1956,Animal #9680,visited Animal Farm,569,137.4305847664,Horse,7,Bright,Ghost,Teen,Shifty,Monocle,Beret
1707,Animal #8660,few moments the,570,137.378192134,Horse,7,Flesh,Grey,Beatnik,Tired,Patch,Bowler
1442,Animal #7458,"a new decoration,",571,137.3302210304,Horse,6,Graf,Pink,Spring,Spaced,None,Artist
1189,Animal #7677,be seen that,572,137.2021582275,Horse,5,Wall,Orange,Lawyer,Cigarette,None,None
1517,Animal #2275,"stupider animals, such",573,137.184962631,Horse,6,Graf,Green,Banker,Vampire,None,Betty
972,Animal #972,was a brilliant,574,137.0130644765,Pig,7,Camo,Grey,Jobs,Frustrated,Lolita,Police
1381,Animal #7879,Napoleon himself in,575,136.9843828319,Horse,7,Death,Grey,Spring,Friendly,Lolita,Artist
1138,Animal #2379,took them up,576,136.7503451782,Horse,7,Woodland,Grey,Lawyer,Moaning,Monocle,Bowler
724,Animal #724,"infancy, but it",577,136.7003242996,Pig,6,Purple,Green,Vicar,Shifty,None,Veronica
1233,Animal #4316,his great sides,578,136.5365037031,Horse,5,Camo,Orange,Teen,Shifty,None,None
608,Animal #608,of their holes,579,136.5054726315,Pig,7,Bright,Brown,French,Unsure,Robot,Bowler
230,Animal #230,of all came,580,136.4913475383,Pig,7,Purple,Pink,Vicar,Dead,Monocle,Veronica
814,Animal #814,"Beasts of England,",581,136.3673605454,Pig,6,Death,Robot,Lumberjack,Greed,None,Artist
883,Animal #883,buried themselves in,582,136.2187891902,Pig,6,Rave,Ghost,Swimmer,Crazy,None,Beret
904,Animal #904,This was early in,583,136.2046076753,Pig,7,Bright,Grey,Lumberjack,Kneiving,Monocle,Veronica
519,Animal #519,"old and toothless,",584,136.1844776632,Pig,6,Stars,Grey,Vicar,Yelling,Glasses,None
525,Animal #525,it not crystal,585,136.1699584953,Pig,7,Stars,Ghost,Vicar,Unsure,Glasses,Fisherman
19,Animal #19,"door, drew himself",586,136.0840115423,Pig,7,Bright,Grey,Winter,Shock,Robot,Betty
1564,Animal #7777,proving to the,587,136.0197389547,Horse,5,Graf,Robot,None,Crazy,None,Veronica
744,Animal #744,"now, comrades. I",588,135.9714260431,Pig,7,Graf,Pink,Lumberjack,Eager,Sunglasses,Betty
45,Animal #45,to the other,589,135.7888497837,Pig,6,Camo,Grey,Beatnik,Vampire,None,Bowler
228,Animal #228,ribbons it was,590,135.7191564574,Pig,7,Purple,Grey,Banker,Spaced,Warhol,Beret
1311,Animal #9862,"was unknown, of",591,135.5965441898,Horse,7,Rave,Brown,Snooker,Cigarette,Glasses,Artist
1847,Animal #6732,former slogan of,592,135.5449893058,Horse,6,Purple,Ghost,Polo,Crazy,None,Beret
1154,Animal #4547,"never been passed,",593,135.3594609254,Horse,7,Purple,Orange,Doctor,Manic,Sunglasses,Artist
238,Animal #238,she purred contentedly,594,135.3429932329,Pig,7,Rave,Robot,Prison,Manic,Glasses,Beret
1163,Animal #6443,drawing-room. It was,595,135.2916878289,Horse,6,Hell,Green,Military,Happy,None,Wayfarer
940,Animal #940,whom Mr. Jones,596,135.1113356869,Pig,7,Bright,Brown,Prison,Menace,Warhol,Fisherman
289,Animal #289,on this earth,597,135.0555540849,Pig,6,Wall,Ghost,Banker,Stubble,None,Wayfarer
1494,Animal #3900,responsibility. No one,598,134.9565912758,Horse,7,Money,Grey,Lawyer,Friendly,Monocle,Bowler
518,Animal #518,when they grow,599,134.7775664414,Pig,6,Heaven,Green,French,Cigarette,None,Artist
768,Animal #768,"of Ireland, Beasts",600,134.6693435183,Pig,6,Bright,Pink,Swimmer,Shock,Warhol,None
855,Animal #855,"it, the ducks",601,134.5707226749,Pig,6,Rave,Ghost,Lumberjack,Friendly,None,Fisherman
305,Animal #305,given just so,602,134.5313073656,Pig,6,Purple,Pink,Cobain,Friendly,None,Zeldman
1666,Animal #6386,"cent, three hundred",603,134.5115718286,Horse,7,Purple,Green,Polo,Spaced,Monocle,Beret
772,Animal #772,tidings Of the,604,134.4795855121,Pig,6,Woodland,Robot,Lumberjack,Moaning,None,Betty
1335,Animal #9468,except a single,605,134.308911046,Horse,7,Hell,Ghost,Lawyer,Unsure,Glasses,Britpop
1088,Animal #6461,such titles as,606,134.2798224086,Horse,6,Hell,Green,Lawyer,Happy,None,Britpop
167,Animal #167,a tail to,607,134.1033292865,Pig,6,Hell,Green,Winter,Kneiving,None,Wayfarer
650,Animal #650,"""I have little",608,134.0191431995,Pig,7,Bright,Ghost,French,Eager,Warhol,Beret
691,Animal #691,brothers. No animal,609,133.8738502367,Pig,6,Wall,Ghost,Banker,Vampire,None,Veronica
1898,Animal #2649,and Pilkington said.,610,133.8444980989,Horse,7,Death,Grey,Vicar,Beard,Glasses,Britpop
1119,Animal #5547,of dangers. In,611,133.8068401046,Horse,7,Virtual,Green,French,Friendly,Sunglasses,Horns
1097,Animal #9443,the tatted wall,612,133.6948644874,Horse,7,Sea,Pink,Doctor,Shifty,Glasses,Bowler
374,Animal #374,is stolen from,613,133.6536065457,Pig,7,Stars,Robot,Prison,Greed,Patch,Bowler
156,Animal #156,oldest animal on,614,133.5581019639,Pig,7,Camo,Green,Vicar,Unsure,Monocle,Bowler
1597,Animal #6270,the sheep set,615,133.5397886878,Horse,7,Money,Ghost,Teen,Shifty,Glasses,Beret
1484,Animal #2443,is to preserve,616,133.5081150592,Horse,7,Bright,Grey,Snooker,Dead,Sunglasses,Britpop
1019,Animal #9702,"county. Indeed, he",617,133.4291503672,Horse,7,Money,Orange,Lawyer,Kneiving,Glasses,Britpop
354,Animal #354,enormously greater number,618,133.2255869278,Pig,7,Rave,Pink,Winter,Happy,Warhol,Fisherman
754,Animal #754,"England."" Old Major",619,133.2195457214,Pig,7,Death,Green,Writer,Stubble,Monocle,Veronica
711,Animal #711,"years ago, when",620,133.1608421103,Pig,6,Bright,Pink,None,Shock,Glasses,Wayfarer
1754,Animal #2486,that they did,621,133.1086411044,Horse,6,Flesh,Robot,Lawyer,Happy,None,Cap
1450,Animal #5881,four pigs as,622,133.103400168,Horse,7,Rave,Orange,Swimmer,Tired,Glasses,Bowler
126,Animal #126,was a stout,623,133.0753906989,Pig,7,Virtual,Ghost,Summer,Friendly,Sunglasses,Police
678,Animal #678,"alcohol, or smoke",624,133.0574122095,Pig,7,Death,Grey,Writer,Greed,Lolita,Zeldman
18,Animal #18,at the back,625,133.0460275253,Pig,6,Bright,Pink,Winter,Stubble,Warhol,None
185,Animal #185,of them usually,626,133.0259955414,Pig,6,Virtual,Pink,Military,Shock,None,Wayfarer
449,Animal #449,Jones and his,627,133.0037944837,Pig,6,Wall,Pink,Lumberjack,Happy,Cobain,None
1434,Animal #3950,the animals did,628,132.9770878181,Horse,7,Sea,Brown,Swimmer,Kneiving,Monocle,Britpop
1650,Animal #5341,to the rafters,629,132.8576528812,Horse,7,Money,Tattoo,Teen,Greed,Glasses,Britpop
1029,Animal #6359,to finish it,630,132.710370071,Horse,6,Purple,Tattoo,None,Moaning,Patch,Betty
1987,Animal #9302,"sheep had returned,",631,132.6773980164,Horse,7,Bright,Tattoo,Beatnik,Menace,Lolita,Horns
994,Animal #994,"a week, after",632,132.6161990653,Pig,7,Flesh,Pink,Summer,Moaning,Warhol,Veronica
1554,Animal #8407,this misfortune to,633,132.6098944878,Horse,6,Purple,Grey,Snooker,Shifty,None,Veronica
1756,Animal #7363,"""What matter? We",634,132.60047085,Horse,7,Wall,Orange,Lawyer,Cigarette,Glasses,Betty
1064,Animal #3700,utter before. At,635,132.4076473637,Horse,7,Money,Orange,Vicar,Moaning,Glasses,Beret
1426,Animal #3835,of them would,636,131.9981845095,Horse,6,Wall,Orange,Snooker,Dead,None,Fisherman
1343,Animal #5184,were edible. For,637,131.9426389621,Horse,6,Sea,Orange,Jobs,Beard,None,Fisherman
329,Animal #329,is free. The,638,131.9372451579,Pig,7,Stars,Grey,Lumberjack,Friendly,Glasses,Artist
223,Animal #223,the front and,639,131.6692260714,Pig,7,Flesh,Green,Doctor,Crazy,Glasses,Betty
937,Animal #937,pigs were two,640,131.5575359774,Pig,6,Rave,Grey,Banker,Crazy,Lolita,None
1016,Animal #2149,down almost immediately.,641,131.5424288947,Horse,5,Bright,Grey,None,Happy,None,Wayfarer
685,Animal #685,no animal must,642,131.4937904721,Pig,7,Graf,Ghost,Banker,Crazy,Lolita,Betty
1978,Animal #8913,rheumy eyes. She,643,131.3349935519,Horse,7,Virtual,Grey,Swimmer,Spaced,Lolita,Betty
403,Animal #403,lord of all,644,131.3248540283,Pig,7,Wall,Pink,Astronaut,Happy,Glasses,Beret
1460,Animal #3963,feeling by saying:,645,131.256862845,Horse,6,Woodland,Tattoo,Police,Cigarette,None,Cap
521,Animal #521,brick round their,646,131.1708893295,Pig,7,Flesh,Ghost,Military,Shock,Lolita,Horns
666,Animal #666,we must not,647,131.149742354,Pig,7,Woodland,Robot,Winter,Unsure,Warhol,Artist
1397,Animal #5611,But it was,648,130.8733696922,Horse,7,Virtual,Green,Summer,Kneiving,Glasses,Halo
497,Animal #497,the block within,649,130.8235283919,Pig,7,Bright,Pink,Military,Vampire,Glasses,Veronica
1098,Animal #7224,"close quarters, lashed",650,130.7887165506,Horse,7,Flesh,Orange,French,Frustrated,Lolita,Bowler
125,Animal #125,the straw. Clover,651,130.720536592,Pig,7,Money,Brown,Beatnik,Manic,Lolita,Bowler
1739,Animal #9072,them that the,652,130.696603043,Horse,6,Camo,Robot,Snooker,Yelling,None,Beret
1225,Animal #1566,been thrown on,653,130.60667921,Horse,7,Wall,Ghost,Spring,Eager,Lolita,Bowler
88,Animal #88,of the fact,654,130.405326259,Pig,6,Camo,Grey,Banker,Cigarette,None,Wayfarer
24,Animal #24,made his way,655,130.3546897442,Pig,7,Money,Grey,Police,Friendly,Robot,Bowler
759,Animal #759,"voice was hoarse,",656,130.3054363426,Pig,7,Graf,Ghost,Vicar,Shock,Glasses,Betty
1444,Animal #4007,the animals were,657,130.2521887137,Horse,7,Sea,Green,Winter,Frustrated,Sunglasses,Veronica
1656,Animal #7706,retirement. At the,658,130.2415414814,Horse,7,Heaven,Brown,Beatnik,Kneiving,Glasses,Horns
873,Animal #873,in the yard.,659,130.2197703505,Pig,7,Money,Pink,Swimmer,Happy,Glasses,Halo
1251,Animal #7843,"Besides, in those",660,130.0801325236,Horse,6,Wall,Green,Snooker,Unsure,None,Zeldman
1537,Animal #8626,They're taking you,661,130.0609891397,Horse,6,Death,Green,Lawyer,Yelling,None,Veronica
1922,Animal #9746,have your lower,662,130.0560059089,Horse,6,Death,Grey,Cobain,Happy,None,Britpop
1799,Animal #4889,round and round,663,130.0242892529,Horse,6,Woodland,Ghost,Doctor,Manic,None,Britpop
643,Animal #643,"only four dissentients,",664,129.9373954863,Pig,7,Money,Ghost,Winter,Moaning,Warhol,Betty
1777,Animal #2411,the windfalls were,665,129.9166038033,Horse,7,Money,Ghost,Teen,Shock,Sunglasses,Betty
1758,Animal #8044,of all marched,666,129.8904238441,Horse,7,Flesh,Pink,Snooker,Unsure,Sunglasses,Britpop
1179,Animal #2962,"dripping. ""War is",667,129.7667027233,Horse,6,Virtual,Orange,Police,Moaning,None,Wayfarer
1395,Animal #4915,a night when,668,129.667517109,Horse,6,Sea,Green,French,Cigarette,None,Britpop
810,Animal #810,"Cows and horses,",669,129.6338347792,Pig,7,Wall,Grey,Jobs,Eager,Robot,Artist
602,Animal #602,At this moment,670,129.6108731004,Pig,7,Graf,Pink,Jobs,Tired,Monocle,Veronica
783,Animal #783,"from our noses,",671,129.5297138983,Pig,7,Money,Pink,Doctor,Stubble,Monocle,Artist
1797,Animal #3288,the sheep had,672,129.4985484168,Horse,6,Graf,Brown,Spring,Happy,None,Cap
46,Animal #46,animals. It had,673,129.494909807,Pig,7,Purple,Green,Writer,Friendly,Robot,Bowler
1118,Animal #1245,upon their tormentors.,674,129.410370033,Horse,7,Rave,Brown,Winter,Manic,Lolita,Bowler
769,Animal #769,of every land,675,129.3706908094,Pig,5,Flesh,Green,Summer,Stoned,None,None
1140,Animal #4306,brought the boulder,676,129.2354926244,Horse,7,Wall,Grey,Spring,Unsure,Monocle,Artist
596,Animal #596,let there be,677,129.2351121723,Pig,7,Wall,Robot,Swimmer,Menace,Warhol,Artist
417,Animal #417,there is not,678,129.1850245446,Pig,7,Woodland,Pink,Cobain,Menace,Glasses,Veronica
1983,Animal #4252,they were toppled,679,129.0401407892,Horse,7,Bright,Grey,Cobain,Kneiving,Sunglasses,Artist
371,Animal #371,nearly the whole,680,129.0308350603,Pig,5,Graf,Pink,Vicar,Shock,None,None
379,Animal #379,problems. It is,681,128.7414426194,Pig,7,Purple,Pink,Writer,Moaning,Robot,Veronica
1931,Animal #8419,Except for Mollie,682,128.6925555922,Horse,7,Camo,Grey,Teen,Unsure,Lolita,Horns
9,Animal #9,drunk to remember to,683,128.5812587691,Pig,6,Virtual,Pink,Prison,Manic,None,Beret
1628,Animal #4247,dragged them with,684,128.4932733235,Horse,7,Wall,Tattoo,Police,Dead,Lolita,Cap
1313,Animal #5834,dogs had tasted,685,128.3082224314,Horse,5,Virtual,Grey,Vicar,Eager,None,None
511,Animal #511,sell you to,686,128.2841520318,Pig,6,Death,Grey,Swimmer,Shifty,None,Elvis
1535,Animal #1342,the well. The,687,128.1934683414,Horse,7,Sea,Grey,Teen,Dead,Glasses,Beret
1512,Animal #2868,pile of dung,688,128.1764883126,Horse,7,Bright,Orange,Teen,Tired,Glasses,Artist
1060,Animal #8260,little altered; his,689,128.0874127981,Horse,6,Graf,Grey,Lawyer,Dead,None,Cap
673,Animal #673,ever live in,690,128.0366981413,Pig,7,Graf,Grey,Astronaut,Moaning,Glasses,Bowler
1153,Animal #1546,half-past six and,691,128.0260113022,Horse,7,Sea,Grey,Jobs,Friendly,Lolita,Elvis
16,Animal #16,"the yard, kicked",692,127.9845832316,Pig,5,Bright,Grey,None,Kneiving,None,Wayfarer
415,Animal #415,our dung fertilises,693,127.9709948514,Pig,7,Money,Robot,Winter,Kneiving,Cobain,Zeldman
782,Animal #782,Rings shall vanish,694,127.9177613736,Pig,6,Stars,Pink,Cobain,Moaning,Glasses,None
1047,Animal #7926,the ground that,695,127.8102732943,Horse,7,Wall,Brown,Spring,Beard,Glasses,Beret
1377,Animal #2225,"great hoof, and",696,127.7948724548,Horse,6,Flesh,Orange,Doctor,Dead,None,Police
1342,Animal #2817,"boots, were too",697,127.6614251041,Horse,7,Graf,Green,Writer,Stoned,Lolita,Bowler
991,Animal #991,which they gave,698,127.5554670417,Pig,7,Graf,Green,Winter,Menace,Robot,Artist
49,Animal #49,meet in the,699,127.377141902,Pig,6,Virtual,Pink,French,Beard,None,Police
