ID,Name,Rank,Rarity_Score,Attributes,Background,Colour Scheme,Exploded?,Metallic Slice Percentage,Number of Cuts,Slice Angle,Slice Colour Weight,Special
1211,SUMO #1211,1,3500.0,1,,,,,,,,Golden Sumo
1930,SUMO #1930,1,3500.0,1,,,,,,,,Sphere Sumo
1994,SUMO #1994,1,3500.0,1,,,,,,,,Mega Slice Sumo
2223,SUMO #2223,1,3500.0,1,,,,,,,,Pixel Sumo
2235,SUMO #2235,1,3500.0,1,,,,,,,,Lava Sumo
2762,SUMO #2762,1,3500.0,1,,,,,,,,Glass Sumo
2145,SUMO #2145,7,78.50920759458138,7,Black,Captain America,Sumo Explode!,83.59%,28,-40°,17.87%,
1326,SUMO #1326,8,75.06192272259106,7,Reaction Diffusion,Green Lantern,Sumo Explode!,98.98%,28,80°,17.87%,
80,SUMO #80,9,74.20852347086742,7,Black,Aquaman,Sumo Explode!,83.59%,28,80°,17.87%,
174,SUMO #174,10,73.06434118840312,7,Black,Green Lantern,Sumo Explode!,24.43%,28,80°,17.87%,
2394,SUMO #2394,11,71.77148903949517,7,Black,Green Lantern,Sumo Explode!,11.1%,28,80°,32.59%,
555,SUMO #555,12,71.47693488401569,7,Black,Aquaman,Sumo Explode!,98.98%,28,80°,21.17%,
601,SUMO #601,13,71.2667832692149,7,Black,Green Lantern,Sumo Explode!,83.59%,28,80°,49.64%,
1031,SUMO #1031,14,71.03182086319987,7,Black,Green Lantern,Sumo Explode!,24.43%,28,80°,49.64%,
2960,SUMO #2960,15,70.7662329498924,7,Black,Martian Manhunter,Sumo Explode!,83.59%,28,80°,17.87%,
684,SUMO #684,16,70.39334355274633,7,Black,Aquaman,Sumo Explode!,98.98%,28,80°,90.98%,
1616,SUMO #1616,17,70.32160754126858,7,Black,Aquaman,Sumo Explode!,98.98%,28,80°,49.64%,
2925,SUMO #2925,18,69.77201947502877,7,Black,The Thing,Sumo Explode!,24.43%,28,80°,21.17%,
95,SUMO #95,19,68.95530218441776,7,Reaction Diffusion,Green Lantern,Undetonated,24.43%,28,-40°,32.59%,
30,SUMO #30,20,68.92162385141492,7,Reaction Diffusion,Brainiac 5,Sumo Explode!,75.8%,200,10°,39.22%,
2860,SUMO #2860,21,68.75482009510927,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,28,-40°,32.59%,
1188,SUMO #1188,22,68.662317509271,7,Black,The Thing,Sumo Explode!,11.1%,28,80°,21.17%,
2603,SUMO #2603,23,68.42823904563666,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,28,-40°,17.87%,
2742,SUMO #2742,24,68.3650512546041,7,Reaction Diffusion,Aquaman,Sumo Explode!,98.98%,91,-40°,21.17%,
939,SUMO #939,25,68.08992435486874,7,Black,Aquaman,Sumo Explode!,83.59%,43,-40°,32.59%,
2806,SUMO #2806,26,68.03464436304067,7,Black,Martian Manhunter,Sumo Explode!,98.98%,28,80°,21.17%,
51,SUMO #51,27,67.84560021866,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,28,-40°,32.59%,
2657,SUMO #2657,28,67.51901916918739,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,28,-40°,17.87%,
2543,SUMO #2543,29,67.29447912092874,7,Reaction Diffusion,Iron Fist,Sumo Explode!,75.8%,25,90°,47.67%,
1441,SUMO #1441,30,67.11324570236856,7,Black,Aquaman,Sumo Explode!,11.1%,19,-40°,17.87%,
1995,SUMO #1995,31,67.06151251972211,7,Black,Aquaman,Sumo Explode!,24.43%,91,-40°,32.59%,
1018,SUMO #1018,32,66.9676449364699,7,Black,Captain America,Undetonated,83.59%,28,-40°,32.59%,
1792,SUMO #1792,33,66.95105303177131,7,Black,Martian Manhunter,Sumo Explode!,98.98%,28,80°,90.98%,
302,SUMO #302,34,66.73160133022924,7,Reaction Diffusion,Aquaman,Sumo Explode!,11.1%,19,80°,32.59%,
1401,SUMO #1401,35,66.72332363664975,7,Reaction Diffusion,The Thing,Undetonated,24.43%,28,-40°,17.87%,
1951,SUMO #1951,36,66.6752298803631,7,Reaction Diffusion,Brainiac 5,Sumo Explode!,75.8%,25,70°,20.68%,
531,SUMO #531,37,66.66561991746374,7,Black,Aquaman,Undetonated,83.59%,28,-40°,17.87%,
2575,SUMO #2575,38,66.27360213716395,7,Black,Captain America,Undetonated,83.59%,28,-40°,21.17%,
149,SUMO #149,39,66.26216335440083,7,Black,Aquaman,Sumo Explode!,24.43%,19,-40°,90.98%,
2340,SUMO #2340,40,66.25169927309848,7,Black,Green Lantern,Sumo Explode!,24.43%,43,-40°,21.17%,
1068,SUMO #1068,41,66.04901313930941,7,Reaction Diffusion,Aquaman,Undetonated,24.43%,28,80°,32.59%,
322,SUMO #322,42,66.0386397311489,7,Black,Captain America,Undetonated,24.43%,28,-40°,21.17%,
654,SUMO #654,43,65.80613074784728,7,Black,Captain America,Undetonated,11.1%,28,-40°,17.87%,
509,SUMO #509,44,65.72659697113421,7,Black,Martian Manhunter,Sumo Explode!,98.98%,28,30°,21.17%,
2720,SUMO #2720,45,65.60763655885816,7,Reaction Diffusion,Captain America,Undetonated,11.1%,28,80°,17.87%,
1875,SUMO #1875,46,65.58790588396658,7,Black,Green Lantern,Sumo Explode!,83.59%,19,-40°,90.98%,
2487,SUMO #2487,47,65.49580040430736,7,Reaction Diffusion,Green Lantern,Sumo Explode!,98.98%,19,80°,17.87%,
296,SUMO #296,48,65.42448637570797,7,Reaction Diffusion,Captain America,Undetonated,11.1%,28,80°,32.59%,
2574,SUMO #2574,49,65.3313343363664,7,Black,Green Lantern,Sumo Explode!,83.59%,43,-40°,49.64%,
2230,SUMO #2230,50,65.32095554569094,7,Black,Aquaman,Undetonated,11.1%,28,-40°,17.87%,
1389,SUMO #1389,51,65.19001080589459,7,Black,Captain America,Undetonated,83.59%,28,-40°,90.98%,
975,SUMO #975,52,65.13979326286014,7,Reaction Diffusion,Green Lantern,Undetonated,24.43%,28,80°,32.59%,
2998,SUMO #2998,53,65.12246135670182,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,28,80°,17.87%,
2857,SUMO #2857,54,65.11324933207429,7,Black,Captain America,Undetonated,98.98%,28,-40°,32.59%,
1733,SUMO #1733,55,65.10389043826918,7,Reaction Diffusion,The Thing,Undetonated,98.98%,28,-40°,17.87%,
914,SUMO #914,56,64.98594852466164,7,Reaction Diffusion,Martian Manhunter,Undetonated,98.98%,28,-40°,17.87%,
2237,SUMO #2237,57,64.95504839987956,7,Black,Captain America,Undetonated,24.43%,28,-40°,90.98%,
2540,SUMO #2540,58,64.92893776539114,7,Black,Captain America,Undetonated,11.1%,28,-40°,21.17%,
2821,SUMO #2821,59,64.89261394872503,7,Black,Captain America,Sumo Explode!,24.43%,19,80°,17.87%,
2884,SUMO #2884,60,64.87920705855834,7,Black,Green Lantern,Undetonated,83.59%,28,-40°,21.17%,
1432,SUMO #1432,61,64.84305080740288,7,Black,Iron Fist,Sumo Explode!,75.8%,200,90°,20.68%,
2970,SUMO #2970,62,64.8307840170439,7,Black,Martian Manhunter,Sumo Explode!,83.59%,43,-40°,17.87%,
924,SUMO #924,63,64.73044357640202,7,Reaction Diffusion,Captain America,Undetonated,11.1%,28,80°,21.17%,
2157,SUMO #2157,64,64.71600962804247,7,Black,Green Lantern,Sumo Explode!,98.98%,91,-40°,17.87%,
1008,SUMO #1008,65,64.66309635880202,7,Black,Brainiac 5,Sumo Explode!,42.06%,200,70°,39.22%,
980,SUMO #980,66,64.64240115258372,7,Black,Aquaman,Sumo Explode!,83.59%,19,80°,17.87%,
2474,SUMO #2474,67,64.63309959226049,7,Black,Aquaman,Undetonated,83.59%,28,-40°,49.64%,
2541,SUMO #2541,68,64.62807412991796,7,Black,Aquaman,Undetonated,98.98%,28,-40°,32.59%,
385,SUMO #385,69,64.61273012407904,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,28,80°,17.87%,
1774,SUMO #1774,70,64.59750696400111,7,Black,Martian Manhunter,Sumo Explode!,24.43%,19,-40°,32.59%,
1228,SUMO #1228,71,64.5246282294524,7,Black,Captain America,Sumo Explode!,24.43%,43,80°,32.59%,
1320,SUMO #1320,72,64.46987319772322,7,Black,Aquaman,Undetonated,24.43%,28,-40°,90.98%,
2081,SUMO #2081,73,64.44376256323481,7,Black,Aquaman,Undetonated,11.1%,28,-40°,21.17%,
13,SUMO #13,74,64.42957994092885,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,28,80°,32.59%,
778,SUMO #778,75,64.42651401223304,7,Black,Brainiac 5,Sumo Explode!,25.89%,25,-80°,47.67%,
2430,SUMO #2430,76,64.41173566924168,7,Black,Green Lantern,Undetonated,11.1%,28,-40°,17.87%,
1290,SUMO #1290,77,64.39813718624546,7,Black,Aquaman,Undetonated,24.43%,28,-40°,49.64%,
1516,SUMO #1516,78,64.3393907182457,7,Reaction Diffusion,Green Lantern,Sumo Explode!,83.59%,91,80°,49.64%,
2445,SUMO #2445,79,64.31837667781834,7,Black,Brainiac 5,Sumo Explode!,25.89%,25,-80°,39.22%,
2077,SUMO #2077,80,64.2744154333111,7,Black,Aquaman,Sumo Explode!,83.59%,43,80°,32.59%,
2662,SUMO #2662,81,64.2452683742457,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,28,80°,21.17%,
1340,SUMO #1340,82,64.2261409495593,7,Reaction Diffusion,Captain America,Undetonated,24.43%,28,30°,32.59%,
1853,SUMO #1853,83,64.21324148025256,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,28,80°,17.87%,
2542,SUMO #2542,84,64.14929138948604,7,Black,Captain America,Sumo Explode!,83.59%,91,80°,17.87%,
2989,SUMO #2989,85,64.11987556338642,7,Black,Iron Fist,Sumo Explode!,75.8%,200,70°,39.22%,
220,SUMO #220,86,64.03009129710237,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,28,80°,32.59%,
2050,SUMO #2050,87,63.9730113117269,7,Reaction Diffusion,Green Lantern,Sumo Explode!,11.1%,19,80°,49.64%,
219,SUMO #219,88,63.93403133061201,7,Black,Aquaman,Undetonated,98.98%,28,-40°,21.17%,
502,SUMO #502,89,63.914328983471,7,Black,Captain America,Sumo Explode!,24.43%,91,80°,17.87%,
1665,SUMO #1665,90,63.84534643412179,7,Black,Captain America,Undetonated,11.1%,28,-40°,90.98%,
2624,SUMO #2624,91,63.80850428427319,7,Black,Iron Fist,Sumo Explode!,75.8%,25,-80°,39.22%,
2403,SUMO #2403,92,63.74096574740296,7,Reaction Diffusion,Aquaman,Undetonated,24.43%,28,30°,32.59%,
1373,SUMO #1373,93,63.72387971581122,7,Black,Green Lantern,Undetonated,83.59%,28,-40°,49.64%,
2828,SUMO #2828,94,63.70351024762976,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,28,80°,17.87%,
1878,SUMO #1878,95,63.57511623365491,7,Reaction Diffusion,Captain America,Undetonated,11.1%,28,80°,49.64%,
2537,SUMO #2537,96,63.560653321273946,7,Black,Green Lantern,Undetonated,24.43%,28,-40°,90.98%,
904,SUMO #904,97,63.55003109298427,7,Black,Green Lantern,Sumo Explode!,83.59%,19,80°,32.59%,
421,SUMO #421,98,63.49821887011941,7,Black,Green Lantern,Sumo Explode!,24.43%,19,80°,17.87%,
1834,SUMO #1834,99,63.488917309796186,7,Black,Green Lantern,Undetonated,24.43%,28,-40°,49.64%,
32,SUMO #32,100,63.365195556861835,7,Black,Green Lantern,Sumo Explode!,83.59%,43,80°,32.59%,
1386,SUMO #1386,101,63.36017123196545,7,Black,Aquaman,Undetonated,11.1%,28,-40°,90.98%,
1223,SUMO #1223,102,63.33528619806246,7,Black,Captain America,Undetonated,83.59%,28,80°,17.87%,
58,SUMO #58,103,63.28843522048769,7,Black,Aquaman,Undetonated,11.1%,28,-40°,49.64%,
1708,SUMO #1708,104,63.278444542981674,7,Reaction Diffusion,Green Lantern,Sumo Explode!,98.98%,43,80°,49.64%,
2292,SUMO #2292,105,63.26387919002123,7,Black,Captain America,Undetonated,98.98%,28,-40°,49.64%,
935,SUMO #935,106,63.26306397395982,7,Black,Iron Fist,Sumo Explode!,75.8%,25,90°,20.68%,
2729,SUMO #2729,107,63.246003598164485,7,Black,Aquaman,Sumo Explode!,24.43%,91,80°,32.59%,
2417,SUMO #2417,108,63.22332939648872,7,Black,Martian Manhunter,Undetonated,83.59%,28,-40°,17.87%,
2546,SUMO #2546,109,63.161677042976336,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,28,80°,90.98%,
589,SUMO #589,110,63.158121126946085,7,Black,The Thing,Undetonated,83.59%,28,-40°,32.59%,
1049,SUMO #1049,111,63.15213601491227,7,Black,Captain America,Undetonated,83.59%,28,80°,32.59%,
1318,SUMO #1318,112,63.100323792047426,7,Black,Captain America,Undetonated,24.43%,28,80°,17.87%,
1238,SUMO #1238,113,63.06646235795065,7,Reaction Diffusion,Green Lantern,Sumo Explode!,11.1%,91,80°,90.98%,
2044,SUMO #2044,114,63.06538500103211,7,Reaction Diffusion,Captain America,Undetonated,98.98%,28,80°,49.64%,
1186,SUMO #1186,115,63.04017921333855,7,Black,Martian Manhunter,Undetonated,83.59%,28,-40°,32.59%,
1777,SUMO #1777,116,63.02481145416274,7,Black,Green Lantern,Undetonated,98.98%,28,-40°,21.17%,
137,SUMO #137,117,62.981695271538484,7,Black,Iron Fist,Sumo Explode!,42.06%,25,90°,20.68%,
1584,SUMO #1584,118,62.92517919944113,7,Black,Martian Manhunter,Sumo Explode!,24.43%,91,-40°,21.17%,
2078,SUMO #2078,119,62.86009362352176,7,Black,Captain America,Sumo Explode!,24.43%,19,80°,49.64%,
1962,SUMO #1962,120,62.850439999342655,7,Black,Aquaman,Undetonated,98.98%,28,-40°,90.98%,
1900,SUMO #1900,121,62.85011099590612,7,Black,Aquaman,Undetonated,83.59%,28,80°,17.87%,
2060,SUMO #2060,122,62.83174587095369,7,Reaction Diffusion,Green Lantern,Undetonated,24.43%,28,30°,32.59%,
1760,SUMO #1760,123,62.80462701771324,7,Black,Captain America,Sumo Explode!,11.1%,91,80°,17.87%,
109,SUMO #109,124,62.78800554818812,7,Black,Aquaman,Sumo Explode!,98.98%,19,80°,17.87%,
805,SUMO #805,125,62.778703987864894,7,Black,Aquaman,Undetonated,98.98%,28,-40°,49.64%,
1932,SUMO #1932,126,62.75489631088044,7,Black,Green Lantern,Sumo Explode!,83.59%,91,80°,17.87%,
2499,SUMO #2499,127,62.751226173762824,7,Reaction Diffusion,Aquaman,Sumo Explode!,11.1%,91,30°,21.17%,
923,SUMO #923,128,62.74813682194804,7,Black,Martian Manhunter,Sumo Explode!,24.43%,19,-40°,49.64%,
2033,SUMO #2033,129,62.72466453194193,7,Reaction Diffusion,The Thing,Undetonated,24.43%,28,80°,32.59%,
1622,SUMO #1622,130,62.6934530176893,7,Black,Iron Fist,Sumo Explode!,25.89%,25,10°,47.67%,
899,SUMO #899,131,62.615148589891085,7,Black,Aquaman,Undetonated,24.43%,28,80°,17.87%,
2126,SUMO #2126,132,62.5544850219218,7,Reaction Diffusion,The Thing,Sumo Explode!,24.43%,43,80°,90.98%,
571,SUMO #571,133,62.46407832764014,7,Black,The Thing,Undetonated,83.59%,28,-40°,21.17%,
2908,SUMO #2908,134,62.458093215606326,7,Black,Captain America,Undetonated,83.59%,28,80°,21.17%,
1195,SUMO #1195,135,62.395987767888315,7,Black,Captain America,Sumo Explode!,98.98%,19,80°,21.17%,
1288,SUMO #1288,136,62.346136414032586,7,Black,Martian Manhunter,Undetonated,83.59%,28,-40°,21.17%,
1357,SUMO #1357,137,62.31945181555691,7,Black,Aquaman,Sumo Explode!,11.1%,91,80°,17.87%,
2771,SUMO #2771,138,62.28403096631458,7,Black,Martian Manhunter,Sumo Explode!,98.98%,19,-40°,21.17%,
1909,SUMO #1909,139,62.25590921059617,7,Reaction Diffusion,The Thing,Sumo Explode!,84.44%,25,-80°,47.67%,
1826,SUMO #1826,140,62.252457166527066,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,28,80°,90.98%,
1606,SUMO #1606,141,62.180721155049305,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,28,80°,49.64%,
2519,SUMO #2519,142,62.13630163240672,7,Black,Aquaman,Sumo Explode!,11.1%,91,80°,32.59%,
947,SUMO #947,143,62.126558011364935,7,Reaction Diffusion,Aquaman,Undetonated,83.59%,28,30°,49.64%,
504,SUMO #504,144,62.11117400801755,7,Black,Martian Manhunter,Undetonated,24.43%,28,-40°,21.17%,
943,SUMO #943,145,61.99062182628966,7,Black,Captain America,Undetonated,11.1%,28,80°,17.87%,
883,SUMO #883,146,61.972918013449984,7,Black,Aquaman,Undetonated,83.59%,28,80°,21.17%,
2580,SUMO #2580,147,61.966368041404664,7,Black,Aquaman,Sumo Explode!,83.59%,43,30°,32.59%,
1145,SUMO #1145,148,61.959529781779324,7,Black,The Thing,Sumo Explode!,24.43%,91,-40°,90.98%,
69,SUMO #69,149,61.95225694753631,7,Black,Iron Fist,Sumo Explode!,42.06%,25,70°,20.68%,
1886,SUMO #1886,150,61.86948411141562,7,Black,Green Lantern,Undetonated,98.98%,28,-40°,49.64%,
2942,SUMO #2942,151,61.81547723368337,7,Black,Martian Manhunter,Sumo Explode!,11.1%,91,-40°,21.17%,
2826,SUMO #2826,152,61.80747164313947,7,Black,Captain America,Undetonated,11.1%,28,80°,32.59%,
492,SUMO #492,153,61.79811274933436,7,Reaction Diffusion,The Thing,Undetonated,11.1%,28,80°,17.87%,
2929,SUMO #2929,154,61.77239696240896,7,Black,Green Lantern,Sumo Explode!,83.59%,19,80°,90.98%,
2549,SUMO #2549,155,61.757740936306675,7,Black,Green Lantern,Undetonated,83.59%,28,80°,32.59%,
1988,SUMO #1988,156,61.73795560743495,7,Black,Aquaman,Undetonated,24.43%,28,80°,21.17%,
1998,SUMO #1998,157,61.705928713441814,7,Black,Green Lantern,Undetonated,24.43%,28,80°,17.87%,
2865,SUMO #2865,158,61.693950135616426,7,Black,Green Lantern,Sumo Explode!,98.98%,43,80°,17.87%,
129,SUMO #129,159,61.62657039978392,7,Black,Aquaman,Sumo Explode!,98.98%,91,80°,32.59%,
1446,SUMO #1446,160,61.510799952466236,7,Black,Green Lantern,Sumo Explode!,98.98%,43,80°,32.59%,
852,SUMO #852,161,61.474864591060815,7,Black,Captain America,Sumo Explode!,11.1%,19,30°,17.87%,
240,SUMO #240,162,61.39663345611142,7,Black,Aquaman,Sumo Explode!,24.43%,91,80°,49.64%,
1589,SUMO #1589,163,61.32229644098314,7,Black,Aquaman,Undetonated,11.1%,28,80°,32.59%,
396,SUMO #396,164,61.308750984893024,7,Black,The Thing,Undetonated,83.59%,28,-40°,49.64%,
1442,SUMO #1442,165,61.30372552255049,7,Black,The Thing,Undetonated,98.98%,28,-40°,32.59%,
1691,SUMO #1691,166,61.297740410516674,7,Black,Captain America,Undetonated,98.98%,28,80°,32.59%,
2666,SUMO #2666,167,61.28838151671156,7,Reaction Diffusion,The Thing,Undetonated,98.98%,28,80°,17.87%,
2502,SUMO #2502,168,61.26254508276324,7,Black,Martian Manhunter,Undetonated,83.59%,28,-40°,90.98%,
848,SUMO #848,169,61.217338134915664,7,Reaction Diffusion,Green Lantern,Undetonated,83.59%,28,30°,49.64%,
1597,SUMO #1597,170,61.19080907128547,7,Black,Martian Manhunter,Undetonated,83.59%,28,-40°,49.64%,
1361,SUMO #1361,171,61.19017147821297,7,Black,Green Lantern,Sumo Explode!,24.43%,19,30°,17.87%,
1929,SUMO #1929,172,61.17043960310401,7,Reaction Diffusion,Martian Manhunter,Undetonated,98.98%,28,80°,17.87%,
1837,SUMO #1837,173,61.13953947832193,7,Black,Captain America,Undetonated,24.43%,28,80°,90.98%,
2363,SUMO #2363,174,61.12756090049653,7,Black,Captain America,Sumo Explode!,98.98%,43,80°,90.98%,
1953,SUMO #1953,175,61.11941395586733,7,Black,The Thing,Undetonated,11.1%,28,-40°,21.17%,
941,SUMO #941,176,61.11342884383352,7,Black,Captain America,Undetonated,11.1%,28,80°,21.17%,
17,SUMO #17,177,61.09920533095532,7,Reaction Diffusion,The Thing,Sumo Explode!,11.1%,19,30°,32.59%,
2477,SUMO #2477,178,61.06780346684417,7,Black,Captain America,Undetonated,24.43%,28,80°,49.64%,
2325,SUMO #2325,179,61.06369813700071,7,Black,Green Lantern,Undetonated,83.59%,28,80°,21.17%,
1990,SUMO #1990,180,61.027582676748196,7,Black,Martian Manhunter,Undetonated,24.43%,28,-40°,90.98%,
2583,SUMO #2583,181,61.01696044845852,7,Black,Martian Manhunter,Sumo Explode!,83.59%,19,80°,32.59%,
678,SUMO #678,182,61.001472042259785,7,Black,Martian Manhunter,Undetonated,11.1%,28,-40°,21.17%,
1892,SUMO #1892,183,60.987289419953825,7,Reaction Diffusion,Martian Manhunter,Undetonated,98.98%,28,80°,32.59%,
1124,SUMO #1124,184,60.93252760047797,7,Black,Aquaman,Sumo Explode!,98.98%,91,80°,21.17%,
2251,SUMO #2251,185,60.81759067070287,7,Black,Aquaman,Undetonated,83.59%,28,80°,49.64%,
721,SUMO #721,186,60.79227640014097,7,Black,Captain America,Undetonated,24.43%,28,30°,17.87%,
90,SUMO #90,187,60.781998042443476,7,Black,Martian Manhunter,Sumo Explode!,24.43%,19,80°,32.59%,
2674,SUMO #2674,188,60.755485222984866,7,Black,Aquaman,Sumo Explode!,98.98%,19,80°,49.64%,
1780,SUMO #1780,189,60.72237598567719,7,Black,Green Lantern,Sumo Explode!,83.59%,91,80°,49.64%,
691,SUMO #691,190,60.6536000245606,7,Reaction Diffusion,Martian Manhunter,Sumo Explode!,83.59%,91,30°,21.17%,
167,SUMO #167,191,60.62825364167718,7,Black,Aquaman,Undetonated,11.1%,28,80°,21.17%,
1534,SUMO #1534,192,60.59622674768405,7,Black,Green Lantern,Undetonated,11.1%,28,80°,17.87%,
1455,SUMO #1455,193,60.54206360399968,7,Black,Aquaman,Undetonated,83.59%,28,30°,17.87%,
452,SUMO #452,194,60.49174080963699,7,Black,Martian Manhunter,Undetonated,98.98%,28,-40°,21.17%,
1657,SUMO #1657,195,60.46165570194714,7,Reaction Diffusion,Martian Manhunter,Sumo Explode!,11.1%,91,80°,49.64%,
337,SUMO #337,196,60.44300333402461,7,Black,Brainiac 5,Sumo Explode!,25.89%,200,-20°,59.29%,
2200,SUMO #2200,197,60.41661714003549,7,Reaction Diffusion,The Thing,Undetonated,24.43%,28,30°,32.59%,
86,SUMO #86,198,60.41307656453387,7,Black,Green Lantern,Undetonated,11.1%,28,80°,32.59%,
1573,SUMO #1573,199,60.313429442656606,7,Black,Captain America,Sumo Explode!,11.1%,91,30°,32.59%,
1421,SUMO #1421,200,60.30710119798464,7,Black,Aquaman,Undetonated,24.43%,28,30°,17.87%,
1901,SUMO #1901,201,60.268360571921,7,Black,The Thing,Sumo Explode!,98.98%,91,-40°,49.64%,
1605,SUMO #1605,202,60.26237545988719,7,Black,Captain America,Sumo Explode!,98.98%,91,80°,49.64%,
2522,SUMO #2522,203,60.24391340695208,7,Black,Aquaman,Sumo Explode!,24.43%,91,30°,21.17%,
2258,SUMO #2258,204,60.15004582369987,7,Black,Captain America,Undetonated,83.59%,28,30°,21.17%,
551,SUMO #551,205,60.118522409054385,7,Black,Aquaman,Undetonated,98.98%,28,80°,21.17%,
1858,SUMO #1858,206,60.089532145433715,7,Reaction Diffusion,Captain America,Undetonated,24.43%,19,-40°,21.17%,
2538,SUMO #2538,207,60.035822624597984,7,Black,The Thing,Undetonated,11.1%,28,-40°,90.98%,
524,SUMO #524,208,60.029837512564164,7,Black,Captain America,Undetonated,11.1%,28,80°,90.98%,
1897,SUMO #1897,209,60.0233077240287,7,Black,Green Lantern,Sumo Explode!,98.98%,91,80°,21.17%,
2959,SUMO #2959,210,59.98010680573137,7,Black,Green Lantern,Undetonated,83.59%,28,80°,90.98%,
2644,SUMO #2644,211,59.91508341768483,7,Black,Captain America,Undetonated,24.43%,28,30°,21.17%,
661,SUMO #661,212,59.90334533191107,7,Black,Green Lantern,Undetonated,98.98%,28,80°,32.59%,
2383,SUMO #2383,213,59.83732843560887,7,Reaction Diffusion,The Thing,Undetonated,11.1%,28,80°,90.98%,
1301,SUMO #1301,214,59.76559242413111,7,Reaction Diffusion,The Thing,Undetonated,11.1%,28,80°,49.64%,
2747,SUMO #2747,215,59.7336036960846,7,Reaction Diffusion,Brainiac 5,Sumo Explode!,42.06%,19,10°,59.29%,
2015,SUMO #2015,216,59.719386522001315,7,Reaction Diffusion,Martian Manhunter,Undetonated,11.1%,28,80°,90.98%,
2276,SUMO #2276,217,59.682574434383206,7,Black,Captain America,Undetonated,11.1%,28,30°,17.87%,
2628,SUMO #2628,218,59.67340838823856,7,Black,Green Lantern,Undetonated,24.43%,28,80°,49.64%,
776,SUMO #776,219,59.66487062154354,7,Black,Aquaman,Undetonated,83.59%,28,30°,21.17%,
2177,SUMO #2177,220,59.66307253823413,7,Black,The Thing,Sumo Explode!,42.06%,200,90°,39.22%,
1032,SUMO #1032,221,59.647650510523555,7,Reaction Diffusion,Martian Manhunter,Undetonated,11.1%,28,80°,49.64%,
2732,SUMO #2732,222,59.63284372755041,7,Black,Green Lantern,Undetonated,83.59%,28,30°,17.87%,
1021,SUMO #1021,223,59.60435694327738,7,Reaction Diffusion,Aquaman,Undetonated,24.43%,19,-40°,21.17%,
406,SUMO #406,224,59.572330049284254,7,Reaction Diffusion,Green Lantern,Undetonated,24.43%,19,-40°,17.87%,
512,SUMO #512,225,59.54466231040783,7,Black,Aquaman,Undetonated,11.1%,28,80°,90.98%,
1552,SUMO #1552,226,59.526091391975186,7,Black,The Thing,Undetonated,98.98%,28,-40°,90.98%,
574,SUMO #574,227,59.52023624706221,7,Black,Martian Manhunter,Sumo Explode!,75.8%,200,90°,20.68%,
2984,SUMO #2984,228,59.520106279941366,7,Black,Captain America,Undetonated,98.98%,28,80°,90.98%,
1720,SUMO #1720,229,59.49942425123302,7,Black,Captain America,Undetonated,11.1%,28,30°,32.59%,
993,SUMO #993,230,59.454355380497425,7,Black,The Thing,Undetonated,98.98%,28,-40°,49.64%,
1740,SUMO #1740,231,59.44969354440022,7,Black,Green Lantern,Undetonated,83.59%,28,30°,32.59%,
1097,SUMO #1097,232,59.40814947836763,7,Black,Martian Manhunter,Undetonated,98.98%,28,-40°,90.98%,
2065,SUMO #2065,233,59.4078204749311,7,Black,Martian Manhunter,Undetonated,83.59%,28,80°,17.87%,
37,SUMO #37,234,59.39788132153537,7,Black,Green Lantern,Undetonated,24.43%,28,30°,17.87%,
1610,SUMO #1610,235,59.38590274370998,7,Black,Green Lantern,Sumo Explode!,98.98%,43,30°,17.87%,
258,SUMO #258,236,59.34463268389854,7,Black,Martian Manhunter,Sumo Explode!,83.59%,91,80°,21.17%,
104,SUMO #104,237,59.34261220538846,7,Black,The Thing,Undetonated,83.59%,28,80°,32.59%,
1730,SUMO #1730,238,59.33641346688987,7,Black,Martian Manhunter,Undetonated,98.98%,28,-40°,49.64%,
248,SUMO #248,239,59.319653278231186,7,Black,Martian Manhunter,Sumo Explode!,84.44%,200,70°,59.29%,
1131,SUMO #1131,240,59.290799982523616,7,Black,The Thing,Undetonated,24.43%,28,80°,17.87%,
851,SUMO #851,241,59.25594358382711,7,Black,The Thing,Sumo Explode!,84.44%,200,10°,47.15%,
2144,SUMO #2144,242,59.25586119150831,7,Reaction Diffusion,The Thing,Undetonated,98.98%,28,80°,49.64%,
2716,SUMO #2716,243,59.224670291780924,7,Black,Martian Manhunter,Undetonated,83.59%,28,80°,32.59%,
582,SUMO #582,244,59.209302532605115,7,Black,Green Lantern,Undetonated,98.98%,28,80°,21.17%,
2788,SUMO #2788,245,59.17284320176041,7,Black,Captain America,Undetonated,98.98%,28,30°,17.87%,
