ID,Name,Rank,Rarity_Score,Attributes,Background,Colour Scheme,Exploded?,Metallic Slice Percentage,Number of Cuts,Slice Angle,Slice Colour Weight,Special
2714,SUMO #2714,561,53.62131542674964,7,Black,Brainiac 5,Undetonated,84.44%,200,70°,47.67%,
2631,SUMO #2631,562,53.6112012778787,7,Reaction Diffusion,Green Lantern,Undetonated,24.43%,43,80°,90.98%,
438,SUMO #438,563,53.60921337755933,7,Black,Aquaman,Undetonated,11.1%,43,-40°,90.98%,
1473,SUMO #1473,564,53.59031345569015,7,Black,The Thing,Undetonated,83.59%,43,-40°,17.87%,
868,SUMO #868,565,53.586199637907,7,Reaction Diffusion,Martian Manhunter,Sumo Explode!,42.06%,19,10°,59.29%,
1575,SUMO #1575,566,53.586052586262056,7,Black,Brainiac 5,Undetonated,75.8%,200,70°,39.22%,
675,SUMO #675,567,53.58601369662857,7,Black,Captain America,Undetonated,83.59%,19,80°,32.59%,
1004,SUMO #1004,568,53.56684919581282,7,Black,Brainiac 5,Undetonated,84.44%,200,70°,47.15%,
2000,SUMO #2000,569,53.56445298404183,7,Black,Green Lantern,Sumo Explode!,75.8%,91,60°,47.67%,
2167,SUMO #2167,570,53.56320381348384,7,Black,Iron Fist,Undetonated,42.06%,200,90°,47.15%,
1299,SUMO #1299,571,53.55809635200661,7,Black,Brainiac 5,Undetonated,84.44%,25,90°,59.29%,
1212,SUMO #1212,572,53.5554309719696,7,Black,Brainiac 5,Undetonated,25.89%,25,-80°,59.29%,
2920,SUMO #2920,573,53.55031666551783,7,Reaction Diffusion,Captain America,Undetonated,11.1%,19,30°,32.59%,
2650,SUMO #2650,574,53.53946526640094,7,Reaction Diffusion,Green Lantern,Undetonated,24.43%,43,80°,49.64%,
1079,SUMO #1079,575,53.53747736608157,7,Black,Aquaman,Undetonated,11.1%,43,-40°,49.64%,
1338,SUMO #1338,576,53.52985541161336,7,Black,Iron Fist,Undetonated,25.89%,200,90°,47.15%,
1819,SUMO #1819,577,53.52381871321487,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,19,80°,49.64%,
1623,SUMO #1623,578,53.512921335615104,7,Black,Captain America,Undetonated,98.98%,43,-40°,49.64%,
926,SUMO #926,579,53.49926268274841,7,Reaction Diffusion,Captain America,Undetonated,98.98%,19,80°,49.64%,
374,SUMO #374,580,53.47618430813547,7,Black,Iron Fist,Undetonated,25.89%,200,90°,39.22%,
1768,SUMO #1768,581,53.474056895054844,7,Black,Martian Manhunter,Undetonated,83.59%,19,-40°,32.59%,
2704,SUMO #2704,582,53.45904189265244,7,Reaction Diffusion,Martian Manhunter,Undetonated,98.98%,19,-40°,90.98%,
585,SUMO #585,583,53.45631564962712,7,Black,Green Lantern,Sumo Explode!,75.8%,91,60°,39.22%,
1572,SUMO #1572,584,53.442446860347914,7,Black,Iron Fist,Undetonated,42.06%,200,-80°,20.68%,
2125,SUMO #2125,585,53.435705212739386,7,Black,Iron Fist,Undetonated,42.06%,200,10°,59.29%,
583,SUMO #583,586,53.41176383851445,7,Black,Iron Fist,Undetonated,84.44%,200,90°,20.68%,
1957,SUMO #1957,587,53.410719188570205,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,43,80°,90.98%,
1876,SUMO #1876,588,53.40909845847744,7,Black,Iron Fist,Undetonated,25.89%,200,-80°,20.68%,
618,SUMO #618,589,53.40117816050615,7,Black,Captain America,Undetonated,83.59%,43,80°,32.59%,
379,SUMO #379,590,53.35835498731861,7,Black,Brainiac 5,Undetonated,42.06%,200,70°,47.15%,
552,SUMO #552,591,53.357597153081166,7,Black,Green Lantern,Undetonated,98.98%,91,-40°,17.87%,
478,SUMO #478,592,53.355351049675114,7,Black,The Thing,Undetonated,24.43%,43,-40°,17.87%,
2679,SUMO #2679,593,53.3496021435124,7,Black,Brainiac 5,Undetonated,42.06%,25,90°,59.29%,
1800,SUMO #1800,594,53.34936593764129,7,Black,Captain America,Undetonated,24.43%,43,80°,17.87%,
2547,SUMO #2547,595,53.338983177092445,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,43,80°,49.64%,
2673,SUMO #2673,596,53.328352410626735,7,Black,Brainiac 5,Undetonated,75.8%,25,-80°,47.15%,
2385,SUMO #2385,597,53.325216459607596,7,Black,Brainiac 5,Undetonated,25.89%,200,10°,20.68%,
206,SUMO #206,598,53.31625374164192,7,Black,Brainiac 5,Undetonated,25.89%,25,90°,59.29%,
2660,SUMO #2660,599,53.30736441170335,7,Reaction Diffusion,Martian Manhunter,Sumo Explode!,84.44%,19,10°,47.67%,
1040,SUMO #1040,600,53.30093915058407,7,Black,Captain America,Undetonated,11.1%,91,-40°,90.98%,
1272,SUMO #1272,601,53.28405536361055,7,Black,Iron Fist,Undetonated,84.44%,200,70°,59.29%,
2306,SUMO #2306,602,53.28398867762242,7,Black,Aquaman,Undetonated,83.59%,19,80°,17.87%,
1694,SUMO #1694,603,53.283084281620496,7,Black,Green Lantern,Sumo Explode!,42.06%,91,60°,47.67%,
1099,SUMO #1099,604,53.27978950627635,7,Black,Brainiac 5,Undetonated,75.8%,200,70°,20.68%,
596,SUMO #596,605,53.25547791669961,7,Black,Brainiac 5,Undetonated,84.44%,25,-80°,47.15%,
1812,SUMO #1812,606,53.23740913606756,7,Black,Martian Manhunter,Undetonated,24.43%,43,-40°,17.87%,
23,SUMO #23,607,53.2128571534258,7,Black,Martian Manhunter,Undetonated,98.98%,28,30°,49.64%,
2448,SUMO #2448,608,53.2125816695812,7,Black,Aquaman,Undetonated,98.98%,19,-40°,49.64%,
2869,SUMO #2869,609,53.20691501234923,7,Black,Brainiac 5,Undetonated,84.44%,200,70°,20.68%,
326,SUMO #326,610,53.196558463865244,7,Reaction Diffusion,Aquaman,Undetonated,24.43%,91,30°,32.59%,
2202,SUMO #2202,611,53.191129858085176,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,91,80°,21.17%,
1218,SUMO #1218,612,53.175278249526045,7,Black,Iron Fist,Undetonated,75.8%,200,10°,47.15%,
854,SUMO #854,613,53.172200866524925,7,Black,The Thing,Undetonated,24.43%,43,-40°,32.59%,
309,SUMO #309,614,53.166215754491105,7,Black,Captain America,Undetonated,24.43%,43,80°,32.59%,
1043,SUMO #1043,615,53.15910296409205,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,91,80°,17.87%,
10,SUMO #10,616,53.15854221365823,7,Reaction Diffusion,The Thing,Undetonated,24.43%,19,80°,32.59%,
1920,SUMO #1920,617,53.14827146030331,7,Black,The Thing,Sumo Explode!,75.8%,25,-20°,59.29%,
1398,SUMO #1398,618,53.102444961594955,7,Reaction Diffusion,Captain America,Undetonated,11.1%,91,80°,90.98%,
386,SUMO #386,619,53.10240375559892,7,Black,Iron Fist,Undetonated,84.44%,200,10°,47.15%,
2460,SUMO #2460,620,53.09948214493653,7,Black,Aquaman,Undetonated,98.98%,43,-40°,90.98%,
2620,SUMO #2620,621,53.085823492069835,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,19,80°,90.98%,
1925,SUMO #1925,622,53.07717807571429,7,Black,Green Lantern,Sumo Explode!,84.44%,91,60°,20.68%,
1493,SUMO #1493,623,53.0651414633615,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,19,30°,32.59%,
2922,SUMO #2922,624,53.05425895291737,7,Black,Martian Manhunter,Undetonated,24.43%,43,-40°,32.59%,
2135,SUMO #2135,625,53.04902627160738,7,Black,Aquaman,Undetonated,24.43%,19,80°,17.87%,
1982,SUMO #1982,626,53.0469837082054,7,Black,Brainiac 5,Undetonated,42.06%,25,-80°,47.15%,
2038,SUMO #2038,627,53.04561089523757,7,Reaction Diffusion,Captain America,Undetonated,83.59%,19,30°,49.64%,
2686,SUMO #2686,628,53.040600300050684,7,Reaction Diffusion,Martian Manhunter,Undetonated,24.43%,19,80°,32.59%,
2911,SUMO #2911,629,53.037687497702905,7,Reaction Diffusion,The Thing,Undetonated,75.8%,200,-80°,59.29%,
1885,SUMO #1885,630,53.03550407682117,7,Black,Brainiac 5,Undetonated,75.8%,25,90°,39.22%,
2303,SUMO #2303,631,53.030708950117194,7,Reaction Diffusion,Captain America,Undetonated,11.1%,91,80°,49.64%,
6,SUMO #6,632,53.02774613345877,7,Black,Aquaman,Undetonated,98.98%,43,-40°,49.64%,
657,SUMO #657,633,53.014087480592075,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,19,80°,49.64%,
2224,SUMO #2224,634,52.99842080385502,7,Black,Brainiac 5,Undetonated,42.06%,200,70°,20.68%,
2642,SUMO #2642,635,52.993312604727514,7,Black,Brainiac 5,Undetonated,42.06%,25,-80°,39.22%,
2923,SUMO #2923,636,52.99013540324782,7,Black,Green Lantern,Undetonated,11.1%,91,-40°,21.17%,
2937,SUMO #2937,637,52.97370667753581,7,Reaction Diffusion,The Thing,Undetonated,24.43%,43,80°,32.59%,
2280,SUMO #2280,638,52.96841822716314,7,Black,Brainiac 5,Undetonated,75.8%,25,-80°,20.68%,
1217,SUMO #1217,639,52.96167657955461,7,Black,Brainiac 5,Undetonated,75.8%,25,10°,59.29%,
272,SUMO #272,640,52.94451002625847,7,Black,Green Lantern,Undetonated,24.43%,91,-40°,49.64%,
356,SUMO #356,641,52.91974558409536,7,Reaction Diffusion,Martian Manhunter,Undetonated,75.8%,200,-80°,59.29%,
1006,SUMO #1006,642,52.91875214854346,7,Reaction Diffusion,Martian Manhunter,Undetonated,11.1%,91,-40°,49.64%,
1541,SUMO #1541,643,52.90098795594741,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,43,80°,90.98%,
1757,SUMO #1757,644,52.89554373323602,7,Black,Brainiac 5,Undetonated,84.44%,25,-80°,20.68%,
711,SUMO #711,645,52.89390954710471,7,Black,Iron Fist,Undetonated,42.06%,200,10°,47.15%,
841,SUMO #841,646,52.88880208562749,7,Black,Brainiac 5,Undetonated,84.44%,25,10°,59.29%,
446,SUMO #446,647,52.884829037232485,7,Black,Green Lantern,Undetonated,11.1%,19,-40°,90.98%,
280,SUMO #280,648,52.8658760884572,7,Black,Aquaman,Undetonated,24.43%,19,80°,32.59%,
2380,SUMO #2380,649,52.862272708814544,7,Black,Brainiac 5,Undetonated,42.06%,25,90°,47.67%,
2634,SUMO #2634,650,52.855764763928256,7,Reaction Diffusion,Martian Manhunter,Undetonated,24.43%,43,80°,32.59%,
449,SUMO #449,651,52.84023844362682,7,Black,Iron Fist,Undetonated,42.06%,200,10°,39.22%,
1185,SUMO #1185,652,52.82892430694407,7,Black,Brainiac 5,Undetonated,25.89%,25,90°,47.67%,
653,SUMO #653,653,52.81576394842774,7,Black,Aquaman,Undetonated,11.1%,91,-40°,90.98%,
2721,SUMO #2721,654,52.81534406606245,7,Black,Iron Fist,Undetonated,75.8%,200,10°,20.68%,
2565,SUMO #2565,655,52.807806477877726,7,Black,Brainiac 5,Undetonated,42.06%,25,90°,47.15%,
728,SUMO #728,656,52.80689004175635,7,Black,Iron Fist,Undetonated,25.89%,200,10°,39.22%,
1408,SUMO #1408,657,52.7916412142587,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,91,80°,21.17%,
1150,SUMO #1150,658,52.79120791796127,7,Black,Captain America,Undetonated,98.98%,91,-40°,90.98%,
2563,SUMO #2563,659,52.78001409574888,7,Black,Martian Manhunter,Undetonated,83.59%,19,-40°,21.17%,
2616,SUMO #2616,660,52.75413537439984,7,Black,Brainiac 5,Undetonated,42.06%,25,90°,39.22%,
2861,SUMO #2861,661,52.7523177168811,7,Black,Green Lantern,Sumo Explode!,25.89%,91,50°,47.67%,
1127,SUMO #1127,662,52.744027936949976,7,Black,Aquaman,Undetonated,11.1%,91,-40°,49.64%,
2201,SUMO #2201,663,52.742259697975875,7,Black,Iron Fist,Undetonated,84.44%,200,70°,47.15%,
1151,SUMO #1151,664,52.730841474132646,7,Black,Iron Fist,Undetonated,25.89%,25,-80°,59.29%,
2503,SUMO #2503,665,52.729240996835465,7,Black,Brainiac 5,Undetonated,75.8%,25,90°,20.68%,
1255,SUMO #1255,666,52.72078697252936,7,Black,Brainiac 5,Undetonated,25.89%,25,90°,39.22%,
2137,SUMO #2137,667,52.71947190648351,7,Black,Captain America,Undetonated,98.98%,91,-40°,49.64%,
1864,SUMO #1864,668,52.70545117658119,7,Reaction Diffusion,Green Lantern,Undetonated,83.59%,91,30°,17.87%,
2651,SUMO #2651,669,52.69999350111006,7,Black,Green Lantern,Undetonated,11.1%,43,-40°,90.98%,
2436,SUMO #2436,670,52.688588594497986,7,Black,Iron Fist,Undetonated,84.44%,200,70°,39.22%,
867,SUMO #867,671,52.68704952474181,7,Black,Brainiac 5,Undetonated,42.06%,25,-80°,20.68%,
2057,SUMO #2057,672,52.68030787713328,7,Black,Brainiac 5,Undetonated,42.06%,25,10°,59.29%,
2369,SUMO #2369,673,52.65636650290834,7,Black,Brainiac 5,Undetonated,84.44%,25,90°,20.68%,
2647,SUMO #2647,674,52.65370112287133,7,Black,Brainiac 5,Undetonated,25.89%,25,-80°,20.68%,
913,SUMO #913,675,52.646959475262804,7,Black,Brainiac 5,Undetonated,25.89%,25,10°,59.29%,
318,SUMO #318,676,52.6282574896323,7,Black,Green Lantern,Undetonated,11.1%,43,-40°,49.64%,
534,SUMO #534,677,52.61726975943862,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,91,80°,90.98%,
2801,SUMO #2801,678,52.6145988367656,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,19,80°,49.64%,
2090,SUMO #2090,679,52.61371384340838,7,Black,The Thing,Undetonated,83.59%,91,-40°,32.59%,
759,SUMO #759,680,52.60153252193157,7,Black,Brainiac 5,Undetonated,75.8%,25,70°,59.29%,
2554,SUMO #2554,681,52.59869884100597,7,Reaction Diffusion,The Thing,Undetonated,98.98%,91,-40°,90.98%,
2961,SUMO #2961,682,52.588231720418484,7,Black,Iron Fist,Undetonated,42.06%,200,70°,47.67%,
781,SUMO #781,683,52.57420673713169,7,Reaction Diffusion,The Thing,Sumo Explode!,84.44%,91,70°,59.29%,
549,SUMO #549,684,52.56043569308123,7,Reaction Diffusion,Aquaman,Undetonated,83.59%,19,30°,49.64%,
2918,SUMO #2918,685,52.54553374796086,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,91,80°,49.64%,
1556,SUMO #1556,686,52.53397536364112,7,Black,Iron Fist,Undetonated,42.06%,200,10°,20.68%,
2308,SUMO #2308,687,52.53376548948167,7,Black,Iron Fist,Undetonated,42.06%,200,70°,47.15%,
172,SUMO #172,688,52.52899326122577,7,Reaction Diffusion,Brainiac 5,Undetonated,75.8%,200,-20°,47.67%,
1695,SUMO #1695,689,52.52501264567545,7,Black,Iron Fist,Undetonated,42.06%,25,90°,59.29%,
2979,SUMO #2979,690,52.51462628424488,7,Reaction Diffusion,The Thing,Undetonated,83.59%,43,80°,21.17%,
2483,SUMO #2483,691,52.50376291278978,7,Black,Iron Fist,Undetonated,75.8%,25,-80°,47.15%,
2936,SUMO #2936,692,52.501499312120934,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,43,80°,90.98%,
745,SUMO #745,693,52.50062696177064,7,Black,Iron Fist,Undetonated,25.89%,200,10°,20.68%,
2454,SUMO #2454,694,52.495771929800824,7,Black,Martian Manhunter,Undetonated,83.59%,91,-40°,32.59%,
656,SUMO #656,695,52.491664243804976,7,Black,Iron Fist,Undetonated,25.89%,25,90°,59.29%,
2935,SUMO #2935,696,52.480756927398424,7,Reaction Diffusion,Martian Manhunter,Undetonated,98.98%,91,-40°,90.98%,
949,SUMO #949,697,52.47815806721897,7,Black,The Thing,Undetonated,24.43%,43,-40°,21.17%,
2944,SUMO #2944,698,52.474527030288954,7,Reaction Diffusion,Brainiac 5,Undetonated,75.8%,200,-20°,47.15%,
2968,SUMO #2968,699,52.47434714485676,7,Black,Brainiac 5,Undetonated,75.8%,25,10°,47.67%,
802,SUMO #802,700,52.47217295518515,7,Black,Captain America,Undetonated,24.43%,43,80°,21.17%,
1462,SUMO #1462,701,52.44787229441413,7,Black,Brainiac 5,Undetonated,42.06%,25,90°,20.68%,
1831,SUMO #1831,702,52.4467459841333,7,Black,Iron Fist,Undetonated,25.89%,200,70°,39.22%,
1329,SUMO #1329,703,52.429763300643174,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,43,80°,49.64%,
2709,SUMO #2709,704,52.41988091391994,7,Black,Brainiac 5,Undetonated,75.8%,25,10°,47.15%,
2205,SUMO #2205,705,52.40679569516628,7,Black,Aquaman,Undetonated,83.59%,19,80°,21.17%,
1499,SUMO #1499,706,52.401472650929634,7,Black,Brainiac 5,Undetonated,84.44%,25,10°,47.67%,
2758,SUMO #2758,707,52.37875143739333,7,Black,The Thing,Undetonated,24.43%,91,-40°,32.59%,
2638,SUMO #2638,708,52.37276632535952,7,Black,Captain America,Undetonated,24.43%,91,80°,32.59%,
631,SUMO #631,709,52.312542706432225,7,Black,Martian Manhunter,Undetonated,11.1%,19,-40°,17.87%,
608,SUMO #608,710,52.30603271580494,7,Black,Aquaman,Undetonated,98.98%,91,-40°,90.98%,
1625,SUMO #1625,711,52.30336179313193,7,Black,Green Lantern,Undetonated,98.98%,19,-40°,49.64%,
2396,SUMO #2396,712,52.29333531651493,7,Black,Brainiac 5,Undetonated,84.44%,25,10°,39.22%,
2722,SUMO #2722,713,52.28681541763976,7,Black,Brainiac 5,Undetonated,25.89%,25,70°,59.29%,
142,SUMO #142,714,52.281909981635906,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,91,80°,21.17%,
1511,SUMO #1511,715,52.27686044130527,7,Black,Iron Fist,Undetonated,42.06%,25,-80°,47.67%,
359,SUMO #359,716,52.26458568246211,7,Black,Iron Fist,Undetonated,75.8%,25,90°,47.15%,
1237,SUMO #1237,717,52.26080952378579,7,Black,Martian Manhunter,Undetonated,24.43%,91,-40°,32.59%,
2087,SUMO #2087,718,52.25671460174056,7,Reaction Diffusion,The Thing,Undetonated,75.8%,200,90°,47.15%,
209,SUMO #209,719,52.24564908391735,7,Black,The Thing,Undetonated,11.1%,43,-40°,17.87%,
135,SUMO #135,720,52.24351203943479,7,Black,Iron Fist,Undetonated,25.89%,25,-80°,47.67%,
692,SUMO #692,721,52.23429670432718,7,Black,Aquaman,Undetonated,98.98%,91,-40°,49.64%,
2819,SUMO #2819,722,52.22196015904386,7,Black,Aquaman,Undetonated,83.59%,43,80°,21.17%,
467,SUMO #467,723,52.21427615693396,7,Reaction Diffusion,Brainiac 5,Undetonated,25.89%,200,-20°,47.67%,
2901,SUMO #2901,724,52.193238919069834,7,Reaction Diffusion,Martian Manhunter,Undetonated,75.8%,200,90°,47.67%,
903,SUMO #903,725,52.19171118853499,7,Black,Iron Fist,Undetonated,84.44%,25,90°,47.15%,
329,SUMO #329,726,52.19161861802297,7,Black,Green Lantern,Undetonated,83.59%,19,80°,32.59%,
1571,SUMO #1571,727,52.19026226848726,7,Black,Green Lantern,Undetonated,98.98%,43,-40°,90.98%,
1958,SUMO #1958,728,52.189933265050726,7,Black,Green Lantern,Undetonated,83.59%,43,80°,17.87%,
1471,SUMO #1471,729,52.176603615620564,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,19,80°,90.98%,
997,SUMO #997,730,52.17383130601807,7,Black,Iron Fist,Undetonated,42.06%,200,70°,20.68%,
125,SUMO #125,731,52.171833289151245,7,Black,Aquaman,Undetonated,24.43%,19,80°,21.17%,
178,SUMO #178,732,52.15963004056495,7,Black,Brainiac 5,Undetonated,25.89%,25,10°,47.67%,
2268,SUMO #2268,733,52.15592158691223,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,19,30°,32.59%,
2617,SUMO #2617,734,52.13877268813302,7,Reaction Diffusion,Martian Manhunter,Undetonated,75.8%,200,90°,47.15%,
247,SUMO #247,735,52.13851221149861,7,Black,Brainiac 5,Undetonated,42.06%,25,10°,47.15%,
562,SUMO #562,736,52.1380400850571,7,Black,Iron Fist,Undetonated,84.44%,25,90°,39.22%,
2250,SUMO #2250,737,52.13708708171767,7,Black,Iron Fist,Undetonated,75.8%,25,10°,59.29%,
1141,SUMO #1141,738,52.135374705020084,7,Black,Iron Fist,Undetonated,25.89%,25,-80°,39.22%,
361,SUMO #361,739,52.12939252328204,7,Black,Martian Manhunter,Undetonated,11.1%,19,-40°,32.59%,
2996,SUMO #2996,740,52.1185262570095,7,Black,Green Lantern,Undetonated,98.98%,43,-40°,49.64%,
1363,SUMO #1363,741,52.11420308723371,7,Black,Brainiac 5,Undetonated,75.8%,25,70°,47.67%,
525,SUMO #525,742,52.10753852681582,7,Reaction Diffusion,Aquaman,Undetonated,98.98%,91,80°,90.98%,
319,SUMO #319,743,52.106138822519256,7,Reaction Diffusion,Brainiac 5,Undetonated,25.89%,200,-20°,39.22%,
1054,SUMO #1054,744,52.104867604142804,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,19,80°,49.64%,
1048,SUMO #1048,745,52.08685649810748,7,Reaction Diffusion,Aquaman,Undetonated,11.1%,91,30°,32.59%,
2607,SUMO #2607,746,52.08484110802072,7,Black,Brainiac 5,Undetonated,42.06%,25,10°,39.22%,
298,SUMO #298,747,52.070954235399064,7,Black,Iron Fist,Undetonated,84.44%,25,-80°,20.68%,
2211,SUMO #2211,748,52.070741306353376,7,Black,Aquaman,Undetonated,24.43%,91,80°,17.87%,
475,SUMO #475,749,52.06589819420589,7,Reaction Diffusion,Martian Manhunter,Undetonated,84.44%,200,90°,47.15%,
469,SUMO #469,750,52.06249890076716,7,Black,The Thing,Undetonated,11.1%,43,-40°,32.59%,
383,SUMO #383,751,52.059946730456346,7,Black,Brainiac 5,Undetonated,75.8%,25,10°,20.68%,
1847,SUMO #1847,752,52.059736856296894,7,Black,Brainiac 5,Undetonated,75.8%,25,70°,47.15%,
2283,SUMO #2283,753,52.05651378873334,7,Black,Captain America,Undetonated,11.1%,43,80°,32.59%,
915,SUMO #915,754,52.02981213025605,7,Reaction Diffusion,The Thing,Undetonated,42.06%,200,90°,47.67%,
2717,SUMO #2717,755,52.00678308190054,7,Black,Green Lantern,Undetonated,83.59%,43,80°,32.59%,
1372,SUMO #1372,756,52.006065752819005,7,Black,Brainiac 5,Undetonated,75.8%,25,70°,39.22%,
1769,SUMO #1769,757,52.00433480910712,7,Black,Iron Fist,Undetonated,25.89%,25,90°,47.67%,
1209,SUMO #1209,758,51.99176807949814,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,43,80°,90.98%,
1883,SUMO #1883,759,51.98699775302882,7,Black,Aquaman,Undetonated,24.43%,43,80°,21.17%,
807,SUMO #807,760,51.98321698004078,7,Black,Iron Fist,Undetonated,42.06%,25,90°,47.15%,
1839,SUMO #1839,761,51.95665621200793,7,Black,Green Lantern,Undetonated,24.43%,19,80°,32.59%,
113,SUMO #113,762,51.9498685781703,7,Black,Iron Fist,Undetonated,25.89%,25,90°,47.15%,
813,SUMO #813,763,51.94455698715961,7,Black,Martian Manhunter,Undetonated,11.1%,43,-40°,32.59%,
1480,SUMO #1480,764,51.93932430584962,7,Black,Aquaman,Undetonated,11.1%,19,80°,17.87%,
1000,SUMO #1000,765,51.92075338741697,7,Black,The Thing,Undetonated,98.98%,19,-40°,17.87%,
324,SUMO #324,766,51.920032068020376,7,Reaction Diffusion,Green Lantern,Undetonated,98.98%,43,80°,49.64%,
2096,SUMO #2096,767,51.919671044102415,7,Black,The Thing,Undetonated,83.59%,91,-40°,21.17%,
1277,SUMO #1277,768,51.91476827538316,7,Black,Captain America,Undetonated,98.98%,19,80°,17.87%,
1070,SUMO #1070,769,51.9136859320686,7,Black,Captain America,Undetonated,83.59%,91,80°,21.17%,
1072,SUMO #1072,770,51.9118702166485,7,Reaction Diffusion,Martian Manhunter,Undetonated,42.06%,200,90°,47.67%,
1140,SUMO #1140,771,51.906544071978466,7,Black,Green Lantern,Undetonated,11.1%,91,-40°,90.98%,
229,SUMO #229,772,51.862460026904856,7,Black,Iron Fist,Undetonated,42.06%,25,-80°,20.68%,
408,SUMO #408,773,51.855718379296334,7,Black,Iron Fist,Undetonated,42.06%,25,10°,59.29%,
760,SUMO #760,774,51.834808060500706,7,Black,Green Lantern,Undetonated,11.1%,91,-40°,49.64%,
290,SUMO #290,775,51.831777005071395,7,Black,Iron Fist,Undetonated,84.44%,25,90°,20.68%,
2912,SUMO #2912,776,51.828258194125056,7,Reaction Diffusion,Green Lantern,Undetonated,83.59%,91,30°,21.17%,
1498,SUMO #1498,777,51.82236997742586,7,Black,Iron Fist,Undetonated,25.89%,25,10°,59.29%,
47,SUMO #47,778,51.81436467808709,7,Black,The Thing,Undetonated,83.59%,19,-40°,90.98%,
714,SUMO #714,779,51.80281147380943,7,Black,Martian Manhunter,Undetonated,98.98%,19,-40°,17.87%,
1066,SUMO #1066,780,51.778578028035014,7,Black,Brainiac 5,Undetonated,42.06%,25,10°,20.68%,
1570,SUMO #1570,781,51.77836815387556,7,Black,Brainiac 5,Undetonated,42.06%,25,70°,47.15%,
93,SUMO #93,782,51.756174122699434,7,Black,Aquaman,Undetonated,11.1%,19,80°,32.59%,
336,SUMO #336,783,51.745019752005085,7,Black,Brainiac 5,Undetonated,25.89%,25,70°,47.15%,
118,SUMO #118,784,51.74262866660932,7,Black,The Thing,Undetonated,83.59%,19,-40°,49.64%,
738,SUMO #738,785,51.738103181541604,7,Black,The Thing,Sumo Explode!,42.06%,19,60°,39.22%,
1851,SUMO #1851,786,51.73760320426679,7,Black,The Thing,Undetonated,98.98%,19,-40°,32.59%,
2291,SUMO #2291,787,51.729932739260725,7,Black,Captain America,Undetonated,98.98%,43,80°,17.87%,
777,SUMO #777,788,51.72469705039767,7,Black,Brainiac 5,Undetonated,42.06%,25,70°,39.22%,
811,SUMO #811,789,51.72225919842786,7,Reaction Diffusion,The Thing,Undetonated,98.98%,19,80°,17.87%,
2075,SUMO #2075,790,51.70440376338883,7,Reaction Diffusion,Iron Fist,Undetonated,75.8%,200,-20°,47.67%,
1221,SUMO #1221,791,51.696422764479536,7,Black,Martian Manhunter,Undetonated,83.59%,19,-40°,90.98%,
2706,SUMO #2706,792,51.69495020047829,7,Black,Martian Manhunter,Sumo Explode!,25.89%,19,60°,47.67%,
1142,SUMO #1142,793,51.691348648527196,7,Black,Brainiac 5,Undetonated,25.89%,25,70°,39.22%,
553,SUMO #553,794,51.68470863808738,7,Black,The Thing,Undetonated,24.43%,91,-40°,21.17%,
2319,SUMO #2319,795,51.67872352605357,7,Black,Captain America,Undetonated,24.43%,91,80°,21.17%,
1447,SUMO #1447,796,51.65121581663196,7,Reaction Diffusion,Green Lantern,Undetonated,83.59%,19,30°,49.64%,
1778,SUMO #1778,797,51.64975764701981,7,Black,Iron Fist,Undetonated,75.8%,25,10°,47.67%,
2848,SUMO #2848,798,51.63631387151159,7,Reaction Diffusion,Green Lantern,Undetonated,11.1%,91,80°,49.64%,
59,SUMO #59,799,51.62468675300178,7,Black,Martian Manhunter,Undetonated,83.59%,19,-40°,49.64%,
1854,SUMO #1854,800,51.62354402993084,7,Black,Captain America,Undetonated,83.59%,43,80°,90.98%,
2753,SUMO #2753,801,51.619661290659245,7,Black,Martian Manhunter,Undetonated,98.98%,19,-40°,32.59%,
2097,SUMO #2097,802,51.617975937687,7,Black,Martian Manhunter,Undetonated,98.98%,43,-40°,17.87%,
141,SUMO #141,803,51.60323494150575,7,Reaction Diffusion,Martian Manhunter,Undetonated,83.59%,91,80°,21.17%,
2350,SUMO #2350,804,51.59529141608299,7,Black,Iron Fist,Undetonated,75.8%,25,10°,47.15%,
1882,SUMO #1882,805,51.58215072782721,7,Reaction Diffusion,Aquaman,Undetonated,83.59%,91,30°,49.64%,
2733,SUMO #2733,806,51.573417160038225,7,Black,Captain America,Undetonated,24.43%,19,80°,90.98%,
