ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Body Material,Energy,Flyer,Head,Left Arm,Right Arm
324,Unibot #324,697,69.24959873877546,8,Paris,Armor 04,Gold,Hydraulic,No,Brain Capsule,A005,A005
369,Unibot #369,698,69.24413999275028,8,Hong Kong,Armor 01,Silver,Wind,No,Lighbulb,A010,A010
301,Unibot #301,699,69.22970599510313,8,Miami,Car Jack,Silver,Hydraulic,No,Electric Rocket,A005,A005
964,Unibot #964,700,69.17548477313159,8,Edo,Suit,Silver,Hydraulic,No,Fancy Chappie,A004,A004
424,Unibot #424,701,69.15095089500355,8,Caracas,Armor 01,Silver,Biodiesel,No,Electric Rocket,A002,A002
231,Unibot #231,702,69.14206599451674,8,Sahara,Candy Machine,Silver,Wind,No,Bee,A010,A010
493,Unibot #493,703,69.10432791541724,8,Hong Kong,Candy Machine,Silver,Geothermal,No,Bee,A004,A004
199,Unibot #199,704,69.10123770557192,8,Edo,Satellite,Gold,Solar,No,Jaw,A006,A006
368,Unibot #368,705,69.09596690249968,8,Sahara,Synthetic Heart,Silver,Biodiesel,No,Helmet,A009,A009
529,Unibot #529,706,69.08021224646241,8,Florence,Armor 02,Silver,Hydraulic,No,Brain Capsule,A001,A001
576,Unibot #576,707,69.07319194553111,8,Florence,Armor 04,Silver,Solar,No,Open Helmet,A004,A004
855,Unibot #855,708,69.07016461903768,8,Carthage,Mustang Engine,Silver,Hydraulic,No,Screen,A006,A006
850,Unibot #850,709,69.0694975786825,8,Paris,Synthetic Heart,Silver,Solar,No,Lighbulb,A002,A002
446,Unibot #446,710,69.035890757955,8,Florence,Armor 01,Silver,Solar,No,Jaw,A001,A001
513,Unibot #513,711,69.018510297917,8,New York City,Armor 02,Silver,Geothermal,No,Screen,A010,A010
833,Unibot #833,712,69.01324780300092,8,Florence,Candy Machine,Silver,Wind,No,Lighbulb,A004,A004
371,Unibot #371,713,69.00901298431677,8,Florence,Armor 04,Gold,Hydraulic,No,Googles,A010,A010
717,Unibot #717,714,68.99728703872343,8,Hong Kong,Satellite,Silver,Biodiesel,No,Electric Rocket,A006,A006
916,Unibot #916,715,68.9892776985345,8,Edo,Synthetic Heart,Silver,Geothermal,No,Googles,A007,A007
754,Unibot #754,716,68.98054826252371,8,Miami,Satellite,Silver,Biodiesel,No,Electric Rocket,A010,A010
886,Unibot #886,717,68.9796841381343,8,Delphi,Suit,Silver,Biodiesel,No,Jaw,A008,A008
706,Unibot #706,718,68.94567332469592,8,Hong Kong,Synthetic Heart,Silver,Biodiesel,No,Drone,A006,A006
696,Unibot #696,719,68.92865174724778,8,Carthage,Armor 04,Silver,Hydraulic,No,Drone,A009,A009
480,Unibot #480,720,68.92299389972725,8,Babylon,Satellite,Silver,Geothermal,No,Broken Screen,A005,A005
397,Unibot #397,721,68.9083879948428,8,Granada,Suit,Silver,Solar,No,Rocket,A005,A005
536,Unibot #536,722,68.88341775304553,8,Florence,Mustang Engine,Silver,Hydraulic,No,Queen Bee,A006,A006
485,Unibot #485,723,68.87317024341361,8,Florence,Armor 01,Silver,Hydraulic,No,Lighbulb,A008,A008
602,Unibot #602,724,68.85900551604736,8,Delphi,Mustang Engine,Silver,Hydraulic,No,Broken Screen,A010,A010
828,Unibot #828,725,68.84784397876743,8,Paris,Armor 01,Silver,Biodiesel,No,Queen Bee,A006,A006
969,Unibot #969,726,68.81434000857965,8,Delphi,Suit,Silver,Solar,No,Jaw,A009,A009
125,Unibot #125,727,68.81067242835506,8,New York City,Armor 02,Silver,Solar,No,Broken Screen,A008,A008
892,Unibot #892,728,68.79469833634607,8,Miami,Mustang Engine,Silver,Biodiesel,No,Broken Screen,A005,A005
984,Unibot #984,729,68.78817322202073,8,Sahara,Drying machine,Silver,Biodiesel,No,Brain Capsule,A006,A006
479,Unibot #479,730,68.7277455042154,8,Sahara,Armor 02,Silver,Biodiesel,No,Googles,A002,A002
272,Unibot #272,731,68.70317357341693,8,Carthage,Armor 01,Silver,Hydraulic,No,Electric Rocket,A008,A008
442,Unibot #442,732,68.70291894879131,8,Hong Kong,Armor 02,Silver,Hydraulic,No,Fish Tank,A006,A006
276,Unibot #276,733,68.69937410906132,8,Caracas,Candy Machine,Silver,Geothermal,No,Open Helmet,A005,A005
925,Unibot #925,734,68.68316962174701,8,Miami,Armor 01,Silver,Biodiesel,No,Lighbulb,A010,A010
1000,Unibot #1000,735,68.6775407944785,8,Paris,Suit,Silver,Wind,No,IG-11,A006,A006
1004,Unibot #1004,736,68.65476907419658,8,Sahara,Armor 01,Silver,Biodiesel,No,Broken Screen,A006,A006
610,Unibot #610,737,68.64867358349768,8,Athens,Drying machine,Silver,Hydraulic,No,Broken Screen,A005,A005
472,Unibot #472,738,68.64517322316573,8,Paris,Suit,Silver,Biodiesel,No,Jaw,A009,A009
204,Unibot #204,739,68.63365195324103,8,Athens,Car Jack,Silver,Hydraulic,No,Jaw,A004,A004
177,Unibot #177,740,68.6316208412702,8,Miami,Armor 01,Silver,Wind,No,IG-11,A010,A010
33,Unibot #33,741,68.61417981820242,8,Hong Kong,Synthetic Heart,Silver,Biodiesel,No,Rocket,A006,A006
862,Unibot #862,742,68.59785565623241,8,Edo,Armor 01,Silver,Solar,No,Screen,A004,A004
109,Unibot #109,743,68.59783439971318,8,Sahara,Candy Machine,Silver,Biodiesel,No,Bee,A006,A006
908,Unibot #908,744,68.58833834395415,8,Florence,Synthetic Heart,Silver,Hydraulic,No,Helmet,A001,A001
681,Unibot #681,745,68.55098981531133,8,Granada,Armor 04,Silver,Biodiesel,No,Googles,A008,A008
30,Unibot #30,746,68.51806308375767,8,Edo,Candy Machine,Silver,Hydraulic,No,Drone,A004,A004
127,Unibot #127,747,68.51017782723022,8,Hong Kong,Armor 01,Silver,Biodiesel,No,Drone,A005,A005
970,Unibot #970,748,68.49621570678721,8,Miami,Armor 01,Silver,Hydraulic,No,Rocket,A010,A010
846,Unibot #846,749,68.48203668122483,8,Carthage,Synthetic Heart,Silver,Biodiesel,No,Broken Screen,A009,A009
44,Unibot #44,750,68.47182706982464,8,Florence,Armor 01,Gold,Solar,No,Helmet,A006,A006
474,Unibot #474,751,68.46995806927958,8,Paris,Satellite,Silver,Biodiesel,No,Rocket,A006,A006
742,Unibot #742,752,68.46146160506677,8,Carthage,Armor 01,Silver,Biodiesel,No,Fancy Chappie,A004,A004
396,Unibot #396,753,68.46076904041657,8,Athens,Armor 04,Silver,Hydraulic,No,Queen Bee,A010,A010
784,Unibot #784,754,68.42697270107116,8,Athens,Armor 02,Silver,Geothermal,No,Screen,A005,A005
386,Unibot #386,755,68.40374730417818,8,Florence,Armor 02,Gold,Hydraulic,No,Brain Capsule,A010,A010
822,Unibot #822,756,68.38367962975474,8,Athens,Satellite,Silver,Hydraulic,No,Electric Rocket,A005,A005
645,Unibot #645,757,68.37158568932432,8,Edo,Car Jack,Silver,Wind,No,IG-11,A006,A006
521,Unibot #521,758,68.33827618688454,8,Hong Kong,Satellite,Silver,Geothermal,No,Rocket,A005,A005
988,Unibot #988,759,68.31329343765215,8,Miami,Candy Machine,Silver,Wind,No,Bee,A006,A006
471,Unibot #471,760,68.31289087625571,8,Paris,Candy Machine,Silver,Wind,No,Helmet,A009,A009
304,Unibot #304,761,68.29904416246092,8,Sahara,Suit,Silver,Geothermal,No,Bee,A005,A005
715,Unibot #715,762,68.29514901727477,8,Caracas,Candy Machine,Silver,Hydraulic,No,Brain Capsule,A007,A007
250,Unibot #250,763,68.2537575113667,8,Carthage,Satellite,Silver,Solar,No,Broken Screen,A009,A009
922,Unibot #922,764,68.23086201191222,8,Hong Kong,Armor 02,Silver,Geothermal,No,Fish Tank,A005,A005
352,Unibot #352,765,68.22493161379924,8,Hong Kong,Armor 02,Silver,Geothermal,No,Screen,A006,A006
363,Unibot #363,766,68.1930125182533,8,Carthage,Synthetic Heart,Silver,Solar,No,Fancy Chappie,A008,A008
533,Unibot #533,766,68.1930125182533,8,Carthage,Synthetic Heart,Silver,Solar,No,Rocket,A008,A008
879,Unibot #879,768,68.19008464253538,8,Athens,Candy Machine,Silver,Geothermal,No,Bee,A010,A010
981,Unibot #981,769,68.17682074415214,8,Granada,Armor 02,Silver,Biodiesel,No,Drone,A010,A010
262,Unibot #262,770,68.14404306920463,8,Delphi,Candy Machine,Silver,Hydraulic,No,Drone,A005,A005
196,Unibot #196,771,68.13158188529846,8,Sahara,Armor 01,Silver,Biodiesel,No,Bee,A010,A010
948,Unibot #948,772,68.1243510429993,8,Florence,Synthetic Heart,Silver,Geothermal,No,Open Helmet,A005,A005
841,Unibot #841,773,68.06951304859442,8,Paris,Satellite,Silver,Solar,No,Helmet,A007,A007
444,Unibot #444,774,68.03395874577923,8,Paris,Candy Machine,Silver,Solar,No,Brain Capsule,A009,A009
992,Unibot #992,775,68.0213544812955,8,Sahara,Armor 01,Silver,Wind,No,Jaw,A004,A004
911,Unibot #911,776,68.00326645021514,8,Edo,Mustang Engine,Silver,Solar,No,Googles,A002,A002
418,Unibot #418,777,67.987357360563,8,Florence,Mustang Engine,Silver,Geothermal,No,Lighbulb,A010,A010
712,Unibot #712,778,67.96298640498291,8,New York City,Synthetic Heart,Silver,Solar,No,Queen Bee,A005,A005
918,Unibot #918,779,67.95351167333523,8,Edo,Drying machine,Silver,Hydraulic,No,Fancy Chappie,A006,A006
545,Unibot #545,780,67.95026194122015,8,Delphi,Suit,Silver,Wind,No,Helmet,A004,A004
583,Unibot #583,781,67.94155108847902,8,Carthage,Armor 02,Silver,Solar,No,Screen,A008,A008
674,Unibot #674,782,67.92081115332869,8,Edo,Armor 01,Gold,Hydraulic,No,Helmet,A005,A005
435,Unibot #435,783,67.91033430016697,8,Delphi,Drying machine,Silver,Biodiesel,No,Helmet,A004,A004
753,Unibot #753,784,67.89984491268297,8,Delphi,Armor 04,Silver,Solar,No,Lighbulb,A004,A004
790,Unibot #790,785,67.8942541035109,8,Edo,Armor 04,Silver,Geothermal,No,Googles,A007,A007
949,Unibot #949,786,67.87445112876159,8,Edo,Satellite,Silver,Geothermal,No,Brain Capsule,A009,A009
518,Unibot #518,787,67.8701838506341,8,Caracas,Suit,Silver,Hydraulic,No,Bee,A002,A002
830,Unibot #830,788,67.85259180007121,8,Paris,Armor 04,Silver,Wind,No,Queen Bee,A006,A006
919,Unibot #919,789,67.84645578046016,8,New Mexico,Drying machine,Silver,Solar,No,Brain Capsule,A006,A006
702,Unibot #702,790,67.81640339798372,8,Caracas,Satellite,Silver,Wind,No,Queen Bee,A010,A010
967,Unibot #967,791,67.81384754870017,8,Edo,Armor 02,Silver,Wind,No,IG-11,A008,A008
794,Unibot #794,792,67.80060488874538,8,Paris,Mustang Engine,Silver,Hydraulic,No,Helmet,A008,A008
661,Unibot #661,793,67.79447941040108,8,Delphi,Armor 01,Silver,Biodiesel,No,Jaw,A008,A008
114,Unibot #114,794,67.75232306664888,8,Delphi,Candy Machine,Silver,Biodiesel,No,Broken Screen,A006,A006
361,Unibot #361,795,67.75166516532832,8,Granada,Armor 01,Silver,Wind,No,Broken Screen,A005,A005
81,Unibot #81,796,67.74444987124602,8,Carthage,Drying machine,Silver,Wind,No,IG-11,A006,A006
718,Unibot #718,797,67.74205146238468,8,Paris,Drying machine,Silver,Solar,No,Rocket,A005,A005
675,Unibot #675,798,67.73374550323612,8,Caracas,Synthetic Heart,Gold,Hydraulic,No,Jaw,A010,A010
592,Unibot #592,799,67.71972074152244,8,Miami,Mustang Engine,Silver,Hydraulic,No,Googles,A006,A006
779,Unibot #779,800,67.70537703157353,8,New York City,Armor 01,Silver,Geothermal,No,Bee,A010,A010
972,Unibot #972,801,67.69383750718457,8,Edo,Car Jack,Silver,Solar,No,Screen,A005,A005
996,Unibot #996,802,67.6802010632715,8,Granada,Car Jack,Silver,Solar,No,Googles,A006,A006
325,Unibot #325,803,67.66895853917372,8,Edo,Armor 01,Silver,Wind,No,Googles,A002,A002
924,Unibot #924,804,67.65782653313202,8,Carthage,Armor 04,Silver,Wind,No,IG-11,A008,A008
542,Unibot #542,805,67.60867848400868,8,Hong Kong,Armor 04,Silver,Hydraulic,No,Brain Capsule,A009,A009
1012,Unibot #1012,806,67.58545723105134,8,Caracas,Car Jack,Silver,Geothermal,No,Drone,A005,A005
658,Unibot #658,807,67.57773547974382,8,Hong Kong,Synthetic Heart,Silver,Geothermal,No,Lighbulb,A010,A010
332,Unibot #332,808,67.57710572420903,8,Florence,Candy Machine,Silver,Solar,No,IG-11,A002,A002
256,Unibot #256,809,67.5621427768622,8,New Mexico,Mustang Engine,Silver,Wind,No,Jaw,A005,A005
497,Unibot #497,810,67.5582455645417,8,Florence,Drying machine,Silver,Geothermal,No,Electric Rocket,A010,A010
633,Unibot #633,811,67.54388484722209,8,Paris,Armor 01,Silver,Biodiesel,No,Lighbulb,A006,A006
10,Unibot #10,812,67.53896555863511,8,Carthage,Synthetic Heart,Silver,Solar,No,Screen,A004,A004
378,Unibot #378,813,67.5377893565232,8,Paris,Drying machine,Silver,Hydraulic,No,Electric Rocket,A005,A005
303,Unibot #303,814,67.5292872923249,8,Caracas,Armor 01,Silver,Geothermal,No,Lighbulb,A004,A004
490,Unibot #490,815,67.51932331918889,8,Hong Kong,Drying machine,Silver,Geothermal,No,Helmet,A004,A004
797,Unibot #797,816,67.50241744697911,8,Miami,Armor 04,Silver,Biodiesel,No,Rocket,A010,A010
541,Unibot #541,817,67.49977602730627,8,Caracas,Armor 02,Silver,Hydraulic,No,Drone,A008,A008
574,Unibot #574,818,67.49947152204673,8,Miami,Armor 02,Silver,Wind,No,Electric Rocket,A010,A010
759,Unibot #759,819,67.4946291437087,8,Florence,Armor 01,Silver,Geothermal,No,Jaw,A007,A007
173,Unibot #173,820,67.48903506975724,8,Yucatan,Synthetic Heart,Silver,Hydraulic,No,Helmet,A006,A006
568,Unibot #568,821,67.48427157255767,8,New York City,Armor 04,Silver,Hydraulic,No,Bee,A004,A004
838,Unibot #838,822,67.45940234111148,8,Delphi,Suit,Silver,Wind,No,Brain Capsule,A010,A010
944,Unibot #944,823,67.44194159950612,8,Sahara,Mustang Engine,Silver,Biodiesel,No,Helmet,A006,A006
108,Unibot #108,824,67.42364866421731,8,New York City,Satellite,Silver,Solar,No,Broken Screen,A006,A006
507,Unibot #507,825,67.41220296482705,8,New Mexico,Armor 01,Silver,Geothermal,No,Bee,A005,A005
604,Unibot #604,826,67.40177427620654,8,Caracas,Armor 01,Silver,Hydraulic,No,Fish Tank,A010,A010
858,Unibot #858,827,67.39753218176541,8,Paris,Drying machine,Silver,Solar,No,IG-11,A006,A006
955,Unibot #955,828,67.39236744347062,8,Athens,Armor 02,Silver,Hydraulic,No,Queen Bee,A005,A005
467,Unibot #467,829,67.37667802983147,8,Sahara,Armor 04,Silver,Biodiesel,No,IG-11,A006,A006
95,Unibot #95,830,67.35521892815271,8,Caracas,Mustang Engine,Silver,Wind,No,Helmet,A002,A002
746,Unibot #746,831,67.35091821306823,8,Yucatan,Satellite,Silver,Hydraulic,No,Helmet,A005,A005
454,Unibot #454,832,67.34695992979893,8,Babylon,Armor 02,Silver,Hydraulic,No,Electric Rocket,A005,A005
893,Unibot #893,833,67.30280932843387,8,Delphi,Armor 01,Silver,Biodiesel,No,Bee,A006,A006
345,Unibot #345,834,67.29486993681817,8,Athens,Synthetic Heart,Silver,Hydraulic,No,Brain Capsule,A004,A004
316,Unibot #316,835,67.29462665363462,8,Paris,Satellite,Silver,Wind,No,Jaw,A002,A002
169,Unibot #169,836,67.26002120074557,8,Granada,Synthetic Heart,Silver,Solar,No,Electric Rocket,A010,A010
957,Unibot #957,837,67.23558197002679,8,Caracas,Satellite,Silver,Hydraulic,No,Broken Screen,A002,A002
561,Unibot #561,838,67.22913587775076,8,Delphi,Candy Machine,Silver,Biodiesel,No,Bee,A010,A010
357,Unibot #357,839,67.2223376274219,8,Edo,Candy Machine,Silver,Hydraulic,No,Screen,A006,A006
695,Unibot #695,840,67.21031917293307,8,Sahara,Suit,Silver,Wind,No,Jaw,A006,A006
723,Unibot #723,841,67.20655001620263,8,Caracas,Mustang Engine,Silver,Wind,No,Broken Screen,A010,A010
614,Unibot #614,842,67.20276862342892,8,Paris,Armor 04,Silver,Biodiesel,No,Helmet,A007,A007
691,Unibot #691,843,67.19552309319029,8,Florence,Candy Machine,Silver,Geothermal,No,IG-11,A004,A004
263,Unibot #263,844,67.18095457337965,8,Granada,Satellite,Silver,Solar,No,Jaw,A002,A002
617,Unibot #617,845,67.17618475134617,8,Miami,Armor 02,Silver,Geothermal,No,Fancy Chappie,A010,A010
367,Unibot #367,846,67.1669313691821,8,Babylon,Armor 04,Silver,Hydraulic,No,Helmet,A002,A002
124,Unibot #124,847,67.15993954667289,8,Miami,Armor 04,Silver,Geothermal,No,Queen Bee,A005,A005
787,Unibot #787,848,67.14368584824723,8,Delphi,Armor 04,Silver,Biodiesel,No,Electric Rocket,A006,A006
548,Unibot #548,849,67.13613509004429,8,New Mexico,Armor 01,Silver,Geothermal,No,Googles,A010,A010
241,Unibot #241,850,67.13508652133793,8,Edo,Drying machine,Silver,Hydraulic,No,Drone,A005,A005
428,Unibot #428,851,67.0976720669695,8,New York City,Synthetic Heart,Silver,Hydraulic,No,IG-11,A010,A010
812,Unibot #812,852,67.08940410736594,8,Carthage,Mustang Engine,Silver,Biodiesel,No,IG-11,A010,A010
730,Unibot #730,853,67.02685555966104,8,New York City,Car Jack,Silver,Geothermal,No,Jaw,A006,A006
724,Unibot #724,854,66.94810020581949,8,Carthage,Satellite,Silver,Wind,No,Lighbulb,A006,A006
664,Unibot #664,855,66.9399588045626,8,Granada,Armor 02,Silver,Wind,No,Jaw,A002,A002
671,Unibot #671,856,66.93025529389355,8,Carthage,Drying machine,Silver,Biodiesel,No,IG-11,A006,A006
877,Unibot #877,857,66.87372286569831,8,Delphi,Armor 04,Silver,Biodiesel,No,Lighbulb,A010,A010
393,Unibot #393,858,66.84946733528464,8,Granada,Candy Machine,Silver,Hydraulic,No,IG-11,A005,A005
764,Unibot #764,859,66.8176638224407,8,New York City,Armor 02,Silver,Geothermal,No,Googles,A004,A004
278,Unibot #278,860,66.81684980664635,8,Florence,Armor 04,Gold,Hydraulic,No,Helmet,A010,A010
910,Unibot #910,860,66.81684980664635,8,Florence,Armor 04,Gold,Hydraulic,No,Helmet,A010,A010
89,Unibot #89,862,66.77899641314711,8,Florence,Suit,Silver,Wind,No,Brain Capsule,A004,A004
653,Unibot #653,863,66.74704478435635,8,Florence,Candy Machine,Silver,Wind,No,Lighbulb,A010,A010
148,Unibot #148,864,66.73892720300022,8,Florence,Mustang Engine,Silver,Geothermal,No,Helmet,A002,A002
866,Unibot #866,865,66.7106540459186,8,Edo,Drying machine,Silver,Solar,No,Drone,A005,A005
350,Unibot #350,866,66.70671730763243,8,Carthage,Mustang Engine,Silver,Biodiesel,No,Helmet,A002,A002
729,Unibot #729,867,66.68527694469425,8,Delphi,Armor 02,Silver,Biodiesel,No,Electric Rocket,A010,A010
41,Unibot #41,868,66.67534704335755,8,Babylon,Armor 02,Silver,Solar,No,Broken Screen,A006,A006
768,Unibot #768,869,66.67094714268616,8,Granada,Armor 02,Silver,Hydraulic,No,Electric Rocket,A006,A006
808,Unibot #808,870,66.61078131070079,8,Miami,Armor 02,Silver,Wind,No,Jaw,A008,A008
202,Unibot #202,871,66.54995650451772,8,Granada,Car Jack,Silver,Wind,No,Jaw,A005,A005
656,Unibot #656,872,66.54749017006537,8,Miami,Armor 02,Silver,Geothermal,No,Electric Rocket,A010,A010
563,Unibot #563,873,66.53720304833146,8,Sahara,Synthetic Heart,Silver,Biodiesel,No,Bee,A005,A005
57,Unibot #57,874,66.50588629261964,8,Delphi,Synthetic Heart,Silver,Wind,No,Broken Screen,A005,A005
452,Unibot #452,875,66.48550819123615,8,Hong Kong,Armor 02,Silver,Hydraulic,No,Broken Screen,A004,A004
71,Unibot #71,876,66.47899668067818,8,Caracas,Satellite,Silver,Biodiesel,No,Screen,A005,A005
338,Unibot #338,877,66.46522156897112,8,Carthage,Armor 01,Silver,Biodiesel,No,Fancy Chappie,A006,A006
335,Unibot #335,878,66.46105897591167,8,Athens,Candy Machine,Silver,Solar,No,Broken Screen,A005,A005
140,Unibot #140,879,66.39654170942678,8,Delphi,Armor 02,Silver,Hydraulic,No,Brain Capsule,A002,A002
868,Unibot #868,880,66.38712012718833,8,Paris,Armor 04,Silver,Hydraulic,No,Helmet,A007,A007
68,Unibot #68,881,66.34307530957504,8,Delphi,Candy Machine,Silver,Biodiesel,No,Googles,A006,A006
860,Unibot #860,882,66.32015599688934,8,Florence,Satellite,Silver,Geothermal,No,Queen Bee,A005,A005
453,Unibot #453,883,66.31666196721098,8,New York City,Drying machine,Silver,Geothermal,No,Helmet,A010,A010
987,Unibot #987,884,66.29734054077495,8,Caracas,Suit,Silver,Hydraulic,No,Brain Capsule,A002,A002
942,Unibot #942,885,66.28456434179235,8,Carthage,Satellite,Silver,Solar,No,Screen,A010,A010
869,Unibot #869,886,66.27130744042098,8,Caracas,Mustang Engine,Silver,Geothermal,No,Bee,A006,A006
383,Unibot #383,887,66.26892612567504,8,Edo,Armor 04,Gold,Hydraulic,No,Jaw,A005,A005
302,Unibot #302,888,66.24824127691114,8,Delphi,Satellite,Silver,Biodiesel,No,Helmet,A004,A004
235,Unibot #235,889,66.22675937134066,8,Sahara,Armor 04,Silver,Biodiesel,No,IG-11,A005,A005
899,Unibot #899,890,66.20944843142405,8,Carthage,Mustang Engine,Silver,Biodiesel,No,IG-11,A005,A005
110,Unibot #110,891,66.20936378018939,8,Caracas,Synthetic Heart,Silver,Geothermal,No,Screen,A010,A010
107,Unibot #107,892,66.19737518643068,8,Hong Kong,Synthetic Heart,Silver,Geothermal,No,Bee,A006,A006
889,Unibot #889,893,66.18685699261067,8,Carthage,Candy Machine,Silver,Biodiesel,No,Queen Bee,A005,A005
311,Unibot #311,894,66.18305343550546,8,Paris,Armor 01,Silver,Biodiesel,No,Jaw,A002,A002
392,Unibot #392,895,66.18063641023096,8,Hong Kong,Synthetic Heart,Silver,Geothermal,No,Broken Screen,A010,A010
388,Unibot #388,896,66.16336846414892,8,Athens,Candy Machine,Silver,Solar,No,Jaw,A004,A004
502,Unibot #502,897,66.10262063003789,8,Sahara,Armor 02,Silver,Hydraulic,No,IG-11,A010,A010
223,Unibot #223,898,66.0973905722427,8,Edo,Candy Machine,Silver,Solar,No,Drone,A006,A006
75,Unibot #75,899,66.08806838682692,8,Caracas,Candy Machine,Silver,Geothermal,No,Fancy Chappie,A010,A010
399,Unibot #399,900,66.08512458171708,8,Babylon,Synthetic Heart,Silver,Geothermal,No,Brain Capsule,A005,A005
547,Unibot #547,901,66.05553016310506,8,Florence,Armor 04,Silver,Geothermal,No,Electric Rocket,A004,A004
182,Unibot #182,902,66.03703505693512,8,Carthage,Mustang Engine,Silver,Wind,No,Helmet,A004,A004
252,Unibot #252,903,65.9967283668893,8,Florence,Candy Machine,Silver,Solar,No,Queen Bee,A010,A010
35,Unibot #35,904,65.98613510937204,8,Florence,Mustang Engine,Silver,Wind,No,Brain Capsule,A006,A006
437,Unibot #437,905,65.96324364282886,8,Caracas,Drying machine,Silver,Biodiesel,No,Broken Screen,A010,A010
907,Unibot #907,906,65.9540219051245,8,Delphi,Suit,Silver,Wind,No,Helmet,A006,A006
310,Unibot #310,907,65.94657511679468,8,Miami,Car Jack,Silver,Geothermal,No,Jaw,A010,A010
727,Unibot #727,908,65.94440506944198,8,Caracas,Armor 04,Silver,Biodiesel,No,Broken Screen,A002,A002
69,Unibot #69,909,65.92342027585333,8,Florence,Drying machine,Silver,Hydraulic,No,Brain Capsule,A004,A004
360,Unibot #360,910,65.88337726114959,8,Caracas,Candy Machine,Silver,Geothermal,No,Queen Bee,A005,A005
315,Unibot #315,911,65.87826289110095,8,Carthage,Synthetic Heart,Silver,Solar,No,Electric Rocket,A004,A004
741,Unibot #741,912,65.84453882725839,8,Florence,Synthetic Heart,Silver,Geothermal,No,Drone,A010,A010
31,Unibot #31,913,65.82874476785067,8,Granada,Suit,Silver,Biodiesel,No,Jaw,A006,A006
898,Unibot #898,914,65.81968852479773,8,Delphi,Armor 04,Silver,Solar,No,Jaw,A009,A009
179,Unibot #179,915,65.79658673334832,8,Miami,Armor 02,Silver,Biodiesel,No,Jaw,A008,A008
720,Unibot #720,916,65.78033663540275,8,Carthage,Drying machine,Silver,Biodiesel,No,IG-11,A005,A005
82,Unibot #82,917,65.73308145354578,8,Florence,Candy Machine,Silver,Hydraulic,No,Bee,A004,A004
503,Unibot #503,918,65.71937517277519,8,New York City,Car Jack,Silver,Geothermal,No,Helmet,A005,A005
197,Unibot #197,919,65.7112621882555,8,Edo,Armor 01,Silver,Hydraulic,No,Bee,A004,A004
211,Unibot #211,920,65.61268155125701,8,Carthage,Satellite,Silver,Biodiesel,No,Rocket,A005,A005
849,Unibot #849,921,65.59053146930219,8,Delphi,Candy Machine,Silver,Wind,No,Brain Capsule,A005,A005
269,Unibot #269,922,65.59046638005167,8,Delphi,Armor 01,Silver,Hydraulic,No,Broken Screen,A005,A005
218,Unibot #218,923,65.56960753388339,8,Edo,Armor 01,Silver,Solar,No,Fancy Chappie,A006,A006
464,Unibot #464,924,65.55358906844742,8,Hong Kong,Armor 04,Silver,Hydraulic,No,Rocket,A005,A005
813,Unibot #813,925,65.5203500572575,8,Florence,Synthetic Heart,Silver,Solar,No,Helmet,A007,A007
831,Unibot #831,926,65.50829850862408,8,Sahara,Satellite,Silver,Biodiesel,No,Jaw,A006,A006
516,Unibot #516,927,65.46719487887638,8,Caracas,Synthetic Heart,Silver,Biodiesel,No,Screen,A005,A005
313,Unibot #313,928,65.4047095443566,8,Florence,Armor 02,Silver,Geothermal,No,Brain Capsule,A009,A009
478,Unibot #478,929,65.36508293834295,8,Florence,Drying machine,Silver,Solar,No,Jaw,A002,A002
688,Unibot #688,930,65.3201934214573,8,Carthage,Car Jack,Silver,Solar,No,Helmet,A002,A002
623,Unibot #623,931,65.31051311679107,8,Athens,Suit,Silver,Hydraulic,No,Jaw,A010,A010
43,Unibot #43,932,65.22652905654914,8,New York City,Candy Machine,Silver,Solar,No,Brain Capsule,A010,A010
101,Unibot #101,933,65.22339958983625,8,Hong Kong,Armor 04,Silver,Biodiesel,No,Broken Screen,A010,A010
487,Unibot #487,934,65.19315665108424,8,Paris,Candy Machine,Silver,Biodiesel,No,Broken Screen,A005,A005
809,Unibot #809,935,65.17811869351583,8,New Mexico,Armor 04,Silver,Hydraulic,No,Broken Screen,A005,A005
958,Unibot #958,936,65.16534640635476,8,Caracas,Armor 04,Silver,Biodiesel,No,Queen Bee,A006,A006
18,Unibot #18,937,65.14154062326924,8,Florence,Suit,Silver,Solar,No,Googles,A004,A004
777,Unibot #777,938,65.10299433791512,8,Delphi,Candy Machine,Silver,Solar,No,Googles,A006,A006
512,Unibot #512,939,65.10236464487038,8,Sahara,Armor 04,Silver,Geothermal,No,Helmet,A004,A004
282,Unibot #282,940,65.08328796688697,8,Caracas,Drying machine,Silver,Biodiesel,No,Broken Screen,A005,A005
748,Unibot #748,941,65.03827959447125,8,Florence,Suit,Silver,Geothermal,No,IG-11,A005,A005
514,Unibot #514,942,65.03431345089376,8,Caracas,Armor 04,Silver,Wind,No,Fancy Chappie,A010,A010
167,Unibot #167,943,65.00134088427173,8,Florence,Armor 02,Silver,Geothermal,No,IG-11,A004,A004
149,Unibot #149,944,64.99729582456223,8,Edo,Armor 02,Silver,Wind,No,Electric Rocket,A006,A006
255,Unibot #255,945,64.97499208165499,8,Edo,Armor 02,Silver,Solar,No,Bee,A008,A008
980,Unibot #980,946,64.97494586741497,8,Caracas,Car Jack,Silver,Geothermal,No,Bee,A005,A005
