ID,Name,Rank,Rarity_Score,Attributes,BG Overlay 1,BG Overlay 2,Background,Ears,Extras,Eyes,Hat,Head,Head Detail,Mouth,Nose,Title
960,Inkspunk #960,845,222.97324048603033,12,Hades,Pepper,Newsprint 12,Ear 8,Freedom,Yellow,Dominator,Indigo,Black And White,Rotted,Cold,Logo 2
894,Inkspunk #894,846,222.90432168738513,12,Blood Wash,Icing,Newsprint 12,Ear 4,Happiness,Hexed,Touque,Liberty,Cold,Growl,Crooked,Logo 7
589,Inkspunk #589,847,222.89412568277783,12,Hades,Candy Floss,Newsprint 02,Ear 3,Sleeping,Furious,Traveller,Rheinische,Arctic,Anguish,Surly,Logo 3
474,Inkspunk #474,848,222.86651977836198,12,Bright Spot,Frozen,Newsprint 12,Ear 9,Wake Up,Annoyed,Sabrina,Red,Frigid,Rotted,Bleached,Logo 7
49,Inkspunk #49,849,222.766023946966,12,Bright Spot,Icing,Newsprint 01,Ear 10,Manic,Suspicious,Transcendence,Skull,Scowl,Anguish,Blue,Logo 6
873,Inkspunk #873,850,222.7541916969985,12,Tsunami,Candy Floss,Newsprint 12,Ear 8,Death,Cavernous,Touque,Liberty,Splats,Confused,Tipsy,Logo 4
306,Inkspunk #306,851,222.70927664686266,12,Blood Wash,Candy,Newsprint 05,Ear 1,Freedom,Annoyed,Thorns,Red,Evil,Silent,Wide,Logo 7
725,Inkspunk #725,852,222.66642721793312,12,Power Struggle,Hot Sauce,Newsprint 04,Ear 6,Power,Old Timer,Flame Spikes,Red,Cheeks,Hungry,Bleached,Logo 5
569,Inkspunk #569,853,222.60287728568716,12,Sunset,Spearmint,Newsprint 09,Ear 6,Animals,Old Timer,Docks,Bleached,White Spray,Anguish,Wide,Logo 2
695,Inkspunk #695,854,222.56575215624312,12,Bright Spot,Too Hot,Newsprint 12,Ear 8,Wake Up,Smoke,Red Hat,Grey,Black And White,Sick,Lodovico,Logo 1
220,Inkspunk #220,855,222.55546474134036,12,Dawn,Candy,Newsprint 08,Ear 4,Manic,Twenty,Transcendence,Grey,White Spray,Boney,Needle,Logo 1
945,Inkspunk #945,856,222.49242228521854,12,Coagulated,Candy Floss,Newsprint 04,Ear 3,Frazzled,Alert,Flame Spikes,Splattered,Fuchsia Bleed,Renaissance,Bleached,Logo 7
53,Inkspunk #53,857,222.4733492326467,12,Power Struggle,Frosty,Newsprint 01,Ear 4,Happiness,Twenty,Transcendence,Bleached,Frigid,Saw Tooth,Bloody,Logo 8
145,Inkspunk #145,858,222.28502308683184,12,Splattered,Tundra,Newsprint 12,Ear 4,Pawn,Sad,Caddy,Indigo,White Spray,Growl,Crooked,Logo 4
310,Inkspunk #310,859,222.26367181402034,12,Coagulated,Bubblegum,Newsprint 07,Ear 7,Data,Incensed,Anarchy,Skull,Dark Lord,Growl,Long,Logo 4
722,Inkspunk #722,860,222.24300332057908,12,Tsunami,Icing,Newsprint 04,Ear 9,Sleeping,Dripped,Dominator,Headlines,Fuchsia Ghost,Renaissance,Long,Logo 2
577,Inkspunk #577,861,222.23248787205316,12,Sunset,Hot Sauce,Newsprint 02,Ear 10,Stand,Smoke,Coolio,Red,Cyber Skull,Growl,Bulbous,Logo 7
353,Inkspunk #353,862,222.15603221287873,12,Blood Wash,Too Hot,Newsprint 01,Ear 4,Death,Cavernous,Hooded,Liberty,Dark Lord,Silent,Needle,Logo 2
757,Inkspunk #757,863,222.1059797843064,12,Blood Wash,Too Hot,Newsprint 10,Ear 5,Animals,Ready,Onelove,Bleached,Ultra Violence,Growl,Surly,Logo 7
789,Inkspunk #789,864,221.92029708825956,12,New Day,Gummi,Newsprint 12,Ear 8,Defi,Annoyed,Autumn,Indigo,Washed,Hungry,Lodovico,Logo 7
966,Inkspunk #966,865,221.91547467327186,12,Blood Wash,Frozen,Newsprint 06,Ear 4,Right Click,Suspicious,Tattooed,Liberty,Frigid,Sick,Surly,Logo 3
860,Inkspunk #860,866,221.85125035119512,12,Dawn,Hot Sauce,Newsprint 03,Ear 5,Anarchy,Suspicious,Dominator,Indigo,Fuchsia Ghost,Rotted,Lodovico,Logo 7
347,Inkspunk #347,867,221.79518009307688,12,Splattered,Tundra,Newsprint 12,Ear 7,Wake Up,Cavernous,Night King,Liberty,Cyber Skull,Fear,Bandaged,Logo 8
24,Inkspunk #24,868,221.77925889898455,12,Hades,Sriracha,Newsprint 12,Ear 3,Wake Up,Twenty,Transcendence,Indigo,Fuchsia Bleed,Rotted,Skull,Logo 1
393,Inkspunk #393,869,221.62785193932677,12,Hades,Candy Floss,Newsprint 05,Ear 5,Pawn,Old Timer,Tidy Dreads,Splattered,Arctic,Rotted,Lodovico,Logo 3
8,Inkspunk #8,870,221.56619103189206,12,New Day,Tundra,Newsprint 03,Ear 1,Pawn,Incensed,Anarchy,Red,Dusk,Silent,Crooked,Logo 6
782,Inkspunk #782,871,221.31037083662955,12,Blood Wash,Bubblegum,Newsprint 04,Ear 9,Watching,Alert,Docks,Blue,Fuchsia Skull,Growl,Needle,Logo 5
136,Inkspunk #136,872,221.23177462709197,12,Bright Spot,Sriracha,Newsprint 07,Ear 2,Happiness,Annoyed,Transcendence,Splattered,Cheeks,Hungry,Broken,Logo 5
19,Inkspunk #19,873,221.14652693853282,12,Blood Wash,Icing,Newsprint 12,Ear 3,Stand,Twenty,Tidy Dreads,Rage,Arctic,Confused,Bloody,Logo 2
669,Inkspunk #669,874,221.13982893150543,12,Blood Wash,Icing,Newsprint 08,Ear 7,Frazzled,Blue,Basqunks,Rage,Black And White,Growl,Bleached,Logo 5
18,Inkspunk #18,875,221.06342894221876,12,Hades,Candy,Newsprint 07,Ear 8,Freedom,Fuchsia,Hooded,Grey,Evil,Saw Tooth,Broken,Logo 1
740,Inkspunk #740,876,221.0321353710361,12,Blood Wash,Hubba,Newsprint 04,Ear 11,Death,Blue,Coolio,Blue,White Outline,Growl,Needle,Logo 1
266,Inkspunk #266,877,220.9804381144976,12,Hades,Bubblegum,Newsprint 11,Ear 4,Animals,Graffiti,Tidy Dreads,Indigo,Fuchsia Ghost,Saw Tooth,Crooked,Logo 2
578,Inkspunk #578,878,220.95693913297703,12,Coagulated,Icing,Newsprint 07,Ear 9,Sleeping,Alert,Basqunks,Washed,Cold,Silent,Bleached,Logo 4
619,Inkspunk #619,879,220.89432687279458,12,Coagulated,Gummi,Newsprint 04,Ear 4,Pawn,Fuchsia,Docks,Grey,Shadow,Saw Tooth,Papermache,Logo 4
506,Inkspunk #506,880,220.80007135021563,12,Scratches,Gummi,Newsprint 01,Ear 11,Pawn,Furious,Touque,Liberty,Arctic,Fear,Crooked,Logo 3
538,Inkspunk #538,881,220.76436909617826,12,Bright Spot,Gummi,Newsprint 07,Ear 9,Death,X Ray,Black Hat,Rage,Ultra Violence,Hungry,Wide,Logo 8
937,Inkspunk #937,882,220.63846589935943,12,New Day,Too Hot,Newsprint 04,Ear 1,Right Click,Suspicious,Black Hat,Murdered,Cheeks,Anguish,Broken,Logo 4
971,Inkspunk #971,883,220.45250651166344,12,New Day,Frosty,Newsprint 09,Ear 8,Bullet,Ready,Docks,Grey,Fuchsia Skull,Hungry,Faded,Logo 3
26,Inkspunk #26,884,220.37488529762433,12,Scratches,Frozen,Newsprint 02,Ear 3,Defi,Death,Tupac,Indigo,Evil,Sick,Papermache,Logo 3
113,Inkspunk #113,885,220.30541679316124,12,Scratches,Candy Floss,Newsprint 12,Ear 1,Life,Annoyed,Transcendence,Liberty,Scowl,Boney,Bloody,Logo 6
848,Inkspunk #848,886,220.28768040045813,12,Bright Spot,Spearmint,Newsprint 06,Ear 1,Freedom,Smoke,Dominator,Blue,Black And White,Confused,Cold,Logo 8
529,Inkspunk #529,887,220.26882807730934,12,Coagulated,Frozen,Newsprint 07,Ear 6,Crowned,Furious,Straw Spikes,Liberty,Scowl,Shout,Wide,Logo 7
507,Inkspunk #507,888,220.25611041308082,12,Power Struggle,Icing,Newsprint 01,Ear 4,Pawn,Hexed,Coolio,Grey,Washed,Rotted,Blue,Logo 7
744,Inkspunk #744,889,220.2464644648674,12,Scratches,Hubba,Newsprint 10,Ear 8,Stand,Alert,Coolio,Liberty,Black And White,Silent,Cold,Logo 8
476,Inkspunk #476,890,220.24619393271132,12,Scratches,Pepper,Newsprint 12,Ear 11,Animals,Relaxed,Thorns,Liberty,Dusk,Renaissance,Surly,Logo 7
771,Inkspunk #771,891,220.18224159438333,12,Dawn,Frosty,Newsprint 08,Ear 10,Frazzled,Hexed,Basqunks,Rage,Washed,Anguish,Bloody,Logo 7
899,Inkspunk #899,892,220.10998210389502,12,Splattered,Frosty,Newsprint 01,Ear 7,Defi,Incensed,Dominator,Grey,Frigid,Growl,Tipsy,Logo 2
103,Inkspunk #103,893,220.10327034048743,12,Dawn,Icing,Newsprint 10,Ear 4,Lies,Alert,Transcendence,Rheinische,Evil,Boney,Bloody,Logo 8
724,Inkspunk #724,894,220.03637620709185,12,Tsunami,Hot Sauce,Newsprint 08,Ear 9,Lies,Relaxed,Coolio,Washed,Fuchsia Ghost,Saw Tooth,Bloody,Logo 1
535,Inkspunk #535,895,220.02871868997383,12,Splattered,Tundra,Newsprint 11,Ear 11,Bullet,Ready,Coolio,Red,Splats,Fear,Tipsy,Logo 3
660,Inkspunk #660,896,219.95564484442602,12,Splattered,Too Hot,Newsprint 04,Ear 10,Stand,Annoyed,Dark Wave,Rage,Fuchsia Skull,Shout,Papermache,Logo 4
844,Inkspunk #844,897,219.79468325677536,12,Splattered,Too Hot,Newsprint 04,Ear 6,Defi,Demon,Coolio,Liberty,Dark Lord,Silent,Surly,Logo 6
277,Inkspunk #277,898,219.77548561655058,12,New Day,Tundra,Newsprint 09,Ear 3,Pawn,Graphic,Punk,Rheinische,Washed,Anguish,Pinched,Logo 3
61,Inkspunk #61,899,219.71126553569604,12,Splattered,Frozen,Newsprint 01,Ear 8,Pharoah,Hexed,Tidy Dreads,Red,Fuchsia Skull,Growl,Needle,Logo 3
22,Inkspunk #22,900,219.474827332523,12,Tsunami,Gummi,Newsprint 13,Ear 4,Data,Fuchsia,Magician,Liberty,Washed,Confused,Needle,Logo 2
520,Inkspunk #520,901,219.40816611571213,12,Tsunami,Candy,Newsprint 03,Ear 5,Pawn,Ready,Red Hat,Rheinische,Dark Lord,Hungry,Long,Logo 6
928,Inkspunk #928,902,219.27769868284898,12,Splattered,Peppermint,Newsprint 10,Ear 2,Happiness,Ready,Dominator,Rage,Cyber Skull,Silent,Bloody,Logo 8
504,Inkspunk #504,903,219.25906536799525,12,Bright Spot,Icing,Newsprint 07,Ear 10,Bullet,Yellow,Red Hat,Liberty,Arctic,Confused,Surly,Logo 7
635,Inkspunk #635,904,218.93562170401856,12,Dawn,Too Hot,Newsprint 01,Ear 3,Data,Demon,Docks,Blue,Fuchsia Skull,Anguish,Wide,Logo 8
525,Inkspunk #525,905,218.73065274693903,12,Bright Spot,Frozen,Newsprint 02,Ear 8,Animals,Relaxed,Dominator,Skull,Cold,Snarl,Needle,Logo 5
637,Inkspunk #637,906,218.6821075970525,12,Power Struggle,Spearmint,Newsprint 12,Ear 9,Lies,Afraid,Docks,Grey,White Spray,Hungry,Bleached,Logo 8
839,Inkspunk #839,907,218.6035084791405,12,Splattered,Too Hot,Newsprint 07,Ear 10,Sleeping,Incensed,Basqunks,Grey,Scowl,Snarl,Needle,Logo 1
987,Inkspunk #987,908,218.45339453090287,12,Tsunami,Pepper,Newsprint 06,Ear 9,Freedom,Fuchsia,Autumn,Bleached,Cyber Skull,Renaissance,Crooked,Logo 4
344,Inkspunk #344,909,218.38978062664992,12,Dawn,Icing,Newsprint 11,Ear 4,Crowned,Old Timer,Thorns,Splattered,Fuchsia Skull,Silent,Faded,Logo 1
809,Inkspunk #809,910,218.38470257068047,12,Power Struggle,Bubblegum,Newsprint 03,Ear 11,Happiness,Ready,Traveller,Washed,Scowl,Shout,Pinched,Logo 6
792,Inkspunk #792,911,218.36250782412634,12,Sunset,Candy,Newsprint 08,Ear 8,Lies,Suspicious,Black Hat,Blue,White Outline,Renaissance,Papermache,Logo 4
326,Inkspunk #326,912,218.31178742669027,12,Power Struggle,Bubblegum,Newsprint 01,Ear 2,Sleeping,Furious,Tidy Dreads,Indigo,Splats,Growl,Lodovico,Logo 4
373,Inkspunk #373,913,217.86375579195064,12,Blood Wash,Tundra,Newsprint 02,Ear 8,Data,Graphic,Transcendence,Markt,Cold,Shout,Crypt,Logo 4
681,Inkspunk #681,914,217.81252792578937,12,Hades,Hubba,Newsprint 02,Ear 8,Rise Up,Old Timer,Traveller,Indigo,Black And White,Saw Tooth,Broken,Logo 4
3,Inkspunk #3,915,217.7844081650731,12,Bright Spot,Too Hot,Newsprint 10,Ear 10,Power,Confused,Transcendence,Liberty,Frigid,Saw Tooth,Broken,Logo 2
663,Inkspunk #663,916,217.6930457643976,12,Coagulated,Hubba,Newsprint 02,Ear 5,Data,Yellow,Dominator,Grey,Head Hole,Anguish,Bandaged,Logo 7
826,Inkspunk #826,917,217.5821681269261,12,Bright Spot,Icing,Newsprint 02,Ear 4,Lies,Graphic,Black Hat,Red,Fuchsia Bleed,Hungry,Bandaged,Logo 6
554,Inkspunk #554,918,217.52691274565862,12,Coagulated,Candy Floss,Newsprint 08,Ear 7,Crowned,Smoke,Basqunks,Grey,Fuchsia Skull,Hungry,Bleached,Logo 8
685,Inkspunk #685,919,217.41436712992973,12,Bright Spot,Tundra,Newsprint 03,Ear 2,Defi,Suspicious,Red Hat,Red,Head Hole,Fear,Cold,Logo 3
412,Inkspunk #412,920,217.36253396549628,12,Coagulated,Hubba,Newsprint 10,Ear 3,Bullet,Death,Caddy,Red,Evil,Hungry,Surly,Logo 1
729,Inkspunk #729,921,217.10933672382947,12,Tsunami,Gummi,Newsprint 09,Ear 2,Watching,Hexed,Basqunks,Washed,Cyber Skull,Anguish,Bleached,Logo 6
604,Inkspunk #604,922,217.03529924156965,12,Sunset,Hot Sauce,Newsprint 10,Ear 8,Manic,Cavernous,Dominator,Grey,White Spray,Anguish,Pinched,Logo 6
734,Inkspunk #734,923,216.92472114469788,12,Sunset,Bubblegum,Newsprint 08,Ear 1,Defi,Twenty,Coolio,Indigo,Splats,Shout,Faded,Logo 8
392,Inkspunk #392,924,216.86885729763736,12,Dawn,Sriracha,Newsprint 12,Ear 1,Watching,Alert,Transcendence,Blue,Evil,Sick,Bandaged,Logo 1
676,Inkspunk #676,925,216.66526526427134,12,Splattered,Bubblegum,Newsprint 12,Ear 7,Sleeping,Fuchsia,Traveller,Indigo,Cheeks,Anguish,Bleached,Logo 6
401,Inkspunk #401,926,216.6011794880909,12,Coagulated,Frozen,Newsprint 01,Ear 5,Frazzled,Old Timer,Sabrina,Grey,Washed,Renaissance,Faded,Logo 8
911,Inkspunk #911,927,216.52850840676928,12,Scratches,Hot Sauce,Newsprint 02,Ear 3,Data,Incensed,Black Hat,Rage,Arctic,Hungry,Crooked,Logo 2
762,Inkspunk #762,928,216.4640032169774,12,New Day,Too Hot,Newsprint 08,Ear 8,Lies,Dripped,Dominator,Bleached,Fuchsia Skull,Sick,Bloody,Logo 1
607,Inkspunk #607,929,216.39290143339025,12,Bright Spot,Candy Floss,Newsprint 12,Ear 3,Stand,Ready,Coolio,Rage,Fuchsia Bleed,Vampire,Crooked,Logo 4
396,Inkspunk #396,930,216.37927306270606,12,Splattered,Pepper,Newsprint 12,Ear 8,Animals,Old Timer,Hooded,Grey,Fuchsia Ghost,Confused,Bleached,Logo 4
59,Inkspunk #59,931,216.24263016372012,12,Power Struggle,Hubba,Newsprint 07,Ear 10,Defi,Old Timer,Rambo,Murdered,Washed,Hungry,Papermache,Logo 7
65,Inkspunk #65,932,216.12448282086103,12,Bright Spot,Too Hot,Newsprint 06,Ear 2,Pawn,Graphic,Punk,Bleached,Fuchsia Bleed,Confused,Bulbous,Logo 4
422,Inkspunk #422,933,216.07649127126794,12,Dawn,Too Hot,Newsprint 06,Ear 7,Data,Twenty,Thorns,Blue,Arctic,Saw Tooth,Crooked,Logo 2
430,Inkspunk #430,934,215.93035994909593,12,Tsunami,Frozen,Newsprint 13,Ear 1,Sleeping,Graffiti,Anarchy,Indigo,Evil,Rotted,Tipsy,Logo 6
979,Inkspunk #979,935,215.87951351285977,12,Dawn,Bubblegum,Newsprint 01,Ear 8,Lies,Fuchsia,Coolio,Skull,Fuchsia Ghost,Growl,Faded,Logo 3
629,Inkspunk #629,936,215.79839187040653,12,Power Struggle,Spearmint,Newsprint 03,Ear 8,Animals,Fuchsia,Docks,Rage,White Spray,Hungry,Papermache,Logo 7
652,Inkspunk #652,937,215.62209283724474,12,Splattered,Hot Sauce,Newsprint 12,Ear 4,Rise Up,Annoyed,Basqunks,Washed,Arctic,Shout,Cold,Logo 4
827,Inkspunk #827,938,215.51690650095685,12,Splattered,Frozen,Newsprint 08,Ear 4,Watching,Old Timer,Dominator,Washed,Hollow,Sick,Bleached,Logo 8
788,Inkspunk #788,939,215.2590537819367,12,New Day,Too Hot,Newsprint 02,Ear 5,Frazzled,Death,Pinkhawk,Washed,Washed,Shout,Surly,Logo 7
573,Inkspunk #573,940,215.09255330497592,12,Dawn,Candy Floss,Newsprint 02,Ear 10,Crowned,Old Timer,Tattooed,Grey,Arctic,Fear,Surly,Logo 5
526,Inkspunk #526,941,214.96411325242494,12,New Day,Hot Sauce,Newsprint 02,Ear 10,Death,Demon,Coolio,Blue,White Spray,Growl,Surly,Logo 2
756,Inkspunk #756,942,214.73038659646252,12,Coagulated,Candy Floss,Newsprint 12,Ear 1,Crowned,Relaxed,Pinkhawk,Grey,Splats,Renaissance,Crooked,Logo 2
919,Inkspunk #919,943,214.45210768064635,12,New Day,Candy Floss,Newsprint 09,Ear 2,Pharoah,Relaxed,Dominator,Indigo,Ultra Violence,Anguish,Needle,Logo 7
304,Inkspunk #304,944,214.42302417709905,12,Scratches,Bubblegum,Newsprint 04,Ear 2,Freedom,Dripped,Transcendence,Washed,Ultra Violence,Renaissance,Bloody,Logo 4
550,Inkspunk #550,945,214.37359647958428,12,Coagulated,Hubba,Newsprint 02,Ear 4,Frazzled,Graphic,Docks,Indigo,White Spray,Silent,Wide,Logo 8
149,Inkspunk #149,946,214.27324005750927,12,Power Struggle,Hubba,Newsprint 04,Ear 4,Pawn,Sad,Night King,Skull,Evil,Shout,Broken,Logo 4
857,Inkspunk #857,947,214.17225368604704,12,Hades,Too Hot,Newsprint 09,Ear 10,Anarchy,Blue,Dominator,Bleached,Evil,Growl,Papermache,Logo 3
509,Inkspunk #509,948,214.13508944907556,12,Blood Wash,Spearmint,Newsprint 02,Ear 2,Wake Up,Fuchsia,Red Hat,Bleached,Evil,Rotted,Broken,Logo 8
228,Inkspunk #228,949,214.0389789457162,12,Tsunami,Frozen,Newsprint 10,Ear 6,Pawn,Graphic,Transcendence,Rheinische,Dark Lord,Vampire,Crooked,Logo 3
760,Inkspunk #760,950,213.9359783755636,12,Hades,Sriracha,Newsprint 04,Ear 10,Right Click,Sad,Dominator,Blue,Evil,Hungry,Papermache,Logo 3
63,Inkspunk #63,951,213.83567810405825,12,Power Struggle,Candy Floss,Newsprint 03,Ear 11,Crowned,Sad,Anarchy,Indigo,White Spray,Fear,Pinched,Logo 6
119,Inkspunk #119,952,213.6388329647741,12,Power Struggle,Hot Sauce,Newsprint 04,Ear 8,Anarchy,Old Timer,Tidy Dreads,Grey,Fuchsia Bleed,Confused,Bleached,Logo 5
253,Inkspunk #253,953,213.5734645749856,12,Scratches,Sriracha,Newsprint 10,Ear 4,Wake Up,Graffiti,Transcendence,Rheinische,Black And White,Growl,Wide,Logo 5
335,Inkspunk #335,954,213.20765343744782,12,Hades,Icing,Newsprint 06,Ear 5,Animals,Fuchsia,Anarchy,Red,Frigid,Anguish,Crypt,Logo 3
584,Inkspunk #584,955,213.08960769163707,12,Hades,Candy Floss,Newsprint 02,Ear 7,Sleeping,Suspicious,Red Hat,Markt,Scowl,Saw Tooth,Surly,Logo 2
0,Inkspunk #0,956,212.994425364243,12,Hades,Icing,Newsprint 12,Ear 6,Power,Ar,Transcendence,Red,Fuchsia Skull,Anguish,Long,Logo 4
640,Inkspunk #640,957,212.9695267076707,12,Coagulated,Pepper,Newsprint 05,Ear 2,Stand,Twenty,Coolio,Red,Fuchsia Bleed,Shout,Crooked,Logo 3
865,Inkspunk #865,958,212.70684133440605,12,Scratches,Candy Floss,Newsprint 06,Ear 2,Death,Annoyed,Pinkhawk,Bleached,Evil,Shout,Crooked,Logo 5
294,Inkspunk #294,959,212.70231191214896,12,Hades,Bubblegum,Newsprint 12,Ear 10,Lies,Ready,Tupac,Splattered,Evil,Saw Tooth,Needle,Logo 6
404,Inkspunk #404,960,212.479822382218,12,Splattered,Bubblegum,Newsprint 01,Ear 8,Defi,Old Timer,Anarchy,Rage,Dusk,Grillz,Cold,Logo 7
686,Inkspunk #686,961,212.22482837215205,12,Splattered,Bubblegum,Newsprint 09,Ear 10,Pawn,Graffiti,Black Hat,Red,White Spray,Snarl,Bulbous,Logo 2
829,Inkspunk #829,962,212.08249375288233,12,Blood Wash,Too Hot,Newsprint 09,Ear 4,Wagmi,Hexed,Black Hat,Washed,Scowl,Snarl,Papermache,Logo 2
532,Inkspunk #532,963,211.75167911809785,12,Coagulated,Too Hot,Newsprint 10,Ear 9,Lies,Graffiti,Docks,Rage,Scowl,Shout,Faded,Logo 6
803,Inkspunk #803,964,211.54301928173462,12,Power Struggle,Icing,Newsprint 07,Ear 8,Right Click,Old Timer,Dominator,Rage,Heated,Renaissance,Pinched,Logo 4
565,Inkspunk #565,965,211.4711686946342,12,Dawn,Candy,Newsprint 08,Ear 6,Power,Graffiti,Coolio,Grey,Arctic,Shout,Surly,Logo 5
240,Inkspunk #240,966,211.43038268125594,12,Coagulated,Too Hot,Newsprint 11,Ear 9,Right Click,Fuchsia,Anarchy,Grey,Fuchsia Skull,Growl,Crypt,Logo 6
545,Inkspunk #545,967,211.41101178248832,12,Dawn,Tundra,Newsprint 05,Ear 2,Frazzled,Ready,Docks,Indigo,Evil,Renaissance,Crypt,Logo 6
779,Inkspunk #779,968,211.39001449298,12,Tsunami,Spearmint,Newsprint 01,Ear 4,Right Click,Death,Red Hat,Red,Scowl,Fear,Crooked,Logo 3
862,Inkspunk #862,969,211.3730197815753,12,Blood Wash,Sriracha,Newsprint 10,Ear 5,Sleeping,Alert,Black Hat,Liberty,Fuchsia Skull,Growl,Pinched,Logo 6
875,Inkspunk #875,970,211.20328129413693,12,Scratches,Hubba,Newsprint 01,Ear 3,Rise Up,Furious,Red Hat,Washed,White Spray,Renaissance,Needle,Logo 4
869,Inkspunk #869,971,211.07504548355794,12,Blood Wash,Spearmint,Newsprint 06,Ear 2,Pharoah,Old Timer,Black Hat,Liberty,Evil,Saw Tooth,Long,Logo 4
965,Inkspunk #965,972,210.9686039694829,12,Blood Wash,Candy Floss,Newsprint 01,Ear 9,Data,Old Timer,Flame Spikes,Liberty,Dark Lord,Growl,Pinched,Logo 8
981,Inkspunk #981,973,210.8434793872373,12,Hades,Tundra,Newsprint 10,Ear 10,Power,Annoyed,Black Hat,Liberty,Frigid,Sick,Lodovico,Logo 1
678,Inkspunk #678,974,210.60034780626387,12,New Day,Too Hot,Newsprint 01,Ear 4,Sleeping,Ready,Pinkhawk,Grey,White Spray,Silent,Crooked,Logo 2
368,Inkspunk #368,975,210.02288032046934,12,Dawn,Hubba,Newsprint 09,Ear 3,Rise Up,Suspicious,Transcendence,Splattered,Fuchsia Skull,Saw Tooth,Long,Logo 2
998,Inkspunk #998,976,209.8574454725637,12,Splattered,Spearmint,Newsprint 02,Ear 9,Bullet,Hexed,Dominator,Markt,Scowl,Confused,Needle,Logo 3
330,Inkspunk #330,977,209.70026799715205,12,Splattered,Candy Floss,Newsprint 04,Ear 1,Pawn,Hexed,Transcendence,Grey,Cold,Grillz,Long,Logo 7
439,Inkspunk #439,978,209.18170473134052,12,Dawn,Candy,Newsprint 12,Ear 11,Death,Ready,Tidy Dreads,Skull,White Spray,Shout,Bleached,Logo 2
794,Inkspunk #794,979,209.1235954053506,12,Tsunami,Sriracha,Newsprint 07,Ear 10,Wagmi,Fuchsia,Red Hat,Liberty,Splats,Confused,Surly,Logo 8
451,Inkspunk #451,980,208.75789721787626,12,Bright Spot,Hot Sauce,Newsprint 10,Ear 1,Crowned,Suspicious,Storm,Rage,Scowl,Renaissance,Bleached,Logo 1
519,Inkspunk #519,981,207.99546810414776,12,Tsunami,Gummi,Newsprint 05,Ear 4,Power,Graphic,Black Hat,Grey,Washed,Snarl,Long,Logo 4
206,Inkspunk #206,982,207.93416920224195,12,Splattered,Tundra,Newsprint 01,Ear 7,Sleeping,Old Timer,Transcendence,Grey,Cheeks,Silent,Tipsy,Logo 6
708,Inkspunk #708,983,207.90066701818446,12,Scratches,Sriracha,Newsprint 13,Ear 1,Crowned,Hexed,Docks,Grey,Evil,Shout,Needle,Logo 3
713,Inkspunk #713,984,207.60067214863682,12,Hades,Spearmint,Newsprint 04,Ear 7,Lies,Alert,Black Hat,Liberty,Washed,Renaissance,Faded,Logo 7
997,Inkspunk #997,985,206.9812770242889,12,Hades,Candy Floss,Newsprint 03,Ear 3,Stand,Old Timer,Basqunks,Red,Cyber Skull,Renaissance,Bloody,Logo 4
816,Inkspunk #816,986,205.70348174271115,12,Hades,Hot Sauce,Newsprint 12,Ear 10,Crowned,Relaxed,Red Hat,Liberty,Cheeks,Shout,Bleached,Logo 7
517,Inkspunk #517,987,205.6436387767454,12,Tsunami,Too Hot,Newsprint 04,Ear 10,Power,Old Timer,Autumn,Washed,Fuchsia Bleed,Shout,Pinched,Logo 7
1000,Inkspunk #1000,988,205.26048796134526,12,Hades,Icing,Newsprint 10,Ear 7,Wake Up,Alert,Black Hat,Washed,Fuchsia Skull,Saw Tooth,Surly,Logo 6
693,Inkspunk #693,989,204.6459861887901,12,Dawn,Hubba,Newsprint 05,Ear 10,Crowned,Cavernous,Dominator,Blue,White Spray,Confused,Cold,Logo 7
969,Inkspunk #969,990,204.00342460554174,12,Dawn,Sriracha,Newsprint 10,Ear 5,Pawn,Relaxed,Black Hat,Washed,Fuchsia Skull,Growl,Surly,Logo 4
914,Inkspunk #914,991,202.67038096436306,12,Blood Wash,Hubba,Newsprint 04,Ear 9,Sleeping,Old Timer,Dominator,Grey,Fuchsia Ghost,Grillz,Pinched,Logo 8
605,Inkspunk #605,992,202.03321637675302,12,Hades,Too Hot,Newsprint 07,Ear 5,Animals,Annoyed,Dominator,Liberty,Fuchsia Bleed,Renaissance,Tipsy,Logo 1
972,Inkspunk #972,993,201.1532647368557,12,Hades,Frozen,Newsprint 12,Ear 9,Defi,Graphic,Basqunks,Rage,Evil,Renaissance,Surly,Logo 6
841,Inkspunk #841,994,200.24400112220073,12,Power Struggle,Too Hot,Newsprint 09,Ear 7,Frazzled,Graffiti,Dominator,Indigo,Frigid,Shout,Cold,Logo 4
537,Inkspunk #537,995,200.16678908426803,12,Tsunami,Hubba,Newsprint 03,Ear 10,Wake Up,Fuchsia,Black Hat,Liberty,Fuchsia Ghost,Anguish,Long,Logo 2
540,Inkspunk #540,996,200.01083669370342,12,Coagulated,Hubba,Newsprint 10,Ear 2,Sleeping,Death,Dominator,Blue,Frigid,Snarl,Needle,Logo 4
936,Inkspunk #936,997,199.5504389741791,12,New Day,Hot Sauce,Newsprint 12,Ear 9,Crowned,Annoyed,Coolio,Red,Fuchsia Skull,Confused,Needle,Logo 3
748,Inkspunk #748,998,196.80365848855362,12,New Day,Hubba,Newsprint 04,Ear 5,Pawn,Fuchsia,Black Hat,Red,Splats,Confused,Bleached,Logo 8
