ID,Name,Rank,Rarity_Score,Attributes,BG Overlay 1,BG Overlay 2,Background,Ears,Extras,Eyes,Hat,Head,Head Detail,Mouth,Nose,Title
490,Inkspunk #490,689,232.89729353814332,12,Scratches,Candy,Newsprint 02,Ear 4,Animals,X Ray,Tilley,Bleached,Arctic,Hungry,Bleached,Logo 3
982,Inkspunk #982,690,232.89080939151816,12,Sunset,Hot Sauce,Newsprint 06,Ear 1,Life,Smoke,Black Hat,Indigo,Fuchsia Ghost,Renaissance,Lodovico,Logo 8
650,Inkspunk #650,691,232.88081637257943,12,Tsunami,Pepper,Newsprint 02,Ear 4,Stand,Alert,Traveller,Grey,White Outline,Renaissance,Broken,Logo 3
4,Inkspunk #4,692,232.8446198371322,12,New Day,Frozen,Newsprint 06,Ear 8,Freedom,Graffiti,Thorns,Headlines,Fuchsia Bleed,Growl,Wide,Logo 7
374,Inkspunk #374,693,232.83177263673304,12,Coagulated,Hubba,Newsprint 09,Ear 1,Wake Up,X Ray,Lava Spikes,Grey,Cyber Skull,Shout,Cold,Logo 2
251,Inkspunk #251,694,232.8095647099828,12,Splattered,Icing,Newsprint 07,Ear 10,Sleeping,Twenty,Puck Head,Headlines,Evil,Growl,Surly,Logo 7
988,Inkspunk #988,695,232.779124483058,12,Splattered,Gummi,Newsprint 10,Ear 8,Crowned,Confused,Red Hat,Rheinische,Arctic,Saw Tooth,Needle,Logo 5
821,Inkspunk #821,696,232.74645703975924,12,New Day,Peppermint,Newsprint 01,Ear 8,Bullet,Suspicious,Pinkhawk,Washed,Splats,Snarl,Broken,Logo 6
296,Inkspunk #296,697,232.67516342339596,12,Coagulated,Sriracha,Newsprint 07,Ear 6,Frazzled,Blue,Rambo,Red,Evil,Boney,Long,Logo 6
293,Inkspunk #293,698,232.66989327597665,12,Power Struggle,Tundra,Newsprint 06,Ear 6,Pawn,Suspicious,Horny,Splattered,Scowl,Snarl,Cold,Logo 7
689,Inkspunk #689,699,232.43528951192843,12,New Day,Tundra,Newsprint 04,Ear 8,Manic,Fuchsia,Straw Spikes,Red,Dusk,Renaissance,Needle,Logo 1
276,Inkspunk #276,700,232.43228139460797,12,Bright Spot,Frozen,Newsprint 12,Ear 10,Life,Blue,Transcendence,Blue,Washed,Shout,Blue,Logo 5
539,Inkspunk #539,701,232.2252977518337,12,Scratches,Bubblegum,Newsprint 06,Ear 2,Death,Annoyed,Glam,Washed,Scowl,Confused,Bleached,Logo 3
738,Inkspunk #738,702,232.14845714992046,12,Dawn,Sriracha,Newsprint 05,Ear 2,Pawn,X Ray,Tattooed,Red,Washed,Confused,Bulbous,Logo 1
305,Inkspunk #305,703,232.1111330528813,12,Sunset,Hubba,Newsprint 11,Ear 3,Death,Cavernous,Tidy Dreads,Bleached,Fuchsia Ghost,Snarl,Tipsy,Logo 8
115,Inkspunk #115,704,232.01307293807773,12,Coagulated,Sriracha,Newsprint 07,Ear 3,Crowned,Cavernous,Sabrina,Indigo,Washed,Renaissance,Bandaged,Logo 3
927,Inkspunk #927,705,231.99373673565088,12,Hades,Tundra,Newsprint 03,Ear 6,Box,Ready,Coolio,Bleached,Frigid,Snarl,Tipsy,Logo 1
581,Inkspunk #581,706,231.96310508957126,12,Coagulated,Too Hot,Newsprint 02,Ear 3,Stand,Incensed,Black Hat,Rheinische,Dusk,Renaissance,Lodovico,Logo 6
516,Inkspunk #516,707,231.96157281615854,12,New Day,Candy Floss,Newsprint 05,Ear 8,Frazzled,Hexed,Docks,Markt,Hollow,Anguish,Needle,Logo 6
409,Inkspunk #409,708,231.7403887627155,12,Splattered,Candy,Newsprint 08,Ear 9,Defi,Sad,Storm,Bleached,Evil,Silent,Long,Logo 5
256,Inkspunk #256,709,231.71645378807418,12,Bright Spot,Gummi,Newsprint 12,Ear 3,Animals,Smoke,Thorns,Rage,Cheeks,Hungry,Crooked,Logo 5
736,Inkspunk #736,710,231.63766878842816,12,Splattered,Too Hot,Newsprint 05,Ear 2,Stand,Furious,Basqunks,Blue,Dusk,Hungry,Bulbous,Logo 3
599,Inkspunk #599,711,231.62647583092786,12,Blood Wash,Gummi,Newsprint 02,Ear 8,Animals,Ready,Mr T,Grey,Scowl,Sick,Long,Logo 3
341,Inkspunk #341,712,231.55619922183635,12,Scratches,Spearmint,Newsprint 05,Ear 4,Power,Graffiti,Night King,Murdered,Cheeks,Fear,Bloody,Logo 4
641,Inkspunk #641,713,231.48934398294156,12,Coagulated,Tundra,Newsprint 12,Ear 11,Wake Up,Incensed,Straw Spikes,Grey,Cyber Skull,Snarl,Tipsy,Logo 7
620,Inkspunk #620,714,231.42354056557855,12,Blood Wash,Frozen,Newsprint 03,Ear 1,Crowned,Graffiti,Pinkhawk,Washed,Spawn,Growl,Bulbous,Logo 4
197,Inkspunk #197,715,231.38694986483856,12,Scratches,Hubba,Newsprint 06,Ear 2,Wake Up,Dripped,Tupac,Rage,Ultra Violence,Silent,Needle,Logo 5
956,Inkspunk #956,716,231.38255999087974,12,Power Struggle,Spearmint,Newsprint 07,Ear 2,Crowned,Blue,Flame Spikes,Red,Splats,Confused,Tipsy,Logo 8
51,Inkspunk #51,717,231.37236283815304,12,Scratches,Frosty,Newsprint 07,Ear 7,Sleeping,Alert,Storm,Red,Frigid,Confused,Wide,Logo 6
265,Inkspunk #265,718,231.34506749910767,12,Bright Spot,Spearmint,Newsprint 03,Ear 1,Pawn,Fuchsia,Hooded,Liberty,White Spray,Grillz,Bandaged,Logo 7
810,Inkspunk #810,719,231.34023010232943,12,Sunset,Hubba,Newsprint 03,Ear 3,Watching,Old Timer,Pinkhawk,Grey,Arctic,Saw Tooth,Crypt,Logo 3
469,Inkspunk #469,720,231.23661427020323,12,Power Struggle,Pepper,Newsprint 10,Ear 8,Sleeping,Cavernous,Storm,Rage,Arctic,Grillz,Bleached,Logo 8
632,Inkspunk #632,721,231.18758355252766,12,Dawn,Bubblegum,Newsprint 01,Ear 3,Data,Blue,Autumn,Rheinische,Fuchsia Ghost,Growl,Crooked,Logo 7
646,Inkspunk #646,722,231.1803109136861,12,Bright Spot,Sriracha,Newsprint 04,Ear 4,Rise Up,Smoke,Red Hat,Washed,Frigid,Sick,Papermache,Logo 1
732,Inkspunk #732,723,231.0666684468411,12,Scratches,Gummi,Newsprint 07,Ear 2,Rise Up,Alert,Traveller,Bleached,Ultra Violence,Saw Tooth,Bleached,Logo 1
570,Inkspunk #570,724,230.99284662082607,12,Splattered,Too Hot,Newsprint 08,Ear 1,Bullet,Smoke,Traveller,Bleached,Dusk,Anguish,Surly,Logo 8
42,Inkspunk #42,725,230.84554033414543,12,Blood Wash,Hot Sauce,Newsprint 09,Ear 2,Crowned,X Ray,Snoop,Grey,Cold,Hungry,Needle,Logo 2
923,Inkspunk #923,726,230.83171556294238,12,Coagulated,Candy Floss,Newsprint 10,Ear 9,Rise Up,Fire,Coolio,Rage,Head Hole,Grillz,Crooked,Logo 2
117,Inkspunk #117,727,230.74960137398918,12,Power Struggle,Hubba,Newsprint 07,Ear 11,Anarchy,Graphic,Punk,Blue,Cyber Skull,Rotted,Tipsy,Logo 1
657,Inkspunk #657,728,230.74783105834246,12,Dawn,Spearmint,Newsprint 05,Ear 7,Pawn,Death,Dark Wave,Grey,White Spray,Fear,Bandaged,Logo 6
728,Inkspunk #728,729,230.7440488283175,12,Splattered,Gummi,Newsprint 12,Ear 8,Watching,Suspicious,Autumn,Indigo,Cold,Confused,Long,Logo 2
753,Inkspunk #753,730,230.73278470253908,12,Sunset,Hubba,Newsprint 03,Ear 2,Rise Up,Demon,Basqunks,Splattered,White Spray,Snarl,Cold,Logo 7
75,Inkspunk #75,731,230.73210201728446,12,Coagulated,Frosty,Newsprint 06,Ear 3,Animals,Graphic,Tupac,Murdered,Evil,Renaissance,Surly,Logo 2
40,Inkspunk #40,732,230.5727318858079,12,Hades,Hot Sauce,Newsprint 05,Ear 5,Defi,Ready,Attention,Grey,Washed,Fear,Lodovico,Logo 3
948,Inkspunk #948,733,230.52854199479623,12,Dawn,Candy Floss,Newsprint 09,Ear 4,Wagmi,Old Timer,Flame Spikes,Bleached,White Outline,Growl,Needle,Logo 8
132,Inkspunk #132,734,230.48865953894588,12,Coagulated,Spearmint,Newsprint 01,Ear 2,Box,Twenty,Anarchy,Rheinische,White Spray,Saw Tooth,Crooked,Logo 2
291,Inkspunk #291,735,230.46663550424964,12,Tsunami,Hot Sauce,Newsprint 09,Ear 4,Power,Annoyed,Punk,Headlines,Ultra Violence,Rotted,Wide,Logo 7
858,Inkspunk #858,736,230.43029624300115,12,Scratches,Frosty,Newsprint 08,Ear 2,Pharoah,Death,Docks,Liberty,Evil,Confused,Bloody,Logo 5
179,Inkspunk #179,737,230.3791693753486,12,Hades,Peppermint,Newsprint 04,Ear 2,Power,Annoyed,Tupac,Grey,Washed,Hungry,Wide,Logo 5
457,Inkspunk #457,738,230.34370675681265,12,Scratches,Frozen,Newsprint 12,Ear 10,Life,Cavernous,Anarchy,Indigo,Hollow,Confused,Pinched,Logo 4
71,Inkspunk #71,739,230.21957488448942,12,Dawn,Tundra,Newsprint 01,Ear 5,Sleeping,Relaxed,Caddy,Washed,Head Hole,Renaissance,Long,Logo 3
846,Inkspunk #846,740,230.21495826722713,12,Bright Spot,Bubblegum,Newsprint 01,Ear 1,Freedom,Hexed,Straw Spikes,Rheinische,Evil,Renaissance,Faded,Logo 7
962,Inkspunk #962,741,230.11339739967607,12,Scratches,Bubblegum,Newsprint 13,Ear 10,Death,Demon,Touque,Blue,Scowl,Growl,Pinched,Logo 1
534,Inkspunk #534,742,230.07195759935604,12,Hades,Frozen,Newsprint 04,Ear 6,Death,Smoke,Traveller,Washed,Frigid,Shout,Lodovico,Logo 5
458,Inkspunk #458,743,229.8925591811226,12,Bright Spot,Tundra,Newsprint 06,Ear 9,Wake Up,Graphic,Tidy Dreads,Red,Ultra Violence,Saw Tooth,Crypt,Logo 8
406,Inkspunk #406,744,229.8720643081723,12,Splattered,Frozen,Newsprint 01,Ear 6,Death,Furious,Night King,Blue,Fuchsia Skull,Vampire,Bandaged,Logo 8
528,Inkspunk #528,745,229.84375920676788,12,Coagulated,Hubba,Newsprint 13,Ear 3,Bullet,Suspicious,Tourist,Washed,Scowl,Rotted,Long,Logo 5
711,Inkspunk #711,746,229.7929842763108,12,Splattered,Too Hot,Newsprint 08,Ear 1,Stand,Demon,Onelove,Liberty,Evil,Anguish,Crooked,Logo 8
730,Inkspunk #730,747,229.72738925764688,12,Scratches,Peppermint,Newsprint 01,Ear 8,Death,Furious,Pinkhawk,Red,Ultra Violence,Shout,Needle,Logo 3
682,Inkspunk #682,748,229.72288735493885,12,Blood Wash,Candy,Newsprint 06,Ear 4,Crowned,Dripped,Straw Spikes,Washed,Ultra Violence,Renaissance,Broken,Logo 7
947,Inkspunk #947,749,229.60887565253432,12,Hades,Candy Floss,Newsprint 12,Ear 11,Watching,Hexed,Touque,Bleached,Black And White,Sick,Cold,Logo 8
186,Inkspunk #186,750,229.4930456140439,12,Dawn,Sriracha,Newsprint 09,Ear 7,Pawn,Graffiti,Tidy Dreads,Liberty,Cyber Skull,Grillz,Blue,Logo 3
289,Inkspunk #289,751,229.4730492205273,12,Hades,Frozen,Newsprint 05,Ear 11,Wake Up,Smoke,Tilley,Liberty,Splats,Hungry,Bloody,Logo 8
889,Inkspunk #889,752,229.44964603188873,12,Sunset,Too Hot,Newsprint 02,Ear 7,Data,Hexed,Autumn,Bleached,Frigid,Sick,Lodovico,Logo 8
320,Inkspunk #320,753,229.06289154797327,12,Tsunami,Too Hot,Newsprint 12,Ear 10,Anarchy,Graphic,Caddy,Liberty,Ultra Violence,Sick,Papermache,Logo 8
638,Inkspunk #638,754,228.96952209256906,12,Tsunami,Frozen,Newsprint 01,Ear 1,Wagmi,Graphic,Traveller,Murdered,Splats,Anguish,Pinched,Logo 4
138,Inkspunk #138,755,228.9335764594831,12,Tsunami,Too Hot,Newsprint 07,Ear 7,Power,Afraid,Tilley,Liberty,Fuchsia Ghost,Growl,Broken,Logo 3
437,Inkspunk #437,756,228.89606179655976,12,Splattered,Frozen,Newsprint 12,Ear 10,Frazzled,Blue,Tupac,Liberty,Dark Lord,Fear,Crooked,Logo 2
867,Inkspunk #867,757,228.7796079044562,12,Scratches,Bubblegum,Newsprint 07,Ear 6,Lies,Afraid,Docks,Liberty,Dark Lord,Anguish,Tipsy,Logo 7
542,Inkspunk #542,758,228.70409877220357,12,Blood Wash,Sriracha,Newsprint 03,Ear 4,Rise Up,Furious,Coolio,Blue,Fuchsia Bleed,Boney,Bloody,Logo 3
842,Inkspunk #842,759,228.6790470831612,12,Hades,Sriracha,Newsprint 08,Ear 9,Manic,Death,Tourist,Indigo,Head Hole,Shout,Surly,Logo 1
218,Inkspunk #218,760,228.62303213295604,12,Sunset,Hot Sauce,Newsprint 06,Ear 9,Crowned,Graffiti,Storm,Skull,Washed,Silent,Broken,Logo 7
231,Inkspunk #231,761,228.60642043338515,12,Hades,Spearmint,Newsprint 12,Ear 10,Power,Old Timer,Thorns,Murdered,Ultra Violence,Renaissance,Blue,Logo 8
954,Inkspunk #954,762,228.55010151100402,12,Hades,Too Hot,Newsprint 07,Ear 11,Lies,Sad,Traveller,Red,Ultra Violence,Silent,Bloody,Logo 7
395,Inkspunk #395,763,228.43981333038317,12,New Day,Peppermint,Newsprint 09,Ear 8,Lies,Cavernous,Night King,Rheinische,Frigid,Shout,Crooked,Logo 8
31,Inkspunk #31,764,228.43151410621454,12,New Day,Candy Floss,Newsprint 11,Ear 8,Watching,Death,Anarchy,Murdered,Fuchsia Ghost,Anguish,Broken,Logo 4
666,Inkspunk #666,765,228.3099255633076,12,Power Struggle,Candy Floss,Newsprint 09,Ear 10,Frazzled,Old Timer,Dark Wave,Rage,Hollow,Growl,Tipsy,Logo 3
921,Inkspunk #921,766,228.2995045621107,12,New Day,Gummi,Newsprint 02,Ear 6,Animals,Hexed,Dark Wave,Rage,White Spray,Saw Tooth,Needle,Logo 6
180,Inkspunk #180,767,228.2880519608742,12,Splattered,Hot Sauce,Newsprint 04,Ear 6,Defi,Fire,Transcendence,Markt,Shadow,Renaissance,Papermache,Logo 7
120,Inkspunk #120,768,228.26808326202897,12,Bright Spot,Icing,Newsprint 12,Ear 7,Happiness,Incensed,Rambo,Indigo,Cyber Skull,Renaissance,Pinched,Logo 8
799,Inkspunk #799,769,228.23292322039828,12,Blood Wash,Candy,Newsprint 09,Ear 5,Bullet,Annoyed,Autumn,Rage,Cold,Confused,Crooked,Logo 5
33,Inkspunk #33,770,228.12920136242747,12,Blood Wash,Bubblegum,Newsprint 01,Ear 10,Defi,Hexed,Player,Splattered,Ultra Violence,Confused,Wide,Logo 6
188,Inkspunk #188,771,228.11279010410678,12,Dawn,Peppermint,Newsprint 07,Ear 1,Frazzled,Furious,Transcendence,Liberty,Spawn,Snarl,Crypt,Logo 6
995,Inkspunk #995,772,228.06403403131173,12,Dawn,Gummi,Newsprint 03,Ear 7,Lies,Furious,Tourist,Liberty,Head Hole,Grillz,Surly,Logo 7
505,Inkspunk #505,773,228.05724480308282,12,Sunset,Bubblegum,Newsprint 13,Ear 9,Watching,Twenty,Docks,Rage,Frigid,Anguish,Needle,Logo 6
329,Inkspunk #329,774,228.02155465734492,12,Bright Spot,Peppermint,Newsprint 07,Ear 10,Animals,Annoyed,Punk,Rheinische,Cold,Anguish,Surly,Logo 7
643,Inkspunk #643,775,227.93963474434656,12,Dawn,Hubba,Newsprint 02,Ear 3,Rise Up,Ready,Pinkhawk,Rage,Head Hole,Sick,Wide,Logo 6
739,Inkspunk #739,776,227.77845096302957,12,Hades,Frozen,Newsprint 06,Ear 10,Stand,Fuchsia,Flame Spikes,Washed,Arctic,Confused,Bulbous,Logo 2
818,Inkspunk #818,777,227.74698313263255,12,Coagulated,Bubblegum,Newsprint 07,Ear 1,Happiness,Alert,Black Hat,Rage,Black And White,Hungry,Bulbous,Logo 2
151,Inkspunk #151,778,227.66394952098048,12,Power Struggle,Icing,Newsprint 06,Ear 6,Right Click,Blue,Night King,Rage,Scowl,Hungry,Faded,Logo 5
603,Inkspunk #603,779,227.6632282120357,12,Power Struggle,Spearmint,Newsprint 04,Ear 11,Power,Death,Autumn,Blue,Frigid,Snarl,Broken,Logo 3
912,Inkspunk #912,780,227.6496325211886,12,Scratches,Gummi,Newsprint 07,Ear 5,Sleeping,Smoke,Dominator,Red,Spawn,Anguish,Bandaged,Logo 7
727,Inkspunk #727,781,227.56196945857175,12,Dawn,Too Hot,Newsprint 03,Ear 8,Sleeping,Furious,Flame Spikes,Washed,Frigid,Snarl,Faded,Logo 8
463,Inkspunk #463,782,227.4386285312251,12,Power Struggle,Bubblegum,Newsprint 11,Ear 11,Pawn,Relaxed,Night King,Murdered,Cheeks,Fear,Surly,Logo 4
101,Inkspunk #101,783,227.3460828304018,12,Splattered,Pepper,Newsprint 10,Ear 10,Stand,X Ray,Rambo,Indigo,Arctic,Shout,Lodovico,Logo 3
427,Inkspunk #427,784,227.10911382352077,12,Bright Spot,Sriracha,Newsprint 13,Ear 9,Power,Old Timer,Player,Rheinische,Evil,Confused,Wide,Logo 3
455,Inkspunk #455,785,227.10697038898263,12,Scratches,Pepper,Newsprint 10,Ear 4,Lies,Hexed,Player,Splattered,Fuchsia Skull,Silent,Bleached,Logo 1
337,Inkspunk #337,786,227.07818047403418,12,Blood Wash,Too Hot,Newsprint 02,Ear 7,Freedom,Ready,Storm,Markt,Cold,Confused,Crypt,Logo 4
593,Inkspunk #593,787,226.91872134555135,12,New Day,Frosty,Newsprint 06,Ear 1,Manic,Fuchsia,Black Hat,Blue,White Spray,Snarl,Crypt,Logo 7
785,Inkspunk #785,788,226.91454866821888,12,Sunset,Too Hot,Newsprint 11,Ear 3,Defi,Old Timer,Autumn,Splattered,Arctic,Renaissance,Crypt,Logo 2
530,Inkspunk #530,789,226.87022984668533,12,Hades,Bubblegum,Newsprint 01,Ear 7,Life,Death,Touque,Washed,Fuchsia Bleed,Snarl,Surly,Logo 7
48,Inkspunk #48,790,226.82332865228054,12,Blood Wash,Frozen,Newsprint 09,Ear 11,Death,Demon,Night King,Headlines,Cyber Skull,Shout,Wide,Logo 3
116,Inkspunk #116,791,226.79622779159607,12,Scratches,Gummi,Newsprint 12,Ear 8,Pawn,Ready,Paper King,Indigo,Washed,Hungry,Pinched,Logo 6
354,Inkspunk #354,792,226.7040219814063,12,Blood Wash,Sriracha,Newsprint 11,Ear 2,Data,Twenty,Thorns,Washed,Head Hole,Vampire,Surly,Logo 7
252,Inkspunk #252,793,226.6940938803628,12,Power Struggle,Hubba,Newsprint 12,Ear 2,Life,Relaxed,Night King,Washed,Frigid,Confused,Bulbous,Logo 2
687,Inkspunk #687,794,226.68503932258685,12,Scratches,Candy Floss,Newsprint 07,Ear 4,Freedom,Graphic,Autumn,Indigo,Scowl,Vampire,Needle,Logo 1
614,Inkspunk #614,795,226.68161451878274,12,Bright Spot,Hot Sauce,Newsprint 04,Ear 7,Defi,Blue,Coolio,Headlines,Evil,Growl,Wide,Logo 1
777,Inkspunk #777,796,226.58334372445674,12,Tsunami,Bubblegum,Newsprint 05,Ear 9,Right Click,Old Timer,Touque,Murdered,Cyber Skull,Growl,Bleached,Logo 5
521,Inkspunk #521,797,226.56655178529806,12,Sunset,Gummi,Newsprint 01,Ear 10,Life,Incensed,Dominator,Blue,Washed,Sick,Bleached,Logo 1
672,Inkspunk #672,798,226.5554701049121,12,Coagulated,Too Hot,Newsprint 06,Ear 9,Bullet,Dripped,Dark Wave,Red,Splats,Anguish,Bloody,Logo 8
366,Inkspunk #366,799,226.40719572280355,12,Tsunami,Too Hot,Newsprint 11,Ear 5,Data,Cavernous,Thorns,Rage,Washed,Growl,Tipsy,Logo 1
895,Inkspunk #895,800,226.22792146845228,12,Dawn,Frozen,Newsprint 04,Ear 5,Crowned,Yellow,Dominator,Rage,Hollow,Fear,Surly,Logo 5
864,Inkspunk #864,801,226.20759152298785,12,Hades,Frozen,Newsprint 03,Ear 7,Watching,Alert,Docks,Headlines,Fuchsia Bleed,Confused,Bleached,Logo 8
158,Inkspunk #158,802,226.16831667219964,12,Sunset,Too Hot,Newsprint 08,Ear 2,Defi,Confused,Anarchy,Grey,Black And White,Rotted,Bulbous,Logo 8
83,Inkspunk #83,803,226.16191409899167,12,Blood Wash,Sriracha,Newsprint 12,Ear 2,Power,Incensed,Punk,Blue,Head Hole,Shout,Tipsy,Logo 1
575,Inkspunk #575,804,226.06347092631162,12,Scratches,Gummi,Newsprint 01,Ear 11,Freedom,Relaxed,Traveller,Rage,Fuchsia Ghost,Growl,Needle,Logo 2
380,Inkspunk #380,805,225.91193351564866,12,Tsunami,Too Hot,Newsprint 13,Ear 4,Rise Up,Twenty,Hooded,Grey,Fuchsia Bleed,Confused,Faded,Logo 7
167,Inkspunk #167,806,225.73162685708303,12,Bright Spot,Icing,Newsprint 05,Ear 11,Data,Old Timer,Anarchy,Red,Cold,Censored,Surly,Logo 8
938,Inkspunk #938,807,225.70201625576618,12,Power Struggle,Bubblegum,Newsprint 06,Ear 3,Watching,X Ray,Coolio,Washed,Arctic,Anguish,Long,Logo 8
74,Inkspunk #74,808,225.59786512446436,12,Coagulated,Candy,Newsprint 02,Ear 4,Freedom,Furious,Punk,Skull,Fuchsia Skull,Growl,Cold,Logo 3
628,Inkspunk #628,809,225.45269215857232,12,Splattered,Candy Floss,Newsprint 01,Ear 9,Wake Up,Fire,Touque,Liberty,Frigid,Sick,Surly,Logo 5
627,Inkspunk #627,810,225.39114193042266,12,Blood Wash,Icing,Newsprint 01,Ear 5,Wagmi,Ready,Basqunks,Skull,Black And White,Renaissance,Long,Logo 8
135,Inkspunk #135,811,225.2765009356533,12,Power Struggle,Candy Floss,Newsprint 12,Ear 7,Watching,Ready,Magician,Grey,Scowl,Saw Tooth,Wide,Logo 4
872,Inkspunk #872,812,225.2043175849402,12,New Day,Hot Sauce,Newsprint 01,Ear 4,Pawn,Hexed,Coolio,Markt,Shadow,Renaissance,Tipsy,Logo 5
633,Inkspunk #633,813,225.14564095532057,12,Dawn,Icing,Newsprint 02,Ear 11,Wake Up,Death,Touque,Blue,Head Hole,Hungry,Cold,Logo 8
636,Inkspunk #636,814,224.96343021787374,12,Hades,Gummi,Newsprint 06,Ear 2,Defi,Demon,Pinkhawk,Blue,Fuchsia Ghost,Renaissance,Bleached,Logo 1
350,Inkspunk #350,815,224.9532274557574,12,Splattered,Pepper,Newsprint 12,Ear 9,Defi,Dripped,Anarchy,Rheinische,Arctic,Anguish,Lodovico,Logo 1
759,Inkspunk #759,816,224.93016309026152,12,Tsunami,Hot Sauce,Newsprint 03,Ear 4,Death,Ready,Onelove,Rage,Splats,Saw Tooth,Wide,Logo 2
808,Inkspunk #808,817,224.8391627856002,12,Tsunami,Frozen,Newsprint 10,Ear 1,Freedom,Hexed,Onelove,Washed,Fuchsia Bleed,Anguish,Surly,Logo 4
906,Inkspunk #906,818,224.83540455261556,12,Sunset,Sriracha,Newsprint 13,Ear 6,Data,Old Timer,Tourist,Washed,Black And White,Renaissance,Faded,Logo 1
917,Inkspunk #917,819,224.82055210637807,12,Blood Wash,Pepper,Newsprint 03,Ear 7,Pawn,Cavernous,Basqunks,Rage,White Outline,Anguish,Cold,Logo 7
931,Inkspunk #931,820,224.77503749924784,12,Splattered,Frozen,Newsprint 13,Ear 7,Death,Afraid,Black Hat,Blue,Scowl,Hungry,Bandaged,Logo 2
522,Inkspunk #522,821,224.75029495477736,12,Dawn,Candy,Newsprint 05,Ear 11,Stand,Fuchsia,Dark Wave,Red,Washed,Silent,Crooked,Logo 3
651,Inkspunk #651,822,224.55152895249037,12,Dawn,Candy Floss,Newsprint 09,Ear 5,Wake Up,Suspicious,Tourist,Liberty,Head Hole,Saw Tooth,Bloody,Logo 4
707,Inkspunk #707,823,224.5281984229035,12,Blood Wash,Pepper,Newsprint 04,Ear 9,Frazzled,Hexed,Tattooed,Red,Fuchsia Skull,Snarl,Bloody,Logo 8
932,Inkspunk #932,824,224.52069281754197,12,Coagulated,Frozen,Newsprint 04,Ear 2,Defi,Pirate,Red Hat,Blue,Evil,Shout,Bleached,Logo 8
553,Inkspunk #553,825,224.51612594191636,12,Hades,Candy,Newsprint 09,Ear 11,Watching,Furious,Red Hat,Washed,Fuchsia Skull,Snarl,Bloody,Logo 4
546,Inkspunk #546,826,224.45415058023386,12,Dawn,Sriracha,Newsprint 10,Ear 2,Pawn,Graffiti,Dark Wave,Liberty,Dark Lord,Silent,Papermache,Logo 3
986,Inkspunk #986,827,224.21373385404087,12,Hades,Candy,Newsprint 13,Ear 1,Sleeping,Fuchsia,Traveller,Blue,Fuchsia Ghost,Growl,Tipsy,Logo 3
551,Inkspunk #551,828,224.0068415653219,12,Tsunami,Hubba,Newsprint 05,Ear 9,Wagmi,Old Timer,Straw Spikes,Red,Scowl,Silent,Long,Logo 3
209,Inkspunk #209,829,223.92340122282639,12,Blood Wash,Frosty,Newsprint 09,Ear 7,Bullet,Confused,Anarchy,Blue,Fuchsia Bleed,Confused,Bleached,Logo 2
742,Inkspunk #742,830,223.91463889329123,12,Dawn,Frosty,Newsprint 13,Ear 7,Animals,Graphic,Pinkhawk,Liberty,Black And White,Renaissance,Crooked,Logo 8
918,Inkspunk #918,831,223.88206864208152,12,Dawn,Hubba,Newsprint 06,Ear 7,Crowned,Smoke,Tattooed,Grey,Scowl,Sick,Crooked,Logo 6
659,Inkspunk #659,832,223.82102324549484,12,Coagulated,Gummi,Newsprint 02,Ear 10,Frazzled,Relaxed,Touque,Indigo,Dusk,Confused,Crooked,Logo 1
114,Inkspunk #114,833,223.75013145777177,12,Power Struggle,Candy,Newsprint 13,Ear 6,Sleeping,Graffiti,Night King,Blue,Black And White,Shout,Crypt,Logo 8
949,Inkspunk #949,834,223.73491882166118,12,Blood Wash,Bubblegum,Newsprint 07,Ear 2,Bullet,Graphic,Black Hat,Bleached,Arctic,Silent,Blue,Logo 4
465,Inkspunk #465,835,223.5587422389852,12,Scratches,Spearmint,Newsprint 01,Ear 10,Rise Up,Death,Anarchy,Splattered,Dark Lord,Vampire,Bleached,Logo 2
109,Inkspunk #109,836,223.50600480337508,12,Power Struggle,Candy Floss,Newsprint 04,Ear 6,Pawn,Cavernous,Tidy Dreads,Rage,Frigid,Silent,Broken,Logo 7
429,Inkspunk #429,837,223.45807773263985,12,Dawn,Pepper,Newsprint 12,Ear 7,Frazzled,Fuchsia,Tilley,Blue,Dark Lord,Shout,Papermache,Logo 5
153,Inkspunk #153,838,223.43487648835062,12,Splattered,Too Hot,Newsprint 11,Ear 5,Defi,Graffiti,Tidy Dreads,Bleached,Cheeks,Anguish,Cold,Logo 3
625,Inkspunk #625,839,223.42452230383915,12,New Day,Bubblegum,Newsprint 11,Ear 3,Right Click,Dripped,Dominator,Grey,Splats,Sick,Tipsy,Logo 3
233,Inkspunk #233,840,223.2221659058752,12,Bright Spot,Hot Sauce,Newsprint 13,Ear 5,Wake Up,Afraid,Night King,Liberty,Cyber Skull,Silent,Bleached,Logo 5
415,Inkspunk #415,841,223.20904472533357,12,Power Struggle,Too Hot,Newsprint 06,Ear 11,Bullet,Death,Night King,Splattered,Head Hole,Renaissance,Bandaged,Logo 2
585,Inkspunk #585,842,223.20591059953304,12,Hades,Too Hot,Newsprint 01,Ear 7,Box,Death,Dominator,Blue,Shadow,Snarl,Pinched,Logo 4
621,Inkspunk #621,843,223.09478181161515,12,Dawn,Too Hot,Newsprint 06,Ear 4,Wake Up,Hexed,Autumn,Grey,Old Time,Renaissance,Bleached,Logo 5
73,Inkspunk #73,844,223.00597147407754,12,Coagulated,Hubba,Newsprint 09,Ear 5,Power,Old Timer,Attention,Splattered,Scowl,Growl,Papermache,Logo 7
