ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Clothes,Eyes,Hat,Legendary,Mouths
1934,BatBits #1934,251,127.12712972987248,6,Sorry,Sky,Tie,Triple,Traditional,,Disappointed Lip
31,BatBits #31,252,127.12590879585179,6,Blue,Blue,Jacket,Msr,Taxi,,Chob
2764,BatBits #2764,253,127.0514234329596,6,Love,Green,Yellow Hoodie,Hearts,Tophat,,Smile
2999,BatBits #2999,254,126.75218434611737,6,Blue,Purple,Gladiator,Simple,2Pac Yellow,,Sad
974,BatBits #974,255,126.74597629641457,6,Orange,Sky,Pink Skirt,Smiley,Sailor,,Scar
477,BatBits #477,256,126.64902619913715,6,Sorry,Purple,Gladiator,Single Lashes,Short Blonde,,Wide Smile
2127,BatBits #2127,257,126.5689723673726,6,Love,Sky,Pink Skirt,Simple Lashes,More Weird,,Chob
2092,BatBits #2092,258,126.35373774785555,6,Yellow,Red,Jacket,Pirate,Traditional,,Straight
1863,BatBits #1863,259,126.30479854837301,6,Toxic,Pink,Loco,Simple Lashes,Trackers White,,Wide Sad Lip
877,BatBits #877,260,126.22234396690205,6,Sorry,Blue,Loco,Triple,Party,,Wide Smile
1194,BatBits #1194,261,126.21224524844804,6,Purple,Blue,Ninja,Sunglasses,Long Black,,Straight
1374,BatBits #1374,262,126.2101789400858,6,Orange,Blue,Crewneck,Smiley Lashes,Long Black,,Hmm
362,BatBits #362,263,126.20867926227575,6,Yellow,Blue,Bluestar,Bored Lashes,2Pac,,Scar
1054,BatBits #1054,264,126.05798282036203,6,Yellow,Red,Wired,Dollar,Buckethat,,Chob Lip
2563,BatBits #2563,265,125.97303537802156,6,Yellow,Orange,Lazy,Bored,Viking,,Wide Sad
1907,BatBits #1907,266,125.5122516609689,6,Rainbow,Yellow,Pink Skirt,Hearts Lashes,Party,,Scar
710,BatBits #710,267,125.50180060696745,6,Blue,Red,Yellow Hoodie,Single Lashes,Tophat,,Chob Lip
1835,BatBits #1835,268,125.1967605542102,6,Blue,Green,Mime,Simple Lashes,Long Blonde,,Sad Lip
2871,BatBits #2871,269,125.14004597932227,6,Purple,White,White Hoodie,Dollar,Caphead,,Chob
2279,BatBits #2279,270,124.89222826644635,6,Love,Purple,Polo Orange,Msr,Batbit Hat,,Chob Lip
2834,BatBits #2834,271,124.83919092171219,6,Love,Black,Bluestar,Single,Weird,,Wide Smile
1082,BatBits #1082,272,124.82549615874872,6,Love,Orange,Gladiator,Simple Lashes,Arrow,,Smile
1344,BatBits #1344,273,124.7768346489261,6,Yellow,Orange,Bluestar,Bored,Short Black,,Scar
369,BatBits #369,274,124.16818446316968,6,Orange,Purple,Orange Hoodie,Smiley Lashes,Viking,,Wide Smile Lip
2467,BatBits #2467,275,124.14638201989698,6,Sorry,Yellow,Yellow Skirt,Rip,More Weird,,Sad Lip
1576,BatBits #1576,276,124.09537060762568,6,Toxic,Red,Bluestar,Single Lashes,2Pac Yellow,,Wide Sad
1121,BatBits #1121,277,124.0628820872632,6,Orange,Purple,Hipster,Hearts,Taxi,,Chob Lip
1140,BatBits #1140,278,124.0540811790005,6,Rainbow,Black,Ladybug,Simple,Batbit Hat,,Smile
2695,BatBits #2695,279,123.85701944671891,6,Purple,Sky,Wired,Smiley Lashes,Traditional,,Straight
553,BatBits #553,280,123.50386287819826,6,Orange,Purple,Gladiator,Bored Lashes,Bandana Yellow,,Wide Sad
1150,BatBits #1150,281,123.33837912427572,6,Sunrise,Orange,Orange Hoodie,Hearts Lashes,Buckethat,,Disappointed Lip
2524,BatBits #2524,282,123.26181026913743,6,Purple,Red,Blue Crewneck,Triple Lashes,Flower,,Chob Lip
1080,BatBits #1080,283,123.24954017531678,6,Sky,Orange,Blue Crewneck,Hearts Lashes,More Weird,,Chob
416,BatBits #416,284,123.18616992858722,6,Orange,Pink,Mime,Bored Lashes,Bandana,,Smile
1975,BatBits #1975,285,122.95612527364739,6,Purple,Red,Loco,Simple Lashes,Bandana Black,,Tongue
1342,BatBits #1342,286,122.81900501058314,6,Purple,Red,Loco,Smiley Lashes,Short Black,,Wide Smile Lip
2022,BatBits #2022,287,122.67791038796204,6,Sky,Purple,Bluestar,Sunglasses,Arrow,,Smile
2017,BatBits #2017,288,122.64597642592545,6,Orange,Orange,Wired,Hearts,Party,,Chob Lip
2049,BatBits #2049,289,122.61131406093892,6,Yellow,Sky,White Hoodie,Hearts,Sailor,,Disappointed Lip
1479,BatBits #1479,290,122.51549679834449,6,Sky,Pink,Jacket,Sunglasses,Earing Bar,,Scar
2840,BatBits #2840,291,122.45567309366834,6,Toxic,Black,Patch,Hearts,Sailor,,Straight
1039,BatBits #1039,292,122.37848021243195,6,Sunrise,Purple,Lazy,Bored,Trackers White,,Chob
2317,BatBits #2317,293,122.31054579864892,6,Rainbow,Yellow,Patch,Simple,Taxi,,Wide Sad
1882,BatBits #1882,294,122.28954348356464,6,Love,Pink,Ladybug,Smiley Lashes,More Weird,,Straight
1355,BatBits #1355,295,122.1353133789926,6,Toxic,Red,Lazy,Glasses,Boat,,Scar
318,BatBits #318,296,121.97464574801283,6,Love,Blue,Wired,Bored,Bandana Black,,Derp
1513,BatBits #1513,297,121.96733401475129,6,Yellow,Green,Patch,Dollar Lashes,Taxi,,Disappointed Lip
262,BatBits #262,298,121.9460773633784,6,Sky,Green,Blue Crewneck,Msr,Boat,,Smile
12,BatBits #12,299,121.91649631865045,6,Orange,Pink,Gladiator,Dollar Lashes,Buckethat,,Wide Sad
1155,BatBits #1155,300,121.85022756103987,6,Orange,Sky,Blue Crewneck,Hearts,Caphead,,Sad
961,BatBits #961,301,121.73625513273346,6,Toxic,Orange,Blue Crewneck,Simple Lashes,More Weird,,Disappointed Lip
1027,BatBits #1027,302,121.7075065981982,6,Blue,Green,Ninja,Sunglasses,Bandana Black,,Smile
2829,BatBits #2829,303,121.65998840136413,6,Blue,Green,Mime,Single,Short Blonde,,Tongue
2935,BatBits #2935,304,121.62382862838999,6,Yellow,Blue,Mime,Bored Lashes,Party,,Wide Smile
1842,BatBits #1842,305,121.47479379630025,6,Sky,Orange,Crewneck,Triple Lashes,Flower,,Smile
418,BatBits #418,306,121.4544080058897,6,Blue,White,Bluestar,Triple,Earing Bar,,Straight Lip
831,BatBits #831,307,121.40323723547971,6,Blue,Purple,Yellow Skirt,Rip,More Weird,,Disappointed
53,BatBits #53,308,121.38893970032827,6,Orange,Green,Tie,Glasses,Arrow,,Disappointed
2520,BatBits #2520,309,121.37477058783219,6,Purple,Blue,Ninja,Single,Long Blonde,,Sad Lip
2875,BatBits #2875,310,121.15392481668246,6,Blue,Yellow,Tie,Dollar Lashes,Boat,,Straight
260,BatBits #260,311,121.15046806335334,6,Orange,Red,Bluestar,Rip Lashes,Earing Bar,,Wide Smile Lip
2861,BatBits #2861,312,121.13687466201496,6,Sky,Yellow,Patch,Triple Lashes,Bandana Black,,Chob Lip
1000,BatBits #1000,313,121.13494989882375,6,Purple,Blue,Wired,Simple,2Pac Yellow,,Straight
560,BatBits #560,314,121.0661037899767,6,Blue,Yellow,Wired,Simple Lashes,Long Black,,Straight
54,BatBits #54,315,121.06387718488142,6,Love,Red,Ladybug,Rip Lashes,Arrow,,Derp
2226,BatBits #2226,316,120.89201001862048,6,Blue,Green,Hipster,Simple Lashes,Flower,,Chob
2864,BatBits #2864,317,120.85135300007663,6,Love,White,Wired,Single Lashes,Long Black,,Smile
2534,BatBits #2534,318,120.81253618220903,6,Yellow,Yellow,Ladybug,Single,Weird,,Wide Smile
240,BatBits #240,319,120.75655404505828,6,Rainbow,Pink,Polo Orange,Rip Lashes,More Weird,,Sad
1753,BatBits #1753,320,120.74796505713593,6,Toxic,White,Ladybug,Rip,Arrow,,Smile
34,BatBits #34,321,120.70093485550467,6,Love,Pink,Crewneck,Msr,More Weird,,Smile
2031,BatBits #2031,322,120.59050975790595,6,Sorry,Blue,Tie,Sunglasses,Weird,,Smile
2540,BatBits #2540,323,120.43093882497497,6,Sunrise,Green,Blue Crewneck,Simple Lashes,Arrow,,Wide Smile Lip
1025,BatBits #1025,324,120.11931801624047,6,Toxic,White,Orange Hoodie,Hearts,Caphead,,Tongue
733,BatBits #733,325,119.49692018263318,6,Purple,Pink,Wired,Dollar Lashes,Trackers White,,Straight Lip
703,BatBits #703,326,119.26908323414223,6,Yellow,Red,Yellow Skirt,Triple,Caphead,,Disappointed
2385,BatBits #2385,327,119.22122066422332,6,Purple,Pink,Crewneck,Rip,Taxi,,Scar
1593,BatBits #1593,328,119.06539001444831,6,Sorry,Blue,Hipster,Sunglasses,Taxi,,Wide Smile
317,BatBits #317,329,119.03617438207186,6,Love,Yellow,Jacket,Msr,Short Blonde,,Chob
1969,BatBits #1969,330,118.9749686576562,6,Sorry,Red,Hipster,Triple Lashes,Bandana,,Disappointed Lip
1540,BatBits #1540,331,118.97245954552896,6,Yellow,White,Tie,Triple Lashes,Earing Bar,,Smile
737,BatBits #737,332,118.96752234755547,6,Orange,White,Jacket,Msr,Arrow,,Tongue
1381,BatBits #1381,333,118.95643739700046,6,Purple,Pink,White Hoodie,Smiley,Caphead,,Scar
1525,BatBits #1525,334,118.91913631497701,6,Orange,Red,Hipster,Dollar,Bandana Black,,Disappointed Lip
483,BatBits #483,335,118.8911244966661,6,Yellow,Purple,Bluestar,Dollar,Trackers White,,Sad Lip
1663,BatBits #1663,336,118.84367371418024,6,Love,Black,Bluestar,Rip,Long Blonde,,Sad Lip
1364,BatBits #1364,337,118.42027525622399,6,Blue,Orange,Wired,Sunglasses,Party,,Derp
1259,BatBits #1259,338,118.32263484782045,6,Purple,Green,Ninja,Smiley,Buckethat,,Chob Lip
1949,BatBits #1949,339,118.29306465234589,6,Blue,White,Bluestar,Hearts Lashes,2Pac Yellow,,Wide Sad
1596,BatBits #1596,340,118.14819413739932,6,Sorry,Red,Ninja,Simple Lashes,Buckethat,,Wide Smile
103,BatBits #103,341,118.07348763584037,6,Orange,Pink,Bluestar,Simple Lashes,Arrow,,Disappointed Lip
1500,BatBits #1500,342,117.98950533545083,6,Orange,White,Patch,Rip Lashes,Caphead,,Sad
2508,BatBits #2508,343,117.86664275365086,6,Yellow,Black,Polo Orange,Msr,Bandana Yellow,,Tongue
803,BatBits #803,344,117.85561879333511,6,Orange,Blue,Gladiator,Bored,Long Blonde,,Wide Smile
2100,BatBits #2100,345,117.78314198094326,6,Sorry,Green,Tie,Msr,Traditional,,Straight
2641,BatBits #2641,346,117.76786394121694,6,Sunrise,White,Patch,Simple,Bandana,,Straight
2750,BatBits #2750,347,117.64455052187279,6,Love,Purple,Blue Crewneck,Triple Lashes,2Pac,,Disappointed Lip
1766,BatBits #1766,348,117.55719661383631,6,Blue,Blue,Blue Crewneck,Triple,Flower,,Wide Sad Lip
1241,BatBits #1241,349,117.45497361312098,6,Purple,Yellow,Crewneck,Triple Lashes,2Pac,,Disappointed Lip
2837,BatBits #2837,350,117.35361030435595,6,Toxic,Green,Jacket,Triple Lashes,Weird,,Wide Smile Lip
2958,BatBits #2958,351,117.31873862913304,6,Orange,White,Tie,Simple,2Pac,,Disappointed
2249,BatBits #2249,352,117.1917808395458,6,Sorry,Pink,Pink Skirt,Rip Lashes,Boat,,Chob
2601,BatBits #2601,353,117.12513985494401,6,Sorry,Orange,Bluestar,Triple Lashes,Bandana Black,,Smile
1763,BatBits #1763,354,117.0936487169927,6,Rainbow,Pink,Lazy,Simple,Flower,,Wide Sad Lip
1546,BatBits #1546,355,117.03408106732002,6,Sky,Purple,Yellow Hoodie,Hearts Lashes,More Weird,,Wide Smile Lip
55,BatBits #55,356,116.91132525152068,6,Sunrise,White,Jacket,Single Lashes,Bandana,,Sad
1349,BatBits #1349,357,116.76181349081637,6,Yellow,Purple,Wired,Bored,Trackers White,,Straight Lip
354,BatBits #354,358,116.71140792992338,6,Yellow,Pink,Gladiator,Single,Long Blonde,,Wide Sad Lip
1940,BatBits #1940,359,116.59859384077456,6,Love,White,Hipster,Glasses,Weird,,Wide Smile
2556,BatBits #2556,360,116.5914496348279,6,Love,Green,Bluestar,Dollar Lashes,Arrow,,Wide Smile Lip
2817,BatBits #2817,361,116.55765650261296,6,Orange,White,Orange Hoodie,Msr,Batbit Hat,,Wide Smile
2932,BatBits #2932,362,116.54507424765657,6,Orange,Green,Ladybug,Bored,Arrow,,Chob
2904,BatBits #2904,363,116.45636539364513,6,Love,Green,Ladybug,Single Lashes,Short Blonde,,Disappointed
983,BatBits #983,364,116.35848457432652,6,Orange,Pink,Ladybug,Rip Lashes,Short Black,,Tongue
171,BatBits #171,365,116.35445362507203,6,Orange,Purple,Bluestar,Dollar Lashes,Long Black,,Sad Lip
341,BatBits #341,366,116.30268502917443,6,Yellow,Sky,Yellow Hoodie,Triple Lashes,2Pac Yellow,,Wide Smile Lip
518,BatBits #518,367,116.29487394448024,6,Sunrise,Blue,Polo Orange,Dollar Lashes,Bandana Yellow,,Smile
338,BatBits #338,368,116.24987167093687,6,Yellow,Pink,Yellow Skirt,Msr,2Pac,,Tongue
2414,BatBits #2414,369,116.2284324827425,6,Sky,Blue,Polo Orange,Rip Lashes,Long Blonde,,Scar
2285,BatBits #2285,370,116.13232729064539,6,Sky,Orange,Ladybug,Rip Lashes,Long Blonde,,Wide Smile
528,BatBits #528,371,116.04983445572019,6,Rainbow,Orange,Yellow Skirt,Simple Lashes,Earing Bar,,Disappointed
1777,BatBits #1777,372,116.01137199695694,6,Sorry,Blue,Yellow Skirt,Single Lashes,Flower,,Wide Sad
1395,BatBits #1395,373,115.7400038461443,6,Sorry,Green,Blue Crewneck,Dollar,Boat,,Tongue
2020,BatBits #2020,374,115.64567550120475,6,Yellow,Sky,Yellow Skirt,Triple Lashes,Party,,Disappointed Lip
951,BatBits #951,375,115.62539805646875,6,Rainbow,Purple,Tie,Simple Lashes,Traditional,,Disappointed
1251,BatBits #1251,376,115.18838827437818,6,Rainbow,Yellow,Yellow Hoodie,Single,Weird,,Derp
1129,BatBits #1129,377,115.14347028242045,6,Sunrise,Pink,Yellow Hoodie,Smiley,Bandana,,Wide Sad Lip
1438,BatBits #1438,378,115.05911302883905,6,Toxic,Green,Crewneck,Dollar,Buckethat,,Scar
1561,BatBits #1561,379,114.99375685018235,6,Blue,Red,Tie,Dollar Lashes,Arrow,,Sad Lip
2998,BatBits #2998,380,114.9860146856531,6,Love,Pink,Ladybug,Sunglasses,Arrow,,Wide Smile Lip
2894,BatBits #2894,381,114.88737635370947,6,Purple,Yellow,Lazy,Triple,Earing Bar,,Sad Lip
1553,BatBits #1553,382,114.88435646835318,6,Sunrise,Pink,Yellow Skirt,Single,Short Black,,Derp
1505,BatBits #1505,383,114.86629020433705,6,Orange,Pink,Bluestar,Rip,Earing Bar,,Sad
303,BatBits #303,384,114.78231468031127,6,Toxic,Orange,Yellow Hoodie,Sunglasses,More Weird,,Straight
227,BatBits #227,385,114.7643901752286,6,Blue,Green,Ninja,Single,Bandana,,Wide Sad
431,BatBits #431,386,114.73595476859606,6,Yellow,Pink,Wired,Rip,Trackers White,,Derp
304,BatBits #304,387,114.70124862110634,6,Sunrise,Blue,Crewneck,Sunglasses,Buckethat,,Sad Lip
2458,BatBits #2458,388,114.65040613483285,6,Blue,Purple,Loco,Simple,Long Blonde,,Straight
2228,BatBits #2228,389,114.61554327048499,6,Yellow,Sky,Tie,Dollar Lashes,Long Black,,Smile
1683,BatBits #1683,390,114.45159939003302,6,Orange,Orange,Jacket,Simple,Viking,,Smile
2113,BatBits #2113,391,114.40736531449258,6,Blue,Black,Yellow Skirt,Glasses,Caphead,,Wide Sad Lip
1377,BatBits #1377,392,114.32147407259568,6,Toxic,Orange,Tie,Single,Earing Bar,,Sad
2729,BatBits #2729,393,114.29102864587831,6,Love,White,Loco,Simple,Traditional,,Derp
2168,BatBits #2168,394,114.28417411994448,6,Orange,White,Ladybug,Triple Lashes,Short Blonde,,Derp
705,BatBits #705,395,114.06019745083282,6,Blue,Pink,Patch,Glasses,Flower,,Wide Smile
1281,BatBits #1281,396,114.0090429155739,6,Yellow,Purple,Ladybug,Bored,Arrow,,Wide Sad
1616,BatBits #1616,397,113.98322012814374,6,Yellow,Sky,Tie,Simple,Short Black,,Sad Lip
2521,BatBits #2521,398,113.9504744686718,6,Blue,Black,Pink Skirt,Single,Taxi,,Sad Lip
2611,BatBits #2611,399,113.87385838150666,6,Blue,Pink,Yellow Hoodie,Bored Lashes,Taxi,,Disappointed
2867,BatBits #2867,400,113.70984676964966,6,Toxic,Sky,Crewneck,Glasses,Sailor,,Straight Lip
2305,BatBits #2305,401,113.68282552522217,6,Purple,Blue,Hipster,Single Lashes,Short Black,,Disappointed
2287,BatBits #2287,402,113.62895148292077,6,Orange,Pink,Yellow Hoodie,Dollar,Weird,,Straight Lip
1943,BatBits #1943,403,113.46669863907442,6,Yellow,Purple,Loco,Single,Trackers White,,Wide Smile Lip
320,BatBits #320,404,113.45948292714571,6,Orange,Blue,Orange Hoodie,Triple Lashes,Sailor,,Disappointed
702,BatBits #702,405,113.45107264621475,6,Love,Orange,Yellow Skirt,Single Lashes,Flower,,Sad
1803,BatBits #1803,406,113.42041171341162,6,Toxic,Orange,Bluestar,Bored,Traditional,,Chob
428,BatBits #428,407,113.23025848147857,6,Purple,Black,Jacket,Sunglasses,Taxi,,Sad
2345,BatBits #2345,408,113.19359291036324,6,Toxic,Red,Jacket,Dollar Lashes,Weird,,Straight Lip
1222,BatBits #1222,409,113.14127734404558,6,Yellow,Black,Hipster,Hearts,Bandana Yellow,,Sad Lip
1699,BatBits #1699,410,113.13339267984085,6,Toxic,Green,Pink Skirt,Single,Flower,,Smile
832,BatBits #832,411,113.10306041574484,6,Love,Pink,Pink Skirt,Rip Lashes,Bandana Black,,Disappointed
1895,BatBits #1895,412,112.900516370671,6,Love,Sky,Yellow Skirt,Dollar,Trackers White,,Wide Sad Lip
610,BatBits #610,413,112.63196635215724,6,Blue,Orange,Crewneck,Bored Lashes,More Weird,,Disappointed
1623,BatBits #1623,414,112.59333666086071,6,Love,Green,Yellow Hoodie,Hearts Lashes,More Weird,,Chob
551,BatBits #551,415,112.55366887017823,6,Purple,Red,White Hoodie,Single,Taxi,,Disappointed
1023,BatBits #1023,416,112.53469294791907,6,Rainbow,Green,Patch,Simple Lashes,Caphead,,Wide Smile Lip
2886,BatBits #2886,417,112.518180018691,6,Yellow,White,Ladybug,Smiley,Batbit Hat,,Straight
2331,BatBits #2331,418,112.282239970639,6,Yellow,Black,Crewneck,Bored Lashes,Taxi,,Chob
567,BatBits #567,419,112.24125994629875,6,Toxic,Black,Polo Orange,Glasses,Long Blonde,,Disappointed Lip
2156,BatBits #2156,420,112.17536434096165,6,Toxic,Purple,Ladybug,Bored,Bandana Yellow,,Smile
1877,BatBits #1877,421,112.15956169702044,6,Blue,Blue,Wired,Bored Lashes,Long Blonde,,Straight
1493,BatBits #1493,422,112.10048291525077,6,Rainbow,Red,Yellow Skirt,Triple Lashes,Arrow,,Straight Lip
546,BatBits #546,423,111.9683873833447,6,Orange,Pink,Bluestar,Triple,Bandana,,Sad Lip
2271,BatBits #2271,424,111.88690859341482,6,Sky,Red,Jacket,Sunglasses,More Weird,,Sad
2972,BatBits #2972,425,111.88489859407106,6,Toxic,Purple,Lazy,Simple Lashes,Caphead,,Chob Lip
1988,BatBits #1988,426,111.88089249772122,6,Love,Green,Orange Hoodie,Hearts Lashes,Flower,,Derp
76,BatBits #76,427,111.74776586491231,6,Sky,Blue,Jacket,Bored,Weird,,Tongue
1605,BatBits #1605,428,111.57589804992432,6,Sorry,Purple,White Hoodie,Dollar,Bandana Black,,Sad Lip
2770,BatBits #2770,429,111.56561275584373,6,Blue,Red,Patch,Triple,Batbit Hat,,Chob
1103,BatBits #1103,430,111.51076828652549,6,Rainbow,Orange,Tie,Hearts Lashes,Short Blonde,,Derp
2725,BatBits #2725,431,111.5079178469085,6,Love,Yellow,Patch,Smiley Lashes,Batbit Hat,,Sad
2378,BatBits #2378,432,111.4997654716947,6,Orange,Green,Ladybug,Glasses,Sailor,,Straight Lip
2523,BatBits #2523,433,111.48808403790719,6,Sorry,Red,Ladybug,Dollar Lashes,Long Black,,Sad
480,BatBits #480,434,111.42355804318129,6,Purple,Sky,Crewneck,Hearts,2Pac,,Wide Sad Lip
352,BatBits #352,435,111.22752915805303,6,Blue,Pink,Loco,Simple,Short Blonde,,Wide Smile Lip
1628,BatBits #1628,436,110.9690903541588,6,Rainbow,Black,Yellow Skirt,Single Lashes,Short Black,,Wide Sad Lip
2802,BatBits #2802,437,110.96090448944486,6,Orange,Blue,Bluestar,Single,Boat,,Tongue
1938,BatBits #1938,438,110.88000217368463,6,Sorry,Yellow,Blue Crewneck,Hearts,Short Black,,Tongue
160,BatBits #160,439,110.78650437479791,6,Sky,Blue,Yellow Hoodie,Rip,Caphead,,Derp
2037,BatBits #2037,440,110.6657857987583,6,Sky,Orange,Patch,Smiley Lashes,Batbit Hat,,Wide Sad
82,BatBits #82,441,110.65410278639624,6,Sky,Orange,Yellow Hoodie,Smiley,Weird,,Wide Sad Lip
1443,BatBits #1443,442,110.60891871037549,6,Yellow,Orange,Hipster,Single Lashes,Buckethat,,Scar
1389,BatBits #1389,443,110.57775485733664,6,Yellow,Orange,Hipster,Bored Lashes,2Pac Yellow,,Chob
1610,BatBits #1610,444,110.57081501242793,6,Yellow,Blue,Orange Hoodie,Msr,2Pac,,Chob Lip
270,BatBits #270,445,110.52448238569038,6,Toxic,Purple,Blue Crewneck,Hearts Lashes,Buckethat,,Disappointed
810,BatBits #810,446,110.52273679531568,6,Toxic,Green,Blue Crewneck,Dollar Lashes,Long Blonde,,Disappointed
600,BatBits #600,447,110.494236554281,6,Toxic,Blue,White Hoodie,Glasses,Boat,,Chob
400,BatBits #400,448,110.47788115120723,6,Blue,Orange,Gladiator,Single,Buckethat,,Sad
2569,BatBits #2569,449,110.46552959079624,6,Sky,Orange,Jacket,Triple,Arrow,,Chob
1771,BatBits #1771,450,110.45715822158554,6,Blue,Orange,Yellow Hoodie,Triple Lashes,Weird,,Straight Lip
1409,BatBits #1409,451,110.40378317380026,6,Blue,Sky,Yellow Hoodie,Bored Lashes,2Pac Yellow,,Sad Lip
41,BatBits #41,452,110.38053723550436,6,Sorry,Green,Blue Crewneck,Msr,Long Blonde,,Straight Lip
1379,BatBits #1379,453,110.36610197204703,6,Orange,Red,Gladiator,Simple,Short Blonde,,Wide Smile
530,BatBits #530,454,110.25822158694753,6,Yellow,Green,Polo Orange,Msr,2Pac,,Straight
616,BatBits #616,455,110.00053827409832,6,Sorry,White,Crewneck,Glasses,Earing Bar,,Disappointed Lip
1961,BatBits #1961,456,109.90383330892558,6,Toxic,Blue,Orange Hoodie,Bored,Taxi,,Straight Lip
329,BatBits #329,457,109.87403096495888,6,Orange,Green,Gladiator,Smiley,Buckethat,,Smile
606,BatBits #606,458,109.7861008093786,6,Sky,Red,Tie,Sunglasses,Long Black,,Straight
80,BatBits #80,459,109.57915243121852,6,Purple,Blue,Tie,Single Lashes,2Pac,,Derp
2588,BatBits #2588,460,109.54110995791599,6,Sunrise,Green,Crewneck,Hearts Lashes,Short Blonde,,Wide Smile
904,BatBits #904,461,109.40945413200146,6,Purple,Blue,Patch,Hearts Lashes,Weird,,Wide Smile
1203,BatBits #1203,462,109.2393638003574,6,Sunrise,Orange,Orange Hoodie,Simple,Bandana Yellow,,Derp
1279,BatBits #1279,463,109.17481516937184,6,Love,Orange,White Hoodie,Simple,Caphead,,Disappointed Lip
452,BatBits #452,464,109.11708718005461,6,Yellow,White,White Hoodie,Dollar,Arrow,,Chob Lip
2110,BatBits #2110,465,109.07979283624961,6,Yellow,Orange,Ladybug,Dollar,Buckethat,,Wide Smile
690,BatBits #690,466,109.06611104172123,6,Yellow,Blue,Lazy,Dollar Lashes,Taxi,,Wide Sad Lip
1263,BatBits #1263,467,109.01004265423961,6,Purple,Green,Yellow Skirt,Bored Lashes,2Pac,,Scar
856,BatBits #856,468,109.00144172975196,6,Love,White,Crewneck,Rip Lashes,Short Black,,Disappointed
2300,BatBits #2300,469,108.80706310409371,6,Sky,Black,Crewneck,Smiley,Boat,,Wide Sad Lip
715,BatBits #715,470,108.74167584415869,6,Orange,White,Pink Skirt,Dollar,2Pac,,Wide Smile
2773,BatBits #2773,471,108.72217092060794,6,Orange,Yellow,Hipster,Hearts,Traditional,,Chob
2030,BatBits #2030,472,108.63105992167014,6,Love,Green,Patch,Glasses,Batbit Hat,,Sad Lip
1402,BatBits #1402,473,108.60098323095686,6,Rainbow,White,Patch,Smiley,Sailor,,Sad
2742,BatBits #2742,474,108.55847815368253,6,Purple,Black,Blue Crewneck,Bored,2Pac Yellow,,Chob Lip
2449,BatBits #2449,475,108.54938959049694,6,Purple,Red,Orange Hoodie,Triple Lashes,More Weird,,Smile
1328,BatBits #1328,476,108.48759606247428,6,Sorry,Sky,Crewneck,Bored Lashes,2Pac Yellow,,Wide Smile Lip
1732,BatBits #1732,477,108.45980046708284,6,Yellow,Pink,Blue Crewneck,Smiley Lashes,Flower,,Wide Smile Lip
1133,BatBits #1133,478,108.43024601165618,6,Yellow,Yellow,Pink Skirt,Single Lashes,Batbit Hat,,Straight
1,BatBits #1,479,108.396449087789,6,Orange,Purple,Pink Skirt,Simple Lashes,2Pac,,Disappointed
1333,BatBits #1333,480,108.16245524565709,6,Orange,Blue,Yellow Hoodie,Bored,Earing Bar,,Disappointed
1035,BatBits #1035,481,108.12407335814513,6,Sunrise,Pink,Yellow Hoodie,Simple,Long Black,,Wide Smile
1569,BatBits #1569,482,108.04014973963379,6,Orange,White,Orange Hoodie,Single,Flower,,Tongue
212,BatBits #212,483,107.94838616029367,6,Orange,Black,Crewneck,Triple,Boat,,Tongue
2266,BatBits #2266,484,107.88573040285473,6,Purple,Green,Pink Skirt,Simple Lashes,More Weird,,Wide Sad Lip
2212,BatBits #2212,485,107.86798781513124,6,Rainbow,Red,Tie,Smiley Lashes,Bandana Black,,Straight
2471,BatBits #2471,486,107.86788272871293,6,Orange,Blue,Pink Skirt,Hearts Lashes,Batbit Hat,,Chob
1362,BatBits #1362,487,107.86491819516318,6,Toxic,Yellow,Polo Orange,Smiley,2Pac,,Derp
2838,BatBits #2838,488,107.84700072249707,6,Orange,Blue,Tie,Triple,Bandana Yellow,,Sad Lip
505,BatBits #505,489,107.8244431683633,6,Sky,Blue,Yellow Skirt,Single Lashes,Trackers White,,Scar
1331,BatBits #1331,490,107.7106625450543,6,Sorry,Yellow,Yellow Hoodie,Dollar,Party,,Wide Sad
1632,BatBits #1632,491,107.5976475242386,6,Rainbow,Black,Crewneck,Smiley,Batbit Hat,,Wide Smile Lip
1810,BatBits #1810,492,107.54120230163743,6,Sky,Yellow,Polo Orange,Dollar,Traditional,,Wide Sad
73,BatBits #73,493,107.51222017985003,6,Purple,Red,Orange Hoodie,Simple Lashes,Flower,,Wide Sad Lip
135,BatBits #135,494,107.51104151521872,6,Purple,Orange,Lazy,Rip Lashes,2Pac Yellow,,Tongue
1003,BatBits #1003,495,107.50495899610753,6,Purple,Blue,Tie,Rip Lashes,Bandana Yellow,,Wide Sad
2395,BatBits #2395,496,107.49323034098438,6,Rainbow,Purple,Tie,Smiley Lashes,Bandana Yellow,,Smile
1984,BatBits #1984,497,107.47594931376719,6,Love,White,Hipster,Rip,2Pac,,Sad
48,BatBits #48,498,107.47357726398839,6,Sorry,Pink,White Hoodie,Rip,Weird,,Straight
2586,BatBits #2586,499,107.45907564943738,6,Purple,Black,Lazy,Rip,Arrow,,Tongue
1300,BatBits #1300,500,107.44254690153356,6,Yellow,White,Patch,Bored Lashes,Weird,,Wide Smile
2691,BatBits #2691,501,107.31293418441517,6,Blue,Red,Patch,Msr,Bandana Yellow,,Smile
