ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Clothes,Eyes,Hat,Legendary,Mouths
2302,BatBits #2302,502,107.27255919928064,6,Orange,Orange,Yellow Skirt,Rip,Weird,,Wide Sad Lip
265,BatBits #265,503,107.26110100273024,6,Rainbow,Red,Lazy,Simple Lashes,Batbit Hat,,Chob
1544,BatBits #1544,504,107.11275777152905,6,Blue,White,Bluestar,Single,Arrow,,Sad
2571,BatBits #2571,505,107.0415043393068,6,Love,Purple,Jacket,Triple Lashes,Batbit Hat,,Wide Smile
1904,BatBits #1904,506,106.94270872571931,6,Sorry,Pink,Bluestar,Bored,Buckethat,,Chob Lip
2240,BatBits #2240,507,106.8900219645122,6,Purple,Purple,Yellow Hoodie,Dollar Lashes,Boat,,Sad Lip
692,BatBits #692,508,106.87341399262246,6,Yellow,Pink,White Hoodie,Simple Lashes,Flower,,Derp
2135,BatBits #2135,509,106.84744126631848,6,Sorry,Pink,Bluestar,Rip,Short Blonde,,Wide Smile Lip
649,BatBits #649,510,106.81784887038924,6,Sky,Pink,White Hoodie,Bored Lashes,Trackers White,,Scar
1109,BatBits #1109,511,106.73378833075006,6,Rainbow,Black,Orange Hoodie,Simple,Earing Bar,,Derp
1941,BatBits #1941,512,106.72742945820363,6,Love,Yellow,Lazy,Triple Lashes,Bandana Black,,Straight Lip
868,BatBits #868,513,106.72374053939961,6,Yellow,Green,Patch,Single Lashes,Weird,,Sad
250,BatBits #250,514,106.68701793673549,6,Sky,Orange,Yellow Hoodie,Dollar Lashes,Arrow,,Chob Lip
724,BatBits #724,515,106.6826354269302,6,Rainbow,Yellow,Blue Crewneck,Hearts Lashes,Bandana Yellow,,Wide Sad
2084,BatBits #2084,516,106.5973503699114,6,Blue,Sky,White Hoodie,Triple,Short Black,,Derp
1066,BatBits #1066,517,106.49711750024704,6,Blue,Green,Patch,Rip,Weird,,Wide Smile Lip
937,BatBits #937,518,106.47277476117246,6,Love,Green,White Hoodie,Smiley Lashes,Batbit Hat,,Disappointed Lip
864,BatBits #864,519,106.4114472166591,6,Rainbow,Pink,Crewneck,Bored,Party,,Scar
261,BatBits #261,520,106.37388944279147,6,Orange,Orange,Bluestar,Single Lashes,Long Black,,Wide Sad
2460,BatBits #2460,521,106.30449890914838,6,Blue,Pink,White Hoodie,Bored Lashes,More Weird,,Tongue
2167,BatBits #2167,522,106.26876530565364,6,Orange,White,Polo Orange,Smiley Lashes,2Pac Yellow,,Disappointed Lip
426,BatBits #426,523,106.25390279771635,6,Orange,Pink,Yellow Hoodie,Smiley,More Weird,,Chob
2727,BatBits #2727,524,106.11281567185624,6,Orange,Purple,Lazy,Dollar,Buckethat,,Disappointed Lip
1994,BatBits #1994,525,106.09716158963847,6,Blue,Red,Pink Skirt,Simple,Batbit Hat,,Disappointed
1694,BatBits #1694,526,106.0710072911374,6,Blue,Green,Hipster,Simple,Weird,,Chob Lip
777,BatBits #777,527,106.00389393114271,6,Yellow,Sky,Yellow Hoodie,Rip,Boat,,Wide Smile
772,BatBits #772,528,105.98716032481363,6,Blue,Black,Crewneck,Hearts Lashes,Taxi,,Smile
1212,BatBits #1212,529,105.9655580208415,6,Sorry,Red,White Hoodie,Dollar Lashes,Earing Bar,,Derp
44,BatBits #44,530,105.90420005098795,6,Purple,Green,Pink Skirt,Glasses,Weird,,Sad
1741,BatBits #1741,531,105.76227642648489,6,Yellow,White,Hipster,Single,Caphead,,Smile
2689,BatBits #2689,532,105.7228653116559,6,Sorry,Blue,Yellow Hoodie,Smiley Lashes,More Weird,,Wide Smile Lip
1451,BatBits #1451,533,105.64859979049436,6,Orange,Yellow,Polo Orange,Smiley,Batbit Hat,,Tongue
2921,BatBits #2921,534,105.57774960736408,6,Yellow,Purple,Hipster,Hearts Lashes,Sailor,,Smile
2315,BatBits #2315,535,105.56482975833735,6,Blue,Blue,Yellow Hoodie,Msr,Short Black,,Wide Smile Lip
1793,BatBits #1793,536,105.55495354102995,6,Love,Purple,Tie,Hearts,Bandana,,Smile
1051,BatBits #1051,537,105.51134358182432,6,Rainbow,Purple,Yellow Skirt,Glasses,2Pac,,Straight Lip
2234,BatBits #2234,538,105.4974164668952,6,Yellow,Sky,Jacket,Hearts Lashes,Bandana Black,,Chob
1243,BatBits #1243,539,105.47271523764906,6,Purple,Green,Yellow Skirt,Msr,Long Blonde,,Wide Sad
2948,BatBits #2948,540,105.41787645384012,6,Blue,Blue,Orange Hoodie,Sunglasses,Taxi,,Sad Lip
1687,BatBits #1687,541,105.39495705645061,6,Rainbow,White,Orange Hoodie,Glasses,Sailor,,Chob Lip
1539,BatBits #1539,542,105.37635305648796,6,Yellow,Red,Pink Skirt,Rip,Weird,,Wide Sad
433,BatBits #433,543,105.37635162064592,6,Purple,Green,Ladybug,Bored,Short Black,,Sad
75,BatBits #75,544,105.351321192097,6,Sky,Orange,Jacket,Sunglasses,Batbit Hat,,Wide Smile Lip
2917,BatBits #2917,545,105.30770375726871,6,Blue,Yellow,Crewneck,Hearts,Batbit Hat,,Straight Lip
11,BatBits #11,546,105.29020712427887,6,Purple,Pink,Yellow Hoodie,Smiley Lashes,Caphead,,Sad Lip
958,BatBits #958,547,105.24269650811762,6,Orange,Green,Yellow Hoodie,Smiley,Flower,,Straight Lip
2903,BatBits #2903,548,105.15248780859275,6,Blue,Black,Jacket,Single Lashes,Bandana Yellow,,Disappointed
1581,BatBits #1581,549,105.11072042718736,6,Toxic,Black,Jacket,Single Lashes,Long Blonde,,Sad Lip
40,BatBits #40,550,105.09551164945805,6,Rainbow,Yellow,Yellow Skirt,Simple Lashes,Bandana Yellow,,Chob
805,BatBits #805,551,105.07960122978893,6,Sorry,Green,Polo Orange,Triple,Batbit Hat,,Straight Lip
1285,BatBits #1285,552,104.97840141720874,6,Yellow,Yellow,Polo Orange,Simple,Long Black,,Scar
2108,BatBits #2108,553,104.91904148213366,6,Sorry,Pink,Hipster,Simple,2Pac Yellow,,Straight Lip
1967,BatBits #1967,554,104.91090012213137,6,Rainbow,Sky,Orange Hoodie,Hearts Lashes,Party,,Straight
2928,BatBits #2928,555,104.89626923463013,6,Yellow,Black,Patch,Simple Lashes,2Pac Yellow,,Wide Smile Lip
466,BatBits #466,556,104.88404187752857,6,Love,Red,Pink Skirt,Single,2Pac,,Disappointed
1905,BatBits #1905,557,104.86420042547601,6,Sorry,Green,Polo Orange,Dollar,Bandana Yellow,,Sad Lip
1174,BatBits #1174,558,104.85308722582988,6,Sorry,Red,Crewneck,Single Lashes,Taxi,,Straight Lip
1043,BatBits #1043,559,104.81680932720454,6,Sky,Green,Tie,Simple Lashes,Bandana Black,,Straight Lip
2623,BatBits #2623,560,104.77667894833536,6,Love,Red,Lazy,Smiley,Arrow,,Disappointed
2140,BatBits #2140,561,104.76485129825073,6,Toxic,Orange,Blue Crewneck,Glasses,Arrow,,Straight Lip
2023,BatBits #2023,562,104.74847214244078,6,Rainbow,Pink,Jacket,Smiley Lashes,Weird,,Smile
1837,BatBits #1837,563,104.73299257331364,6,Orange,Orange,Yellow Hoodie,Sunglasses,Taxi,,Wide Smile Lip
237,BatBits #237,564,104.70841399262247,6,Yellow,Pink,Hipster,Rip Lashes,Short Black,,Wide Sad
2404,BatBits #2404,565,104.67104476062705,6,Blue,Sky,Polo Orange,Hearts,Short Black,,Wide Smile Lip
1524,BatBits #1524,566,104.66852604491686,6,Yellow,Green,Blue Crewneck,Hearts Lashes,Weird,,Derp
2090,BatBits #2090,567,104.59140870417872,6,Orange,Green,Wired,Smiley,Traditional,,Wide Smile
311,BatBits #311,568,104.56239308880447,6,Orange,Green,Blue Crewneck,Bored Lashes,Caphead,,Wide Sad Lip
112,BatBits #112,569,104.53676322523314,6,Orange,Yellow,Polo Orange,Simple Lashes,Taxi,,Smile
1405,BatBits #1405,570,104.50562440904413,6,Orange,Red,Yellow Skirt,Sunglasses,More Weird,,Wide Smile
2544,BatBits #2544,571,104.49219881695305,6,Blue,Pink,White Hoodie,Msr,Long Blonde,,Wide Sad
570,BatBits #570,572,104.40743016897983,6,Blue,Sky,Patch,Rip,Buckethat,,Wide Sad Lip
2114,BatBits #2114,573,104.3136488186083,6,Sorry,White,Tie,Simple,Short Black,,Straight Lip
1929,BatBits #1929,574,104.30369818794958,6,Blue,Purple,Lazy,Smiley,Caphead,,Tongue
2221,BatBits #2221,575,104.19434670914342,6,Yellow,White,Polo Orange,Single Lashes,Taxi,,Wide Smile
2219,BatBits #2219,576,104.13300346730122,6,Yellow,Red,White Hoodie,Msr,Bandana Yellow,,Straight
2447,BatBits #2447,577,104.06457407499641,6,Rainbow,Purple,Blue Crewneck,Triple,Bandana Yellow,,Derp
947,BatBits #947,578,104.05155088786132,6,Sorry,Pink,Bluestar,Single Lashes,Trackers White,,Wide Smile
353,BatBits #353,579,104.04881270229555,6,Orange,Pink,Crewneck,Smiley,Flower,,Derp
1271,BatBits #1271,580,104.04648701608785,6,Sorry,Red,Orange Hoodie,Triple Lashes,2Pac,,Derp
2174,BatBits #2174,581,104.00663895185603,6,Purple,Blue,Patch,Hearts,Earing Bar,,Smile
2878,BatBits #2878,582,103.99329831339509,6,Sky,Red,Ladybug,Single Lashes,Traditional,,Straight
619,BatBits #619,583,103.9755168045279,6,Yellow,Yellow,Hipster,Hearts,Trackers White,,Sad
2481,BatBits #2481,584,103.95339860377189,6,Purple,Black,Lazy,Hearts Lashes,Long Black,,Chob
67,BatBits #67,585,103.94276623272106,6,Love,Orange,Orange Hoodie,Glasses,Taxi,,Straight Lip
645,BatBits #645,586,103.91647902338848,6,Blue,Blue,Jacket,Dollar,Earing Bar,,Wide Sad
866,BatBits #866,587,103.79511411161661,6,Orange,Pink,Patch,Bored,Sailor,,Wide Sad Lip
370,BatBits #370,588,103.77666505389458,6,Blue,Green,Ladybug,Hearts Lashes,Long Black,,Wide Sad
526,BatBits #526,589,103.67059420756753,6,Yellow,Pink,Blue Crewneck,Rip Lashes,Party,,Disappointed
146,BatBits #146,590,103.63564161691632,6,Sorry,Green,Jacket,Rip,Caphead,,Straight
1219,BatBits #1219,591,103.61359591622903,6,Yellow,Black,Blue Crewneck,Simple Lashes,Boat,,Tongue
1691,BatBits #1691,592,103.61036788529063,6,Yellow,Red,Blue Crewneck,Dollar,Arrow,,Straight
2409,BatBits #2409,593,103.592680829486,6,Love,White,Crewneck,Rip,Taxi,,Straight
2880,BatBits #2880,594,103.57702196814776,6,Sorry,Orange,Hipster,Bored Lashes,Traditional,,Disappointed Lip
2615,BatBits #2615,595,103.56154819449785,6,Orange,Sky,Jacket,Rip Lashes,Bandana Black,,Wide Smile
28,BatBits #28,596,103.49449121817543,6,Yellow,Sky,Yellow Skirt,Simple Lashes,2Pac Yellow,,Sad
1665,BatBits #1665,597,103.49318769463787,6,Love,White,Yellow Hoodie,Single,Weird,,Wide Sad Lip
771,BatBits #771,598,103.41152886462869,6,Blue,Black,Blue Crewneck,Triple,Bandana,,Chob
361,BatBits #361,599,103.3311441917537,6,Blue,Pink,Bluestar,Glasses,Bandana,,Derp
1075,BatBits #1075,600,103.24925086582233,6,Purple,Black,Jacket,Single Lashes,Boat,,Straight
1314,BatBits #1314,601,103.24434948437053,6,Sky,Pink,Crewneck,Simple,Short Black,,Scar
1382,BatBits #1382,602,103.23442075582862,6,Purple,Black,Jacket,Glasses,2Pac Yellow,,Wide Smile Lip
259,BatBits #259,603,103.15437696870384,6,Rainbow,Orange,Yellow Skirt,Rip Lashes,Buckethat,,Sad Lip
152,BatBits #152,604,103.15385920225916,6,Blue,White,Tie,Rip,Bandana Yellow,,Derp
2656,BatBits #2656,605,103.14760413606061,6,Love,Orange,Orange Hoodie,Dollar Lashes,Earing Bar,,Wide Sad Lip
774,BatBits #774,606,103.13324108797258,6,Toxic,Blue,Polo Orange,Bored Lashes,Earing Bar,,Wide Sad
1447,BatBits #1447,607,103.02391939219461,6,Yellow,Red,Ladybug,Glasses,Party,,Tongue
1125,BatBits #1125,608,102.93381529028728,6,Love,Pink,Crewneck,Triple Lashes,Batbit Hat,,Sad
459,BatBits #459,609,102.83378694176211,6,Sky,Pink,Blue Crewneck,Hearts,Bandana,,Sad Lip
1288,BatBits #1288,610,102.7722543959057,6,Love,White,Lazy,Simple Lashes,Caphead,,Wide Sad
888,BatBits #888,611,102.74535430625963,6,Sorry,Red,Polo Orange,Glasses,Batbit Hat,,Chob Lip
363,BatBits #363,612,102.69976895022033,6,Orange,Orange,Jacket,Rip,Taxi,,Wide Sad
2888,BatBits #2888,613,102.6854609739431,6,Love,Orange,White Hoodie,Simple Lashes,Weird,,Chob Lip
1695,BatBits #1695,614,102.56156412329706,6,Blue,Black,Yellow Hoodie,Dollar Lashes,2Pac Yellow,,Smile
893,BatBits #893,615,102.52204730117813,6,Blue,Purple,Ladybug,Sunglasses,Trackers White,,Sad
2516,BatBits #2516,616,102.51456260341959,6,Sunrise,Green,Lazy,Simple Lashes,Traditional,,Wide Smile
457,BatBits #457,617,102.51088168304284,6,Purple,Green,Yellow Hoodie,Single Lashes,Batbit Hat,,Chob
2055,BatBits #2055,618,102.48829550949091,6,Sorry,Blue,Polo Orange,Simple Lashes,Taxi,,Sad
1742,BatBits #1742,619,102.46305749258677,6,Toxic,Orange,Patch,Rip Lashes,Trackers White,,Wide Smile
2934,BatBits #2934,620,102.4378440130271,6,Orange,Red,Bluestar,Glasses,Long Black,,Wide Smile
2216,BatBits #2216,621,102.42646836589412,6,Blue,Pink,Orange Hoodie,Smiley,Flower,,Sad
1052,BatBits #1052,622,102.36224828149271,6,Blue,Orange,Blue Crewneck,Rip Lashes,Boat,,Wide Smile Lip
2628,BatBits #2628,623,102.34539871079159,6,Yellow,Red,Orange Hoodie,Single Lashes,Caphead,,Tongue
1017,BatBits #1017,624,102.31726273954415,6,Purple,Black,Polo Orange,Triple Lashes,Bandana Yellow,,Wide Smile
1231,BatBits #1231,625,102.31629791052455,6,Toxic,Red,Polo Orange,Triple Lashes,Trackers White,,Wide Sad Lip
1384,BatBits #1384,626,102.31151741084663,6,Orange,Blue,White Hoodie,Sunglasses,Weird,,Wide Smile
2717,BatBits #2717,627,102.29539494210765,6,Blue,Black,Yellow Skirt,Single,Bandana Black,,Disappointed
1132,BatBits #1132,628,102.27781734020958,6,Yellow,Pink,Ladybug,Smiley Lashes,Long Black,,Derp
456,BatBits #456,629,102.22415000100374,6,Blue,Green,Tie,Bored,Bandana Yellow,,Sad Lip
1016,BatBits #1016,630,102.1866427871202,6,Orange,White,Hipster,Rip Lashes,Trackers White,,Straight Lip
1158,BatBits #1158,631,102.16574220050134,6,Yellow,Pink,Yellow Hoodie,Bored,More Weird,,Sad
2455,BatBits #2455,632,102.11451598098606,6,Yellow,Green,Tie,Hearts,Bandana,,Straight Lip
2237,BatBits #2237,633,102.0236854662414,6,Purple,Yellow,Jacket,Rip,2Pac,,Chob Lip
1152,BatBits #1152,634,101.99147100486918,6,Blue,Blue,Jacket,Single Lashes,Boat,,Disappointed Lip
2592,BatBits #2592,635,101.98798303793916,6,Sky,Sky,Crewneck,Simple Lashes,Bandana Black,,Chob Lip
2991,BatBits #2991,636,101.95335204724141,6,Sky,Black,Crewneck,Triple,Short Blonde,,Chob Lip
2166,BatBits #2166,637,101.9531893209231,6,Blue,Purple,Jacket,Sunglasses,Taxi,,Smile
851,BatBits #851,638,101.89912972993673,6,Sky,Blue,Yellow Hoodie,Single,Short Black,,Disappointed
1491,BatBits #1491,639,101.7691227017746,6,Purple,Yellow,Orange Hoodie,Smiley Lashes,Earing Bar,,Wide Sad
1002,BatBits #1002,640,101.74649549506374,6,Toxic,White,Polo Orange,Simple Lashes,Bandana,,Disappointed Lip
1326,BatBits #1326,641,101.74501221951644,6,Sorry,Blue,Lazy,Bored Lashes,Caphead,,Smile
2546,BatBits #2546,642,101.69609460198733,6,Love,Red,Crewneck,Triple Lashes,Sailor,,Chob Lip
2933,BatBits #2933,643,101.68262723415744,6,Rainbow,Blue,Orange Hoodie,Sunglasses,Arrow,,Straight Lip
1612,BatBits #1612,644,101.67320930405788,6,Love,Pink,Yellow Skirt,Smiley Lashes,Short Black,,Disappointed
1421,BatBits #1421,645,101.65550979100564,6,Yellow,Purple,Hipster,Smiley,Traditional,,Disappointed
405,BatBits #405,646,101.61511327267414,6,Toxic,Sky,Lazy,Single,Bandana,,Straight Lip
1845,BatBits #1845,647,101.55029987627196,6,Sorry,Yellow,Polo Orange,Hearts,Bandana,,Straight
993,BatBits #993,648,101.49450721893912,6,Blue,Orange,Blue Crewneck,Dollar Lashes,Batbit Hat,,Straight Lip
1031,BatBits #1031,649,101.46647661009911,6,Orange,Green,Orange Hoodie,Triple Lashes,Earing Bar,,Wide Sad
1740,BatBits #1740,650,101.43815222470076,6,Purple,White,Yellow Hoodie,Single Lashes,Arrow,,Sad Lip
1890,BatBits #1890,651,101.43086464982309,6,Yellow,Blue,Orange Hoodie,Triple,Caphead,,Sad
1649,BatBits #1649,652,101.42670829880815,6,Orange,Green,Ladybug,Simple,2Pac,,Straight
312,BatBits #312,653,101.39638826769439,6,Love,Red,Patch,Hearts,Short Black,,Chob Lip
2138,BatBits #2138,654,101.37885699597695,6,Orange,Sky,Yellow Hoodie,Smiley Lashes,2Pac,,Wide Smile
2361,BatBits #2361,655,101.37648904836625,6,Blue,Green,Tie,Hearts,Party,,Derp
132,BatBits #132,656,101.30877664334646,6,Purple,Black,Crewneck,Single Lashes,Arrow,,Derp
1385,BatBits #1385,657,101.30544218173922,6,Yellow,Red,Crewneck,Glasses,Caphead,,Sad Lip
1549,BatBits #1549,658,101.28911009950068,6,Toxic,Purple,Yellow Skirt,Single,Bandana Yellow,,Disappointed Lip
2348,BatBits #2348,659,101.22264874618337,6,Orange,Sky,Orange Hoodie,Simple Lashes,Bandana,,Disappointed Lip
939,BatBits #939,660,101.19803855018345,6,Orange,Blue,Ladybug,Smiley Lashes,Trackers White,,Sad Lip
2098,BatBits #2098,661,101.13276891784326,6,Rainbow,Orange,Pink Skirt,Simple,Arrow,,Straight Lip
693,BatBits #693,662,101.0861460700563,6,Purple,Purple,Lazy,Hearts Lashes,Batbit Hat,,Wide Smile
2145,BatBits #2145,663,101.08354744039082,6,Toxic,Pink,Yellow Hoodie,Hearts,Traditional,,Disappointed Lip
247,BatBits #247,664,101.06190859341481,6,Sky,Red,Jacket,Hearts Lashes,Batbit Hat,,Smile
2000,BatBits #2000,665,100.99796514874059,6,Yellow,Blue,Tie,Sunglasses,Trackers White,,Sad Lip
644,BatBits #644,666,100.99691747295664,6,Love,Orange,Patch,Sunglasses,2Pac,,Wide Smile
683,BatBits #683,667,100.95962196404463,6,Love,White,Polo Orange,Bored Lashes,Short Black,,Disappointed Lip
1582,BatBits #1582,668,100.92281170262865,6,Yellow,White,Hipster,Dollar Lashes,Party,,Chob Lip
563,BatBits #563,669,100.85353769105343,6,Purple,Blue,Yellow Hoodie,Bored Lashes,Taxi,,Sad
1928,BatBits #1928,670,100.79254141594089,6,Blue,Pink,Blue Crewneck,Triple,Arrow,,Tongue
2985,BatBits #2985,671,100.77348438064897,6,Yellow,Yellow,Yellow Skirt,Hearts,Bandana Black,,Chob Lip
328,BatBits #328,672,100.74354761486876,6,Yellow,Pink,Ladybug,Triple,Short Blonde,,Smile
19,BatBits #19,673,100.69927572020364,6,Orange,Green,Lazy,Rip Lashes,Sailor,,Derp
1260,BatBits #1260,674,100.63115139616797,6,Yellow,Orange,Lazy,Dollar,Bandana Yellow,,Sad Lip
1207,BatBits #1207,675,100.61089415117613,6,Purple,White,Blue Crewneck,Triple Lashes,Party,,Wide Sad Lip
1217,BatBits #1217,676,100.60708267881756,6,Orange,Yellow,Pink Skirt,Smiley,Trackers White,,Disappointed Lip
1324,BatBits #1324,677,100.59098068981194,6,Sky,Orange,Yellow Hoodie,Dollar,Trackers White,,Wide Smile Lip
378,BatBits #378,678,100.52077851045203,6,Purple,Blue,Pink Skirt,Triple,Traditional,,Disappointed
2370,BatBits #2370,679,100.45932684013965,6,Love,White,Pink Skirt,Bored,Long Black,,Chob
1752,BatBits #1752,680,100.41041713839275,6,Orange,Green,Hipster,Hearts Lashes,Bandana,,Sad Lip
2462,BatBits #2462,681,100.40782172266988,6,Sorry,Purple,Pink Skirt,Simple,Sailor,,Derp
1416,BatBits #1416,682,100.40560055938306,6,Orange,Blue,Polo Orange,Bored Lashes,Bandana Yellow,,Scar
2682,BatBits #2682,683,100.39973559042618,6,Yellow,Black,Jacket,Single,Earing Bar,,Sad Lip
1592,BatBits #1592,684,100.3940375614045,6,Sorry,Pink,Lazy,Single,Weird,,Sad
527,BatBits #527,685,100.31617198975137,6,Sorry,Black,Jacket,Hearts,Bandana,,Wide Smile Lip
506,BatBits #506,686,100.2686878267279,6,Toxic,Pink,Hipster,Single,Short Blonde,,Tongue
2466,BatBits #2466,687,100.22494244766187,6,Purple,Yellow,Polo Orange,Sunglasses,Bandana Yellow,,Tongue
1586,BatBits #1586,688,100.22219094776366,6,Rainbow,Orange,White Hoodie,Single,2Pac,,Tongue
1972,BatBits #1972,689,100.2138132122769,6,Toxic,Orange,Crewneck,Smiley,Batbit Hat,,Derp
2710,BatBits #2710,690,100.18301797257739,6,Blue,Red,Ladybug,Single Lashes,Short Blonde,,Straight Lip
2185,BatBits #2185,691,100.18218819754763,6,Orange,Yellow,Yellow Skirt,Smiley,2Pac Yellow,,Sad
782,BatBits #782,692,100.16774252271844,6,Blue,Purple,Lazy,Triple Lashes,Long Black,,Wide Sad Lip
2293,BatBits #2293,693,100.10366286931588,6,Blue,Green,Polo Orange,Hearts,2Pac,,Chob
1679,BatBits #1679,694,100.09265257032342,6,Sorry,White,Yellow Skirt,Sunglasses,Bandana,,Chob
2617,BatBits #2617,695,100.07375279538203,6,Purple,Pink,Blue Crewneck,Dollar,Bandana Yellow,,Derp
2796,BatBits #2796,696,99.93085164892737,6,Purple,Orange,Yellow Hoodie,Dollar,Long Black,,Chob Lip
732,BatBits #732,697,99.8988537464837,6,Purple,Pink,Crewneck,Bored,Caphead,,Straight Lip
1261,BatBits #1261,698,99.88540233531754,6,Rainbow,Blue,Blue Crewneck,Triple,Bandana,,Chob Lip
566,BatBits #566,699,99.88390855390756,6,Yellow,Yellow,Lazy,Sunglasses,Bandana,,Chob
2173,BatBits #2173,700,99.86283483827438,6,Purple,Green,Hipster,Triple,Trackers White,,Tongue
980,BatBits #980,701,99.86202404319845,6,Yellow,Purple,Orange Hoodie,Smiley,Taxi,,Straight Lip
1672,BatBits #1672,702,99.8478255837988,6,Sky,Red,Blue Crewneck,Rip,Sailor,,Smile
1187,BatBits #1187,703,99.79597952844554,6,Sorry,Blue,Pink Skirt,Simple,Batbit Hat,,Chob Lip
1191,BatBits #1191,704,99.77807903601342,6,Orange,Blue,Hipster,Rip Lashes,Traditional,,Sad Lip
1813,BatBits #1813,705,99.68477853204236,6,Orange,Red,Jacket,Simple Lashes,Caphead,,Sad Lip
674,BatBits #674,706,99.67677658879514,6,Orange,Orange,Blue Crewneck,Single,More Weird,,Sad
455,BatBits #455,707,99.6626358979049,6,Sorry,Red,Orange Hoodie,Hearts Lashes,Batbit Hat,,Sad
17,BatBits #17,708,99.62172207341625,6,Toxic,White,Lazy,Hearts Lashes,Bandana Black,,Sad
1756,BatBits #1756,709,99.60808585200655,6,Sorry,Orange,Lazy,Bored Lashes,2Pac,,Wide Sad Lip
2602,BatBits #2602,710,99.55188282675873,6,Love,Red,Orange Hoodie,Triple,2Pac Yellow,,Chob Lip
2440,BatBits #2440,711,99.50669710731653,6,Yellow,Blue,Polo Orange,Hearts,Boat,,Chob Lip
988,BatBits #988,712,99.40698106742207,6,Yellow,Yellow,Jacket,Dollar,Short Blonde,,Straight
241,BatBits #241,713,99.36105279591621,6,Sorry,Purple,Lazy,Single,Earing Bar,,Chob Lip
474,BatBits #474,714,99.29612635396288,6,Purple,White,Hipster,Sunglasses,Long Black,,Smile
1543,BatBits #1543,715,99.29013215770858,6,Love,Sky,Crewneck,Sunglasses,Bandana Black,,Straight
1034,BatBits #1034,716,99.26369148601745,6,Love,Black,Crewneck,Single Lashes,Long Black,,Chob
2400,BatBits #2400,717,99.21045733818154,6,Sky,Pink,Blue Crewneck,Glasses,Long Blonde,,Chob
2165,BatBits #2165,718,99.08777771973546,6,Rainbow,Green,Blue Crewneck,Smiley,Party,,Disappointed Lip
1739,BatBits #1739,719,99.01067366755679,6,Orange,Green,Blue Crewneck,Triple,Bandana Yellow,,Disappointed Lip
1589,BatBits #1589,720,99.00667902190057,6,Sorry,Orange,Jacket,Simple,Bandana,,Scar
2382,BatBits #2382,721,99.00191392735486,6,Purple,Yellow,Orange Hoodie,Single,Short Black,,Disappointed Lip
1200,BatBits #1200,722,98.98451015199095,6,Sky,Green,Jacket,Triple Lashes,Buckethat,,Tongue
2094,BatBits #2094,723,98.92118465200446,6,Purple,Red,Crewneck,Smiley,More Weird,,Derp
1048,BatBits #1048,724,98.87890943247228,6,Love,Pink,Yellow Hoodie,Dollar,Party,,Wide Sad Lip
2327,BatBits #2327,725,98.87198125523767,6,Yellow,Green,Ladybug,Smiley,Short Blonde,,Tongue
984,BatBits #984,726,98.7986991983474,6,Toxic,Pink,Crewneck,Rip,Boat,,Wide Smile
381,BatBits #381,727,98.79492450766419,6,Blue,Red,Polo Orange,Triple,Party,,Disappointed
620,BatBits #620,728,98.73426754529501,6,Blue,Yellow,Polo Orange,Rip Lashes,Short Black,,Smile
1666,BatBits #1666,729,98.72231843935369,6,Love,Black,Orange Hoodie,Dollar Lashes,Bandana Black,,Wide Sad
2788,BatBits #2788,730,98.71863720998167,6,Yellow,Blue,Crewneck,Single Lashes,Sailor,,Disappointed Lip
439,BatBits #439,731,98.69148065480347,6,Rainbow,White,Orange Hoodie,Triple,Long Blonde,,Derp
2856,BatBits #2856,732,98.63258731906676,6,Orange,White,Lazy,Simple,Weird,,Wide Sad
1457,BatBits #1457,733,98.59530940414655,6,Toxic,Yellow,Orange Hoodie,Smiley Lashes,Long Black,,Sad
2510,BatBits #2510,734,98.5348948306399,6,Yellow,Pink,Patch,Hearts Lashes,2Pac,,Sad
2115,BatBits #2115,735,98.52022153495379,6,Yellow,Purple,Jacket,Sunglasses,Party,,Disappointed
669,BatBits #669,736,98.48354086459908,6,Purple,Orange,Pink Skirt,Bored,Earing Bar,,Smile
372,BatBits #372,737,98.48257607954042,6,Toxic,Blue,Yellow Skirt,Triple,Trackers White,,Sad Lip
2490,BatBits #2490,738,98.46991909421396,6,Yellow,Black,Yellow Hoodie,Hearts,Bandana Black,,Straight Lip
1044,BatBits #1044,739,98.43000708990041,6,Sky,Pink,Blue Crewneck,Single,Sailor,,Derp
952,BatBits #952,740,98.41845272015368,6,Blue,Pink,Crewneck,Glasses,Long Black,,Scar
1180,BatBits #1180,741,98.32965669971318,6,Purple,Green,White Hoodie,Bored,Earing Bar,,Chob Lip
750,BatBits #750,742,98.29703641603048,6,Rainbow,Sky,Yellow Hoodie,Single,Long Blonde,,Wide Smile
2614,BatBits #2614,743,98.24762086771923,6,Sky,Yellow,Patch,Single,Buckethat,,Wide Smile Lip
1079,BatBits #1079,744,98.23423087268029,6,Purple,Purple,Orange Hoodie,Dollar Lashes,Sailor,,Straight
1982,BatBits #1982,745,98.16854064399692,6,Purple,Orange,Tie,Smiley,Trackers White,,Tongue
191,BatBits #191,746,98.15664330786984,6,Sky,Blue,Yellow Hoodie,Rip Lashes,Buckethat,,Tongue
1604,BatBits #1604,747,98.08770053163568,6,Blue,Black,Crewneck,Smiley Lashes,Traditional,,Scar
284,BatBits #284,748,97.97105946433076,6,Blue,White,Patch,Hearts Lashes,Long Blonde,,Sad Lip
154,BatBits #154,749,97.96542794220997,6,Purple,Blue,Hipster,Hearts Lashes,Trackers White,,Wide Sad Lip
