ID,Name,Rank,Rarity_Score,Angle Mod,Attributes,Center Effect,Circles Amount,Color Blink,Color Changes,Distribution,Inks,Inks Count,Noise Amp,Noise Animation,Noise Frequency,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
770183,Plottable Field (8 frames) #73,1,740.466310921705,None,8,None,Medium,None,"Circles, Group",Circles,Evergreen + Indigo,2,Low,Fast,Medium,Qmarw11FiwTHu3TJgx3AbXhfAfqqjXhgHqZHKLK6cTZZjq,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oopTnf94TWBwyC2ynQcizsXFz5UFsutZXKDY2rdRKXxv5yfruYV,ipfs://QmXK4jqYKWdmyQf2hMhqfCmCYpZChwy1ELNPMbMdAk3YMS,ipfs://QmNTUbgDWNG6xrxkgsLLU4TBadrdAt2j7FuNMR5hYDvBC7
843038,Plottable Field (8 frames) #160,2,720.1321841352421,Exactly 5,8,None,None,None,"Y-Split, Group",CrossLines,Amber + Pumpkin,2,High,Slow,Medium,QmSRpya8rGZHY3uu8iT9zAN7xoyH1hhqPR4VvLEA5wi4t1,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooedSKMGGANWzbxvwqPcgJ5zpqzgZ1n5ZnnYr75GqfWh1jSu4dr,ipfs://QmW3sSC8rBMddR5dQqKRbHRw98q8cF4CGUbrjCLrjhCf9V,ipfs://QmXfmYuVDMsuRPCPYqKFEahVKbbFJR4S5TMQBB4f9QWwYK
901761,Plottable Field (8 frames) #218,3,702.1169077354089,Around 5,9,None,Low,None,"Circles, Y-Split, 45deg",Parametric,Bloody Brexit + Hope Pink,2,High,Slow,Low,QmRjDUzy6kiN2pwCkrDEDLyXQ7VtdQG4sXZ9oQLVm2UEsB,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooMa8fiDDK8Xcpr9tGZc6QfXocupn39kLraio6XQaBrc2GYoGgT,ipfs://QmYhUadtdALxPkNchnVWDuGy73A1pgV7F49zf52qQ74Nri,ipfs://Qmc6Whf6vCpDUgvijRtNknnBqnWFu56iwiVWHv1DVYC57J
925339,Plottable Field (8 frames) #271,4,608.291032609719,Around 3,9,None,None,2,"X-Split, 45deg",GoldSpiralCircle,Indigo + Pink,2,Medium,Normal,Medium,QmbhAX4oHFPZeAkTudS8st5QpD12gqTaDbcgPFg9fQ3Maa,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooR6rwfUgtMsXf2m23kArhM5CRbTqvKXoXfnY5zmxiDKUP6Cv3E,ipfs://QmVXRrqgvaSrahKDWqFrurW71ZrbYP3JGQn5LY4supdHxx,ipfs://QmUFVpw5ddZGv7AYCcyL2p5uB66Rn6fpuUtej6jSq7VpHi
1126451,Plottable Field (8 frames) #368,5,602.8071125610988,None,7,None,None,None,"X-Split, Group",NestedTriangles,Bloody Brexit + Pink,2,Medium,Partially Normal,High,QmScrEbq1H5M31D6LJ5oreFhM1GVG9kLJvzUsHpbP8xv4F,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oosULSvSKfb1jMh9Nquqmwao6oNfsZnCHFfzxRnmmW7YNRs3U3c,ipfs://QmZtXX34BipdHAvsYSEoj5NWg5Avh3q8ZUNHNPz5Gvc72Y,ipfs://QmNeYy85jAcjCCQ3H61o9DKpXnJkR8FJKoqYzZBtNj3Zo5
921673,Plottable Field (8 frames) #268,6,574.1149176206973,None,7,None,None,None,Group,NestedCircles,Pink + Poppy Red,2,Medium,Partially Very Slow,Medium,QmXkSLDaMu6PnURBuN3iL4bicki6sv7wq41gRLmov2nwFX,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=op4wgD3dRgTnDKif8kRs1vheEyiEFcrKd5QMCEEFiiNV1jaPhmS,ipfs://QmV8KJABFgwrEyA1koajh61RMFwrs96nxE5qos9fhjyRV3,ipfs://QmZxddPxoAg6ZkGZbmEJFTciugFxyoz2aReU63jpugFmX3
771413,Plottable Field (8 frames) #91,7,570.0488967011802,None,7,None,None,None,"X-Split, Group, Rot",NestedCircles,FireAndIce + Poppy Red,2,High,Intense,Medium,QmbBkCf98rKS4GJDQsVc2RQCASfjEcWw5tcgyu9vK4e9sZ,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opaBwA4waioSZXvW4KPjuHQUqAVuiDDZ42KJJaTMjN2Ec4zwQvY,ipfs://QmRZhQ2c8YhzHyWTUrzP2bcdewhVobBj7DjpN6zis2zRDk,ipfs://QmXTF5WXLQREyezdyMeXisr62hHwTA13LvLS4nXP93oZBD
765494,Plottable Field (8 frames) #9,8,567.1635781238809,None,8,None,Low,None,"Circles, X-Split, Y-Split",YLines,FireAndIce + Pink,2,High,Partially Fast,Medium,QmVYASRQpeCybitXFeu7pnGwC9QpyU9TVKx99VdaY4SUQs,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opFAFZaBdSRyKUJUQgxM2z2NDft5i2nT6aU1XrmXMTJKiRQHKdz,ipfs://QmRspXRgvBqrwPc8QtxqEufEFuRJ635e9u4tnRnDbX8Erz,ipfs://QmPbrd26bQr2BMQM2Xni4G1kkUuMmgTnTfJrNxpoouXMwM
1131786,Plottable Field (8 frames) #385,9,561.1481040311666,Around 5,8,None,None,None,"X-Split, Y-Split",NestedSquares,Evergreen + FireAndIce,2,Medium,Intense,Low,QmZj5xKHzsQrbGZvRNEgxRPARU9B9MnNRWbVXGvSahcjJc,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooCdHqExWE7r2jQXEVgdgERY4LnmrZwMi3PzbYeDhZnt2NfbWGi,ipfs://QmaA6YQhEdBAPqN3rqc8X6krSAWbRoCBaWz3KmmYpyGVnt,ipfs://QmUUi6QvJz2hwjSjaWZRGdYkJyy7w73HuEVTvUxnB9GGSF
1131785,Plottable Field (8 frames) #384,10,554.9621650383216,None,8,None,Low,None,Circles,XLines,Evergreen + Soft Mint,2,High,Slow,Low,QmPij4mfKijBaApi2yF9WnUHZQ1ykLq74Bhv9Ywp3RexZF,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opXUnnAnDjEMs7sMXg8VqWCuxaAZpQpHjQF1wUUQ4sEVgXf5G7s,ipfs://QmRkXjV6N25B3pfJBvhu65gGESq6MHF4Nub1pPqPCNfwxf,ipfs://QmUwCM2rKeuo1CJyqhS2T9wwVmatj7Y9x67u9BgyoeTPHu
917641,Plottable Field (8 frames) #244,11,546.1131531836777,Around 6,8,None,None,None,"X-Split, Y-Split, 45deg",GoldSpiralCircle,Hope Pink + Imperial Purple,2,High,Fast,Low,QmYJHxJD29u1MovLhCK4coJWkmj483mwHZF1oaB3QHtPjw,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ook823d78h9jZAeLJHyTUhji5yBHFxDppogXF7EtH78pCe3usyL,ipfs://QmXHfy5XAYf9cL7pFrgUty3qiTDSrHwWk5sm8MJKVmxhDo,ipfs://QmeSejFdYbdW8yFzD48jtGFtWAYZqFx69kd62NLmrLqTUn
998616,Plottable Field (8 frames) #328,12,525.5750372273206,None,7,None,None,None,"X-Split, Y-Split",GoldSpiral,Hope Pink + Indigo,2,Medium,Intense,Medium,Qme6BB11vRCNAFWmQ119qBcPm4KRQMDCZhLv5yBmxwpiNj,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opD7ZAUxSArYwAduNfPEX1qzXjA9XZn4ePUYB3QLsukJfXeSYSH,ipfs://QmSZpQBSbePaey3d7Em6EWLhthaVTVFAwXb9uXHBekHieC,ipfs://QmVY76P9iH3qStxjLA8JyeJ7hf4ZgNqSjkYehaAXVJ9XYQ
767355,Plottable Field (8 frames) #26,13,524.3243340346369,None,8,None,Low,None,"Circles, X-Split",GoldSpiral,Bloody Brexit + Pumpkin,2,Medium,Slow,Medium,QmUgqHXVtDGjj7jKeqwxEQPmnYASKEFJEYb6yU6Dz4HL4T,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ontGWw6RVdw2e3D4f8Wicj8Px2PBKCgnu1NrUp5wRRrP1GtFEuk,ipfs://QmTpH4sinT4LFQUz7Vy58oe7JBuGGgnZGpQKshCm2vZeus,ipfs://QmZicKRMwvmL6WnzNsjrhWmwL3oPhEVr1DFnTi4zyY9dTN
883180,Plottable Field (8 frames) #197,14,521.9800116903145,None,8,None,Low,None,"Circles, X-Split, Rot",NestedCircles,Poppy Red + Soft Mint,2,Medium,Slow,Medium,QmRGVqsLhRXGVuKHkvkpdzyh8dtoNwdbFegSNd8GDbDAez,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=onesB2bWyTa1nV4StEwoggS5AwgrFC46naW7smUXmA5FfR7juuH,ipfs://QmYXR8wyqN2jLUQY46hrcDaE5hMZG9cUBBW7zTnW8ERV5K,ipfs://QmV5qaCPwymk1hQ7G423YUrPqRryHFiJu4orgrSXmp46r6
766093,Plottable Field (8 frames) #16,15,518.8217865995559,None,8,None,Low,None,"Circles, X-Split, Group",TriangleSpiral,Amber + Hope Pink,2,Medium,Fast,Low,QmXSY8B3VUAarU9wLgPjbWCNpCucLe1KS2WaCkPSVJhPC2,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooqrvMrDkQRUFktTDsbkQMismQLXe2aEwcxJAe7SmYeSKHSZYqc,ipfs://QmcMrRqcQxYZ2TPQCUYaJovm5wXbh3NLFPrZo3qfdwhbt8,ipfs://Qmdfp9Gnp2wApmXsBrKxgVzLwDHkomZEULi4CP5zVVEvfv
998638,Plottable Field (8 frames) #350,16,506.0882464649028,Exactly 7,8,None,High,None,None,Circles,Imperial Purple,1,High,Intense,Low,QmZksuRFZSYL8gkWMGm5k12dWkaidFdL88eudtWJYDyBxi,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opXfriomT64PnyXCG2xoVh22SZk4SSXtyQUTvnuUEsCesTT2vkD,ipfs://QmXtBxrxueXZifEsBAyGYLqd9PWWUfBHeEbFNGYv9nMyty,ipfs://QmQ6exfbdQ5R63aP228CAmi9gn4VD8zuNeSBK82VsmTwRT
810011,Plottable Field (8 frames) #148,17,504.3912828796349,Exactly 6,8,None,None,None,Y-Split,Curve,Amber + Pink,2,Very High,Partially Very Slow,Medium,Qme9KZugxRkowmbuWNLppjFRb7extkGqjwq9oPom2yzeW1,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ookYXNTmjMfsSDSpmapyJnT1pgEPwqvkB3mufEcurMDBx1Yq1K9,ipfs://Qma2XUc3g36o8Bj6MaGmbuJ42TVJqVa611t33aeGvKZzom,ipfs://QmUy9neb1JrkDhJp5c8Meyke9BGwhUXG3B2Nmhne5PCUbT
895797,Plottable Field (8 frames) #213,18,503.06408120221363,None,7,None,None,None,Y-Split,NestedSquares,Evergreen + Pumpkin,2,Very High,Slow,Medium,QmakHq8fqrCGVfsrASXRiA2higV1zvuLwgjU1payjJgV2K,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooYSSRuc3wmoSJpz4YyL759FUekiWK3ghjvNxRtYrDnx9LkKxuR,ipfs://QmdwWpDvRDCRH46V1b1dDNk4YPvjMstTAMn5jr4QUja8My,ipfs://Qmb7S5dUxkeK2RzVrKb3c45D2JUQy2w8qWQrRc8oHFjfJ1
919009,Plottable Field (8 frames) #249,19,501.7341486334802,Around 6,7,None,None,None,None,MillSpiral,Indigo + Poppy Red,2,High,Partially Slow,Medium,QmQo84cF4a8Q3U1y8UswNvdP4kKh2dZzWbV1dk7mAcVTGi,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oou3CsXJmHnx37zQ2yvwTq85YDSgL9kUzKX6VFZLEdvoYRNDT9i,ipfs://QmSGm7voRALzw5wLcGP7gudK118aAr1Wt91d54ZpcVkrxD,ipfs://QmfCw9JjJm4qCoMN66CQYHvyuF6aByUoxapjMb96zc1XPU
810015,Plottable Field (8 frames) #149,20,490.5425022218924,Exactly 3,7,None,None,None,None,GoldSpiral,Pumpkin,1,Medium,Fast,Medium,QmPAXNWEtEBMqC67MxNtT3mYFbAJ9F946qB5cPYtgX5zTa,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooXncn2XFzfP79vZ8Epx6y4pasq1VsKXG19h4AEi5b58XjArPGJ,ipfs://QmZjmqG41hSMsnbsrrmZWcWbxFLuNMywSKWpLNQuT7LLBe,ipfs://QmR255BFLw1vZzWQQKd35DcG9rLxmqUcAz4Bm3oDLkEWkk
1122971,Plottable Field (8 frames) #365,21,479.73034057008584,None,7,None,None,None,"X-Split, 45deg",GoldSpiralCircle,Hope Pink + Pink,2,Low,Fast,Medium,QmRfdDvGx1Bn6L7tpsAtWD4Hynb3Y6rVFNHZi8kEvNQWy3,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oowcv2H8xFpCHMvFKoAVc2bd82Wr8rKKxeAepgpcCR6Fh1KLLzC,ipfs://QmZH92aAQPT6yHebmjAU5ZiPpHHdx8cPBXJWi1HDSKvEMW,ipfs://QmeXeig1jfspruBXkE4ZjMtCXpPTuoxQoXj8LXEBRRxE9W
906493,Plottable Field (8 frames) #224,22,479.3501013206925,None,7,Yes,None,None,None,GoldSpiral,Amber + Sherwood Green,2,Very High,Partially Normal,Medium,QmXhoQVLRrQjN4etvxbqh5Dpavxb7duRqTeLznLbVy54q9,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opAXTA1oLiZpJabf5eJ1tjG1AFNUWEeNbWn9ShdmxaVBvhQfVGe,ipfs://QmUgDNQK4TE5oeDf19rQRVtzqiThKfKGY2aawsmyawz86y,ipfs://QmZdyJfPanaPnAd9Ko5XRKSPA3Aq1Jx3LTb8QtDBKwkjnN
997886,Plottable Field (8 frames) #304,23,475.8793048718579,None,8,None,None,4,"Y-Split, Group",NestedCircles,FireAndIce + Pumpkin,2,Low,Intense,High,QmTV5DvHePsyAnwKU4WiBEc5KbDZNj5ZLQHYfA585SNjXY,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooDeeAikx4xakg8osVizTFeNF9QoVwtQvXxe2eyNcMYwn8S1CQZ,ipfs://QmcYjuoobzCWSxH4cUZb67mxTLcjaQzZocLMqjZ4fJycCW,ipfs://QmW9GTp514M615p8EqppwZoacHG2fFwGz38D7jrjMssnKc
998608,Plottable Field (8 frames) #321,24,464.08367125145037,None,7,None,None,None,"X-Split, 45deg",NestedSquares,Imperial Purple + Pink,2,Medium,Normal,Low,QmbAxReAGzRSCoRZ7wiBdv3w46bArddjucLvTnUH8VG8XK,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=onkTFRo9v2Fnsz8DL4knTDmTmuWgczjhhSzScFMCAayzHMWGDTd,ipfs://QmWijhmYJmtnMiWDinqrBvRGN4aMgQkKtH8HT4wibHW4Sq,ipfs://QmXcBfupEuPJcRzPaFZSkBzSYi2f3hK9mvBD9zguqx4CdY
996881,Plottable Field (8 frames) #298,25,453.6632987676742,None,6,None,None,None,None,XLines,Aurora Borealis + FireAndIce,2,High,Normal,Low,QmaM9dP2H93q46B4kYTx3YML3LLykdFwnb3QiE5QvnnpXf,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=op5wSvNQiM4VhYP9pCDShVLMY18Gn97qLZHkJ5Bbf4vvjGvdUa2,ipfs://QmQNca9hxPjYgBAKL3XodGzhWUq6fmsjzqKkSJadGz4TGd,ipfs://QmQGRbDSBEidKdAizL4n4dCB6EdfWiHdPzPktkWGoMp4jS
1131797,Plottable Field (8 frames) #391,26,452.6696961754756,None,7,None,None,None,Group,NestedSquares,Black + Poppy Red,2,Medium,Very Slow,Medium,QmNygZk13wArFHJKNtCTJH2vFuxLPcxGbu5rBvTNBBLXZG,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oni1wLxcNvARjvgUbwPDaQdAWgGdxw1o4Ms9piyDiYN4uMhqJWV,ipfs://QmYKZcTNsnvtmcqP8AToWYB4yTe6meTYW2aW4m4FYYvtSz,ipfs://QmRWZTxzJtDDYT277HATFbfUma5HKhethdpBsWQFvUTgvC
1131794,Plottable Field (8 frames) #389,27,437.4250908472949,None,7,Yes,None,None,None,GoldSpiral,Evergreen + Pink,2,Medium,Fast,Medium,Qmb44MXADQ2bT6bnWU8wskAvwV6w9aQ7fca4ZVeDPS1FG2,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooMKsTVLXE9ekVhzFassxh5gxAquqk4XSyfTCqsQpejm7wK5jzZ,ipfs://QmaJL5w86k5heKMKo1ZzeGxrxrTNNcc4meUYrosAXsMCv5,ipfs://QmawExLhBwjXKdwnEhmW95FF4nHPoLrTRMnMtubHyTQ3NN
777181,Plottable Field (8 frames) #106,28,434.0831026578313,None,6,None,None,None,None,Voronoi,Aurora Borealis + Indigo,2,High,Slow,Medium,QmTVwnAxKFbqZ1T4byRj3JaU4n9aPEdUTrqrRVbet8D2dy,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=op37XYfQWsRTVZpRxBWCS26kwAhs2PosLevToRcREc64e3K3fFy,ipfs://QmeVqYwbpqXNJCv5xBN1mZettGoizqfSNoBKdTT3FPQvnv,ipfs://QmU9o5Yxkh5vN4iBshrZaXqRp4B9PrcmcQVLTmLA2DTT3A
765326,Plottable Field (8 frames) #6,29,382.7826008865652,None,8,Yes,None,None,"X-Split, Rot",NestedCircles,Bloody Brexit + FireAndIce,2,High,Normal,Low,QmagNB8ataNqVHAigbzg4tyu4jpNWDkJHxeXFjRCNCXKxs,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oojacd1eLBKhJpjsgwFR3Z6rYDxDjvEmdtKqP5fLLJDUbmst3Uu,ipfs://QmR5wn1Zpsnu9F29gU14BwcpSd2EtZ6RRY7RLhqWtkmhp2,ipfs://Qmbk3jrVxrgVxBidWcuy7WCZcUmiMb9aEovXnW8p5KvUdA
880127,Plottable Field (8 frames) #190,30,382.16320403170533,Around 6,9,None,Low,None,"Circles, X-Split, 45deg",NestedTriangles,Indigo + Soft Mint,2,High,Partially Slow,Low,QmW3EiDed8349eAfuVamRqkziigTrTidjCTjZaEBvbCt4r,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooLtiXXkrtRKoqPoZSLwz62cYAzfH1ZQSkbNR4mdvpSib1mMBW1,ipfs://QmUaBsfHoyBzQvQMTEtBNhN1oiD5fRhZeE2V1cDimsAvAH,ipfs://QmdFP49kjxPQdiwHMygLhWard66TrcBcaRRwbP1PBoVLPs
901430,Plottable Field (8 frames) #216,31,378.01079542271106,None,8,None,Low,None,"Circles, Y-Split",GoldSpiral,Hope Pink + Poppy Red,2,High,Fast,Medium,QmWEAKAnaKXsm2Bd7f5BzRSGmwXxXZ7uPs7oGK94uXNuoY,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opCbSEDeV689gwesZFLya3xd9LJR8WLEDMWYk7upYLQodYZTXbX,ipfs://QmfQ3ZrbCF5gq9w8gWAstsXT9TQHEzRFVKnd4r72iYkJ1T,ipfs://QmdkUtBZ4LNEK5tdns16EsL8py8zNRjU6TppGroR9A3oJL
921659,Plottable Field (8 frames) #265,32,369.9103812739737,Around 5,9,None,Huge,None,"Circles, Group",DoubleCircles,Indigo + Pumpkin,2,Low,Fast,Low,QmQGse5bAYTbujJrTHLP18zr8xAAjXUSNemfwf8AeEWV6F,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opRvoowHJxbEkyRyu4rGzyzfJx7Rkpzptz8yKqfqaZ8yUymXmEf,ipfs://QmUYW6pFXgDfniAyfSJsZ5Jrb1NmAPhNjW8UZBGZVaPaoA,ipfs://QmQPgD8cRYPMEX22K6JHanJ4ZD6b2rAj5kcVXeH6xxUEGs
1131810,Plottable Field (8 frames) #398,33,365.18693841139213,None,8,None,Low,None,"Circles, Y-Split",Curve,FireAndIce + Pumpkin,2,High,Intense,Medium,QmUBy6kz2RqH25evB3YRwZ5g5W8KXF5RKs2Zc4KCz6FpVx,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=onxLhuMj1pZiMGMx2NTsDeQfZ3g2PAhABDv5i9eE6RG8A4XojKC,ipfs://QmVZvtAWTwtXBdRNMZR37FaEf8ApvLmNG6xZ5NVpG5jFao,ipfs://QmegX4CNwveNnpgAEwW3NZZhp5XqfnXYvcx5BRKBpbTTHV
772461,Plottable Field (8 frames) #93,34,336.75054259028786,None,7,None,None,None,"X-Split, Y-Split, Rot",GoldSpiralCircle,Amber + Imperial Purple,2,Medium,Fast,Medium,QmSMLdDW5Dm8WEHyYWno1R2iUyX5hv1cGAaZigHdr8u4Rf,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opHgG5CA2CmDaZP1U7KASjv6EGsFJwGRi6FrKoE1GDKioygJZuv,ipfs://QmUrsEoi3a7CLNKTqbh7jN9dbQVcxJEqqTDe5Espuhj3ei,ipfs://QmR5duqLCAnYNTPfo9Ss3wSip7Bturuuw9c77XHgN71bP9
998613,Plottable Field (8 frames) #325,35,324.42938256751495,None,7,None,None,None,"Y-Split, 45deg",GoldSpiral,Hope Pink + Poppy Red,2,High,Slow,Medium,QmaimnE5w8JzCttTmCFYVcZDHWkim5kAu5NLWe8Uw8VV15,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooQ7jbAbS8UDb9eVPA6maXNjoKhirYyxbBkNnmfbspaSDaBcpo3,ipfs://QmV4fdCKHpvcdXy2969dJ5xyVdzuWMqYSn9p7Znqj5U7J3,ipfs://QmNvyEYsrZwxYsxxB4XzgpLqZyvujxCcxWwAKCfEJfcuvW
767517,Plottable Field (8 frames) #43,36,324.311620212695,None,8,None,Medium,None,Group,Circles,Amber + Black,2,High,Normal,Low,QmNREPvYfiLsUq8w4NeVAmfNXciPZ7uisGdeBQL1VujqdT,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oo2mrKHov28yVGCbtE76VEdbCMi3uRXWS5bD1UafoTf9WtSpbXL,ipfs://QmZ2KhArJPU3XW8mrQTCehPniinr2vkgoFXZ5yftwnFGdG,ipfs://QmXSgJWGEroUadLBdzCPg9ykHeRLL1GEJSjic3facEVjUL
1131768,Plottable Field (8 frames) #373,37,323.22908900688645,Around 5,9,None,High,None,"Circles, 45deg",Circles,Bloody Brexit,1,Medium,Very Slow,Medium,Qmf9H6frsgxMZnnFZDvRWbtK2RaZ75XiU5dBq97Pm1yZE6,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opBQi7V2uBpLVeaGVnUx1cAuBYfZYHwbfmLEG12w8cdhK9eVxfH,ipfs://QmdS8iwcS4ivNXsf2YSJQTxfBoBu6ct8ayRVZaWSYH7wew,ipfs://QmauN4pBcrMVe8Q7XYYXExgpmnD8v14yC1ndDwKxdMrTa2
919308,Plottable Field (8 frames) #251,38,320.9049902931227,None,7,None,None,None,"X-Split, Y-Split, 45deg",NestedSquares,Imperial Purple + Poppy Red,2,Medium,Very Slow,Medium,QmSYWidHaMWR8UAoX57NGUuSrqVhDyGfz6zWZUj7jRqu73,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooqD7DjyrSpdoigbCJXZdBShNttDnAMMx42k3p46wLLQYGAirth,ipfs://QmbjAKWRacPAE7WH27RwBszfrhWo4qFnYqwUymA63W3jEP,ipfs://QmUHCQr58QiTMnj3MEUXoExEpnpa24kzUZ5Ab1JqiW6fxz
998637,Plottable Field (8 frames) #349,39,316.31088045307564,None,8,None,None,1,"X-Split, Y-Split",GoldSpiral,Bloody Brexit + Pink,2,Medium,Normal,Low,QmbKGYjVNciL1tmzMKgNa1cgL7AfG8UfUNnk1zzhXo8gxp,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooiJQkENGhB6iX3VyMTxVgrVuRPGLU5vzKVaoEQ54UPC9BxkHfE,ipfs://QmTcuMzS8ZvvB3KkXoT79JhmqzEapWedmu7D9QfuKSUArn,ipfs://QmWRNdRH9TEwKhY3j3cHiY3mSM7kxkTZmwrdC9eozLxtqK
765092,Plottable Field (8 frames) #5,40,310.5670285450204,None,9,None,Low,2,"Circles, X-Split, 45deg",Parametric,Amber + Soft Mint,2,Medium,Partially Fast,High,Qmb8NLNVL4JJctzYXP9bG52PrGCkhmxAt8pE8pvm3EU9rd,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=onzbSzzUrZMrwpcaoCioN8SpzaqSqbtBpWz2gsgqQPB4JyTntTd,ipfs://QmSQWWyizuitNq7KE2QX655tXwy8yBPzapoixfCZP9gvHw,ipfs://QmPEZNb4BwqpS6NJVKva1ABrnypPCxdBinRERM4mAr7UgB
913473,Plottable Field (8 frames) #236,41,310.5653873673129,None,7,None,None,None,"Y-Split, Rot",YLines,Evergreen + Hope Pink,2,High,Normal,Medium,QmWBPHNAUPcq8h3kNLV3fZ1id1RY56aCMnQvfEM8YnfwYt,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooYKfMVfSzzkN2GB7nHDSTV29bHVVNrVeHXwHNjyVJxZdpab4iu,ipfs://QmTiDVmyhNRqz2fnJTut1VW99JcUsnmGfeErtg9SMG42EY,ipfs://QmXBhbVsWkEjvBUY7knK1uW9kcqND42nuazpig5j8Cmnyi
921637,Plottable Field (8 frames) #257,42,306.1884616110768,None,7,None,None,2,None,MillSpiral,Amber + Bloody Brexit,2,Very High,Normal,Medium,QmcTqCVUAVmTSiLsYMBabx2A8nhnvmfLX9A33aGEJGP3CE,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oot7A54XjjZSVAtGwoEN5G6PaBaxdAPXW17DiE9DGTnWZnxiVnz,ipfs://QmaJSgzuokAud7isLdptVprqn9StjMbCCr7zCjHanemxt5,ipfs://QmbQWqJzNCKVDcmujxbLfS5imFdfpTpmN7efLYPBu2PfFE
