ID,Name,Rank,Rarity_Score,Angle Mod,Attributes,Center Effect,Circles Amount,Color Blink,Color Changes,Distribution,Inks,Inks Count,Noise Amp,Noise Animation,Noise Frequency,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
865379,Plottable Field (8 frames) #163,390,37.43940552739911,None,6,None,None,None,None,GoldSpiral,Amber,1,Medium,Normal,Low,QmdgMtmcHrALA6qZLLCsbQxxiAMtMjZgDsN2pTRw88a2KL,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oojeyok11h1Nqs8E5rePAaZUrCtc7epUU7MakBGAuDiCh4qHtdh,ipfs://QmQXsHd6wbUZjzAh8eTNKr7vMnBTKN4fqrU8uAf97paow7,ipfs://QmR56sZfNDgYsVbbhJjbR69KiDqduBdt5qfsfGeyjRHPbg
774256,Plottable Field (8 frames) #100,392,35.88392895089646,None,6,None,None,None,None,NestedSquares,Black,1,Medium,Normal,Medium,QmZpJNGKM1NrNzphfZeke72utZghdnVCcimkrcYq63BScC,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=op6uxMH8Tzow2pgk1NcndbpFsnFFRRgEotJqkhbJ2a2S52PrMRC,ipfs://QmbRQmHC8HnYosc8ZXBi4jqkvhsSCGbCuw8HrZ8bW3SMHj,ipfs://QmbRhJJBsmsnpBDQPSQpiezR14UPZQCBZvJeUtA47Ze1kB
1120908,Plottable Field (8 frames) #363,393,35.28751820484356,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Intense,Medium,QmYfmXYbUs5spUCEubkgZ45yJ8nKSqXJmnABSp44PgXBcv,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opMDVYdAYVM7RqyL5bdhdyjXo4Lk21k9SRD1PdJW3XaCQjJ2fmR,ipfs://QmbB49BXDQgJHVau1YUa7KwCgX1Q5DdGEmK4fM43x9nQkN,ipfs://QmU9q4Q8kfZhRhAxEVJuTYWA9YJMFLCQfpA9NLsgmeacJp
770197,Plottable Field (8 frames) #76,394,33.9903483935228,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Slow,Medium,QmPEaMtEQ5HYgY2RNUjxEwSUcVwwtvFXvFja4giJHnVqBS,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ooRegwk6r7z6WR3RNBeCEzbaBtigDTjpQuDxSQofSEApV53psaV,ipfs://QmcSv49f14p3pLdoT8ZFzJx4d6d9MqxFxt1XohBSzoCvim,ipfs://QmV6fJC1YYyG1FFU8sLjaUSVY54NPEQgXJHJyZFrWB23tu
919380,Plottable Field (8 frames) #253,395,31.340139407106918,None,6,None,None,None,None,GoldSpiral,Black,1,High,Normal,Medium,QmRAAN1pDyMWH3m5Cd4z3ckmbf2roY6BHr2TSBd7o2ZwxH,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opJ1BSxFuFcQtrds5sJsJFWy4qRU9sSdq9jDm39rpFw7MrCMGtW,ipfs://QmQpaKKTTA6iEam1ZhXw15d66Ya61sJoGubgHUueraYhuc,ipfs://QmTEXdmsz6eb9WJbYgCwjUGZoyrZPPyRFT6Ni1AQ6yQRfh
770166,Plottable Field (8 frames) #68,396,31.188624255591762,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Normal,Medium,QmeEXdo8AcfGaUe3DrBx47z6y8JbFsWFPn5x5v22Z32t8z,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oo7w3hhU2xyfpqjQkkgvEmsGUsKoaXcBBvL5VshqiAmAKbNg5hw,ipfs://QmU96DND1bm3rKUz91DGVXD6LnRzmNRJgb8aW1gMv2FaEc,ipfs://QmaJYmtLmEcJ6YJ2MnY4eZPH1D5JRsSG96H8JUvoYvkCot
879654,Plottable Field (8 frames) #178,396,31.188624255591762,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Normal,Medium,QmTxcXz19YWuZ5DQG5Xz2PYqWV35HWMQEjhwA8CiMvaXZh,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=oo2M8XgTF7AWrC2cfddydb4dy35baWwAaQ5VvJYj6c5F7xXW2Xe,ipfs://QmXkFHvr2uhKmxe9hfj9KLZVRSbWeUj36KurNLR8Jdk44o,ipfs://QmY22KAYAK5jixU6oLCXNCbP258yV5PH5ndhoBjZPBmCUN
768474,Plottable Field (8 frames) #58,398,0,None,0,None,None,None,None,None,None,None,None,None,None,QmSFbCs4KmdEpbbN5cNid3tLXjidZqikbASKRymJF918Ux,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=op9RQC36N2KZnZRTQyKHqFGMwGe2SPuPrbRp5eee8Ud3WUCm2eQ,ipfs://QmbfZchoDxAM1pfhshdBExLjryrLzy9zyy4HqXQDvi8jSz,ipfs://QmWCC1zpnGHmqBPpLyeoPTdTxm1sXGdhU9ckekdvUNf4qL
770421,Plottable Field (8 frames) #87,398,0,None,0,None,None,None,None,None,None,None,None,None,None,QmV53Ay7pjHnMnx9GKUJQBbLi79pBeXB35Z5Z2tkMLqLoF,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=opXSsEdP9TXgqnF4pQRzXt68GpgBmrVxUhpAFamyR2UV8qVCz8v,ipfs://QmSa7nSZrFaBK3K2HNcRhWDCrhwAPQC4h9wbMThofFGxYM,ipfs://QmNuLCJ9utdaPp299rjhSFoz6bMTGz3xF2eJvKiPcHaSHT
779837,Plottable Field (8 frames) #110,398,0,None,0,None,None,None,None,None,None,None,None,None,None,QmUo8fnyyKFo9Fq4SP561y4RQqUR41fBbFVxVdR6NUzSRx,ipfs://QmT3chzqEnYy52v37LuUKVaEUVAHhGonbapKZy2CdP6vFk?fxhash=ootrsPRFt5LK1rLwbsEiZ4jzxcKttCnZF7hzMJMja4yY6vUAUtz,ipfs://QmSGPkghdsy54pJw9mNNor2E5jG3XhzwwfRTHE7Fybp99U,ipfs://QmYWbAmV6kWsdZThYy48jUQ1tBw4K79j7DvcxoDTtTE523
