ID,Name,Rank,Rarity_Score,Angle Mod-Scores,Attributes-Scores,Center Effect-Scores,Circles Amount-Scores,Color Blink-Scores,Color Changes-Scores,Distribution-Scores,Inks-Scores,Inks Count-Scores,Noise Amp-Scores,Noise Animation-Scores,Noise Frequency-Scores
998601,Plottable Field (8 frames) #316,253,86.64061430321077,25,2,1,1,1,1,14,13,1,2,3,18
1131808,Plottable Field (8 frames) #396,254,86.25696727599536,1,2,1,1,1,1,9,9,1,36,18,3
894486,Plottable Field (8 frames) #207,255,85.26688968178033,1,2,12,1,1,1,25,26,1,2,6,3
1128609,Plottable Field (8 frames) #370,256,84.60415148587772,1,2,1,12,1,1,11,26,1,8,14,1
995541,Plottable Field (8 frames) #291,257,84.50348601883942,1,2,1,26,1,1,11,23,2,2,7,3
998619,Plottable Field (8 frames) #331,258,84.4272673445927,1,2,1,1,1,1,18,44,1,2,7,1
913895,Plottable Field (8 frames) #242,259,84.36877743574496,1,2,1,1,1,1,16,50,1,2,3,1
785830,Plottable Field (8 frames) #121,260,84.32871600810618,26,2,1,1,1,1,18,20,1,2,6,1
998620,Plottable Field (8 frames) #332,261,84.25383490700932,1,2,1,1,1,1,25,26,1,2,18,1
770219,Plottable Field (8 frames) #81,262,84.13183221051597,1,2,12,1,1,1,26,26,1,2,3,3
1131769,Plottable Field (8 frames) #374,263,83.93587700284452,1,2,1,1,1,1,9,57,1,2,3,1
913318,Plottable Field (8 frames) #233,264,83.9344698845488,1,2,1,1,1,11,18,33,1,2,6,3
783587,Plottable Field (8 frames) #120,265,83.74239851142659,1,2,1,1,1,1,4,57,1,2,6,3
770414,Plottable Field (8 frames) #84,266,83.64551635834644,1,2,12,1,1,1,4,50,1,2,3,1
781435,Plottable Field (8 frames) #115,267,83.58107888011585,1,2,12,1,1,1,4,9,1,2,44,1
792836,Plottable Field (8 frames) #137,268,83.4843617235076,1,2,12,1,1,1,33,21,1,2,3,1
965223,Plottable Field (8 frames) #287,269,83.42146944049752,1,2,1,1,1,1,26,26,1,2,14,3
767486,Plottable Field (8 frames) #36,270,82.6113630968952,1,2,12,1,1,1,12,23,2,2,3,18
765083,Plottable Field (8 frames) #4,271,81.48487897680721,25,2,1,1,1,1,26,9,1,2,7,1
879693,Plottable Field (8 frames) #180,272,81.40524163301892,26,2,1,1,1,1,18,9,1,2,14,1
998631,Plottable Field (8 frames) #343,273,81.24647137187368,1,6,12,1,1,22,9,13,1,2,6,3
921638,Plottable Field (8 frames) #258,274,79.5841588321772,1,2,1,1,1,11,18,33,1,2,3,1
931223,Plottable Field (8 frames) #281,275,77.53117059813812,1,2,1,1,1,1,15,44,1,2,3,1
843015,Plottable Field (8 frames) #159,276,77.44827935145376,1,2,1,1,1,1,12,44,1,2,6,1
842879,Plottable Field (8 frames) #158,277,77.03161268478709,1,2,1,1,1,1,9,9,1,2,44,1
895776,Plottable Field (8 frames) #211,278,76.83444011761914,1,2,1,1,1,1,26,26,1,2,7,3
1131775,Plottable Field (8 frames) #378,279,76.4848789768072,26,2,1,1,1,1,20,9,1,2,7,1
998621,Plottable Field (8 frames) #333,280,76.48345428249125,1,2,12,1,1,1,12,20,1,2,18,1
796501,Plottable Field (8 frames) #146,281,76.16165826644558,1,2,1,1,1,1,4,44,1,8,6,1
767513,Plottable Field (8 frames) #42,282,76.11600378416198,26,2,1,1,1,1,4,13,1,2,16,3
781730,Plottable Field (8 frames) #119,283,75.75265170273062,1,2,1,1,1,11,16,26,1,2,6,3
767604,Plottable Field (8 frames) #55,284,75.57311240733766,1,2,1,1,1,11,16,20,1,2,14,1
767170,Plottable Field (8 frames) #20,285,75.51732017869317,1,2,1,12,1,1,11,33,1,2,3,3
961179,Plottable Field (8 frames) #285,286,75.48506009893212,1,2,1,1,1,11,4,20,1,8,3,18
792843,Plottable Field (8 frames) #139,287,75.35773101090543,1,2,1,1,1,1,26,20,1,2,14,1
913484,Plottable Field (8 frames) #240,288,75.1343380516634,1,2,1,1,1,1,33,20,1,2,7,1
879552,Plottable Field (8 frames) #173,289,75.01141066458509,1,2,1,1,1,1,9,33,1,2,18,1
780146,Plottable Field (8 frames) #114,290,74.96377062045771,1,2,1,1,1,22,15,21,1,2,3,1
781437,Plottable Field (8 frames) #116,291,74.89943930261371,1,2,1,1,1,1,4,50,1,2,6,1
766205,Plottable Field (8 frames) #17,292,74.79807036503787,1,2,1,1,1,1,12,44,1,2,3,1
998603,Plottable Field (8 frames) #317,293,74.32514909417718,1,2,1,1,1,1,9,9,1,36,6,3
767551,Plottable Field (8 frames) #50,294,73.92791639855739,1,2,1,1,1,1,16,20,1,2,6,18
768479,Plottable Field (8 frames) #59,295,73.22053284522482,1,2,1,1,1,11,20,21,1,2,7,1
792839,Plottable Field (8 frames) #138,296,73.02326549390648,1,2,1,1,1,1,30,20,1,2,6,3
901446,Plottable Field (8 frames) #217,297,72.43565308882751,1,2,1,1,1,1,9,9,1,2,40,1
901900,Plottable Field (8 frames) #220,298,72.14784469626345,26,2,1,1,1,1,4,23,2,2,3,1
929655,Plottable Field (8 frames) #276,299,72.09771516468268,1,2,1,1,1,1,4,50,1,2,3,1
1131784,Plottable Field (8 frames) #383,299,72.09771516468268,1,2,1,1,1,1,4,50,1,2,3,1
767321,Plottable Field (8 frames) #22,301,71.93121637210949,1,2,1,1,1,22,4,23,2,2,6,3
997873,Plottable Field (8 frames) #301,302,71.4344698845488,1,2,1,1,1,11,12,26,1,2,6,3
767497,Plottable Field (8 frames) #39,303,71.30119401402409,1,2,12,1,1,1,15,26,1,2,3,1
924798,Plottable Field (8 frames) #270,304,71.13457070992348,1,2,12,1,1,1,18,21,1,2,6,1
998635,Plottable Field (8 frames) #347,305,71.04398581301388,1,2,1,1,1,1,4,44,1,2,6,3
769056,Plottable Field (8 frames) #62,306,70.76898642216084,1,2,1,1,1,1,18,20,1,2,18,1
773864,Plottable Field (8 frames) #99,307,70.02103067420508,1,2,1,1,1,1,14,26,1,2,14,1
767601,Plottable Field (8 frames) #54,308,69.74181576084383,1,2,1,1,1,1,26,9,1,2,18,3
767706,Plottable Field (8 frames) #56,309,69.58901600233561,1,2,1,26,1,1,11,13,1,2,3,3
996489,Plottable Field (8 frames) #297,310,69.36877743574496,1,2,1,1,1,1,25,26,1,2,3,1
1001894,Plottable Field (8 frames) #357,311,68.6401274522814,1,2,1,1,1,11,16,21,1,2,6,1
773587,Plottable Field (8 frames) #96,312,68.54375349796288,1,2,12,1,1,1,14,13,1,2,14,1
767348,Plottable Field (8 frames) #25,313,68.37592145460519,1,2,12,1,1,1,4,33,1,2,3,3
910216,Plottable Field (8 frames) #231,314,68.26995428898236,1,2,1,1,1,1,18,20,1,2,14,3
1131777,Plottable Field (8 frames) #380,315,68.24226167508284,1,2,1,1,1,1,4,44,1,2,3,3
767509,Plottable Field (8 frames) #41,316,67.34879999037038,30,2,1,1,1,1,4,9,1,8,3,1
792876,Plottable Field (8 frames) #145,317,65.5794582210286,30,2,1,1,1,1,9,9,1,2,3,1
929656,Plottable Field (8 frames) #277,318,65.30181470498911,1,2,1,1,1,1,18,20,1,8,6,1
998644,Plottable Field (8 frames) #356,319,64.1902962950836,1,2,1,1,1,1,16,26,1,2,6,1
765347,Plottable Field (8 frames) #7,320,63.88703135767233,1,2,1,1,1,1,14,26,1,2,6,3
995890,Plottable Field (8 frames) #295,321,63.43712406885029,1,2,1,12,1,1,11,20,1,2,6,1
766826,Plottable Field (8 frames) #18,322,63.342886532913916,1,2,1,1,1,1,15,23,2,2,7,3
1131772,Plottable Field (8 frames) #376,323,63.07533124022186,1,2,12,1,1,1,12,9,1,2,14,3
764961,Plottable Field (8 frames) #3,324,62.92807733125174,1,2,1,1,1,1,9,33,1,2,6,1
765522,Plottable Field (8 frames) #12,325,62.55059561756313,1,2,1,1,1,1,18,26,1,2,3,1
998596,Plottable Field (8 frames) #313,326,62.50461190778632,1,2,1,1,1,1,15,20,1,8,6,1
767371,Plottable Field (8 frames) #29,327,62.27755513533702,26,2,1,1,1,1,4,9,1,2,7,3
879339,Plottable Field (8 frames) #170,328,62.18398684535983,1,2,1,12,1,1,11,20,1,2,3,3
767381,Plottable Field (8 frames) #30,329,61.37060363963171,1,2,1,1,1,1,12,26,1,2,6,3
998622,Plottable Field (8 frames) #334,330,61.186959253926766,1,2,1,1,1,1,16,26,1,2,3,1
787296,Plottable Field (8 frames) #123,331,60.85696296175027,1,2,1,1,1,1,20,20,1,2,6,1
767363,Plottable Field (8 frames) #27,332,60.65535005852446,1,2,1,1,1,1,20,20,1,2,6,1
842877,Plottable Field (8 frames) #157,333,60.21939045878812,1,2,1,1,1,11,9,13,1,8,6,1
913477,Plottable Field (8 frames) #237,334,60.160667873497935,1,2,12,1,1,1,4,26,1,2,3,1
899421,Plottable Field (8 frames) #215,335,60.07584814281565,1,2,1,1,1,1,26,9,1,8,3,1
770187,Plottable Field (8 frames) #74,336,59.75333540650981,1,2,1,1,1,1,4,26,1,2,14,1
995740,Plottable Field (8 frames) #293,337,58.71908848811656,1,2,1,1,1,1,16,20,1,2,6,3
1131788,Plottable Field (8 frames) #387,338,58.31592159910061,1,2,1,1,1,1,14,20,1,2,7,3
767778,Plottable Field (8 frames) #57,339,58.30948956303816,1,2,1,1,1,11,12,13,1,2,7,1
868919,Plottable Field (8 frames) #166,340,58.163125633766604,1,2,1,1,1,1,26,9,1,2,6,3
767338,Plottable Field (8 frames) #24,341,57.951165570844,1,2,12,1,1,1,4,23,2,2,3,1
868932,Plottable Field (8 frames) #167,342,57.86878317712999,1,2,1,1,1,1,15,13,1,2,14,1
773510,Plottable Field (8 frames) #95,343,57.55858047590583,1,2,1,1,1,1,26,9,1,2,7,1
998629,Plottable Field (8 frames) #341,344,57.23022751712615,1,2,1,12,1,1,11,13,1,2,6,1
1131801,Plottable Field (8 frames) #393,345,56.86877743574495,1,2,1,1,1,1,12,26,1,2,3,1
961177,Plottable Field (8 frames) #284,346,56.09006319485051,1,2,1,1,1,1,15,20,1,2,6,1
905616,Plottable Field (8 frames) #223,347,55.47016487333928,1,2,1,1,1,1,14,20,1,2,6,1
831682,Plottable Field (8 frames) #154,348,55.44995757577096,1,2,1,1,1,1,4,13,1,2,6,18
780136,Plottable Field (8 frames) #113,349,55.065830206018006,1,2,1,1,1,11,4,21,1,2,3,3
1131765,Plottable Field (8 frames) #371,350,54.96340760497798,25,2,1,1,1,1,4,9,1,2,3,1
1131807,Plottable Field (8 frames) #395,351,54.42850337919512,1,2,1,12,1,1,11,13,1,2,3,1
913478,Plottable Field (8 frames) #238,352,54.30100471833007,1,2,1,1,1,1,12,20,1,2,7,1
1061157,Plottable Field (8 frames) #361,353,54.17807733125174,1,2,1,1,1,1,12,9,1,2,18,1
998615,Plottable Field (8 frames) #327,354,53.86540230904345,1,2,1,1,1,1,4,21,1,8,7,1
831684,Plottable Field (8 frames) #155,355,53.46782093846191,1,2,1,1,1,1,4,26,1,2,6,3
998609,Plottable Field (8 frames) #322,356,53.45968652665404,1,2,1,1,1,1,9,26,1,2,3,1
997933,Plottable Field (8 frames) #305,357,53.266208035236104,1,2,1,1,1,1,4,26,1,2,6,3
789591,Plottable Field (8 frames) #127,358,53.08666873984315,1,2,1,1,1,1,4,20,1,2,14,1
905067,Plottable Field (8 frames) #221,359,52.59201587519489,1,2,1,1,1,1,9,20,1,2,7,3
767543,Plottable Field (8 frames) #49,360,51.76771887250619,1,2,1,1,1,1,4,26,1,2,6,1
1131795,Plottable Field (8 frames) #390,360,51.76771887250619,1,2,1,1,1,1,4,26,1,2,6,1
998627,Plottable Field (8 frames) #339,362,50.312968745789924,1,2,1,1,1,1,4,26,1,2,3,3
998494,Plottable Field (8 frames) #311,363,49.828547550687475,1,2,1,1,1,1,18,13,1,2,3,1
777336,Plottable Field (8 frames) #108,364,49.746259149433556,1,2,1,1,1,1,9,20,1,2,6,1
919304,Plottable Field (8 frames) #250,365,49.72630902182835,1,2,1,12,1,1,11,9,1,2,3,1
883882,Plottable Field (8 frames) #199,366,48.915896982864496,1,2,1,1,1,1,4,26,1,2,3,1
921645,Plottable Field (8 frames) #261,366,48.915896982864496,1,2,1,1,1,1,4,26,1,2,3,1
997884,Plottable Field (8 frames) #303,368,48.497040421240904,1,2,1,1,1,1,12,13,1,2,6,3
788590,Plottable Field (8 frames) #125,369,48.42146944049751,1,2,1,1,1,1,9,9,1,2,14,3
767491,Plottable Field (8 frames) #37,370,48.31339603553596,1,2,1,1,1,1,16,13,1,2,3,1
913679,Plottable Field (8 frames) #241,371,48.276843951044434,1,2,1,1,1,1,4,13,1,2,14,3
769066,Plottable Field (8 frames) #63,372,47.978175082962395,1,2,1,1,1,1,18,9,1,2,6,1
767459,Plottable Field (8 frames) #35,373,47.85378585074261,1,2,1,1,1,1,4,21,1,2,6,3
770412,Plottable Field (8 frames) #83,374,47.40075584439698,1,2,1,1,1,1,4,21,1,2,7,1
918803,Plottable Field (8 frames) #246,375,46.94453501150252,1,2,1,1,1,1,9,20,1,2,3,1
792872,Plottable Field (8 frames) #143,376,46.793019859987375,1,2,1,1,1,1,20,9,1,2,3,1
965221,Plottable Field (8 frames) #286,377,46.64963912028009,1,2,1,1,1,1,4,20,1,2,6,3
768994,Plottable Field (8 frames) #61,378,46.34812426544961,1,2,1,1,1,1,4,20,1,2,7,1
765405,Plottable Field (8 frames) #8,379,46.305198936302034,1,2,1,1,1,1,4,21,1,2,6,1
913469,Plottable Field (8 frames) #234,380,46.257715160905924,1,2,1,1,1,11,4,13,1,2,3,1
792823,Plottable Field (8 frames) #129,381,45.65441475279094,1,2,1,1,1,11,4,9,1,2,7,1
767326,Plottable Field (8 frames) #23,382,44.85044880958577,1,2,1,1,1,1,4,21,1,2,3,3
767317,Plottable Field (8 frames) #21,383,44.146729368869295,1,2,1,1,1,1,12,13,1,2,3,1
814335,Plottable Field (8 frames) #151,384,42.50009056705808,1,2,1,1,1,1,9,9,1,8,3,1
814347,Plottable Field (8 frames) #152,385,41.75934982631734,1,2,1,1,1,1,14,9,1,2,3,1
921669,Plottable Field (8 frames) #267,386,40.73763845977838,1,2,1,1,1,1,9,13,1,2,3,1
879982,Plottable Field (8 frames) #186,387,40.3926448168453,1,2,1,1,1,1,4,13,1,2,6,3
998612,Plottable Field (8 frames) #324,387,40.3926448168453,1,2,1,1,1,1,4,13,1,2,6,3
879578,Plottable Field (8 frames) #174,389,40.14122771372548,1,2,1,1,1,1,4,13,1,2,7,1
777609,Plottable Field (8 frames) #109,390,37.43940552739911,1,2,1,1,1,1,4,13,1,2,3,3
865379,Plottable Field (8 frames) #163,390,37.43940552739911,1,2,1,1,1,1,4,13,1,2,3,3
774256,Plottable Field (8 frames) #100,392,35.88392895089646,1,2,1,1,1,1,9,9,1,2,3,1
1120908,Plottable Field (8 frames) #363,393,35.28751820484356,1,2,1,1,1,1,4,9,1,2,7,1
770197,Plottable Field (8 frames) #76,394,33.9903483935228,1,2,1,1,1,1,4,9,1,2,6,1
919380,Plottable Field (8 frames) #253,395,31.340139407106918,1,2,1,1,1,1,4,9,1,2,3,1
770166,Plottable Field (8 frames) #68,396,31.188624255591762,1,2,1,1,1,1,4,9,1,2,3,1
879654,Plottable Field (8 frames) #178,396,31.188624255591762,1,2,1,1,1,1,4,9,1,2,3,1
768474,Plottable Field (8 frames) #58,398,0,1,133,1,1,1,1,133,133,133,133,16,133
770421,Plottable Field (8 frames) #87,398,0,1,133,1,1,1,1,133,133,133,133,16,133
779837,Plottable Field (8 frames) #110,398,0,1,133,1,1,1,1,133,133,133,133,16,133
