ID,Name,Rank,Rarity_Score,Attributes,black & white,board material,feeling,free will,mode,number of layers,rendering,round pads drilling,shape,side,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
1063569,Bright Circuits #142,32,202.68926746886305,10,yes,paper,eventually jealous,obedient,text,3,isometric 3D,never,boxed,bright,Qmccuu5vB61snkGUCuxh5BYZzjFJRnrR1PqaJ29j2KD1jG,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opMTztTYShm8Jxe4bsNRtZuEYWS2ihrvc5xHQASBGgUkSo9UxU5,ipfs://QmaowswQ5VkUF3gAfXsW8Fa7kF1XnHQemxX2tmsDZW6mXw,ipfs://QmZmAg4g8A6a5wLYADn5jPkdg4Hy3tSZYtD8NsDrk9mAM6
1134486,Bright Circuits #158,33,202.2511696990687,10,no,glass,clearly pessimistic,obedient,random points,2,isometric 3D,never,skull,bright,QmW3xKr4Qe4z3miEWM9tCv3DTmKJNmMFTfLcX3m1DfgKLv,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooQW1rqHGKES33TUanMhXfuZGwT61tuB8a99PddyMrgJacaBUSY,ipfs://QmYhYDycfLywXTRR58dyhAwFEM7ZggsCPab9jCioh3MbNd,ipfs://QmP2ynL4AfDg69sgcccx1ZEpDaEybhsdadeKfDjkE7uPgZ
1051958,Bright Circuits #122,34,202.21431989995835,10,no,sandpaper,particularly worried,obedient,text,2,isometric 3D,never,skull,bright,QmVdgfBFYjY6okvRk1QKfeoBJJvLgYqEG5G6BRDXvtYtQD,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=onx3yPtaSxpe3GnLU33Jk82rMDtzFUzrfbba1VANvLPzgkotVu4,ipfs://Qmb7aY7xSjwdc6feH7VkszHJwRaebVT73waisPsqqvsoVb,ipfs://QmdGjnwAjDW9fuGnWdMgoM2KtCvGes76Kdb9gbkhPGjyaM
1047526,Bright Circuits #92,35,202.02186706976968,10,no,paper,oddly adorable,obedient,text,2,isometric 3D,never,skull,bright,QmRAEtLrQxoa379UbvqKiadGZSwG8SMD3V8cau3vgmtdan,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opFXdVMvCEHJtV4VDzZ4sVUpkSPmatsADFo8QBEttZigwQUM811,ipfs://QmcPKzvsEk1AZB6u56RWe5rnHjhkRAYMpB3Qtwd5VqXymJ,ipfs://Qmd2QobzMrJy2mLFXgnfhqgnspeiukVHA4HtQmno3yYRwC
1054028,Bright Circuits #129,36,201.47056989995835,10,no,glass,half proud,obedient,text,2,isometric 3D,never,skull,bright,QmXbxNYkt5L6FbMGbBtX1vXaG2TDi8sjYm72np6Em688gM,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oo173M9ifHezke8QLQxt5mngHhuSXQhQARH9RXWyByjVcyMyZXy,ipfs://QmQPB2gDkjbvMyLuCTQHbwQjWj6G1k7DYqPPbyLuPkaA6L,ipfs://QmRqgWshzUveUndcPxYFEPNrzZnAdzBfhPdGtSpQgcwbWF
1145389,Bright Circuits #166,37,201.28823915520937,10,no,glass,shamelessly anxious,obedient,text,3,isometric 3D,never,heart,dark,QmbiCbxHGNfxXfZESnnt9YBPNwowSGWtNdxZhaQhjouKLm,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opBWaUXRkTSnDqWuKavj4qsr1TNu8LRVLNFX8d3nh5r6PGZzwmp,ipfs://QmaZHhjtTjYia2aqb1CrhLxJfQRp8LG5SDkEK1PX7ExStQ,ipfs://QmYHTb5sLSY6cknwu3c3mAfsFwjdWLoWj87bA6z9Xm8fVm
1047558,Bright Circuits #97,38,201.12813960320221,10,no,glass,half doubtful,obedient,random points,3,flat 2D,never,freedom,dark,QmeXKH3ChhmEShkpUHrahLywfX3eESKUpxY88i6s5pSmPZ,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooUyaebwDcf3RUuE6pzRji6Y9WdbpmfBvN37vuN5oHmDBPwBTNs,ipfs://QmfNH7CfZGkeqmHsoiE6d1zBnA1hkBx9JZa7tpzgzjhJNt,ipfs://QmVwNEWkdxDKhTXRtP5JyLC7yrU3E4KnfNEMuLULxwDxh4
1046702,Bright Circuits #16,39,199.30929406339993,10,no,glass,sadly relieved,obedient,random points,3,flat 2D,never,circle,bright,QmeWkYMBsc8MMPyEMoSrUJeC214bWCrCpztsWCwhNKf4m5,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oo5iVjGN4bA7GXPULmHvZceADekvQLZw84JbyySJUcHFwrZ1EaD,ipfs://QmZacQvKMgCndJEbUUcH58sWieEyZ2AJjmLzEPkiLfrTtT,ipfs://Qmdnfx1fehFEKcBx8F76C68zaw9ZnYyzeku7UBNNPvkpoD
1046493,Bright Circuits #3,40,198.9593521564337,10,yes,glass,clearly in love,obedient,random points,2,isometric 3D,never,freedom,dark,Qmb5qTYS1ootACkaYAAc9i97dBMxS3eAgKXXCzCCWkoe6h,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ong9J1eVpnMLanso89HTdyghkzQ3VoYfbha74wN8Rr9eC7sqbFq,ipfs://QmYzBNCDu11jwPGn9dcbpAS5ZdZdsGm61cZrhCVRcdNdg1,ipfs://QmUAzdX7zUMkUMFzhcsbNqXZog7d1fFG2CK7fFw9bhNbKV
1046756,Bright Circuits #43,40,198.9593521564337,10,yes,glass,mostly bewitched,obedient,random points,2,isometric 3D,never,freedom,dark,QmZdJkD2KyjcckrNiwNccWFxf1Q5FQVr73w8TL4udWuvKj,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opPVpKAUtPCGbLLrgzRfESXAoRpzWL9LMiBdwm2JYy5cxKUyYUa,ipfs://QmeaoVL15VYbpKsddt4KkCR8usJBWqxRoRv9YbFTUNrsfi,ipfs://QmeceS38nhgvohppv5oF4FJ8ThKxrqN5KDCJHh34AkPjVW
1063617,Bright Circuits #146,42,198.17875235732336,10,yes,glass,joyfully sceptic,obedient,text,2,isometric 3D,never,freedom,dark,QmcX9JUzhKUu2GZhWRUSXCYARDPBAfQURk1Vm6FCNCRdKL,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooBPd5Ndn4vVgjZtXtBbMd1SDvt4kKgzE6hzkWEGVdz7ebcBfGP,ipfs://QmdxQZ7uCC7xK6Pm4qjsxd9vPSgi3injMHTvbyubj72cC8,ipfs://QmZyXzSGSmshdFx1EigiW8SfNTD5ozMyU1ajbkxwnSNW4x
1063610,Bright Circuits #143,43,197.88425661663143,10,yes,sandpaper,randomly excited,obedient,random points,2,isometric 3D,never,circle,bright,QmcZxW4aVUPqZcw4Sgu4dCwGbiDyAzn7ZULd17yMt94kQp,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=op5XphyzEmPZ98qY5iX3UhfwBWL7Kq65icisMEdsGbNuRXP97ct,ipfs://QmduDQ9ywtqnRrVDWYbuvWLmV2YszLZj9f4E8ezwnedzGn,ipfs://QmPoxvqtHhoNUXphVxXCJQkBAryX3KE9shzTay4EW1AxSN
1063566,Bright Circuits #141,44,197.29192436138075,10,yes,glass,sadly jealous,obedient,text,2,isometric 3D,never,freedom,bright,QmPgjeGfvB75sLfcv8Wf1yHX4YXA2rWJgMJg6MGbHPY5LE,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opWtTnnFLJKdVfeJEm1b93FSmgGipq5ZxWM3LkRCCtbBQHceA7m,ipfs://QmPtdahq9EpXP1ComcmqhDpwx6mAsCimih96MN5GAw2pUH,ipfs://QmYVs9NbL4c9EQtR3Pf7yUUiU3UzqsRiRRU3kmojGzGZtx
1047047,Bright Circuits #59,45,197.17592328329812,10,yes,sandpaper,plain angry,obedient,random points,2,isometric 3D,never,boxed,bright,QmcoMTc7HbjXw6ZxE8JWWaoomLSP752RzBBdvS5WpWxfjn,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=onia9nrhJGwKGxbXDCWVNfnVRCe7Tw337DUbzdnX6vo7SrVEp4t,ipfs://QmPpEfrQbsk9NAswCsZFnVWfmwHNeq1AmrUphJEqQzTgLb,ipfs://QmQpN23rgWiF3BgehkLDdM38jyoecwuE1YWM19p9R1FTVg
1047478,Bright Circuits #88,45,197.17592328329812,10,yes,sandpaper,maybe nostalgic,obedient,random points,2,isometric 3D,never,boxed,bright,Qmb5KcanY4soFRHadM65QaCYBiQnn59MgvyH94Bk5P6TqD,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooAr9gA4KD5MpnQt588r9krgA28tkk3VR6CRCfQ4dhxrFvcJNhB,ipfs://QmXXv2XJW95jdBmjdWrBm6B6kby7KjH3Ph8ZEGEKdNaZnR,ipfs://QmbHTshqLdrW3UatG4UYwD1QuevMw8si32Em97JymXTaVQ
1050323,Bright Circuits #119,47,196.35990681752108,10,yes,glass,mostly joyful,obedient,text,2,isometric 3D,never,circle,bright,QmVVgTDiLKLdK55ATRV4NfoXpmE2kTRcw4K6779KN2ahGm,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooFmgKnXJmZm3c6U1DgCray58xMBf18RxZdcw5mGP4mhueFLTRc,ipfs://Qmdwb4PAjskcSWE6Ch3RuqVo22tjG8rcFotnzaaLP8SH37,ipfs://QmUo7UGHJKLowHX2Yszt5SUSkUbmz9cGpW5SLLMP248DYG
1046695,Bright Circuits #10,48,195.43936414351316,10,no,sandpaper,clearly shameless,obedient,random points,2,isometric 3D,never,heart,bright,QmUFrmGQfQi2ep9Wd8P66xgjoP9VKxSMNprP3T3c3rVGoX,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooHEAxK2QbhzPiBUgjyN4JQNApgktMV8bMdV46aiohpLauLmi6h,ipfs://QmdTAhpXdHeS1bWkHSxAB91N7w9TSGAq9s6q9NRho3DoM4,ipfs://QmbXPeVkwVeexJwZTKb588EMMvPWyyS5rqy8mZzXYfZEdz
1047207,Bright Circuits #69,49,195.38549278833827,10,no,sandpaper,bloody curious,obedient,random points,2,flat 2D,never,freedom,dark,QmZXmNkwAs7W5n79g5Lvus9cdLP4vBC2Zso4pTcP1GtHfN,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opJDTbBn7atS9GxZZkuh4cdQv6jQH98dVngcpSJdvwv71vNSsSm,ipfs://QmYkaLXJoEdgs7ueJR49MkGrkMWdxQksVZVHBkztV2d4Ze,ipfs://QmScYSA79MHwZob7mqPduGHHSaAh3kqhwyZfVe2TNqqxjB
1047943,Bright Circuits #111,50,195.2469113133245,10,no,paper,half sensitive,obedient,random points,2,isometric 3D,never,heart,bright,QmNS1pbsvsch8CNZo3phQkwEsT3YQ9EhNnov2FzT1xf8bY,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oomhmGvGtGbbkE6RBASWmuw98SqQaZxKkKDVaf2GFAbfFqVAodQ,ipfs://QmVXjvDLLJzca1JJVq9V2gdTvrPnHBcYq99YjW5cAFsiSB,ipfs://QmT6ESThSTSXEk1bSKdwVCs8qiArTW1K9R1vuGZVrxGzYu
1056072,Bright Circuits #138,51,194.9798872022137,10,no,paper,strangely hopeful,obedient,text,3,isometric 3D,never,freedom,dark,QmXEyjWmXJBk3chAYnGzkNFDrbnres2ujUoRCCCb9LHSML,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opTtMUmHgnJQa28aDG6mGL6KyVLPx6Ks6G1n6AyA2TNV6nzvrVi,ipfs://QmSaxNd62NrdFZdUNrpdVBXb7GxX1vNU9VuLEPnj9RXh1Z,ipfs://Qmf71nQiWmgxKsBaMTciMLbXhq3H82PJPfHVVNr8AHxsNn
1046680,Bright Circuits #5,52,194.69561414351315,10,no,glass,chiefly satisfied,obedient,random points,2,isometric 3D,never,heart,bright,QmfTZHWu1sNppHpiXJJ8zGZpXKt5isgBat8BDWxee3os7p,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ootqieKUma61WjBvWhC5YzNx9U6AstFgCq4o4QXKhceyMbzVq9n,ipfs://QmNVhkRCrsidbnN8QizWiUyiDy3XpbPDUpoLimr3d6FRdN,ipfs://QmPqj1XwsidkfgLLjnN6YjmYh5F2CaqLiqoaGgS8W5q4bN
1063626,Bright Circuits #148,52,194.69561414351315,10,no,glass,partly sceptic,obedient,random points,2,isometric 3D,never,heart,bright,QmVZ2GaMz5pxgCPLGocq2pB7FUmpVHmUTzXD1CyoZHDgkE,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ongomprGkrocg8mNr3AMhanJ8yuukzm6xDUYzctNuyGBteG68ib,ipfs://Qme4dqf7fbKUw4SXRDSwfuHzpbxkFcf2382t9T5HZs4GKA,ipfs://QmTpe7zCUpaBCVm66z51Jj7jtPzYhEW86mZnfSPXwtXhYd
1046964,Bright Circuits #56,54,194.31258895431972,10,no,sandpaper,possibly tormented,obedient,random points,3,isometric 3D,never,boxed,dark,QmXCSH7JtCj6VP3LJ2nXJrCtCnPJ5Aa5vduV8rCxLxvwF5,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=op83Cs8uULwKGNt6rs2hTkPsNmAEwEeXZtBn9yFa7fsdW9RmaL7,ipfs://Qmf34b6fbRSNbKywd7XEnMopzPipdq2wEqYJKbV1XUAvaH,ipfs://QmZJ5W4CLDLuvDPRHfvv1amtWwFFCxNrNFXHfr7JbVp9Br
1046708,Bright Circuits #20,55,194.13409429171043,10,no,sandpaper,randomly in love,obedient,random points,3,isometric 3D,never,circle,bright,QmXFhCcvSTPELxVSV3iRypXNugN4aMZCBDuKKDGttBiYNa,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooRPvv41L313xpfZzyB5CH9Lys7noTgS9xACeKr9rWNBCfaDP7T,ipfs://Qmd3JJVeZaRWcSb4CRtNBMcyZoLAwsQrbhiw75U9HKGnHe,ipfs://QmSuouK2RrxQ84YBBZhGe6q4VF1252yi9uJCYnF2XuzGaa
1047341,Bright Circuits #73,55,194.13409429171043,10,no,sandpaper,mostly in love,obedient,random points,3,isometric 3D,never,circle,bright,QmYCpqTyojxfhBhqFN8Pu3biRxfojim9G2SGMX7EzSDfs9,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=onjUmb55HRkBTtQpu3nUkUoQKZhoWsTQSg8U6DNEUN6LXwJMxqJ,ipfs://QmRQ2M8WqxMzxrXTrZMcAxUZp6dS4E1hgeGnigZUAc1tDu,ipfs://QmZ8KwrdLoREbbAyZhvtSm94RqTEDqHDRRHquzSBoBxTTD
1125952,Bright Circuits #157,57,193.9150143444028,10,no,glass,relatively ecstatic,obedient,text,2,isometric 3D,never,heart,bright,QmfMU1f6vhsQzaDz1DS9sxnzTKn4sYTzEs7AxgQCoFr7TT,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooPPR4ZVJeA9fz1jYa4rNKb35Wpw5hRJJkGyevehYRnC1aoDzGa,ipfs://QmTuqm2gZqg6nEdd64fdTXoSaDJfGb27pCug9yT6FiPtQS,ipfs://QmRyGak68CtnUTHfmsD4SLcHJtouqXGFYNaGkjyu2JwHzU
1046703,Bright Circuits #17,58,193.566647248536,10,no,sandpaper,particularly dubious,obedient,random points,2,flat 2D,never,circle,bright,QmRzBVYgjiQ6Mq4FPydtgt1cHfs7rNpi51dyaNZGwfw9QK,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oo5fTtt8eoLFPo6exsfGpGhD8QN5fLfxdZFEoeWgNTnAye1xqkV,ipfs://QmPGwRHYuaSA2io5VzhMcEKMijz6YJkCCz5pek8gaYvyaQ,ipfs://QmTvmKnhND4Q57gYfb8cvRLCf9DBrNpy8CQNUevsGaHUSZ
1047196,Bright Circuits #67,58,193.566647248536,10,no,sandpaper,almost doubtful,obedient,random points,2,flat 2D,never,circle,bright,QmU1W6vGKj7jttdCTTxJvnZG7zZ99BhbXtRE2guydxQZ5p,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oov1VoS854aQbWwfmBEfpLRbJamEbAbN8E5w5sikPzhN6pBjKc7,ipfs://QmemhzcLhi94FnBHhLCkUiDJBRMejouF3cqAPbrn4x9DT3,ipfs://QmVLyEXj6pKKcB2ntx2QAyn8wQeSxqKPCW2kQYpMQZ7zQC
1046701,Bright Circuits #15,60,193.54176203645974,10,no,glass,clearly jealous,obedient,text,3,isometric 3D,never,freedom,bright,QmPb4AXnkPo5hAC8FwRQzvobBrJKZNJnvtx2D4TyVnzVv9,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=onzbZwzMQMY9iL688Perb21rNumWjvPQHRk25ohHjQL7M4tMXMb,ipfs://QmXFVbnXc8PteXTWF8bJkwnvM4ArhE5d5iXgmyy3w6AjBw,ipfs://QmYWTn3rt5HKvKCF438ApPw9fQotzRVPcwF38DyeN7VaVK
1047136,Bright Circuits #61,61,193.35349449260008,10,no,sandpaper,sadly bewitched,obedient,text,3,isometric 3D,never,circle,bright,QmRdZN5Zvc356cFTG2dUzNjuELoQ23fsWAcGbeiGJaaDr6,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oohHr8GBdwz38VTKZqSzpdM8DNM7na8VbJGtHsAJLtfiQytFy9U,ipfs://QmSyksKUtfSj7AjEacvTamrj55soGXM3PNQCkjoCuarnuK,ipfs://QmZ2mLRrJkn8nJ1fBvAkDW48PD5udUC4NjvRfiXwtrRU1c
1046699,Bright Circuits #14,62,193.00139191114528,10,no,glass,maybe sarcastic,obedient,random points,2,flat 2D,never,boxed,dark,QmdGUchCoNr1suxZQEjwk1iub1M23AKKsMExiGE6HHBdRB,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opChDJSyLmczfWaaSZ8QVNbKq7oBfM6oycTBueSMRcQVuHbqjB1,ipfs://QmcyWneFtbx4gU29FS1TBsLQt34WUoTBp4QmpVs2yuQDN4,ipfs://Qma2FL1KEVyFgMH12Q9k36ARUFQXBRg3ciThiHPm2pS5AE
1145403,Bright Circuits #168,63,192.96454211203493,10,no,sandpaper,hopefully ecstatic,obedient,text,2,flat 2D,never,boxed,dark,QmZCG4m4Zso1oAWqtbGy412tUbZDH8SMpBUtzt84VDuDdx,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opUoKR1DbqDmZuDMz9oe34uKu7wn1nZLEtKNmibRd9GmMbY3G8v,ipfs://QmXicqRr3LKqvxx2FPR3zSQ5y8Nfmad5Sja3kAdKp2vAat,ipfs://QmaYDXZN5AQyNGiXqcrdMrTSSkR5Gfnvhe5BaovSCaducx
1046941,Bright Circuits #54,64,192.85831391520267,10,no,sandpaper,definitely bored,obedient,random points,2,flat 2D,never,boxed,bright,QmVnPDiSYk5ADVPCvtCvv16F967zoYiDc6T5pxvuYFYGqx,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooLH2n6PwwCmDadRVUeBWkdRWPqwZafPAYoKYWzvXY9Db2QJTUs,ipfs://QmRS4hXcbQV8GCr9nKN8ZVNcJsLMazQJmsELoaFqrDmiJp,ipfs://QmXYhjoMxKjbGVyKZhB48fPMWeZsEQXuewYzmv1FCJo9sU
1134490,Bright Circuits #160,65,192.82289724853598,10,no,glass,particularly creative,obedient,random points,2,flat 2D,never,circle,bright,QmUytnq5aV3bCnmYYuuDdYGoUrvYrAxHuJ3Zcgat7MTmPd,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooZoBbHMYzkvGBchoFPuDXCqZVcfS3UFWar1V261hrTskYgD9nR,ipfs://QmcnTGzR6cG96keQPPsVtHXpGTZGgDQK1YZXwWZGaQEobF,ipfs://QmT9zE648gmkVBvoLBVqmWpkzhYdvWmrrVM87bWZqetYTi
1046712,Bright Circuits #22,66,192.78823915520937,10,no,glass,mostly tormented,obedient,text,3,isometric 3D,never,boxed,dark,QmPD8iHizLwsrpX3169ps3BL9fAgEcRtt3oJRkyhjuQZnM,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opWF3B555HfuoeACkZUoQk6CjM58Fe9fZKKEk3YrXenVRzmC2Hs,ipfs://QmciJ7XhkGrG6zavzY87qLCiPy47svCwdHnWvWCSRr2Vqn,ipfs://QmcgcDnErCw711DB8ozNH3FEBcwxft7ZCbFrGTCThzW6kk
1046731,Bright Circuits #34,66,192.78823915520937,10,no,glass,slightly pessimistic,obedient,text,3,isometric 3D,never,boxed,dark,QmYsf46aFBohxuzBEcqc4dBJRgATY4mMiKn54R8qEVpRfb,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oo5WDH7BJZ1dR9iEopSb7La5juMQeGbDp4i9nzVrgAWSeef8uE4,ipfs://QmeKcjEnW8tMjFWQmqJrupQUnNMzAFYNb751iV9db43vxK,ipfs://QmT4uQxGwFrrAGCyfZ1Ro5rxdv5SpqfQhJqFFyuTnTfyKN
1047548,Bright Circuits #96,68,192.6820109583771,10,no,glass,potentially alive,obedient,random points,3,isometric 3D,never,boxed,bright,QmchYif1ur6RSRkhPD2sS2VbrVTGWET7ac4285BG1CDd3b,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=onvR2xU2XGNHzVsSUwWPB2RTuxDEUdTP3vduM5uNAxfDXHuaKsb,ipfs://QmY8uR7fMaqRdcN6ZhEinqV99vNkFZBi4J3TEmgCLRdYRu,ipfs://QmfA6gn3szpcj8X9P6kWxDyAsXHpkZui2kgpLeffv5EQBm
1047643,Bright Circuits #102,68,192.6820109583771,10,no,glass,randomly happy,obedient,random points,3,isometric 3D,never,boxed,bright,Qmf3ydVu7JYPVhyYXdmPqcyT2X4k5G4oqPieei9HKq3gAW,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opYvpxozSXHMajU36G6EZszQFVG6MGUV7DVdzrBxW92XcA1pQ8z,ipfs://QmXJf6z1rEXGRYWcpH6dgXRLm1U7pHQTc6gnf5Fnoppm9F,ipfs://QmboDNdv1t8XNwNz9Z1NYxd3NwtFkkqbXp1CNDPqEekN43
1066258,Bright Circuits #152,70,192.59359461923697,10,no,paper,vaguely hopeful,obedient,text,2,flat 2D,never,circle,bright,QmRphbVwQ95KsdNQN838nniBCuaeKgGanfbuDLUmdNB4xm,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oo7L6i4WaTdSYmKD8X6NhpSbUuqTGJ3V13vaarZUAFPkkkknhaj,ipfs://QmQhspbaJC7z7MNDx5X3aKqdeV3kX5Hmi1BK6n9zxyAspG,ipfs://QmW9Z4fnTA145czXTgi4WvvBDfKrpcRAnNu26SUuNYxAPZ
1046730,Bright Circuits #33,71,192.4527083290781,10,no,paper,mostly optimistic,obedient,text,3,isometric 3D,never,boxed,bright,Qmf8gkEcxNxSYXuUqGwuXybhPZCosnjrFJ9A8n8sYvu9er,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooCZzJAvGJqHLEuqUKTG1HM193Hfyfsc4ApT6UsG59yHCQ2DVLw,ipfs://QmS4qWG44bTyzEzGVewC6gFs8DTUDiieFQTCtJvYviQGC9,ipfs://Qmf9PaaHAXfG74TShjKyPcTQB73HQ6LcikJLUChigxhEpZ
1047361,Bright Circuits #75,71,192.4527083290781,10,no,paper,possibly thrilled,obedient,text,3,isometric 3D,never,boxed,bright,QmSuKQdaNBHgPg7BN5M9TR79UL33hf3msLLjRxaEhDmaZq,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooQ7qgBQxhaLzJrJVyyUrKxafrbENhoqxoWLJYMrtB37sH2zXdr,ipfs://Qmd56Qi6pxFP84Gz9qTSEwfUnCj3QKdGNv89mXKP6PQyG7,ipfs://QmeJ6RDSxvETiEFU6iKo4SLyq7tnhMHZtjR1aFMSunaLba
1125942,Bright Circuits #156,73,191.88526128590365,10,no,paper,sadly optimistic,obedient,text,2,flat 2D,never,boxed,bright,QmXkvy22N8dbaXL9zhyqYtddViYRs6LXxjadVod8km5Mxz,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=oouBSttZGozp47k5hYdm8Qn3NqGKFm1wgeWr3Reb1PWwr9dTU2P,ipfs://QmVexDqxuniWehRbajY3fxmFHCVmmoFinBSU1k2p6Gvgsu,ipfs://QmbTcbiKFkfxpnASFPqDJJ3XF56J2XDR8WsjHDG9XqqqQZ
1047688,Bright Circuits #106,74,189.46654301664876,10,no,sandpaper,increasingly thrilled,obedient,random points,2,isometric 3D,never,freedom,dark,QmPdGzQgqpMjj5RDRows4hskVdJiFoyENqrL5KuKCZZXqt,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=opA82AJdDmac33jJFHfRGqQxmtLtH5jBVRuWDfEkxvvYk8os64a,ipfs://QmZvVZrHRdtYQejwLychnJTWZ6PsmvDRqd6WMCsrNSjGMH,ipfs://Qmbkk7bptuwrH2kCPWMmHn8fMdTfQJgYar4susF3f82AHW
1053904,Bright Circuits #126,74,189.46654301664876,10,no,sandpaper,strangely adorable,obedient,random points,2,isometric 3D,never,freedom,dark,QmPQGtLmmBjS3Bk2wd5xMfkehSzgECvSocZV3Qin46q83P,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=ooMeKjpBXeU79g4F36DMJM4QP5Xb9YnAvRJyX87uFRSUnh3W1QQ,ipfs://QmUXTswwwekT24rbNq5DPvZfF6URKoUTu1Nbmm5HyjcgFf,ipfs://QmYTsxh1xHfwL9AjqiHDPWN2TjF1mxXkFkdeGD7MqwHNsv
1055492,Bright Circuits #130,74,189.46654301664876,10,no,sandpaper,randomly puzzled,obedient,random points,2,isometric 3D,never,freedom,dark,QmVmUARB1vdUCdi6ssxdBPtQsRns5gj9KAThsuUzPWwedk,ipfs://QmaV8txrVjdHzqehsAeypa4QPPssrgTdaNNmQNWewk42b1?fxhash=op1hTGhUJUGYANhJ5gA1SzGCEwcxCAyqWqwXsJvokSDbsoN7w8q,ipfs://QmXL3otYKw8bWeTZhuJctfZedyYpesfhH5kPbtM49ahSy5,ipfs://Qmc7FGyMFvRirwc6zQAM4EHvBunJ8SEHPhWURASQa8Enkq
