ID,Name,Rank,Rarity_Score,Attributes,Base Blocks,Height,Palette,Shadow,Sky,Sun,Window
1168205,BRUTALIST MOVEMENT #200,66,64.74723937499785,7,6,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168218,BRUTALIST MOVEMENT #213,67,64.64525551684088,7,7,Medium,Station,Thunder,Steel Blue,Flame Pea,White
1168171,BRUTALIST MOVEMENT #166,68,64.5672962740021,7,5,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168186,BRUTALIST MOVEMENT #181,69,64.52034573224228,7,4,Medium,Tosh Two,Indigo,Black,Cerulean,Deep Pink
1168260,BRUTALIST MOVEMENT #232,69,64.52034573224228,7,4,Medium,Tosh Two,Indigo,Black,Cerulean,Deep Pink
1168167,BRUTALIST MOVEMENT #162,71,64.3965810243395,7,8,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168185,BRUTALIST MOVEMENT #180,71,64.3965810243395,7,8,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168200,BRUTALIST MOVEMENT #195,71,64.3965810243395,7,8,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168134,BRUTALIST MOVEMENT #130,74,63.65940153716001,7,4,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168168,BRUTALIST MOVEMENT #163,74,63.65940153716001,7,4,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168178,BRUTALIST MOVEMENT #173,76,63.631113263234646,7,6,Tall,Signature,Blue,Black,White,Red
1168099,BRUTALIST MOVEMENT #96,77,63.602150456081624,7,5,Tall,Tosh Two,Black,Blaze Orange,Cerulean,White
1169023,BRUTALIST MOVEMENT #249,78,63.43143520641901,7,8,Tall,Tosh Two,Black,Blaze Orange,Cerulean,White
1168113,BRUTALIST MOVEMENT #109,79,63.40940153716001,7,7,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168198,BRUTALIST MOVEMENT #193,79,63.40940153716001,7,7,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168035,BRUTALIST MOVEMENT #32,81,63.280454912576296,7,8,Tall,Signature,Blue,Black,White,Red
1168050,BRUTALIST MOVEMENT #47,81,63.280454912576296,7,8,Tall,Signature,Blue,Black,White,Red
1168091,BRUTALIST MOVEMENT #88,83,63.12954368647938,7,4,Medium,Comodo,Black,Moody Blue,White,Blueberry
1168065,BRUTALIST MOVEMENT #62,84,63.072666843282455,7,3,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168067,BRUTALIST MOVEMENT #64,84,63.072666843282455,7,3,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168224,BRUTALIST MOVEMENT #218,84,63.072666843282455,7,3,Tall,Station,Steel Blue,Thunder,White,Flame Pea
1168151,BRUTALIST MOVEMENT #146,87,62.98701239890895,7,8,Medium,Tosh Two,Indigo,Red,Cerulean,White
1168063,BRUTALIST MOVEMENT #60,88,62.69425571923952,7,4,Tall,Tosh Two,Black,Blaze Orange,Cerulean,White
1168119,BRUTALIST MOVEMENT #115,89,62.609900440668774,7,5,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168014,BRUTALIST MOVEMENT #11,90,62.54327542539681,7,4,Tall,Signature,Blue,Black,White,Red
1168012,BRUTALIST MOVEMENT #9,91,62.44425571923952,7,7,Tall,Tosh Two,Black,Blaze Orange,Cerulean,White
1168170,BRUTALIST MOVEMENT #165,92,62.23499065607018,7,5,Tall,Tosh Two,Indigo,Black,Cerulean,Deep Pink
1168075,BRUTALIST MOVEMENT #72,93,61.70200570382667,7,4,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168204,BRUTALIST MOVEMENT #199,93,61.70200570382667,7,4,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168241,BRUTALIST MOVEMENT #228,93,61.70200570382667,7,4,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168109,BRUTALIST MOVEMENT #106,96,61.45200570382667,7,7,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168132,BRUTALIST MOVEMENT #128,96,61.45200570382667,7,7,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168215,BRUTALIST MOVEMENT #210,96,61.45200570382667,7,7,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168199,BRUTALIST MOVEMENT #194,99,61.32709591922807,7,4,Tall,Tosh Two,Indigo,Black,Cerulean,Deep Pink
1168141,BRUTALIST MOVEMENT #137,100,61.11527100994912,7,3,Tall,Station,Thunder,Steel Blue,Flame Pea,White
1168052,BRUTALIST MOVEMENT #49,101,61.07709591922807,7,7,Tall,Tosh Two,Indigo,Black,Cerulean,Deep Pink
1168149,BRUTALIST MOVEMENT #144,101,61.07709591922807,7,7,Tall,Tosh Two,Indigo,Black,Cerulean,Deep Pink
1168169,BRUTALIST MOVEMENT #164,103,61.07375194350014,7,8,Medium,Signature Plus,Black,White,Blue,Deep Lemon
1168357,BRUTALIST MOVEMENT #244,104,61.02413171130301,7,6,Tall,Comodo,Black,Moody Blue,White,Blueberry
1168182,BRUTALIST MOVEMENT #177,105,60.844188610307285,7,5,Tall,Comodo,Black,Moody Blue,White,Blueberry
1168053,BRUTALIST MOVEMENT #50,106,60.673473360644664,7,8,Tall,Comodo,Black,Moody Blue,White,Blueberry
1168183,BRUTALIST MOVEMENT #178,106,60.673473360644664,7,8,Tall,Comodo,Black,Moody Blue,White,Blueberry
1168310,BRUTALIST MOVEMENT #237,106,60.673473360644664,7,8,Tall,Comodo,Black,Moody Blue,White,Blueberry
1168189,BRUTALIST MOVEMENT #184,109,60.350017421602786,7,4,Medium,Station,Thunder,White,Flame Pea,Steel Blue
1168267,BRUTALIST MOVEMENT #234,109,60.350017421602786,7,4,Medium,Station,Thunder,White,Flame Pea,Steel Blue
1168015,BRUTALIST MOVEMENT #12,111,59.74983776244311,7,3,Medium,Signature Plus,Black,White,Blue,Deep Lemon
