ID,Name,Rank,Rarity_Score,Attributes,Base Blocks,Height,Palette,Shadow,Sky,Sun,Window,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
1168182,BRUTALIST MOVEMENT #177,105,60.844188610307285,7,5,Tall,Comodo,Black,Moody Blue,White,Blueberry,Qmaf5za3cYc6AaCL2wihUwYX3J69RrbbjYbuU4ubkG6J9V,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op64fXd7ESxg8arSNB7tHc7tZxx775RRLzAhhDGmJ6v6X1tS8JQ,ipfs://Qman8p2mPsAGC9BnGQfhM49w5zMU3w5oueXSkMr5ajC8HC,ipfs://QmaJ4tUn3hzZUF5XJhbis4GKeUWXz468WRxY1PSKJnXs1d
1168053,BRUTALIST MOVEMENT #50,106,60.673473360644664,7,8,Tall,Comodo,Black,Moody Blue,White,Blueberry,QmeFfEfp4b4RF575HmeaENG8hFNcMBwWEdQUpfW8gqu4nS,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opNbv9YU44fqRKfW87CScKoHxeuJT74GNM9Q8pgqzTnJnJhkmPc,ipfs://QmPJsd6SApPTnqHqpgwEK3e8y7krc4baSf5ju491YKCN77,ipfs://QmQmk9CdLeF9ZQ1KSgDqRhguy7DR8qeLFkbRFfcbrz3uw3
1168183,BRUTALIST MOVEMENT #178,106,60.673473360644664,7,8,Tall,Comodo,Black,Moody Blue,White,Blueberry,Qma7T5dQUjwkiR3DQkPXoVjtUgxLr9tNMjdc3qwStJvwEc,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooMUPmtWxra8XSi2BCh3D55CCuQ3HWgHfwKkQyunF1fGaEeJ3mY,ipfs://QmbzW1p1B3ouDafMTLXpSZGX4yHEx5DkETMfUAXAJW8T1C,ipfs://QmTzZRhmsQRBr6CjVqcZ9hhvwgBTByCZ7JDTDEWVaqb7XJ
1168310,BRUTALIST MOVEMENT #237,106,60.673473360644664,7,8,Tall,Comodo,Black,Moody Blue,White,Blueberry,QmTJsqXykGPkcPq7JxipNUaS2YYg4opKgzK3xLfCVLoBTU,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooKXCWzjMzDcTfHceSFgsQGhbucRokA89caGZdaDPGxgBwE2aGM,ipfs://QmZcqFWr9dGa6UqZhJkQ4g2LHpMBkvhiuzmk41iWqwPxC6,ipfs://QmUKvW2WJRMGY93NnZEC3E2ZACmNAoWLkUZa2Ab5tA5JKm
1168189,BRUTALIST MOVEMENT #184,109,60.350017421602786,7,4,Medium,Station,Thunder,White,Flame Pea,Steel Blue,QmejZijogEd3LtzW6Q7AZ9aYsrmBqH7i7w7NySPR3rafT1,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ootJsy2RAqz6Daik7emBoDbzPGKawmQvKUTzomRFYeCCCjKi5Z1,ipfs://QmWaseRntUxpY9Jq77Vz2yRK8arjo6nzL6CZ8qWSNSM1bB,ipfs://QmUDwoHK6sLdu26d2L9AvJK9EWwKkkJ42WWWNu7XFET7gM
1168267,BRUTALIST MOVEMENT #234,109,60.350017421602786,7,4,Medium,Station,Thunder,White,Flame Pea,Steel Blue,QmQsnENtTyPAMWrBbMQL176vdw7YafE9wiSfLcGQAkMbWc,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opAULuvz9uwBkNBct9MABidkMGtj2DKDQF1ErHJKdnLHE6XT1Tu,ipfs://QmQCbJ488bQDbMYUBrU2c4c9VmPAgg98aUqPQLkNtVaigy,ipfs://QmbUAb2QPz9ZukxSAY2mofzwthqgF8Rb6FkF2374rhM1qj
1168015,BRUTALIST MOVEMENT #12,111,59.74983776244311,7,3,Medium,Signature Plus,Black,White,Blue,Deep Lemon,QmbWdR9ajoWbJnbfVAhb8uRNbofc64cXqHWXyYHug5h3Ez,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooDRbZueProxWLBw1iUJm3wu7aZEFgKTmg9mtqnp82x1yNjChP7,ipfs://QmS3Upbr1o3dfaDMAb1zHVe2p8r6Vmp2DLhZ1LnXF7WJZS,ipfs://QmY8VDfEYUhRX83ZikkoPr27C7hdwJkQPDkXxMuAht36QR
1168208,BRUTALIST MOVEMENT #203,112,59.686293873465175,7,7,Tall,Comodo,Black,Moody Blue,White,Blueberry,Qmb9z95nkoiY4dBWe88oiG4VKBHPxSpASfTTPrzfMBtGFd,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opLgYy9URsvUS6qC5iqFsDRYG9LBDrVf4mxD1WTAQinKQJxwBuh,ipfs://QmXx44hSd1M4sZzSzUWaycHKfbpqQNue4eRwthwrGXppRN,ipfs://QmRazCjrr7Y9PkyTbVQfSSEY9BKsxmw4TPhYh9Zx3maMCD
1168027,BRUTALIST MOVEMENT #24,113,59.387085276833474,7,8,Medium,Signature Plus,Black,White,Deep Lemon,Blue,Qme3zUDqr9sntSbnMT3dD2mjyq2UidZZjaJd1xESivgBMX,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooYYnA7WS2yJXzY1X4eKzxr1hPdS2XbpgQZZZreojN577BVkhZv,ipfs://QmWqY9CHF22ySqXv3CNCh63eAdfV1VsTDStzbzpNWEBrx2,ipfs://QmUJFh4QyMPdcNJh6LY66VFS62cPvr7z1bVEzS4v8tFbji
1168054,BRUTALIST MOVEMENT #51,114,59.34955917958763,7,3,Tall,Comodo,Black,Moody Blue,White,Blueberry,QmaBegsUAZv6r5Y21BvsmAPwp8ABJieMUKLkhwGM3cov3f,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op4aAf91oJhcJjfsyEyqU2DH342DADbQAj4h83saTAzML5DhvDp,ipfs://QmT5AscvUK6VWPHbfzVkRXjRGTCj2RuU4xnUuM8VE4Wib7,ipfs://QmfATKPofvV8Ls8Cbvt57C7rX85472dBXgYaN41nwab8Jo
1168084,BRUTALIST MOVEMENT #81,114,59.34955917958763,7,3,Tall,Comodo,Black,Moody Blue,White,Blueberry,QmaFeeL43NSFwme7jQmX3mLwLdZCtaDC7Z4tCwzHY5ewBZ,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooKMtpAQQwkvaaaRhQB765jCQhSCnzj64ji8d8Mv5cgHVZisibu,ipfs://QmPfS9VhBbrGnqJecc5KG7onDoMQuwamRVET7yqRgLfzBv,ipfs://QmTGJpQpm4p46c7sttjV2S2kGNVqaFqvJfpcZZ2gwm679N
1168194,BRUTALIST MOVEMENT #189,116,59.32287446787446,7,6,Medium,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmP7W5FhJyZissEwnD8WkvTp4KtyRhxH45qKpCj8s4fG73,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opV6JqYcTWJNCTSRbDPyy2dD1U6rZ2m6hLwQqWL47ht1F4zK6dR,ipfs://QmZ5VpmoEJvCvcNbPRodaGPwCJLDpmmxdzuxa5LhDgBg82,ipfs://QmcvQPMSjJfYUNyG4suJXjxSMoxb45Xcj3okF7H4musfdB
1168128,BRUTALIST MOVEMENT #124,117,59.148939944982786,7,3,Medium,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmZSMZJcR1sWVyUw6JEwEGNzx3fJtawoXqoT9prtiZV7VX,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooJiRRGe5iW83wyytdBHUhtrRpGHpVeLuETrupxDGJUUYniC4hE,ipfs://QmY2YrDamAokKnWahhDjd5KV1EmwuQgLdoJdsgQBsHCVwi,ipfs://QmZV5oKz5bDqBBPkZ2R7woAzcEXwoFcYQXKi5LbWqXMzfb
1168108,BRUTALIST MOVEMENT #105,118,59.05658309871525,7,4,Tall,Tosh Two,Indigo,Red,Cerulean,White,QmaviU8UbpkidQeL9pQvD52as6KuifkKUKRT1x6hAMcAii,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oo2R1zefrJK9V2USscuDagdUK3evQVTNRVSQACcVj36Bf99j5Je,ipfs://QmPuyL84XSxvw64AdgeK2M4ch2KaSf462wbbWi1GWmxZ5p,ipfs://QmdyAJH4NT76v7KiJSduhvR8EFMUzK7EQPHPXYfbr9kKFv
1168153,BRUTALIST MOVEMENT #148,119,58.80658309871525,7,7,Tall,Tosh Two,Indigo,Red,Cerulean,White,QmUEVTcGkARPZcu19UrCH4fBaoPYgLATah4m3f5uL1pDQm,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opKy3yDZyU9GGKncjjygP7XhWhoMEeA36b1VNZLU8mZH5gNuytz,ipfs://QmXwdrQegXQSDrNC2s8j6wbWXaHTb7AM4F3KJ9szdgEkpD,ipfs://QmfEr91yG26fwi1nd48rSgJimenj5Qn47kwtx6kqFEz57e
1168116,BRUTALIST MOVEMENT #112,120,58.469848404837705,7,3,Tall,Tosh Two,Indigo,Red,Cerulean,White,QmPbMmDWKMtQEeozxeTsmiPmHmaZ4nqjJrzTcvdyaqMgxf,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opRr3Nyoi5fqoj3Xp4SdP5YJYYjnGbGX9Tib1i2wBfk7n9YJwA2,ipfs://QmbH51Nwbiw6eJDTG9BVSUpJvKMMKzGsy8oDhUcJuKnBRK,ipfs://QmRL6gCbZ9Q5ojzFDz1NJGvuQ3dxcP11wmQKPXU18geMrF
1168041,BRUTALIST MOVEMENT #38,121,58.244605446426405,7,6,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmQkVir3SjCNq6JL9L3AUofxr5NffJidwwF2pcpxukyazd,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oogpr75VytX8cZnPmLKx9DSmtrUhSTnTQFQPzRxYQfa3ViKpe4f,ipfs://QmNTUVjAe6EjTZZPwbRjDVNz2h4y26xnFT9L6BR66NNCWd,ipfs://QmZw3PnDyv9U83FLuqPTsjX8Ro8Q4MY5Adn4sGpn7gRApJ
1168229,BRUTALIST MOVEMENT #221,121,58.244605446426405,7,6,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmTLacE42qXNXbh2n8vB14sFVHpzANumHexcKz1D7L8FEm,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooeWDLvPwCkZaadxnVqtRXBXJbCsWsJC8eMZLchTArEAmE2RyWq,ipfs://QmbTcVRwfoE4jkKiSzzb6z8gzB1jjwPH91hLKrtPtjMRb6,ipfs://QmZE4K3s5BjvGN1GZH9NhTpdyjHrxM26LwBobUPUx5Uce2
1168133,BRUTALIST MOVEMENT #129,123,58.235036630036625,7,4,Medium,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmTwzjPEqGfvF3qn82vPE6iq2NPzzPin64P8faaVF8T6x9,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooCVe9WC3Z5HmUxshX3ENB6NArME8PCUcF8mbAfgCyaKST4bPfx,ipfs://QmbUtiVg9wzu5F6hZmcSG2cjKNDagRXH6Lr2JNZemDjxkm,ipfs://QmURBJ8SuhoqKBsf7LuefD5Qvz7NFK7CvYesniG3sw7qS4
1168078,BRUTALIST MOVEMENT #75,124,58.064662345430676,7,5,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmQja2atB9vwd6oytUwbyAqiQS7Ga2wHo6HVKS8v1f5Q7C,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oorqR7HY6u7ks43qpuaKPZphEJ39t8Mz63v6dE82jRKFXWR7Y7C,ipfs://QmV2Lb3Gwyk9mHeaHxbVGGbseKmfFMBs6agCZcAB6M1KYi,ipfs://QmX71LHozqwkNSrwzrqKrhgWaten5fEUyvCERpijoy8Ccc
1168083,BRUTALIST MOVEMENT #80,125,57.893947095768056,7,8,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmfSecM1zz7krZHnpWz1hrH2GsHxko5ZhKhjpg8cG5Rqk5,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opRAWrViv4t9GNragjrEdZVpgkgSQcNrJGeBLc2og3pYEsYX8Cn,ipfs://QmdP8xwpiJx6fgUkdG4AYrQPLsB63kya2n3aRkcMGyp7gi,ipfs://Qma8USca8qGxuU2m3zZSacZRov8KkiXaufTvyWCZ9acfQ1
1168326,BRUTALIST MOVEMENT #239,125,57.893947095768056,7,8,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmNra9hwRQcbzTaqErDtKZyhzzStwvGEMR5sh8qEaynxgD,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oobupK9SBfStoacRPqZXjxNwxVCb1pBGWLJXTekA8WKbZ8NTH4K,ipfs://QmWKC8UJt7ogXhc8LKf4mBt5DtVQRpJcmiMH4hKowmegAD,ipfs://QmReqtLLS2JuN5AdymSXZPZioTBFEmUCwCFmN86YDb8NaW
1168145,BRUTALIST MOVEMENT #140,127,57.64830193615908,7,3,Medium,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,Qma7Aw2fQA4SkQ45CAa3z5QPHtVPLhwtjtxRKBFA82PUq3,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onojcz9vXsJSge4aEEFXHu5GbBpwKqu2wa61eSCs3mDPLP89Mne,ipfs://QmQGiYWT7XNzdBan52dLV3J3ECZv3t3xSgbg56jiwCHDyq,ipfs://QmUFF5sW74roEsG43ybAuXbqTk1ePqfxBn9hNWHG2nfeRu
1168147,BRUTALIST MOVEMENT #142,128,57.63026266368396,7,6,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmVDLPGBKc6UnxxixnmVup36cBKKXwYUGmx1CwKnmbYypy,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onjuH8RMhCEs62ZBaHUMURzmn5tRUZSj9cAC4ccfyT2BYqoPF1z,ipfs://QmPZd7tDnhoV1L2n9m9ReggZDgJjcj7vzYUaoQNsog5mPq,ipfs://QmW7Cs7eT7AhxhgpKE9AZe56FkARTu1JkaZpShRSLZv3DF
1168195,BRUTALIST MOVEMENT #190,128,57.63026266368396,7,6,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmVNHHK145Gcf7UjfhTTTL9h2SDBtcDjpxDkR5AEc8y1te,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op8dYrfYtDPH9wU6eFd4WfkXRUHQTQEgYF6f4R2CzTmhVut2NfK,ipfs://QmSXnR9VmzK9ZD81dNzmDtnMN9PumeaUYS55QCBsxskgKY,ipfs://QmPWSM8CLRd5E7ggP5Gk2CBqHKAtSfcJHhAgFMVnt3kFn3
1168068,BRUTALIST MOVEMENT #65,130,57.27960431302561,7,8,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmdH2kcZNrbQgaecgXcS2EFdghsskmSi6AaQwdY9MbxbyD,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op3crbUoSeESQB1GZf3bkpUbph3xJAwiDjp1xTzRcx7zreUVafC,ipfs://QmSCnGpMY1oUsADFxVhJ3RKvMzXaZBzhp7y2KnLQUFjbGs,ipfs://QmWjPJVyKWUyT4cKtaU5KRVQMQM2KNVDZRJm7ybEmqZnMP
1168124,BRUTALIST MOVEMENT #120,130,57.27960431302561,7,8,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmS5dg9ZumS9BodQ5tSFHNNavPbczzF1LJirKVWRK9ayS4,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooHrnFf2oWaExEvAQHwGPEdA6ZBvHy3own8pAk1EDsQueNiVgr6,ipfs://QmXPq3Vmq1pjthV1qgYCAFrcY5APobXA8jnwJJzfVg2uWY,ipfs://QmdigdiHzRrxASoiEpC8k2zrgUng7ujdgCNhqeoDJr6S3o
1168121,BRUTALIST MOVEMENT #117,132,57.15676760858857,7,4,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmbYnpwrLgJfmVPerAhdcULZa7YVFxNNhvp41oBNFKo83A,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op6hUWVxJ8XbLY8aMBy7KLnNjFXMj4o5NcnKk62pKFAzQyjLfTH,ipfs://QmdKHHVbBafo84cLH7YknaZDYVQot9vNVtfopJTmhspPDC,ipfs://QmRrR5qYeBkN5TppwbDsbUwrSji6MbHtKwomR2h6fXVTMu
1168005,BRUTALIST MOVEMENT #2,133,57.08145974430069,7,3,Tall,Signature Plus,Black,Deep Lemon,Red,White,QmYQ8qGm8RARbWnkpzVYBrjmhsWArhPzU5TPmopsY9mYjU,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooJRCcx4UtCpnpgvuNF39iMN18GiuqWHGKJv9ib2N2yeA1NXVDd,ipfs://QmScUo9JdBE3ksiVaSj9PGycaxq8eAnxyzEBAAaC3Jpe5D,ipfs://QmQXs86ZoCF8RMYEKCBDgPBXBs7LgLorLFGKoErdyhQvVE
1168008,BRUTALIST MOVEMENT #5,134,56.90676760858857,7,7,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmYJcbWCjiBdJgUfWdmZnJuzarVJyraC525zPQEcZg482s,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oopWVSj4KEuuJytGRmDAWNWL3jqB5jJZL5g165wxb8U8gvpc83g,ipfs://QmPzK7hxxXiqxt9n93nFTPKN4MRXcD4yGLa8pak76D84sp,ipfs://QmXmQ79xirX57yag3trdTQfThRehUh6BkWNbDVKXh2sRf7
1168092,BRUTALIST MOVEMENT #89,134,56.90676760858857,7,7,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmaoctBp2YGE9bD2TFpebeziMFTELnqNsec3hcQ4vUeQJa,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oo9wcN1kjkaarpiAAvSQhdpbfARWo9gmfgqBnygCp513SoNc7pu,ipfs://QmVb9btrpzVk14HNgDuwjm8qD81eJksk8nZayGnj1ykzQ9,ipfs://QmVBRxUL6xuvJrUKx98DXWqMAaKq2d11dyTMcMa2BzMvNt
1168105,BRUTALIST MOVEMENT #102,134,56.90676760858857,7,7,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmTvNoqeRK5bCK6C2cWLsCVq56hHwp6WRgT84SxpVwXUCU,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oo5tYQVkCe4fXdgJi2GCzfeymcT5xya7UchHQec1xUo6GzsKf4p,ipfs://QmQihMGMiPG3Vhp5MKVTzR9QaVeFYxpvstaqokkkYC3C5W,ipfs://QmX7H2fmkEboB1MY94TiYaD1MeYXvy8b25VKfxnkemc9A8
1168086,BRUTALIST MOVEMENT #83,137,56.89332264330645,7,7,Tall,Signature Plus,Black,White,Blue,Deep Lemon,QmWSemyTemEjf3wHZthgTRsaquCs5GB6oRzA795Sja1dwQ,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onmwgBgieeJe3kmXAfbD8AxtF1FHa5QKBkxKm3oseBHT5uxsHbh,ipfs://QmSAe7EL9kdJvq9nPnUM8s8QuRYS1mQSsGxCrJfBV2S2QF,ipfs://QmWG8YLjamQyiyKCvMoobQzM4EF5CGCAx6LezaMQDffwcq
1168037,BRUTALIST MOVEMENT #34,138,56.57003291471102,7,3,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmP3j2DtDjnc6hhH2zcKpWkrrsQJxzTrpNNge5e3ZpPEip,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ony9cMa9aDkEDBQ3im7aPzoD91u5a7tBUmD3pP18UBC7G8YDoi5,ipfs://QmYDxSDUHPpmrj4VTgXBNUxShR6FcNpVRkULpXLTmKv98n,ipfs://QmWiFWYxZcSzUDjQwQh1SN6tj9iAod6AkKriiL7YnFaL2N
1168197,BRUTALIST MOVEMENT #192,138,56.57003291471102,7,3,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmXrDq2UPBkFC61MpJHo9o9jizym7NbqDWVcLr1qkYPw5z,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oobJy3UL9kAMyPTasBuyUKUfNjbtwwraP3LQc6czTTxcANFbNeJ,ipfs://QmQkpvC8eQNRyvnkfSaYk5zYKs88hheJaRpRZ3VnogRt4E,ipfs://QmW6bZgnzcf1nWtddDWd2Xgn36VfdMicJfty9C294DuwWw
1168319,BRUTALIST MOVEMENT #238,138,56.57003291471102,7,3,Tall,Station,Thunder,White,Flame Pea,Steel Blue,QmXJCxfXyVSzjv2EzCCXpHWKhHhxQ7mubdptKg42ttfeJx,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op7VceucbXGnJPVSLiE8fPZYVVahwrajihvQBGSs1hMLtYKRPJH,ipfs://QmTMRZfuyqs7mtB34caEVr63bBtMGxT6vRLpyo6PLR5QuN,ipfs://QmSX5CHXt67vB8BVQeYxwe3bY1EBJL2fkU5U1Je5F3NLEN
1169783,BRUTALIST MOVEMENT #252,141,56.556587949428895,7,3,Tall,Signature Plus,Black,White,Blue,Deep Lemon,QmRNtakQiTNeyCD9Qu9K4qyTVMREpk8b7ouqKAGLtcMwnq,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onuCg29ym3cEGfhSKSLH8u64YJxNyuuzGXZuAPWQRASVpicwvu3,ipfs://Qmdb1mC9ATbKWH1vBXp1TKrUvpUHR199eDF1g6rhjLkph8,ipfs://Qmc6Brb5R3dPZtGENHEcsKHmDsDjdSkRGeTFKpz5QUgCP4
1168013,BRUTALIST MOVEMENT #10,142,56.544493814477605,7,6,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmRwVJR6dwhXTRGiA6eHCqE9ncWztu7u86ZVHep9y14Wgf,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ongGNJ29d1Dkb6W91hD96yVcy1NYEnDQ3fwy7TsFpQgGjbybXAu,ipfs://QmcDu4T2JJboPZWudeoEzczHDbcDSmL3bWxDwtQXPdrSpy,ipfs://QmThQUcG2zxaLsxm5y8rdYbN3Vsx8ri3kL6uDiaz4WJfDg
1168110,BRUTALIST MOVEMENT #107,142,56.544493814477605,7,6,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmWitRgwFS98qaJ9gJhDpaLDQ2YHmESF2uPpqQsTBtLnTk,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opAAzUVNtsLEQ5GRBmnFHeetPmHyiWwRtXzP5d8goVne4ydXQgT,ipfs://QmNoPkUADPqGe2esTSU9aqFMi6SVcB3dxn6rp7YcHVfMCc,ipfs://QmaUh3RXEyc1bjUe6fGgcuPU8VYB6bbwqW4VWdGx9ZtyM5
1168174,BRUTALIST MOVEMENT #169,142,56.544493814477605,7,6,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmXv6bsAdh3u6tTkW9MuhjnNuoC9jMKBpBgzrDW86WQ2j6,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onsh1Xqotvd8mVPxdKhgFhsBBeKAGEy21xoSfS2XMgmHT4ATkhb,ipfs://QmUfgcz4DNvo5xZqUgFHvYbtqMcEyJfNxqw8hLhYXWTUoe,ipfs://QmYctuzQSKx2JCqKh8HnZ8pQoj6cM1c6od1kY6Vdo4V5Jr
1168150,BRUTALIST MOVEMENT #145,145,56.542424825846126,7,4,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmSbw2Q7ELfn13ji9SAX1FzckxwMyGeqp436GPvK5G2mmZ,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooWca2qPjGATnFn2RSkLVxJou4EB2WxmjMuePnaUSBp1UdYKVcY,ipfs://QmVZtEr7QxViBDyrE9aKHUTU5ZidiLY4cH7tp2MYC424D4,ipfs://QmSgXJpLqELYdk4X9xahKhvYkA2XQqK4kCnxd6podmkga6
1168160,BRUTALIST MOVEMENT #155,145,56.542424825846126,7,4,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmPSQ44kHhP9FUSHUCW2uG4hC6GMoa6Kz9GHHFbUb3sSQX,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opHknSKASzExpS6CbyWHRXDA5tk8tpPFE8m8spR9UEHBZ8Q7nyV,ipfs://QmWMAoKs3eFP6ozJWyP95rnLatLJEKuUEPJgcKd2Mvxwjf,ipfs://QmSkBkQZtbRn9D6PzBhVyMH6S86VfwuoYs7AhrS5jciVSt
1168157,BRUTALIST MOVEMENT #152,147,56.364550713481876,7,5,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmSMwAjKXA4icVtUy2F82T6XgHXUQ44sUhKw31KhTS4byT,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oo5ncf2X74AT3MKNmWEWJ4UJCrrtuNPR5bPPKwc8XtKWxenLyTj,ipfs://QmPDS9Q2Ho4uiAAju9X9Uhc6a4a5W5JSYGqkGyLwdc47cH,ipfs://QmQpky5LUUh2URkUCreqZTE4KLF4go6cmJjfKiXxVzqy9A
1168137,BRUTALIST MOVEMENT #133,148,56.347639460825164,7,6,Medium,Signature Plus,Black,Blue,White,Deep Lemon,QmVB4HWtp2jrQMjJWyiJZePsXnrjM1hLVhrUjXSb4LtwfA,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooaScghFehEXExtEB6wmaWrFzxqGx5AuMfRquJeYDzoh1wLFEZ3,ipfs://QmP2XBauTvfM8X9jWYRCQj3AHND4vdA1tP2nNzFkRcHBJA,ipfs://QmV2voG7xMa1wajv31D5sMdmXVDLzeGuUihQ7EEKiLV8Vb
