ID,Name,Rank,Rarity_Score,Attributes,Base Blocks,Height,Palette,Shadow,Sky,Sun,Window,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
1168004,BRUTALIST MOVEMENT #1,149,56.292424825846126,7,7,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmRavUiHANBQoDGBsPtCTRZFfzCKVV1sGk2vww5mqnLis9,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oo6BKuWqDAbVL7QhmbCSwmtxJyBDHxjUprsWapA6xUAJTW9MVkY,ipfs://QmYZfT8RGARNUNpMsQ7pyHSAbz7zMpY8UNbN3FUTNYhwEe,ipfs://QmP5nSNJVnsKZqZ1RjegQAxB2kTrsTtBPu8cfJZezyiPqj
1168020,BRUTALIST MOVEMENT #17,150,56.193835463819255,7,8,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmX9PDUgA7bK2GbrE3sXRkV7n5NxhyGUiRmkteFfp3Eqoy,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opPH8frkmbCa7W9VMaTdcrjFnich27FvCp6rGdboRe7jx8rmsDp,ipfs://QmNvtevS1PADnNLd1DtGMu1LHweCxF68iMaxR2SEVgNPgA,ipfs://QmfDLbJZcKCQomFwQu7QWpqroh91bYM5t72tHKMqoY1C1s
1168165,BRUTALIST MOVEMENT #160,151,56.12962465486026,7,6,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmcazkFffpZWKA1mkypyGz6BxUcCV72kGmNT2puxyJnHR7,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opWvQWTMBNBsTVTaQiba8JJEAVw2RL1sUkAHxfH3PDUVT21uXB3,ipfs://QmWxArkVSpgHf9WreCyamaMeB2NsdnF7kYBHXx4abbfWB9,ipfs://QmS64kN7XJsziF5auU3Mv3VNe5sdH4G19Q51NCNqpS8H4x
1168206,BRUTALIST MOVEMENT #201,152,55.955690131968574,7,3,Tall,Cloud Noir,Black,Vampire Grey,White,Gunsmoke,QmSrsWSB5B3dH5Cxcqd6dHNd8kXtFEUFioGzfNuHqYMfx3,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooP9eHzDyWfZAMeeqqYz4LCHkxNwHVR44BfHhpXHM9VxZTwYewQ,ipfs://QmeHiaGXe52rg53k5HEu1vssBXeqBhZfBL3pMfN99PFePc,ipfs://Qmdu24QdKefcLNFpGXaeyRap2kAJcySWsaoLye6R8Re2ps
1168146,BRUTALIST MOVEMENT #141,153,55.94968155386452,7,5,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmNt1cpudJGVVNJnxLzZh1cLCzouhUMvq7Gg24PGppQqeJ,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooyQjZJrT7LiUmDGgD6UfYvf5cZqDfrX25vqWbhsjkoxA2dPvTX,ipfs://QmU8rhNabRaqFa1LWJo5JgNQawMsgnVZLHRcpig9TtSszW,ipfs://QmXZ5vmE5MosZY9D4rZ5kQpzWUqW5FYHWgrzZbjCH1ApYx
1168127,BRUTALIST MOVEMENT #123,154,55.77896630420191,7,8,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmaGHUpZMDAuVzCKEtncQnKyW5YfApR2rxK4h9fuyJPLVG,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oopDzcwsCeipZkxYhyUpZ248yA5AQLVS7xWPswYhP19tVMztwdu,ipfs://QmbhzLUxn7dmcQijMV8WSwewy4bgPjLuDVHDB4tyJ6YAKU,ipfs://QmNVcdePeDuaRiQsT3t5Ec5uGqtSiCb32bvbGEqUq6Va9t
1168010,BRUTALIST MOVEMENT #7,155,55.45665597663978,7,4,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmUwXurLvUZdY53xiWVAALcgwwARZM7XEcD9twsgFMoPKx,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooGMsbQrQdeZzFRQ7KTVQxoe3cYhFstnb1GXksQuEqf5mLAisYJ,ipfs://Qmca9bN661utucdpx4g6WrM7Sfd18FtecDDyb1ojptHBka,ipfs://QmQgNVDS84q7ZYRov3m5YMqxFXrKiSHPZSwgN2K9L7Jvbt
1168173,BRUTALIST MOVEMENT #168,156,55.20665597663978,7,7,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmYrHfYwZGVDqdZjCTvHJPhYVbrqRxD3iu3vNTXomLcFRX,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooEdCvXionfqcoPxfWUqLpecxCzpzgf4AY7wj2HyiCy48g8AxQD,ipfs://QmcL44Ze6xd7tSKUKj7EJPaCeSzeM6Le9bNPrfXHoaCJF4,ipfs://QmTVxKsh5NPyaiWSZEc82Yvb38dtSbNr92GuSqQSf5swSo
1168335,BRUTALIST MOVEMENT #240,157,55.04178681702242,7,4,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmXDEgbySBHx9P5nuchitgUg13cqPp8Yg5WBR2JJnR4b55,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooSfbrwXiiTkvGkSXYqTKCjb2PuYro1HEGRWh4CE5iKru2gMzbL,ipfs://QmTjJXrfvkgwQewjwgXPkpNdw4dmkrTMfAMnUAZhSMPXv3,ipfs://QmQHBYgZgEA41q1jctongTsNphBRT41e3CKXoiv9zsmM2k
1168028,BRUTALIST MOVEMENT #25,158,55.022672321367885,7,5,Medium,Signature Plus,Black,Deep Lemon,Blue,White,QmXPDVLbJddKd3JwKE9aa7pFktANhexBtFtoxeZJsRnDtd,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op1vCdan4wcSa7nKdehfhWD4aqHjNM12LuJewCQkivy13p4nc3M,ipfs://QmawnN9cDdprwN8inmiVp5djreJcpcxW4hYPf3y5CiLhoa,ipfs://QmdEckR8hzGaZnAJqAsMmi5dc1UhsRP3fyPs4KdEpdNEkD
1168159,BRUTALIST MOVEMENT #154,159,54.86992128276222,7,3,Tall,Signature Plus,Black,White,Deep Lemon,Blue,QmdZFyqK1RWC6PJM9o2LwCy8ywwr1S76YS4bCq9z8nRSMY,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onmvPquUzgvXWzeYeAKKdLk5B5VuTUK5naGet3PkK592WW7tgBF,ipfs://QmbBTjo1avEQ9uhqBfpczx1z43Kto3PKKwKfb2YfMiDNpM,ipfs://QmUXRA97uBbU2b3TJmUSq7JgdM1uPNzUvmyFF8R9jSsDbv
1168104,BRUTALIST MOVEMENT #101,160,54.79178681702242,7,7,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmakR6SUjPJCpCLs7M5iLLZbctK2qd1wm8NCVSfJWVtAK2,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ookuyfyVkR6Z825Ghp2QVqEkqBwE9oQkvqAhsM366JDtBvXDGA1,ipfs://QmU6ZwATRqTjn5JjxiUPQLdaTS5Mxczh6UH43T1fdscXoN,ipfs://QmRcyp2CEFJJorHXfpKKKh51ZrfFxbYua4345XFpKbxLrP
1168142,BRUTALIST MOVEMENT #138,160,54.79178681702242,7,7,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmWVcEGS3r616CLhE4nvZ5TzQoptGPV4EnHXNNnHb7T5BJ,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooV5J5p1oLPVPymoi2SAMzZ7S5akNaYZa9hskPQPHe9RqriydM6,ipfs://QmdxPYBVV3WqdtHX6WjB1KbrKUeX9zqKU3ooz858PMN9TT,ipfs://Qmad9ukGf5U8DejmUnDaLE2GWfdjNX3YpxEWZrEZK1hAxb
1168211,BRUTALIST MOVEMENT #206,160,54.79178681702242,7,7,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmTNAiKCHmEquZve2f2cVFF4KNrLjcgxyRYVUCEKArpHj4,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooYMt95NfR6y4C5LQoGsryJdF7SYqbtcmnQjwGQFqG2HuLdE3fP,ipfs://QmadQHyeyyt38aaDn5Qqrotnra2yvWw9kGD3jK1SQcTuwS,ipfs://QmUbsP7E4er8h7vYTFb4QxDALk7ARXeu8p45i8hQYPQJvz
1168184,BRUTALIST MOVEMENT #179,163,54.67306692910978,7,3,Medium,Signature Plus,Black,Blue,White,Deep Lemon,Qma1BLMCi8b9hoKTgJSohWo42seBaC6pKeVNVjdMRYwz3g,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opQ4sdYmW8MQ37RmxeYPWQoJz7YB9d8zh7oyLrduM2CrotYHmbh,ipfs://QmabABYPV33qhvHuNbhVZMsNbMRJQxqPKWrv4gnZctj6G6,ipfs://QmWHkc4EQCx1S9swivLZDGfPtvwK9vSxWT8YTEiGbRwnks
1168082,BRUTALIST MOVEMENT #79,164,54.45505212314486,7,3,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmfRjnnfcMfWJWZLtkukYPp8BJKFvVVABFSoqz7d8gJv6R,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onjYbL1DGqrfYGSC1Nf2dXt2zmCBFkfwdcUesGvYnzY7gkqXc2p,ipfs://QmSH8MhX5iBx88GbZL7j43XzeBwYQ4cyYYWiTtKQkN4ju3,ipfs://QmTU3Kokx9YJudmvQvkkeGKqpbiyGtbKbMRPQtNnhVVe5c
1169392,BRUTALIST MOVEMENT #251,164,54.45505212314486,7,3,Tall,Cloud Noir,Vampire Grey,Black,Gunsmoke,White,QmbxeF68QSUGFGdu3hiAWPZttBcDqKzroQfjEQgvDuqjnS,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opBLf1dcrV6yepwhSsDSJpJockbfWgwesGmxaFRSbncDkw96JXj,ipfs://QmZxcpcAzoPd6MhK6bAryTWxyd1ah4WTk7MVK5TrYhyxV9,ipfs://Qmc68MxGm3iA6LDPKxrT42PWr7nWhag8ZbNHQpsXevpUZs
1168066,BRUTALIST MOVEMENT #63,166,54.24780366443764,7,6,Medium,Signature,Black,Red,White,Blue,QmTW44uBg14rdkvVpbjiFZh8GYxuqnXQF1hEYGUikspTAQ,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onnzNmYkjeyrXGAqqMm3Wyd7Uuadv4yTqtj2u8g38CW7evjT5Cc,ipfs://QmQNjA2JvbKKF9V5e1EV6WM2xMMBQNLzgRtkU5dbiSRC12,ipfs://QmPAhkwCVfsDwoKyNsheMAm6QNuyh9K2ApgPVAD6aXEbgD
1168235,BRUTALIST MOVEMENT #225,167,54.067860563441904,7,5,Medium,Signature,Black,Red,White,Blue,QmXoUkYBcanaxZWWRqM76Zzr17sZuEjKE9gDQxJ7Ld9PkH,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooz91aC2dc953hS3uJKTMsSNWdVSEjMd4ibFi8yyQMV8ftbXzV7,ipfs://QmSoSxB8b9wLqN9ADP1hosggqPnUtyQLEmgKJgxmpYih84,ipfs://QmdbaxRRZPHGqJdsNx1Z5DLzAqNBY3hagyjFZLV9Cw1z2m
1168164,BRUTALIST MOVEMENT #159,168,53.89714531377929,7,8,Medium,Signature,Black,Red,White,Blue,Qmc2HCKgQM1jaHiEVBXPVspyZDJWUQwYAjw6r3ZuSPe9TB,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opH81Cp8JPEbCrvSAnDbTCMauxFgBxMoyuJgEF8DipbKi4WyCH7,ipfs://Qme2yaiEgf2wzmJmzRpxaH49b8YjiK47kTE72wWn6EWY5e,ipfs://QmdfDmEt4Bvw6R9vm1anSnYt6qC2TfLbPRmtHFG8HvhU7x
1168225,BRUTALIST MOVEMENT #219,169,52.974446546815216,7,5,Tall,Signature Plus,Black,Blue,White,Deep Lemon,QmXj937FdG4FSfbqWSeuzRLpmFhwdCzAtGcv3YMJMt4fLN,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opW7LvQgfmEMrZduwnECn9ZwkKwkQZUZ2r3XEWuqVNu6xZngpEY,ipfs://QmQKYdEtknmo1PTvnkn7ocKmeKvWLeHHgjbed64KCqeCDe,ipfs://QmRppS1g5KGcWyA58wSBvZzHxfQ2RUkviTvnvvXgJHPjZV
1168143,BRUTALIST MOVEMENT #139,170,52.657458264591334,7,5,Medium,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmNVK27v2AxVPRLtb2qhxJ6tcjpiNXp2Aphv5GwFmxMuma,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ootiz7FH7hcCV6DFKqvC7dD7cSfxRApTuc62qFvXiU9F6wFA13N,ipfs://QmWNPeN3V8ycjvRARQ3p8jgRHdg1sLQb531Z1uXwfA9kLn,ipfs://QmSHSAiWxeooeUZKVVgvw8oUCDvSnfGCmJtC6YqoHdV3UB
1168306,BRUTALIST MOVEMENT #236,170,52.657458264591334,7,5,Medium,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmVnSva8JiBehYmLfXuHTK2UqiemDFkQXJJTat47WCtQJR,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opE9eBsicBT5eywSmxbgAkGSvS9MBga587iDpHjf1AM7ykWwHig,ipfs://QmUBiXG9RCLv1YZ3g6WvtpjnMCT2GtXAxXXUtWMtMdF8Lb,ipfs://QmUiidefnkcnWvQtebzkoAEXSEvBDyhFK4h48WQkoSmvRj
1168148,BRUTALIST MOVEMENT #143,172,52.0093656093494,7,6,Tall,Signature Plus,Black,Deep Lemon,Blue,White,QmfAyR59vFpnPw1vFLRdSJvtsX5MLthT7NyChRwh1VcDA1,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooZQGTRXEDZ7X2hyesMxodwMaeak2vQWKbzpHQepc5KoEr3aRic,ipfs://QmUzzTtADsiDZVfGrvDVtRdHtaNHFDZkGqmD2znMN4o5Km,ipfs://QmZuUGuRyhTMbHn866vw2c5gYd9z4HJh3RfsMyZCmfQmBG
1168163,BRUTALIST MOVEMENT #158,173,51.749563527749224,7,4,Medium,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmX2BL7uRwNcXyguu5iQntjibxFuV4Crd1MYiqbMQ9durE,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooAm5YHQZGHWpB42WRJZ2AMUmY6yhXwe5RBLuF7GSn38pWsUpng,ipfs://QmNSRmeXAxxUD45Dp64ZUqpQUDhF2Mf5hYMh6YQDNryv16,ipfs://QmTxcLzz5ZpA16aLooMv33jmKKvF9CB6jzgKy5riPsuQ5Q
1168080,BRUTALIST MOVEMENT #77,174,51.65870725869105,7,8,Tall,Signature Plus,Black,Deep Lemon,Blue,White,Qme8v5ymXq3QR3tD7F69jmMD5aCpk2B9MFdc3gDUNMV5kc,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oodtFHaGhiHjscKbW4da8Va8S8yYdbopWBmFr4Jigj5HBnrVBJM,ipfs://QmPMXyAKtgxZxWJ5z3zvPJN8nyEhK9FnwDTwXpFV86oWo4,ipfs://QmYiSuKgnYewuLdnUsSJJ6yWJMgzr8T6Py55HL1RG81MZZ
1168140,BRUTALIST MOVEMENT #136,174,51.65870725869105,7,8,Tall,Signature Plus,Black,Deep Lemon,Blue,White,QmV3spgspM9Gvj15Y1ZHNv7E96Y8pFHphG2dpH5nArS9Ps,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onqXgwSZw6hHVNtdtoPpVcsZ7xF7rBCyDQhwY1RuNFcgvU58Gzo,ipfs://QmUXkwZdKjXZHr42ysVNkFZRxMkFnfLE6SDyztg7cVWQbN,ipfs://QmRCDqDRveRFAi4bP3yGTa3nxWHKLpt33mk6XWE86UQNi8
1168158,BRUTALIST MOVEMENT #153,174,51.65870725869105,7,8,Tall,Signature Plus,Black,Deep Lemon,Blue,White,QmR4QcTa1H3oSTooNHWXRAhaQDLXg4ygiqJdgA9gK1eSMu,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooGk5K6KLxjhjU5r2h6bPnQbBNDTrgBXS3F3SndqTKfUrzrFqoF,ipfs://QmVzTbZU9347ACPPGMLLRnHfGjZHj18BZMAbQ9gP7x2bNv,ipfs://QmU6xEH5KrS3VbFHFVg2GxmZzUW8i1FFBptNvoAGFszj5M
1168191,BRUTALIST MOVEMENT #186,174,51.65870725869105,7,8,Tall,Signature Plus,Black,Deep Lemon,Blue,White,QmcxYDzFPKpeERjDXWEzkRsQZLc8yWxYwJupmf1HsEKLho,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opQNM9pxoD7cLKNhEQpYmhs5eo8WsGLsgWMyx8kQbFKUQpU92wB,ipfs://QmUTg2kojAY8tEbDnhABFgb8baMM8XbdnLzSght5MDUVvZ,ipfs://QmWnjmQwNm92D2QY8QFgCugkrrkhiemz1HLD3NvHVvFApD
1168120,BRUTALIST MOVEMENT #116,178,50.92152777151157,7,4,Tall,Signature Plus,Black,Deep Lemon,Blue,White,QmZiazkx71bwmj2eWh5zsX5d3tMBXM7YkgqCRBfqmiL11x,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oonowJHKGxpCKpTNZaPrub83ifYZzhx8tHx5feiH2ZBr5fnpfT9,ipfs://QmW2K5x3L3Tvnm9emf7xioPmuHmwm2fw3tUXpMoTvFHEAp,ipfs://QmYWtvaCicFUWDHXBnSTHX23KCXEyfp9MqVNXsbrQFLb6i
1168129,BRUTALIST MOVEMENT #125,179,50.70389550076507,7,8,Tall,Signature,Black,Red,White,Blue,QmZyPzT44QS1apcxtUQVakDQcztZS8c8Wco2nqAHSFruMA,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oo4RRY4vpm1qt1qroidf4T9Yvnq56Nmh2YeQZ1oUPmJjyyRLQ88,ipfs://QmSGscRKXeXc2BRRmZ2XWsCh88UMm4SmDp6JfyYwkPLj2e,ipfs://Qmb9hPwHDMzvVxfXsqm6YaPZ5vTj2chEdcW1EbyxHfUmpH
1168022,BRUTALIST MOVEMENT #19,180,50.33479307763402,7,3,Tall,Signature Plus,Black,Deep Lemon,Blue,White,QmS3qrjhsK4mMWpLBCLeFWfnbDT3777L1kYDJbhTi9B6sV,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opGULoabSj1qQvNyftbKxnTicDJ5VafxmWmXxDJ3xTUHkMHJdgB,ipfs://QmediYb8CFePks1fbf2uyszVpicL3haPjoGfUkdj5oixu2,ipfs://QmNgyeMBQUR3VFCRN3KErtDstaLhccCDynWS1cgSLU2vvx
1168026,BRUTALIST MOVEMENT #23,181,49.71671601358558,7,7,Tall,Signature,Black,Red,White,Blue,QmWKHhfLdYoBuBZuXuMGan5jEdwNsAakNLonMhM9MUqB3o,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooTyPEAxaWcKLQPb1fizZMSekEDkLsSpmmcxoxYWuyePhQuGkJn,ipfs://Qmb82SBvy2kAC9c4HFu9aoAvJdEwyAq7XdReRhxyMo3i8w,ipfs://Qmf2rE4ggdhQecCtF55iNiBc9hsYDjW9r5RwXh8G1MmggL
1168017,BRUTALIST MOVEMENT #14,182,49.64415155257285,7,6,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmVhRS2r3xgAeDzMFrn3FGPabdVcDw2NyvYMcTcLEnJAJb,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oogTruM99DWJpykGxbimJuDutPuT4PLeePJfd3sQdu3XVvWJ2uU,ipfs://QmYwKzdh6wsNhehcvukbAM5HxT3hgQW3mJVCZxnNU4bHuC,ipfs://QmbpnKFvyAkEPAqK1zfMAeqGqqaJUQwyhwFgphbsJE4ohB
1168030,BRUTALIST MOVEMENT #27,182,49.64415155257285,7,6,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmZcdYjcoaoQ4toJNaXAhdPHL6S91J724nx3YXWKecXPoS,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onx1PVHDBSAZh7Y3C6HJy3E9UCTWoPYPyNviBFUkKHMzBFNshpe,ipfs://QmUNEEux1doARskzHor9zcE58rNP8i2zCxtmSSa8uekSAC,ipfs://QmRjEPyjs2eUsRcfYjzfWdEtjeKaJBnVbfSKHUfSz4UUQR
1168187,BRUTALIST MOVEMENT #182,182,49.64415155257285,7,6,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,Qmd9f2v2sMEiQLZCLHfnRdWukphQcL6zjXk89QbGjFud2J,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=op5YZcjzYtkvVUJt2JLpG3Zd2tcuUiHqLmyFR9tYgAnrTx2PE57,ipfs://QmRJHS9DP7tV5GH6vt1hon6gA8ZWRTzGYWDqw7n7E7cmBJ,ipfs://QmRwTNriyxq2Xa5vRdYv4iFH2n6LQRap5g4GVA9dxnuMh4
1168172,BRUTALIST MOVEMENT #167,185,49.46420845157712,7,5,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmPkkHp6NKEigLj3N6K2rfFNXg9yjirkinDUFKvGnqQ7zT,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=oovfk6bPtTvJWugg2vz9MubaU7boXc9M1VBE58k35QPk3weFymF,ipfs://QmYdJMmn6VuvoVLcPuEoDGF9J8kmWtzv1XvxqtoXa8ZWRV,ipfs://QmQfAU9GqzJUvVNtgY3kMGBbXUyNamEZRC3x1hukpYRL1G
1168236,BRUTALIST MOVEMENT #226,186,49.46132468475676,7,6,Tall,Signature,Black,White,Red,Blue,QmYBojVbtyQ8UeZ33U5K1TDzdgG2qQRLY8im1dxAi9w5Ce,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onvbK757GkJpjTz5A5VhS7FTmnbancQmHwmkdxLDayBiU6Ha5M3,ipfs://QmahQEdUEdZJFTqnSne5KgUrR2fnb5weCfWWGKk9exKUJu,ipfs://QmbzmmZScC9CJwvw4dY4vn71rDtuou23EXoMv6GPJXDb1r
1168036,BRUTALIST MOVEMENT #33,187,49.2934932019145,7,8,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmPtwErMVWzX5vZXngw54cxn8UKHAMxruuSphjc2WtSbzj,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=onwZpotxgtAuBRYq1sG81MhQ7wYrn8KLKH7LGza7rRaAN8CDzsw,ipfs://QmVwMgGMVKirHu4z1q7W1Fet77KA86poemVUNL84kmRg6h,ipfs://QmQt1kgKpG6e9wL5kzddKc3b7bCuBbEsqfYM4CjC8zsu5z
1168202,BRUTALIST MOVEMENT #197,187,49.2934932019145,7,8,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmQeCXDasGLLiAED387SGER8NVXRgCZ7XfsU1pERSL7nRM,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ontkB41nUkyUBG8JzmA9PPdKD4NNf1sqPmCosSJ8XMZtt9zhNsJ,ipfs://QmNpST6h3xStzdrYmE4zdpjcy7TaJMGMUFQiPzTJTk3hA8,ipfs://QmSFEnssy51LzsoAFNt2j5RvLnHMN3FdzM95EjYFY9FUqL
1168220,BRUTALIST MOVEMENT #215,187,49.2934932019145,7,8,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,Qmbo7JQoeJx3d3QcGvXEGpCmNh7PUgD11JrQXHHzgGs7PW,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=ooq9vEG2mZmtt3Z3iKFa7o5eDMrdoX5sqRHUZRY8aYzC294ozWM,ipfs://QmPijKocQF7etFYfTpZawU6sabn93idVfBtcaWU4RBFydB,ipfs://QmVtoiMWkZFd37gNcjEpCRR3W8La7rjTiif7ni7xXVK4UB
1168103,BRUTALIST MOVEMENT #100,190,49.11066633409841,7,8,Tall,Signature,Black,White,Red,Blue,QmZqu6gmBJU5BvKvQgJqHp5MNoHyPXBU4i2LR7uJfisUHc,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opSiMU7Wji8MWAzuEX2BBH88WvMuRSzpX4kz6xr1PoZN74cBvF8,ipfs://QmWd37UbWA7k1KvST3LoYosmxLnRHyftnV4DxA9DKq4GDU,ipfs://QmfLAyYgAUrirp8bUF9pwCpSJ1wNSqiuKM4DJZwrpRYw7m
1168039,BRUTALIST MOVEMENT #36,191,48.55631371473502,7,4,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmawwNWEhKgvzbMZNZYwZu5jBHBXGRzx59mGedsao73hp7,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opSfNEAd2v1nVyBq8gDGqNcEwFf8abdjqZzL495fiAdqHc4yYAJ,ipfs://QmSoAGaNSMVHCH1FQRjMcXvVhMBLGWAogA3TYsvMNq4LZS,ipfs://QmV364BVEX1mawNvy8zzLoCc8Pn3YZhBAHtU9mPTgsUjFF
1168076,BRUTALIST MOVEMENT #73,191,48.55631371473502,7,4,Tall,Cloud Noir,Black,Gunsmoke,White,Vampire Grey,QmNVPYb29L73esWZ6RRfGbZXtULi4bA2ApnpATDmEeTSkg,ipfs://QmcjxmS5zZEtTzkAn3VT9NoVJ2PXKbBPi5GgxisfyiWevj?fxhash=opHwv5BQnkotLEiEmFnnu2i239ut9GZvGCrgZrHDjUyhzYF5day,ipfs://QmZgZCJpdNTStUPd1ZuuRf24FTFLJ2VrejAVQ4EFqNB6dR,ipfs://QmUZqy52ayUtyr5meiq9KVYACqSJf1HRwXuUC89EGX9E1d
