ID,Name,Rank,Rarity_Score,Acid,Attributes,Background color,Bubbles?,Color palette,Color variation,Deposit,Discrete division,Discrete turns,Displacement level (0-9),Division angle,Division chances,How are you?,Inverted,Mutation,Pointillism,Spike level (0-9),Stripe level (0-9),Termination chances,Termination threshold,Tinge palette,Turn,You smell,Your hotness 1-10,can I touch the bubble?,ooOo0ooOO?,ooh?,oooh?,you are,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
7433,FXHASH Logo with Features #300,424,60.129820546972844,False,13,None,None,None,very low,high,True,True,None,very high,low,None,False,very high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None,QmRRcWSJxXpARpa6qWtAGMbj1hUvfe2jxccPpTjNvdpvGR,ipfs://QmQUHctHYH6xRrTCQrdK2Z2pGjsMT8rTTKdYrgmZywon91,ipfs://QmNSp3TPZgaxUbyTpXCDHdpbfJZPCRzi6T37KTabtyWjLh,ipfs://QmZNEU775JoHb6Ajhhm4bJqzKdmoDgndd8CmJECkf5aaYS
7400,FXHASH Logo with Features #299,425,60.11319503199858,False,13,None,None,None,very low,very high,True,True,None,very high,low,None,False,low,False,None,None,low,very low,None,low,None,None,None,None,None,None,None,QmYuE3sohWPnAPFv7nA5heydjNf32hHuGPDpnWB8fEEGeH,ipfs://QmUs66p58zKG4FmV3waCYNm64SwpPWT51aXNBpizrXm8h1,ipfs://QmQoLJVW5oKAnQfMcoPcc2je8LjRpWT87m5ieQtVWpeWAa,ipfs://QmaLqjvfJ3HmqSiJA6bqxsrEbtDXKyZn1oBTye5saaJRAt
19884,FXHASH Logo with Features #859,426,60.10731231998189,False,13,None,None,None,very low,very high,False,True,None,low,low,None,False,very high,False,None,None,low,very low,None,low,None,None,None,None,None,None,None,QmdAHfmwEFyztcPz3oq5tQAR7WAjwtYNMytByuQuYqN3Tt,ipfs://QmcLvCqK1v4TgJeroxwrXUjakcdfSn383zkYv1kkZpRgsh,ipfs://Qme1ZJPUXPVDevhtueUqMtqhyLGWb6q6utfyyvog1BFgE7,ipfs://QmZMMFSEqRw9U1zPYZeQeBQj881kn45V3Xm7P5Bbz3Se5p
1527,FXHASH Logo with Features #109,427,60.09982641581407,False,13,None,None,None,very low,high,False,True,None,normal,very low,None,True,low,False,None,None,high,high,None,very low,None,None,None,None,None,None,None,QmNSLCTY1j7mkVFyPPx79mcdJib4J9Z7xbZ8WkdxEFpxs6,ipfs://QmbH1QFyWUjvUw9MdYFF3JujPH461ojFNZZ5mAjizVZKpu,ipfs://QmSdv7aEmD9Qn5XfhBK4rBi9KXyfdtJU1k7ch69EXRVPcn,ipfs://QmUhfbhoG9Vbef2zoxbq17YswAJhuUeCJu6Q6VzojT4v1o
5055,FXHASH Logo with Features #220,428,60.062623287192835,False,13,None,None,None,very low,high,True,False,None,high,very low,None,True,very low,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmRXakTBwLc1H14n9afWcoJMGv1PTSweT4UeS39sQkq5Z7,ipfs://QmUhiGkDkS1KNmPuJKZ8d3YvJ2e2vT5GJJ2V3jygj1yQsS,ipfs://QmVnE5M6y6fmpE9FMyJY21ELaRN3rNBF2e4KbxonpA1BNL,ipfs://QmamwTLwW3rF5XSA6cvnbDetPKZAm3FRMpKovKC6qtWeZR
18587,FXHASH Logo with Features #627,429,60.06198250974814,False,13,None,None,None,very low,very high,True,False,None,normal,low,None,True,normal,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None,QmQpXy2P6jhU3JAV1unodv5QBwRysNzUzMgGZBLvQVjKFV,ipfs://Qme5UHNhKv113uG4YX8KComdy8pRQxVUMoRTYRRdMRPNx9,ipfs://QmdTS1R7DrVAnPWA47T5bED9gc8tSFQ5PrJ3NQ9FiJVZWp,ipfs://QmNs5DBF9x7QW7YXPFQ4UX5qypgSejtGMGaizGsiFLAFa2
19298,FXHASH Logo with Features #734,430,60.028675241466544,False,13,None,None,None,very low,very low,True,False,None,low,low,None,True,high,False,None,None,normal,normal,None,very low,None,None,None,None,None,None,None,QmXt8d3N8j4ZHx1ouef2NCM9Brr5k4bCyTEdGDLzgpvPJ4,ipfs://QmcdFrRdLdFcKcw5Tr8TyPRQpFZjAiMCp9pS3U4n3Re4yv,ipfs://QmRXsALAGNRx7ahpLtAbkprwXciN8Pt2z9pypupmBBECgX,ipfs://QmT78nMJqjReXq4AWkAwy9cW8hBiimMVx5h1u6THhMiSDn
18924,FXHASH Logo with Features #670,431,60.008690823867425,False,13,None,None,None,very low,very high,True,True,None,very low,very low,None,False,low,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None,QmP3UB5JV5y5F8UU6tahYnYXWMfTfxNeKyP1dABKf8XkQ9,ipfs://QmQBQEuihzPtCrEwsLCMp3Bu8sN1Bty8YiWvq1BZg7mBi8,ipfs://Qmdu5SmiYRMRmj7FbxDywihF2xcUgc8jqUicRhMs3KWMLz,ipfs://QmNzTUsHJ4aBFNJQpwV8MEJZnx62FvMD5V6TonAzemBc7M
3332,FXHASH Logo with Features #174,432,60.00353796455559,False,13,None,None,None,very low,very high,False,False,None,very high,normal,None,False,high,False,None,None,very low,very low,None,low,None,None,None,None,None,None,None,QmTqHvYTFc6MvWvjbTdsZa3WGJnxJJqkAoJ1Xv3RRkuf5o,ipfs://Qme1tQyzTZnqHpTr41mhBiEz43XXxHjj6ZQ4GQgJRDMQsg,ipfs://QmaCKwXTF3MmpJG485gg1M3zcDAnmKQLtFNaqip9wouBJo,ipfs://QmbYpUMX8Vf9Fujt1nVeHwYpgjXJ7RqRbs2rkibQVGSnmZ
3870,FXHASH Logo with Features #200,433,59.952155708458875,False,13,None,None,None,very low,normal,True,True,None,normal,very high,None,True,high,False,None,None,very low,normal,None,very low,None,None,None,None,None,None,None,QmdmUhdV9GKHt99gjLkkWV8Cj285BZyiNxN5C544MuULyK,ipfs://QmeHpXEeeS7N5YsSvUL1XFwgxGk8zhp5GvS9U4zVirxq2n,ipfs://QmUsWQB4nC1fE2ixEt31eYaQj7hRVTkDyX7smfMHN3Vwcd,ipfs://QmeEhpDoTH7d14KHdWFcfER6abtMC98M5qjUX4FnBnLkFm
7140,FXHASH Logo with Features #276,434,59.921688587929474,False,13,None,None,None,very low,normal,False,False,None,high,normal,None,True,low,False,None,None,very high,high,None,very low,None,None,None,None,None,None,None,QmekM1VhLszakpepxpA9fNDDKkB2wDPNpkhkytwTig3LeD,ipfs://QmYNWRva39STwoTH4cQRC8fiSn1D2whHZbZQRmqDLUFdTL,ipfs://QmQiLCgPw98TKLbaJbFV7ik31wdsWEtS3AJTM4jHxVSSd8,ipfs://QmWF2dsDENJawJFh1bxmUv8zSqZZvUJUuC3MDtLJuE1svp
246,FXHASH Logo with Features #29,435,59.83967889675421,False,13,None,None,None,very low,very low,False,True,None,very low,high,None,False,very high,False,None,None,very high,very high,None,low,None,None,None,None,None,None,None,QmZZkj2ASFkSj2N3kToAmLn7ar8qiKrSUz1V5PvGMFzMYi,ipfs://QmWzQifpaQzGPxi1sLoPoAN1bmRfrC9PCJyAxiLsneT7sg,ipfs://QmQC4Yc1CbWxCg2tUCaJiknKq1yntstjMrGmPY19jKcazX,ipfs://QmQFaCY1ax2MNwEENxkmAdFYFqVrY5C5vzPQV3f6pi1iVZ
19657,FXHASH Logo with Features #836,436,59.837799871755394,False,13,None,None,None,very low,low,False,False,None,very high,normal,None,False,very high,False,None,None,high,high,None,low,None,None,None,None,None,None,None,Qmefj37MZrytAPuY5XfBgtx95B9bR7inpqA73CMRvoCZAY,ipfs://QmX9ou1zKJwNkbqEQnfimx7wwXoqo8zZkygCZs6dVFd6MZ,ipfs://QmdxAQetasyNHUpo6i937eHCr3CUeAtkvMRSRhgkkiHmoK,ipfs://QmQN54fxMvQFFZQpwtBNErjukwtGogabwMmc7GW9GpL33f
18768,FXHASH Logo with Features #648,437,59.83600174533955,False,13,None,None,None,very low,high,True,False,None,very high,high,None,False,normal,False,None,None,high,very low,None,low,None,None,None,None,None,None,None,QmQ22Md71dZtQjtpiCVTMW1BCh62Y1fRaffrXcMVdERLXV,ipfs://QmZwC6b2u1TKhgyCgdNu7Bj9kZPuygfBZhuH8tspG54t2F,ipfs://QmZy4QhTpbpbcm2dMHQFfwfMLopfdj9JqUYnVho8uPwRRp,ipfs://QmcQ2haAjthhrJ1fzRSayTZFgA44e2B1P7MgwRoYuQMEvZ
7376,FXHASH Logo with Features #295,438,59.8295317267191,False,13,None,None,None,very low,high,False,True,None,high,very high,None,True,high,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmY9qSKsmziVdCu9kSkCgK4m2FVMdNsFCb2xxUimTBDr1u,ipfs://QmQPp3VBVz8yF7mwy6G7EPMV417VnoBoYZRA8jTP4cyVgA,ipfs://QmQyk97yA3VXHd6kWEvv3d7TYNogAbDzHq8KSnNHj631pp,ipfs://QmYQN8wHPKTUXi45CwJM3cHhQa8G61vFKMRve69D3pS85V
2408,FXHASH Logo with Features #153,439,59.82304751485832,False,13,None,None,None,very low,low,False,True,None,normal,very low,None,True,very low,False,None,None,very low,normal,None,very low,None,None,None,None,None,None,None,QmPetQ5AXxrX913muxBh4v8A9qXrsmAgnXMfNuudAHK97G,ipfs://QmWUqPN7TdrJhCfz6ugiNYRdKgKMwDzqMAR5BSJLC39wNW,ipfs://QmXYNsY3bCjMFtHTqT9xbwBruWuhPiiMXeKmAkaeMQpAX2,ipfs://QmbEdVC2PoKwDPTbAFpQhVFXMb8VXdXNGX8y8p3Yydauqi
588,FXHASH Logo with Features #67,440,59.818275384594735,False,13,None,None,None,very low,high,True,True,None,very low,low,None,False,very high,False,None,None,normal,high,None,low,None,None,None,None,None,None,None,QmTZkCBeCXkJcmQS5yq3iQvotQHmZk6Z9XwZMW2QGhXLko,ipfs://QmdHEcPkh1pr6SKC9mT7gQUr9Bs1JH9gn6ZQR3hNU5XGqW,ipfs://QmRSSiM76489Rj234a84uBZnjwqQ7DvNsfL3AQKKPou8Vq,ipfs://QmeaqfjNXHMSRdmN2Y5WRH55hEXNmz8Va389BKwDeRjxwZ
3664,FXHASH Logo with Features #185,441,59.8134381077143,False,13,None,None,None,very low,high,True,True,None,normal,very high,None,True,normal,False,None,None,high,normal,None,very low,None,None,None,None,None,None,None,QmTGav7uhxq1Rf6Y2hMjCbj2n7hB9DtZfndbTW1UH43PoH,ipfs://QmZXrzTU3jcUbAUneHb19zYixkqkw7SCLwL3EkNQu1xZex,ipfs://Qmf1N4d8ZnAAKzdtDjhfAvZ1Mg7gKK6XJXjbs6Eoo5LpqU,ipfs://QmccoQDQpsh2r1JbicTkwhYVQ7yfaKGqkbA9ibgcuXw9U7
10664,FXHASH Logo with Features #359,442,59.77877505545831,False,13,None,None,None,very low,high,True,False,None,high,low,None,True,high,False,None,None,low,high,None,very low,None,None,None,None,None,None,None,QmNxzBSPFc8PRBoZ54P76NUZKj5ehdxx6fyoA19oXaXCdF,ipfs://QmdwMvCzN7pRGAX4LTguwKmPkG9p3HktWDYTNvL3xWJ3jG,ipfs://QmVJHSg6PHyT5yzJgqPd3oVLRscr4e9vfhcWKjJ7ccyiSJ,ipfs://Qmbu5qbkwb68NbkJXXfuCBZZxabT8HLYQnUAhB7ordPjDA
1254,FXHASH Logo with Features #97,443,59.77143451212792,False,13,None,None,None,very low,very high,True,True,None,very high,very high,None,False,high,False,None,None,high,very low,None,low,None,None,None,None,None,None,None,QmPxqPsaa6QCxGCBrkoiMKfXGV2HazkXMrLATou8KfmVhZ,ipfs://Qmc2gSvsMCF1Byx3CfTeL7o2qXWvM8ezHY3RjJiZAwEfCR,ipfs://QmU6QgQVyRguebNLscVRhm92nZt59A3WQ4zAorg7MDfVBc,ipfs://QmP9o3tm4xWyiDnRQvPQvabmid8RJAsyifCLvMzYWpmTqh
20161,FXHASH Logo with Features #918,444,59.7351360953549,False,13,None,None,None,very low,low,True,False,None,low,high,None,False,very high,False,None,None,low,low,None,low,None,None,None,None,None,None,None,QmdXFJDhMUSfocGpDyLxbiy3xVzQC2YDxipqdB2gpaz3LK,ipfs://QmfLL3SDdGWmbZvJMNQDPRoFKxQaQGo2L9ZtxHgEBwNWh4,ipfs://QmVLjxeo4sjxqvfqtcKo7y5havZoLmPGU3inEQPRW2Jbev,ipfs://QmQKFUXyybNFW2vMskutTdP7Tppu2ux9BdL3tosnMTTh1Z
15839,FXHASH Logo with Features #512,445,59.7199190739362,False,13,None,None,None,very low,low,False,True,None,very low,very low,None,False,very low,False,None,None,very low,very low,None,low,None,None,None,None,None,None,None,Qmcz8kRQ3xhNRp42HJXxSaZGqstqcavwPvYQUv5itagFAw,ipfs://QmYiPe1RqaEgzqfitbRV7EUJtqLTkx8x5trX5324u5TqcE,ipfs://QmNSdwJhFGPRgqsPwtvknUggK3TiyHZeaWyHV68ZHBwdbq,ipfs://QmbnMPm74a1XAeahvNMXGtVKcXyr5yjsrFmBTUL4tnsqBB
3636,FXHASH Logo with Features #182,446,59.71984979526648,False,13,None,None,None,very low,high,False,False,None,low,high,None,False,very high,False,None,None,low,high,None,low,None,None,None,None,None,None,None,QmbCT7KmdBM4fdkmXiCEdAYrvaYUn5AqHyuS4hUnyTNBjp,ipfs://QmdRtcUcrjw7nP8RdK5w6W7oeuwpe1iLTaBfanf9xCFywT,ipfs://QmdmXAC1FopoDxEAL4hdr2ZUGhsM4rogho2XoDQcUG25BR,ipfs://QmUdysEvEJE1paDgJ1ZgLCVYN3jCQ3tVkGJe91mLqT9zwg
19054,FXHASH Logo with Features #694,447,59.69243946083704,False,13,None,None,None,very low,low,False,False,None,very low,high,None,False,very low,False,None,None,low,very low,None,low,None,None,None,None,None,None,None,QmXcoTGoF9pocx1YFrbrSk3fD7koLkRSFsfGjBwCVntrk7,ipfs://QmdrmFGVRYCBfNBVj72EQAdrctU6JB528RP3DQBZqntsJr,ipfs://QmQAdPZRxSbKE2LfbpYbCa6JY7Sm4DgQ4y7ky2iaNKRdZP,ipfs://QmcpbfShstiBh7KKe1HBQYqSmCxwa9LbTsJwfHsSHATPqM
7613,FXHASH Logo with Features #307,448,59.666494398032825,False,13,None,None,None,very low,very high,True,False,None,high,very high,None,False,very high,False,None,None,very low,high,None,low,None,None,None,None,None,None,None,QmSWBDbxddieoHpdXTgdubSYJrsUaYbw8AokuffvTLiXmg,ipfs://QmNLxVtYrHYPxcS85YyH9CLtL7WQbANCA9jgz59G4JaD5w,ipfs://QmVMxAun9gnBKfFyu1jEirN8uYTZpwovUf5PUTnZQDkdmD,ipfs://QmWnbV9g1WKaExPmvJjDvdzXdWMG9hkcaVyY6B8vuz8qbd
20455,FXHASH Logo with Features #967,449,59.666222956924486,False,13,None,None,None,very low,very high,False,False,None,normal,very low,None,True,very low,False,None,None,normal,low,None,very low,None,None,None,None,None,None,None,QmV3fCAg3R7rPZfqY6ShQbjM4fFUxoQDYdXgq3cPVScE3n,ipfs://QmRDWQkY1eohitth7m2xvgT1qz9dBihGi6ndSSFxFncPQN,ipfs://QmSN5ZW4ZsVfJiQ3GKbFM1vg5Q8Bi6oAxpNaHSB6R6fDH7,ipfs://QmShLSRjM5AXwqx16ok7qtR2EPg8onwrBJvUBQbUqDnqMW
13700,FXHASH Logo with Features #432,450,59.64252388134219,False,13,None,None,None,very low,high,False,False,None,very high,low,None,False,high,False,None,None,high,very low,None,low,None,None,None,None,None,None,None,QmThteBZfNXo5GdFi8SXS5iUE3dRgx5W5Rribz8p7qjAPg,ipfs://QmWqccaw1Q7UtSHCf8GW5ZfZz7TSxsL4iyazf8Dyoh6vWA,ipfs://QmP3TUfdrByAmuAUuf67gxrvMgqGyFYk8fUTagvV8cxRDK,ipfs://QmZ6dNdehy9xmDo9QBonaYU9nUvW33gU1XqcXycTb3cNjs
5974,FXHASH Logo with Features #240,451,59.63526754896253,False,13,None,None,None,very low,very low,True,False,None,normal,normal,None,True,very low,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None,QmPRoqwT3vBF8MraG2GSNJmPJeXVyvjWxNaVxvJPwySSqU,ipfs://QmQHHV7YtpHcmERi68RBNuLoUs1swBrVQQWc97wbbrBkwk,ipfs://QmPqNsfYTwUGKMR7qeGPMmYzwhNB9VBJZcQft62MLFjCjX,ipfs://QmVWA6LDT7hXGgTRbvf7pqZeQopVrPfr13bKG8ZYV7rKju
19606,FXHASH Logo with Features #826,452,59.617391729307066,False,13,None,None,None,very low,very high,False,True,None,very high,low,None,False,very low,False,None,None,low,very low,None,low,None,None,None,None,None,None,None,QmTCqACnDxDXZFVzPPGC3De3mWW5oTWXCb73g2C5XZJufs,ipfs://QmRqYvVRdCt1Unf6ejuQot5inz9hotLbR8YJWFq1jomN8h,ipfs://QmNeFDMHnkZMvFQqYQUqyUTMgjGf668quFCCkbGpTfxWao,ipfs://QmfEWvd6GazemxuGRiy5nFbrVWfjsQAw8EGtMNy7AbpDJo
19649,FXHASH Logo with Features #833,453,59.60092765480645,False,13,None,None,None,very low,low,False,False,None,low,high,None,False,low,False,None,None,low,very low,None,low,None,None,None,None,None,None,None,QmbnbLbiiY2ihnQPvrpKDQ5JVbmhvYrXGptZS5zuZmACFK,ipfs://QmPsqzUSkCGAQQuWBGgEYzKtKoCjd5kZ2PzStfobkFDtZU,ipfs://QmdUw13EkoEZN2hJXtAWa7srkpSV73HrFDiMYR6yApAzQs,ipfs://Qmaujg4m9H44C3mHnYQYYRSmpcCAEgPQ757wBgmgq972Z2
1803,FXHASH Logo with Features #118,454,59.599856236372275,False,13,None,None,None,very low,high,True,False,None,high,high,None,False,very high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None,QmbbvDho9QR35CN5gMHBgvUVyPQzFZiKJWaDWmC9gAyDQ9,ipfs://QmQaLS77P6FNnwyfAfMdCd2trvymrtEAksByqwqqxc9j6k,ipfs://QmbddxemB2N6Qdv5GuFVPRicaNShWWrkhAJrccVoN6TxNb,ipfs://QmaCYKhZ47Pjeeobf8nQLt8UATRAf5ixxW6YpL4WnN3cXE
9635,FXHASH Logo with Features #339,455,59.58983874929397,False,13,None,None,None,very low,normal,True,False,None,high,normal,None,False,very high,False,None,None,very low,low,None,low,None,None,None,None,None,None,None,QmXM24Ra82Li7n3uoQCE6ijtGy9sMiCGntmGAMfoi6aJew,ipfs://QmPL5iWwwoDVjYPbwz6as2PRWah7nQUcvcMzipnscGbnmf,ipfs://QmXTHeuH6tLcBGyMNELbCWftA9Vuhzgrf3QpojQqg5MNZd,ipfs://QmSFXXBtn3RNgYfDUJP6NbWRikD8rzqmqYNg8HZFEEv3Qy
19520,FXHASH Logo with Features #810,456,59.58476212903264,False,13,None,None,None,very low,very high,False,False,None,low,very high,None,False,very high,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None,QmbjXi9qWNeA1KckZYYr6Lm4JDc76em1zN5X1ptikRwQWE,ipfs://QmQQfKm9zhcN4MVfDZ5nkS7iggf5fQxbkFR4gCSc4PL2mx,ipfs://QmeAPputc8vcRrn1ejPahsTtUCfGPnt15SkwjYZLfqLj7B,ipfs://QmRdpM1wJXsE5rUMoQNAHeXdpwg2uhH73NEb91fj33BXu8
9355,FXHASH Logo with Features #336,457,59.584413730021765,False,13,None,None,None,very low,normal,False,False,None,very low,very high,None,False,very low,False,None,None,high,very low,None,low,None,None,None,None,None,None,None,QmVB9DRhG22Z8jJ6JDusekJSXqPptSBLamkzgH5tmDrnum,ipfs://QmbhqcozwKrkWHZDKNzcj79df1EiTq3kwwc1mvLaQcmYcF,ipfs://QmNdZcBZ5xs8346qsirRBZKiQn9fGFgwXwpi9qqiqdJ7Z4,ipfs://QmPhkEJQTUL5iTMzGQbDPTYnMq3VqZhMSJhWUvhHEEsLAL
20641,FXHASH Logo with Features #999,458,59.58002366254753,False,13,None,None,None,very low,normal,True,False,None,very low,very high,None,False,high,False,None,None,high,very low,None,low,None,None,None,None,None,None,None,QmVTATKUGh1bbcLZoXDqmihqbLYGPvjiSDdLKJguMfwfAp,ipfs://QmTz87C116yEyijegHXrmUxxrHz5pS6TTpBw6ULEz3o6ux,ipfs://QmNhTCaAYpxdyb1UnEMML7YJf4ETMaP6bD3kj2E7UP2gfG,ipfs://QmTLWV8dKW8jXQ64PNfTghSpzxvtuPsA1NUZiD35mr9Gmd
17854,FXHASH Logo with Features #579,459,59.5670675220968,False,13,None,None,None,very low,low,True,True,None,high,low,None,True,normal,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmRCvbqRSJyyR6BVAi4CSjXgXhte1gYCBw5jhMTc8N8Kos,ipfs://Qmbo9EcXNZHV8mNMvx8ebHKXuKaTFHRoQ7CzeXzujjeKTv,ipfs://QmS1tgK331M7rvrDxGyuS2DMjurF8gJ9Thji6qYmKHKTWf,ipfs://QmTAvC5j3Zkv4czRwKyaZtJa4VrPDULfJvuVLPMMN8pyXe
13065,FXHASH Logo with Features #416,460,59.554681767998815,False,13,None,None,None,very low,normal,True,True,None,normal,low,None,True,very low,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None,QmPQDWu8DifNRBhFt24mjWEAHyhQdJW8nbJva8H1i9LBwk,ipfs://QmYyxqZ78ZcE8cXaSq8SYDEE2cyYbt5dyz8kLN3p5RWYhz,ipfs://QmRAzwhA92SBbqyVfb8Wcwvaix7hMX6oDAcCtno3tNMTNW,ipfs://QmeQajM8gTcDafLL6vbXm6HpNpc8z8PzLv2tj9UtHEhbJx
13820,FXHASH Logo with Features #440,461,59.53624126263885,False,13,None,None,None,very low,normal,False,True,None,high,very high,None,True,high,False,None,None,very high,normal,None,very low,None,None,None,None,None,None,None,QmeJjqTYBpQobtXUmJDnL7AAToKkswg4Bg2s3DgQThY2q5,ipfs://QmbuVJAYgUYPMzW2AHRa5GkVbubPj2gARVhZUHyFfQ2Av9,ipfs://QmV18D1B6XZYtAVJkStH6KXnzLsxiavNDkizFfG6WZR8PT,ipfs://QmXFRRv2jU12KfpeWFvN5Hh1YSoY99rEJVzYJXMguwpcZC
19893,FXHASH Logo with Features #863,462,59.52626207507365,False,13,None,None,None,very low,very high,False,True,None,very low,normal,None,False,low,False,None,None,low,normal,None,low,None,None,None,None,None,None,None,QmTiaPWTbpJPvTQqVEMZ276fttFbSxznyDkxqKjRvaoU7w,ipfs://QmVmTkvaXujbc6xRJSswWwNB6vhfevP6xwnHbYJoYyF7xu,ipfs://QmVeK8rWnW17nsoAnCnfEw7vygVTyuoRmPv26DYnMS1uTg,ipfs://QmTuNeU2REjXZbfAm38GbbMJUDCVdu4p6porrGRjysVqzn
11027,FXHASH Logo with Features #375,463,59.512645684923875,False,13,None,None,None,very low,very high,False,True,None,high,normal,None,True,high,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None,Qmchk8X5TU3PG4Z6EPGupqA4KCHsrXJcSK8qKcLD6BTAve,ipfs://QmNRgpkJ5LGHVTwzypGREnfDv2k4dD9TNwKva7kuvqUbKC,ipfs://QmT7dLq6LKCf5sJwdmv8sUsR2c8KFdxop1Chm31bqKfXoz,ipfs://QmeKSBXLjMgG6dXfwhCxnvfeCdQEw1XFUUY2skMdc8kfGa
7378,FXHASH Logo with Features #296,464,59.50646474034433,False,13,None,None,None,very low,low,False,False,None,normal,high,None,True,normal,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmT9jnQmHg7exw9WnxsS5icqedQjohHyVMKRN8kPJjosdn,ipfs://QmPFaVQCnMwi7a3v1Z4oRDE2DEp9N3BFpvuNZTLTvbW4qi,ipfs://QmWBkxqBSsBN8VK6naG6Funpen3wbFA5ZDLwGBwh1mdYwE,ipfs://QmYVHD9soFtnDcnFuWQuXFgdX2t2yxQBF8criJtMDJ1JoD
14671,FXHASH Logo with Features #472,465,59.50359648385255,False,13,None,None,None,very low,normal,False,False,None,very high,very low,None,False,very high,False,None,None,normal,high,None,low,None,None,None,None,None,None,None,QmQUzKhoEsJVe94j5AhyZGSVnC4zBmknNtnPBseABiGtKx,ipfs://QmZawQ3GthNmzUG5SWSQLy1rsg2AnGjwAF2BtLReW95KAx,ipfs://Qme7H7HD4SgfuL8rG173DPj2vG61Ejif1aQNpTnqrTYxSq,ipfs://QmWGudaTuAwcL4uiQhPgAXUjCBh57WLsuAoFbX2YJX8Zov
20041,FXHASH Logo with Features #894,466,59.498589095262155,False,13,None,None,None,very low,low,True,True,None,normal,very low,None,False,very high,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None,QmWDvc79HTBENyfAcWfDATCqfGd3kctPLTQctb17CwQAi9,ipfs://Qmf56CN75vpiGm4N7v2nkok9fSuQySyxjGjhPPfN6ixVq9,ipfs://QmRM8G76X2MdDUdHLJoiptDDhTuj5ctJUHPSXPb889GeFC,ipfs://QmQD3ez7nrXL9VgA9sEKJLgarbNq2nbRS9KZDkD58onqFX
11315,FXHASH Logo with Features #380,467,59.49405821266349,False,13,None,None,None,very low,very low,False,False,None,very high,low,None,False,high,False,None,None,normal,very low,None,low,None,None,None,None,None,None,None,QmXWJDP6y6ECKnvxtRFNKkE3t3gKjBmZsnoWqMXGpaNjZK,ipfs://QmUc1EQAazq5dnpNiFPVmaaukZorAWX1DdiA9xuVaHnwuH,ipfs://QmfFmVA532AwvaRWd3kwUaNhKybVSSDY7eQN8Eem1cDywN,ipfs://QmbkDQZiTciCzVWEwigwQkqvmMgK4QfDPSugAuZ32AUU7d
1481,FXHASH Logo with Features #105,468,59.4577909527118,False,13,None,None,None,very low,high,True,False,None,high,very low,None,True,normal,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None,QmWHjCskHiU1mAwUdCDAaiDucCgVXdicarnivA3rDwvuFt,ipfs://QmPc2PVM8zasfnD88VttnDFrk6UJWFbYFA7mJfSBC6pM7Q,ipfs://QmQoj5R47X8jaBDTY2MERfNdwKXj2kCWXP9aCzauigB5VH,ipfs://QmPCG7t4XwwCL912tqU5EV4x6KzSzZuLSNkrcbRUu96AHz
19788,FXHASH Logo with Features #846,469,59.455400314794254,False,13,None,None,None,very low,very high,False,True,None,high,very high,None,False,very high,False,None,None,high,low,None,low,None,None,None,None,None,None,None,Qmarb6b5muTXkGT9eGs24CozXpTv4ounNDKKaMCMsyoVd3,ipfs://QmXKM1Rb3yuT12W55SyKvcpJ2VtpJhcSuV47VWaK7mv3VM,ipfs://QmcL5sSHoNpCJDC2jpBbFgkqd5S5C1XTqpBqfLu7qqGv75,ipfs://QmfEn2QfhEqA7bvnTcZN7w6qf55VBECJpCmosTeg9W7Esq
11799,FXHASH Logo with Features #389,470,59.448412786724795,False,13,None,None,None,very low,normal,True,False,None,low,normal,None,True,very low,False,None,None,normal,very high,None,very low,None,None,None,None,None,None,None,QmT7mtXY186E76Ug11WWSxEdqDQpDkEAFymHAxe3PecKvt,ipfs://Qmad2cD8MY4ZYfJNGdqfhN7DzmLQU47xUa9ZYAGZvgPyir,ipfs://QmYWDH1WDFj5Qua9Pn8m3wxi2TzHikDaoo2qKNVums47Sf,ipfs://QmUAvK9tiqGtjoSN5ESP4SdJLsedGaAUdWz6ryc4dD62sa
15594,FXHASH Logo with Features #502,471,59.43343433019975,False,13,None,None,None,very low,low,True,False,None,normal,low,None,True,normal,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None,QmQxSBMBdErX95rCvc9WPingjLpXmKZsiHytL91cYgGGYR,ipfs://QmX1iiJYEVG9RxeXBc7fdMMKrpbH9PqPvEKzEdeSiehg3c,ipfs://QmY9wCnvPHQn67hLY2jmWQsg4z2tf7ehngfZRwyq9FJgjY,ipfs://QmScfQSLhJiF4xfz1BsmWqzo3BHk5kSLfuePhMWdYMD4Av
