ID,Name,Rank,Rarity_Score,Acid,Attributes,Background color,Bubbles?,Color palette,Color variation,Deposit,Discrete division,Discrete turns,Displacement level (0-9),Division angle,Division chances,How are you?,Inverted,Mutation,Pointillism,Spike level (0-9),Stripe level (0-9),Termination chances,Termination threshold,Tinge palette,Turn,You smell,Your hotness 1-10,can I touch the bubble?,ooOo0ooOO?,ooh?,oooh?,you are,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
2230,FXHASH Logo with Features #138,145,75.309474141647,False,13,None,None,None,very low,very high,False,True,None,very high,normal,None,False,very high,False,None,None,low,very low,None,high,None,None,None,None,None,None,None,QmazFP7hfYXNauxCoAZcfdTPHe5kh8XEdx7gA1P9LzHkgp,ipfs://QmS99QHkf3unpJvZG5r1e57prsu5yTiEW1HPLJWMhJbVg3,ipfs://QmQeBJBe8bPF8JX7wgNo7hrU9PWqtHD4dL8KHmtcCR9MRi,ipfs://QmPENUJL4HjALPU5GXEGKezZ5NsqnCD5jeQoL2nmcTukSx
19701,FXHASH Logo with Features #839,146,75.11400466592009,False,13,None,None,None,low,very low,False,False,None,very low,low,None,False,very high,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None,QmNMNwU5fzmg5YzP4i3qLzxuCAmDdyk2sKFnENYK35wVwG,ipfs://Qmcj8eRqg2roUFFe9UBTjDkuZVdtB5vpdce5zqdcrhG4Fm,ipfs://QmeSfShdbgDkffQnVTLtrNNknAJNPkmECvcLzay1VeMSKP,ipfs://QmQ3LYD7CPi1BZ1SaoVm4EW2SbbLkd91wG8HnmYaNS2z6i
17038,FXHASH Logo with Features #533,147,74.88801096430758,False,13,None,None,None,low,low,False,False,None,normal,high,None,True,high,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmPnrgXztesupyBHTAc7vnkdcYRepfPaYpT2bKowuetQsh,ipfs://QmWYfo6XMxSoEn5e5Bb3xEwULdB2RpC6wU5tL3Bd5CmviG,ipfs://QmZdAMz49q1LXPDJ2bW6khSknickdhiYVSR5ESqnopksdT,ipfs://QmUottB5iejutpB87gpxPyBcHztByiTkrem5ZizRYuswLJ
343,FXHASH Logo with Features #41,148,74.67024724234012,False,13,None,None,None,low,very high,True,True,None,very high,very high,None,False,very high,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None,QmVRtj4HeBpxocv9g297hFoC3y4vxQLYkFP8gRJ2KAGwb7,ipfs://QmXGLf5ktuGqeb81aUvXfyCRqdLJaNyi6F8o5NtBfsD6Nj,ipfs://QmaaekMjYCDQL1cZUHwb1wkTqa4hnvPCDEWYnc4LfDMpob,ipfs://QmY4RgkAmEfAhPRiFE3NzTTqhaAJymMoJrvwpzCz4UH9EB
12664,FXHASH Logo with Features #409,149,74.54487751468527,False,13,None,None,None,low,very high,True,False,None,high,normal,None,True,very low,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmSiZZuh6K4qsNpzGquTBVZZViiD1SEy6HNvQJ1z9wVtCY,ipfs://QmUB9KdckqLHEh7uZmkyXH1GRgCBEnopdMV663GpCgWkso,ipfs://QmWYqZ6sUpB6d7KA2HHTuwSbCgVB2ED7kM2Ppy132TAc7s,ipfs://QmR2yfWoBkGFGmoEbzVBcV4VcAtqQEMZ7QJZTpPcfv5HDA
18265,FXHASH Logo with Features #611,150,74.2341184878995,False,13,None,None,None,very low,very high,True,False,None,very high,normal,None,False,high,False,None,None,very high,very low,None,high,None,None,None,None,None,None,None,QmXqoGK3jedvAJyscw4L9dXVWZnGSUV8vf1mxSu2Q1Wax6,ipfs://QmZwCqotRjmYf2YkJhgURTt7dSYST8dtZmEU8i2CcVdCEp,ipfs://QmTeNwvKeJvncF1ZAz6sbjsNLQLYrgMTRpddxMKwQYLGnc,ipfs://QmRfdNxZcngc19GSN5h4EMVKxAonzGxF3nNZFhmAevnp5D
20410,FXHASH Logo with Features #962,151,74.11128519299164,False,13,None,None,None,very low,very low,False,True,None,low,very low,None,False,low,False,None,None,very high,very low,None,high,None,None,None,None,None,None,None,QmSdTxb38dgsEcbiWj9gtU7g8wUUjeB3zBQT4J4FXxFu7o,ipfs://QmU2RQT9NqdBdULVs1cAPuRuvW2Q1Tdvm35pLTArek7edM,ipfs://QmcGkNjyCyk88BsTBDjUh2hKDZY4T1vPz3QxApLmHDH7Ea,ipfs://QmPkWCC74UaJZGL5KKbTrcSmULXNKHTaAj8eJCvowrepBL
20369,FXHASH Logo with Features #954,152,74.09055927316255,False,13,None,None,None,low,low,False,False,None,high,very low,None,True,high,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmbfX3bfPWHQ3kqUMMj55UhKVS5wrXHZSAhmPuzkxSGnrP,ipfs://QmQFfGqputTSULP1vxcYCJUYWCiH67NpvnW7JWCPHysbBT,ipfs://QmUq2WDLVzG78nGrU8CVom6r9xLsjD7QvuFA3aXBDh18pv,ipfs://QmfX6GP32QYCGdScrytvYZAdf9eJ9Pbn5xkDYepKgfCTBE
163,FXHASH Logo with Features #20,153,74.0868008073076,False,13,None,None,None,low,normal,False,False,None,low,low,None,False,normal,False,None,None,very low,very low,None,low,None,None,None,None,None,None,None,QmUccoMxTYBTprNM4TzNcgm8KZbwSRCMD3DH92zi5ZRUW7,ipfs://QmNfxMC1FqeYrmi7stXF4PPJjgQNw8wkd1mJBpJsMbHWBn,ipfs://QmVkYm1k9BzCpGkr3q4ofhMBHarGkwiAjDWb6vzTZCsVYm,ipfs://QmNkUjoq5YVb7GhJRfhx8wJkhQQnVGkQKB7pgHBzQ6DzA1
3903,FXHASH Logo with Features #202,154,74.0288035959314,False,13,None,None,None,low,high,False,False,None,high,very high,None,False,low,False,None,None,low,low,None,low,None,None,None,None,None,None,None,Qme4XMg6qzzZJc1qRpfqs9VZKbnUCPZv7uGNrZjxazPWuy,ipfs://QmNjRTToxJDJGmoDvzwDoCQbRBMADVPtwVw7dHs8avqwLY,ipfs://QmXXh7hR6pEmUp2FkgDk4oM1vu6QKQWQdtxDKRUMyxbgLz,ipfs://QmXH3FqpPBgWY2qMV2KUVaZhhPomzp48K1qoiogKcTqHFW
15300,FXHASH Logo with Features #491,155,73.94365673791584,False,13,None,None,None,very low,very high,True,True,None,high,low,None,False,very high,False,None,None,low,low,None,high,None,None,None,None,None,None,None,QmXYHokMmiZetEp25Rj7y5jgvMB9FczWsbft4AuAvFcfHN,ipfs://QmbX379FfVxwznVhA3ERfuXHgySnSQP83mFiC533S3a1tZ,ipfs://QmfCywC8hpQ3RGxt6BZ7d2uR2n2agKQvVbj9dTfywaMrHq,ipfs://QmXsrtsZLPTVtf3GgvZsJPDdhzqx3UBXfdGSvoaWaWWc9V
13109,FXHASH Logo with Features #417,156,73.93402501268271,False,13,None,None,None,very low,very low,False,True,None,high,very high,None,False,very high,False,None,None,low,high,None,high,None,None,None,None,None,None,None,QmbBTPNc9kHsvXuhHSNRmUZE6bmKiyLZcFp3kJKabtvsJt,ipfs://QmVMkMua1ihbNmMX8CZJg5NDVRv12HHTUKTewdVYPuBHgz,ipfs://QmYRdvcj9cVQW8jG7EcWmMigbZdm1uW21yBdBo7GUwVMbt,ipfs://QmPFTzcSju6RKaFmTdQvuQTmYHT4Mw2S6gUaJP2vTLsQPS
3807,FXHASH Logo with Features #192,157,73.87413557628324,False,13,None,None,None,very low,high,True,False,None,very low,low,None,False,high,False,None,None,very low,high,None,high,None,None,None,None,None,None,None,QmYog7ZnQ27c4zhCE1rDw1Um1emnGXzha8hyLHVoBdTksk,ipfs://QmSdWvufWpsFtwWQq1ygWJSimHigrQLG368YqGVu95NLt4,ipfs://QmZG8VeTZWEXzKtX7n2eFkHbkQJ2wnnjXJA8r73TxXF4LZ,ipfs://QmSSvik3VkprKsCVgXJWiDoth64GDrzi9NaF7htC4oZu5d
10790,FXHASH Logo with Features #363,158,73.81535887700358,False,13,None,None,None,very low,high,True,True,None,very low,very low,None,False,low,False,None,None,normal,high,None,high,None,None,None,None,None,None,None,QmdzFo9RZyi7yPeGJhr1SimJqSECHoVw81vdVri5ScGzA3,ipfs://QmXES8RtSiFiwzCgeQ6jJmoQj42e3cPrakJjFuLc5WQxH1,ipfs://QmQnf3sKocPY62Tt2KPXAgWxXjr5iXoqDKHGH7jrLyN9dh,ipfs://QmSyCANzAjg2mBtaiRSMdp8UMVAoPnpXSfCuEZSRb8qbLz
16313,FXHASH Logo with Features #520,159,73.76284911233864,False,13,None,None,None,low,very low,False,True,None,normal,very high,None,False,low,False,None,None,low,high,None,low,None,None,None,None,None,None,None,QmeyULLt6pop51jSdKWsDFG484FmDS8ycjMXwbaNdANDHw,ipfs://QmZzZEJBEx1xXLBYUvjR3f21o295eNaKsv1gdMkYH5AwKg,ipfs://QmdcX8Sj3f9N2F4EmNidtdXaKJDc6RVQwSEauJoKNFv5Jb,ipfs://QmXEp8TUkQFvAthBdC13mjbqndVTwKPAkjcPRgTYnbGZds
6897,FXHASH Logo with Features #271,160,73.72663836335215,False,13,None,None,None,very low,very low,False,False,None,very low,very low,None,False,very low,False,None,None,low,normal,None,high,None,None,None,None,None,None,None,QmVGZuy3u5b3Ujw8XXQQUiKffungcuoYSY8JLE7Kv6Q1e3,ipfs://QmYebCf83MXJkARv9ooS3Ai3ttpHwLok3SQbWaoJr2tZPu,ipfs://QmexDSq6gGpsW2TfbKccx2kthf4CdL8kaFs4viGDTXcH7C,ipfs://QmUEUPDPKxV7t9URVQmBNjJn3rYqsa4kXxwAnxjBaBrDVD
2148,FXHASH Logo with Features #132,161,73.69429840848717,False,13,None,None,None,very low,low,False,True,None,very low,very low,None,False,low,False,None,None,normal,low,None,high,None,None,None,None,None,None,None,Qmf7982cJUECnH5NGBMSFH7jRxhfHJ5CjriSCzgMjYYM3g,ipfs://QmVwUAPuofzbbwzmmqxSP4AP4DQKE9T9X1aE7FCkX1Lzqv,ipfs://QmcazTcGMQYoFuXY33mrs9e1mkWHNL6L2rM7N14e1t13ou,ipfs://QmRGm96ku4AbZv5qWLzGLxvSXqJRXv7ugYv7sgriBL5qpa
11976,FXHASH Logo with Features #397,162,73.68518520660216,False,13,None,None,None,very low,low,True,False,None,normal,very high,None,False,very low,False,None,None,very low,very low,None,high,None,None,None,None,None,None,None,QmYZ6mbjdQNMCXhtMyxQZt1BQw3YU7B4cqairg4q8KowkC,ipfs://QmShHM695qy2X8hww4GAHAJnqDsnHPYQjy52xQs8gNfnRs,ipfs://Qmec145KkZwff4fFFepd5MV1mLhmixMGvteF1XrKdYh81K,ipfs://QmUjdiaHHcR7Jfh513ukrbu1bBBJSmUE3aBDauzbXHzBA4
20002,FXHASH Logo with Features #884,163,73.55653846612947,False,13,None,None,None,very low,very high,True,True,None,very high,normal,None,False,normal,False,None,None,high,normal,None,high,None,None,None,None,None,None,None,QmSaXQvudPCEDCDV4cAvyxSKWDnghExRgDjoifWozbzLhV,ipfs://QmYeiiu7xxACN4SEKvqAdPVMzCAEsowEd3LLgk55hvid27,ipfs://QmYN3GCRmZXouaF7AnJTdYkQSGeVUaugexsya6DJYnSGxt,ipfs://QmSybkmv3Mp2KFzVrYD8tJcCGHfhkqgN7d4PYE5swqj3R2
19202,FXHASH Logo with Features #722,164,73.53785539938038,False,13,None,None,None,very low,very low,False,False,None,very high,low,None,False,normal,False,None,None,low,normal,None,high,None,None,None,None,None,None,None,QmPgRnmfmUWP54tR67G1S3PvM3hGp8Je4ghHi9sKhgdyrE,ipfs://Qmf56fpKs3BhU44vNFE43cb7AGdj5EWetvgbwB7KjSHGjf,ipfs://QmWLzbRq6vrEFgUDRCHgMXbPRMDviPeGxGib3kQyEpVyNh,ipfs://QmQrsmdRGAmkkvE912hkSS4ZakFkYTmtJDUWuZKF2KrWhj
13241,FXHASH Logo with Features #420,165,73.49474301535587,False,13,None,None,None,very low,high,False,False,None,low,normal,None,False,high,False,None,None,very low,normal,None,high,None,None,None,None,None,None,None,QmVRVeKeFZHT4Fj2rXBPX62Qh7FextNnyQjyX8yprze7yw,ipfs://Qma2hHddM1LTMd5AkjzbZHJZTr9jFTf98UymgZNkwKETJk,ipfs://Qme6c6mfYaT7wnmXB7bNX5ZmQjh4Z88VwAvGHFgwQXLg7d,ipfs://QmY2kVgFmE2BYPaxew58tQinp58MuHfbsqWjFekK9A4RAN
19165,FXHASH Logo with Features #715,166,73.3429227765411,False,13,None,None,None,very low,high,True,False,None,high,low,None,False,very low,False,None,None,normal,very low,None,high,None,None,None,None,None,None,None,QmfUtJUcsgv7h8ZkPpKHMQV34r1S4gACHPC3GG2wmd7QHE,ipfs://QmVK76DcxwrUPgfeVC8EfRreQ4Ce1hiyJXE51kRZcjzcTV,ipfs://QmaEsn9AsZkbpXuSHX3gpLbTBwrYJQVcBbu1dPRZ2ozEE1,ipfs://Qmbjeg1ybyvYM5kDopBMzfjPBvrx1dDUbpxN59KqLiWSSu
932,FXHASH Logo with Features #84,167,73.30623944274059,False,13,None,None,None,very low,normal,False,True,None,high,very high,None,False,very low,False,None,None,low,very low,None,high,None,None,None,None,None,None,None,QmZ8ockzK25mZgTz6awxmTEmfEKp2MrU7yDzAMHmRsi2ge,ipfs://QmTBnkKeTJRSbDeCpYRhAUAvhw5BiGRczJS6tHqrxB9xd8,ipfs://QmP6fcJix3hksoW5rRSS4beq2Zsu3phQbAdPvtpS37SgjN,ipfs://QmTwmvKDL8L245tvbBaW25QsjRP4npbrShhPeLaT7FtmsU
19135,FXHASH Logo with Features #707,168,73.24344889626482,False,13,None,None,None,low,very high,True,False,None,high,very low,None,False,very low,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None,QmW56KRL9r9Xa81PEX9UDmy2dRwuhQrhQdY3yFeumH44yJ,ipfs://QmUrfuX7VmogsKuRDMNBWjZPoj4MXA5Tx5DRrAuHjWStHr,ipfs://Qmb5JRUrxzKnwJsCMBZScHzAB2wZ5n7BoTEz4Aqf4zzM7d,ipfs://QmaLGrJXVfkTULUP4ihdDpDP64Lxm8GHZqV7ScyYk1eiPL
19607,FXHASH Logo with Features #827,169,73.24148312191522,False,13,None,None,None,low,low,False,True,None,very high,low,None,False,normal,False,None,None,low,very high,None,low,None,None,None,None,None,None,None,QmbPH7s8jPdvmZdQZDGAjk25fAAcpRVoK6gJ454sXH2VBu,ipfs://QmVkEkf4danJwxGvuTgVLfLT57XEPcFbtybc2fxbrFRcde,ipfs://QmZKmrCDnRDQzTypXmJZhp8LAXGVhGsJeNqMfriXEanYe7,ipfs://QmNdjLMDQRAscFBLHG3QvKGxZLmSbD9kmmUCJpScBZobDj
14198,FXHASH Logo with Features #453,170,73.24100472299247,False,13,None,None,None,very low,very high,True,True,None,normal,very high,None,False,low,False,None,None,low,high,None,high,None,None,None,None,None,None,None,QmQW5TGCj8WQzRExHNtUyPTQ43XESSd26wrKA8FVQYv2zL,ipfs://QmVjVnA7FraH3eDwa2uDLjyptXAaMK8mfxjyaq1VYENBdA,ipfs://QmXRR1mj1VrXk86hXYG8uzfMf8P7a5AHU2Jz3VQr2Hc7eV,ipfs://QmWuTuGsNBHbQpPTQ7RvAcR17XNUUvFNiFWx4FYssYnLu6
13036,FXHASH Logo with Features #415,171,73.21763985828785,False,13,None,None,None,very low,low,False,False,None,normal,very high,None,False,low,False,None,None,low,low,None,high,None,None,None,None,None,None,None,QmcpbCrZ259fnV7Qw1LT5Lpv8NzFKx7fDKFmmDLJGXm8En,ipfs://QmemuHZDgtVPE2V1pxEcg3RXnncxWUjckfKzWW6PNwcvi7,ipfs://QmRE7WWtz21s4Nx8377YKkYt8xAjXoiaHozsQzbYEbSaDZ,ipfs://QmQTT6YXwxERsSARbzNBvu3aZDHee8R34JypgedYF9rhxy
20158,FXHASH Logo with Features #917,172,73.20060725833153,False,13,None,None,None,very low,very high,False,False,None,low,normal,None,False,very low,False,None,None,high,normal,None,high,None,None,None,None,None,None,None,QmU5iC6BpJG3nthW5rd796SPb6usxJZotkMz8i4i5tfqHV,ipfs://QmNvq66r1geUqhaRYHouS2986vj97SGi2cTrMtDFpLdWrX,ipfs://QmSowFRwyEiBqQruMhZYfCZ77DxtQpEVDF3MB6R7dUFviR,ipfs://QmUntL4DfvxnNX3CQEUy6b9DUMEbZ4bzjRrDUSTAsgMNSW
17063,FXHASH Logo with Features #534,173,73.19307389721465,False,13,None,None,None,very low,very low,False,True,None,high,very low,None,False,low,False,None,None,very high,normal,None,high,None,None,None,None,None,None,None,QmTaKj7FvyQpoA6Hm35c3wo1tZHA2MF459sqL6tbXgAbKe,ipfs://QmVYRHdYvm5xMtdrA5erm2WSw3ZJjfozfYUuXuSbkmgpAo,ipfs://QmXoiJaFcDdCfueRciVv2T24tECjUMewe9Hro8gsBUCqrW,ipfs://QmZZNx8UiPVCm2GhHpm5isDwMVfCuKBiCtreK65P2JZVXP
19982,FXHASH Logo with Features #881,174,73.13101843986557,False,13,None,None,None,very low,very high,False,True,None,low,very high,None,False,normal,False,None,None,low,low,None,high,None,None,None,None,None,None,None,QmYXUEW5jmGFYwY3sLGxaGorAKnEWxSoksqHDDETnxCXdd,ipfs://QmYLQrZj6kd3sNvNJoSGcxyEkxBJ6Zr8CQngzTKrCDjRP5,ipfs://QmYEXNYiwYVUx5T6eFL6sGrN18EkvnUepf2x65UUyeypCE,ipfs://QmdEsnyuY8EhR2ZE6PQ2beprxbb47FmaabbTT3QG8F4xCF
10,FXHASH Logo with Features #1,175,73.11460413180193,False,13,None,None,None,very low,normal,True,True,None,very low,very low,None,False,normal,False,None,None,low,high,None,high,None,None,None,None,None,None,None,QmQjBtWMCi5sfwrkPRFMdGxzk1cr7hSFLV3DqTnDuR1kKV,ipfs://QmV3mE56BcHbGs3ZgB1RTgRpsgBSWC4f9NEd28DQNiDC7c,ipfs://QmfKF8e3SFRXeGaip97x3f8rFwVUms1LntCBYDrV7fucPW,ipfs://QmZY2ZpneHru29bDio9Zh1scDoSs1cDJRdkR3NxtfkM8Hj
18873,FXHASH Logo with Features #659,176,73.10976059915242,False,13,None,None,None,low,high,True,False,None,high,low,None,False,normal,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None,QmdSrbgC7kBEHbBunv6M1Rxw7i5pJqLeB7HhSbExmBAUD8,ipfs://QmX5hAf39BNZFEJBA1ug3MXEZw34pLX6qQp8oskUqHWA5B,ipfs://QmfExYXoGWn6NFo7y26WbT9fk828LvBK6tiJtDMSuY8Uzj,ipfs://QmWsRs8e3siCYLNdD6TK53Bt3WwbZwCAwybXmtgHHtJVh7
1222,FXHASH Logo with Features #96,177,72.98395821769404,False,13,None,None,None,very low,low,False,True,None,high,normal,None,False,normal,False,None,None,very high,very low,None,high,None,None,None,None,None,None,None,QmXtaemc19vJF5MQrfdArwmh4X2AZdD9FDFTE7RbbDNV6X,ipfs://QmUm9xsWiEnyFZgMAPsm5rroLsFx8bVMxXgaczAVpjxSKa,ipfs://QmWZLqMnmmZkoYTqfcgp1cXuxy4JMkKTW89T2yEY4wbYUQ,ipfs://QmPHF4cCTvpcfg8PvTukMMQEjvFVvQzqHjaWrqP74SPx8o
6558,FXHASH Logo with Features #261,178,72.93575129155036,False,13,None,None,None,very low,high,True,True,None,high,very high,None,False,very low,False,None,None,very high,normal,None,high,None,None,None,None,None,None,None,Qme41UV4GuPwizv6weuTuN6Nzr7A9LXMGCxwsWPx5SVW6p,ipfs://QmYmDTK4aeRTx7yjPCyyi9qdw4YUp1uQnkUdb4GuxYpcXe,ipfs://QmNysoCfdFWmPyrBg1wCuFAuverdD4yyQQp61Ptzuzr92Q,ipfs://QmYoWENrRw2Vz8Dx4CgWXg1W7X5dsVv2D2W2LMaMaonRkL
3655,FXHASH Logo with Features #183,179,72.92811472870842,False,13,None,None,None,very low,normal,False,False,None,high,high,None,False,low,False,None,None,normal,high,None,high,None,None,None,None,None,None,None,QmPqoajLHD85QCoowrqQ4DqVdihTCfsGdvz9s5aBnszobh,ipfs://QmYVAmZSUyq15LX1dCFfYbu4gSSqSwNYfVXLp23iKqZPC2,ipfs://QmThBtaD5uQ6KPe6b2bFkLnZmUijvmVJjcEvkEakZGfXdB,ipfs://QmeP6c2ciixe4EskvmtfD3QHPyumey3PEf8TZbNrv1hHmq
20485,FXHASH Logo with Features #972,180,72.85479331523283,False,13,None,None,None,very low,normal,False,True,None,low,very low,None,False,high,False,None,None,high,low,None,high,None,None,None,None,None,None,None,QmZoKJKido1qUsZyNdCwoqCecU7s4M5LqE3Ca8nKAgyn5E,ipfs://QmcBNStCvqULTQmCbMPvqeDuDRRCbakyEgsZDQyMFtejdZ,ipfs://QmQqAPLHG9fegt2TEC7ww8zuJja5ToRZgGv6EqnYhFq8tQ,ipfs://QmWkw8Z4v5wgGv1E48rYcbSWz9fBhwFbD3gmj3ZQxKRZaG
19805,FXHASH Logo with Features #850,181,72.83428417501518,False,13,None,None,None,low,normal,True,False,None,low,very high,None,False,very high,False,None,None,very high,very low,None,very low,None,None,None,None,None,None,None,QmTxNBagnGtsHrpVWb72JYjoJbuwmTciFsVkjDZKE9S9sQ,ipfs://QmRnLiDua8vopss3tGwasqea77E4SheS9U1Qt31vR7cEhs,ipfs://QmWmxpSvnEYP1g3m8RhWGD4UARNKSnhHt4iRVrtgvwoGns,ipfs://QmR8CFifG1X9kmBWN4G7RsiNVJa1YnCP9kLHMyVkmS3S8M
10182,FXHASH Logo with Features #345,182,72.75912813369482,False,13,None,None,None,very low,low,False,False,None,very low,very high,None,False,normal,False,None,None,normal,very high,None,high,None,None,None,None,None,None,None,Qme4H83rf49KKkPmKgNfVLtQ2yrFeyjsA1VMoNp35GJnYY,ipfs://QmWMh8Hy4tfbzAAW4rvfV4XxjsSpMbmKCan3mTffJS1sgM,ipfs://QmX47pyWgBwPhpHs9jeg1cQMaXU41C4WZEuSec7PeEokiD,ipfs://QmPBZtLs4rrcgAYf74XV2M1GZuKMqNUezcx7h7qd2JPxXB
6209,FXHASH Logo with Features #250,183,72.71827865050457,False,13,None,None,None,very low,normal,False,True,None,high,very high,None,False,high,False,None,None,low,low,None,high,None,None,None,None,None,None,None,QmQufeAUfscTHtoPZg4jDyfhVaR6MYFsLR3A9vAECX5M3B,ipfs://QmcX2tQ44WK71rokvkmT81kzKZ35JfAKJRuXkSh4bvkgBD,ipfs://QmZv9iGk1EBtpa1LZg13aG1Tcq2wFCqf5Lj8s8xC95U4y8,ipfs://QmSRFyVFWqk5Aaz4y1F2qGHUYvmHCcsnAKwQTdnvFSGrzF
19166,FXHASH Logo with Features #716,184,72.69816215873794,False,13,None,None,None,very low,very low,False,True,None,normal,very low,None,False,very low,False,None,None,high,high,None,high,None,None,None,None,None,None,None,QmeogPeUqKQQeJuCecofEnTPreJHL4embpZQSEFzZFELHR,ipfs://Qmdz7CiKiG3y8TtA5KLtRhCvhyb2RwYTGBuWeXXnkNUvY6,ipfs://Qme5iMUXswxXWhaiJoguGJKraA7xNZVmyTkvDVjejydnoj,ipfs://QmRFV212FoDuGds4FJhcU5NA34cq99WCgmtMncD5VtLuqW
6604,FXHASH Logo with Features #262,185,72.6444657710091,False,13,None,None,None,very low,normal,True,False,None,normal,very high,None,False,normal,False,None,None,low,low,None,high,None,None,None,None,None,None,None,QmVy2udFQbxq6NhfAnkAnn84od6EW1cUXNVwJdtBpLuHRq,ipfs://QmdAhwxgTNe23cGJM2gamJbtiAXnnUW5gm27h5R5xBve8e,ipfs://QmWe2pKLisBGwi3XmdVA2qpsfWXLXFb5G9s1mY18XUhC1a,ipfs://QmYkc4ogUBsLnoVrvBemzCVwPKrQp9jdKNUfHDhneRjHxi
15096,FXHASH Logo with Features #484,186,72.62936950695828,False,13,None,None,None,very low,very high,False,False,None,normal,low,None,False,very low,False,None,None,high,high,None,high,None,None,None,None,None,None,None,QmdeYAr5kXz5GRXjTYDpuaZjVDSDV94WsQMn77hFpnH685,ipfs://QmfQaek5MQ4RuDDDSDGChzA1HMA17TF1Azw66Rwt9teQux,ipfs://QmSEP59tFYFbVbWSZMGDxLYd2hosxzMbqkspqb8SNgnckA,ipfs://QmQDJLWANXFoft4xum3KnAwaVkHFAxnyyS3vKTn2C8W3DT
17607,FXHASH Logo with Features #565,187,72.61626199361434,False,13,None,None,None,very low,very low,True,True,None,normal,very high,None,False,very low,False,None,None,high,very high,None,high,None,None,None,None,None,None,None,QmVQRY9AD3H7bUUyZRJ3bTKpvGUR4KK37UGnXtBpACgJBg,ipfs://Qma25Z2QB5goxBP42UXRtLi9Hc6ZRMgP8bqFf5SFHZpFZB,ipfs://QmRYAtV1pAxP27Gyf6LEZWAvwYCaKXVkYyt8hPCg8MhCnu,ipfs://QmU3V7Dry5TEHTxQAdn2YysTQavVUDAdcbWo8Eag2GJK4C
12768,FXHASH Logo with Features #410,188,72.61142153715711,False,13,None,None,None,very low,normal,True,True,None,low,normal,None,False,high,False,None,None,normal,high,None,high,None,None,None,None,None,None,None,QmWBHiMbC8w9ZfscTMwNG9SwUTqJBUwGoB1TTbWD7GBokU,ipfs://QmaHeu7qXaY41XwyU4AkyQxmfswLjSqXQJkh3e7rSZ5kK9,ipfs://QmNjQMP5yP6x2AmQXrxuu89HCfVC4xrqUKazNWFkva31xL,ipfs://QmYAG45fTp56pmDCWEpDv36kDbPJb5QWi8NwvkuoT8cpGZ
3536,FXHASH Logo with Features #179,189,72.60134473865901,False,13,None,None,None,very low,low,False,False,None,low,very low,None,False,normal,False,None,None,normal,low,None,high,None,None,None,None,None,None,None,QmamFFsJJQACsUphYD7K25Hr65j1D4udJRasJp2dgg7y8T,ipfs://QmPKdT3TrCg4i46FzHT2gsMFoyh23KNLok28NyZojD12Aw,ipfs://QmTCh4kaCM7VNF9AuBA46VANqQFoxa7TaDpqNaCza6XWzQ,ipfs://Qma1bF3P8ZbhtHhpE2PUS6HGB1e6i5S8nqRLbeF2Ufg6u9
20149,FXHASH Logo with Features #916,190,72.4995892464019,False,13,None,None,None,low,very low,False,True,None,low,low,None,False,very high,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmSNTHt8YSaqZ7enom6EPa4H7qfxyqbBfvtN7eY9iUL1zv,ipfs://QmYhy3rnEPfXgnfqEr1ioUVtUC7R9fynhwAHyq5TyrLUTR,ipfs://QmP1Xvg3Wjwe8Jzrmqk5aoTGCxL6cvaogY2Uu7b2eSGPb2,ipfs://QmRNgsaucoGavjoVNWWs162KiXGJRr7zq7gBh7qGDW69R7
19994,FXHASH Logo with Features #882,191,72.33315513658908,False,13,None,None,None,low,normal,False,False,None,very low,high,None,False,very high,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmdfakfUKCPGWQdGx11NtTYQEoVDVqB9VNjASwjFxuVDpH,ipfs://QmUDtuJJvceoFhvtRoCHz8X89ULL95EGVatWv1SbRCNh7S,ipfs://QmVS4n3ynxLFkbwJ4GeRi5obuSZg689N5arxK6ZxSCTwWt,ipfs://QmNuUxkymnFW1V7LoUJgoaeGxoswDkHRjHr2r5JnzNGgct
3828,FXHASH Logo with Features #194,192,72.28423679102023,False,13,None,None,None,low,high,True,False,None,low,low,None,False,low,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None,QmeHXf8puaQCdYLYjwXg2zFAL1nHdF95DWNA9xxcNNyDnv,ipfs://QmbT9kBemSsNyChKwHbRySvYwMFUeBdXPq7ir4bp9dG9VN,ipfs://QmXqMHgkoZQnQv2WWLxaPoboziJ6pSeky92ewfPa8GrSRr,ipfs://QmYZzn7SNUtauJdUXJAuMCGLsF1jBvr7qMeZg4s2sqfrWM
